good jobs for those with education
good jobs for those with education
FixStart
0.6 0.6
432 388.8
Began 486.5482 378 392 0.04166663 0.01028803
Stationary 486.571 378 392 0.04166663 0.01028803
Stationary 486.5841 378 392 0.04166663 0.01028803
Stationary 486.5973 378 392 0.04166663 0.01028803
Moved 486.6128 385.0009 400.7511 0.05787243 0.03279604
Moved 486.63 391.2557 409.8836 0.07235119 0.05628495
Moved 486.644 400.482 416.735 0.09370824 0.07390682
Moved 486.6597 409.8665 427.6146 0.1154316 0.1018894
Moved 486.6758 421.263 437.9802 0.1418126 0.1285497
Moved 486.6918 436.1924 447.3154 0.1763712 0.1525602
Moved 486.7065 449.4144 457.1001 0.2069777 0.1777265
Moved 486.7203 461.727 464.9543 0.2354792 0.1979278
Moved 486.7372 474.3145 473.2097 0.264617 0.2191607
Moved 486.7525 487.1863 481.7909 0.2944128 0.2412316
Moved 486.769 493.5 485 0.3090277 0.2494856
Moved 486.7827 503.5662 491.7521 0.3323292 0.2668521
Moved 486.799 510.9417 496.165 0.3494022 0.2782022
Moved 486.8146 518.2954 501.4716 0.3664245 0.2918506
Moved 486.8297 522.7771 505.7771 0.3767988 0.3029245
Moved 486.8448 526.397 508.397 0.3851783 0.3096631
Moved 486.8609 529.2551 510.1276 0.3917942 0.314114
Moved 486.8766 530.5 513 0.3946759 0.321502
Moved 486.891 531.6719 513.6719 0.3973887 0.3232302
Moved 486.9046 533.1212 515.1212 0.4007436 0.3269578
Stationary 486.9215 533.1212 515.1212 0.4007436 0.3269578
Moved 486.937 533.9948 516.9948 0.4027658 0.3317767
Stationary 486.953 534 517 0.4027778 0.33179
Moved 486.9684 534 518.8694 0.4027778 0.3365983
Moved 486.9832 534 520.3044 0.4027778 0.340289
Moved 486.9984 534 521.2754 0.4027778 0.3427865
Moved 487.0161 520.9351 523 0.372535 0.3472221
Moved 487.0298 511.2664 523 0.3501537 0.3472221
Moved 487.0452 497.1858 523 0.3175597 0.3472221
Moved 487.0613 482.7985 523 0.2842557 0.3472221
Moved 487.0775 465.6973 517.9443 0.2446696 0.3342187
Moved 487.0917 448.0281 509.0117 0.2037688 0.3112441
Moved 487.1076 430.4634 503.5198 0.1631097 0.2971187
Moved 487.1233 414.3666 495.1833 0.1258487 0.2756771
Moved 487.138 400.9698 488.9866 0.09483744 0.2597391
Moved 487.153 389.4635 483.2318 0.06820261 0.2449375
Moved 487.1694 376.9988 476.6243 0.0393491 0.227943
Moved 487.1835 364.2083 468.1389 0.009741386 0.2061184
Moved 487.1985 354.7014 460.4583 -0.0122653 0.1863638
Moved 487.2152 348.0567 454.8806 -0.02764647 0.1720179
Moved 487.2298 338.7435 448.1025 -0.04920487 0.1545845
Moved 487.2456 330.2704 441.1352 -0.06881853 0.1366645
Moved 487.2611 321.6382 434.6985 -0.08880049 0.1201092
Moved 487.2763 315.038 429.5284 -0.1040788 0.1068117
Moved 487.2915 308.3535 425.2121 -0.1195521 0.09571005
Moved 487.3071 301.1407 419.5126 -0.1362483 0.08105093
Moved 487.3218 296.1385 415.3795 -0.1478274 0.07042049
Moved 487.3382 292.1774 411.2365 -0.1569967 0.05976461
