are you sure you want this
are you sure you want this
FixStart
0.6 0.6
432 388.8
Began 703.9991 476 367 0.2685185 -0.05401234
Stationary 704.02 476 367 0.2685185 -0.05401234
Stationary 704.0341 476 367 0.2685185 -0.05401234
Stationary 704.0488 476 367 0.2685185 -0.05401234
Moved 704.0636 460.3742 367 0.2323477 -0.05401234
Moved 704.0805 450.6358 367 0.2098051 -0.05401234
Moved 704.0966 437.6249 367 0.1796872 -0.05401234
Moved 704.1121 425.3982 377.0732 0.1513848 -0.02810388
Moved 704.127 401.364 383.159 0.09574999 -0.01245122
Moved 704.1421 378.5406 388.8649 0.04291803 0.002224337
Moved 704.1577 351.45 394.7281 -0.01979177 0.01730491
Moved 704.1729 329.7809 397.6959 -0.06995171 0.02493784
Moved 704.189 304.1332 400 -0.1293212 0.03086416
Moved 704.2061 282.5331 400 -0.1793214 0.03086416
Moved 704.2202 268 400 -0.212963 0.03086416
Moved 704.2346 249.1711 400 -0.2565484 0.03086416
Moved 704.2505 233.0259 400 -0.2939214 0.03086416
Moved 704.2659 224.8306 400 -0.312892 0.03086416
Moved 704.2809 218.7138 400 -0.3270514 0.03086416
Moved 704.2958 213.9765 400 -0.3380173 0.03086416
Moved 704.3112 211.0963 400 -0.3446845 0.03086416
Moved 704.3276 208.2186 400 -0.3513457 0.03086416
Moved 704.3418 207.4754 400 -0.3530661 0.03086416
Stationary 704.3585 207 400 -0.3541667 0.03086416
Moved 704.3739 207 404.2028 -0.3541667 0.04167372
Moved 704.3895 212.8852 411.2037 -0.3405435 0.05968027
Moved 704.4046 222.9821 422.2653 -0.317171 0.08813088
Moved 704.4201 248.0831 442.4919 -0.2590668 0.1401539
Moved 704.4479 312.4631 476.3414 -0.110039 0.2272153
Moved 704.4599 358.2049 491.5015 -0.004155338 0.2662076
Stationary 704.4709 358.2049 491.5015 -0.004155338 0.2662076
Moved 704.4818 372.1455 495.2864 0.02811452 0.2759422
Moved 704.4967 383.0624 498.5803 0.05338529 0.2844144
Moved 704.5119 393.1212 501.0347 0.07666956 0.2907269
Moved 704.5272 400.281 502.4562 0.09324312 0.2943833
Moved 704.5417 407.5899 504.8975 0.1101617 0.3006621
Moved 704.5603 410.9197 505 0.1178696 0.3009258
Moved 704.5739 412.406 506.406 0.1213102 0.3045421
Moved 704.589 413.8441 506 0.124639 0.3034978
Stationary 704.6058 414 506 0.125 0.3034978
Moved 704.623 415.5 507.5 0.1284723 0.3073559
Stationary 704.6363 415.5 507.5 0.1284723 0.3073559
Moved 704.6495 415 508.1984 0.1273148 0.309152
Stationary 704.666 415 508.1984 0.1273148 0.309152
Moved 704.6818 403.454 511.3092 0.1005881 0.3171532
Moved 704.6979 395.8577 513.1835 0.08300384 0.321974
Moved 704.7145 384.6273 517.1398 0.05700757 0.3321496
Moved 704.728 370.3628 519.9274 0.02398789 0.3393195
Moved 704.7434 353.0245 522.8137 -0.016147 0.346743
Moved 704.759 339.7552 525.7211 -0.04686306 0.3542207
Moved 704.7739 329.5 525 -0.07060184 0.3523662
Moved 704.7923 322.6216 526 -0.08652414 0.3549381
Moved 704.8051 317.6818 526.3182 -0.09795889 0.3557567
Ended 704.8202 316 527 -0.1018519 0.3575102
Candidates 704.9249 12 are dare fare date aware far were gate fate ate ar ser
Began 705.3252 434 232 0.1712963 -0.4012346
Stationary 705.3455 434 232 0.1712963 -0.4012346
Stationary 705.3613 434 232 0.1712963 -0.4012346
Stationary 705.3744 434 232 0.1712963 -0.4012346
Moved 705.3892 434 247.1899 0.1712963 -0.3621658
Moved 705.4059 434 266.5162 0.1712963 -0.3124584
Moved 705.4207 434 285.542 0.1712963 -0.2635237
Moved 705.4364 426.5785 301.9877 0.1541169 -0.2212251
Moved 705.4512 421.9792 324.4444 0.1434704 -0.1634661
Moved 705.4671 419.4362 338.0372 0.1375838 -0.1285052
Moved 705.4822 417.7792 350.9875 0.1337481 -0.09519671
Moved 705.4981 417 360.1266 0.1319444 -0.07169079
Moved 705.5142 416.0206 366.8969 0.1296774 -0.05427772
Moved 705.5283 416 371.2366 0.1296297 -0.04311589
Moved 705.5438 415 373.638 0.1273148 -0.03693938
Moved 705.5601 415 375.9189 0.1273148 -0.03107291
Moved 705.5753 415 378.7879 0.1273148 -0.02369366
Moved 705.5901 414.1638 379.8362 0.1253791 -0.0209974
Stationary 705.6061 414 380 0.125 -0.02057613
