where can my little dog be
where can my little dog be
FixStart
0.6 0.6
432 388.8
Began 323.9429 478 284 0.2731481 -0.2674897
Stationary 323.9633 478 284 0.2731481 -0.2674897
Stationary 323.9782 478 284 0.2731481 -0.2674897
Stationary 323.9938 478 284 0.2731481 -0.2674897
Moved 324.008 463.6548 297.0089 0.2399418 -0.2340308
Moved 324.0249 447.5795 307.947 0.2027304 -0.2058977
Moved 324.0399 430.26 320.0087 0.1626388 -0.1748747
Moved 324.0557 413.3429 332.4285 0.123479 -0.1429309
Moved 324.0716 387.7991 350.5406 0.06434987 -0.0963463
Moved 324.0869 373.1886 360.2076 0.0305292 -0.07148255
Moved 324.1017 357.2693 369.843 -0.006321172 -0.04670029
Moved 324.1161 344.2513 377.0826 -0.03645534 -0.0280797
Moved 324.1338 334.8665 382.5668 -0.05817949 -0.01397443
Moved 324.1484 327.4929 385.6028 -0.07524794 -0.006165563
Moved 324.1625 324.5 388 -0.08217593 -3.924585E-08
Moved 324.1784 321.5198 388.8267 -0.08907453 0.002126223
Moved 324.1943 318.4762 390.2619 -0.09611993 0.005817648
Moved 324.209 317.2966 391.7034 -0.09885038 0.009525048
Stationary 324.2245 317 392 -0.09953702 0.01028803
Moved 324.2414 317 393.5 -0.09953702 0.01414597
Moved 324.2553 317 393 -0.09953702 0.01285996
Stationary 324.2711 317 393 -0.09953702 0.01285996
Moved 324.2871 342.505 384.4419 -0.04049773 -0.009151544
Moved 324.3013 375.0271 364.3152 0.03478497 -0.06091757
Moved 324.3165 404.8291 344.6234 0.1037711 -0.1115654
Moved 324.3325 426.9726 326.8807 0.1550291 -0.1572
Moved 324.3495 447.1133 309.6172 0.2016512 -0.201602
Moved 324.3703 479.405 285.076 0.2764005 -0.2647223
Stationary 324.3812 479.405 285.076 0.2764005 -0.2647223
Moved 324.3938 487.1147 278.1496 0.2942471 -0.282537
Moved 324.4102 497.9485 270.6309 0.3193253 -0.3018754
Moved 324.4258 506.3493 265.1005 0.3387715 -0.3160996
Moved 324.4408 509.3287 262.6713 0.3456682 -0.3223475
Moved 324.4561 512.1875 262 0.3522859 -0.3240741
