want to join us for lunch
want to join us for lunch
Basic
0.6 0.6
432 388.8
Began 872.0456 269 540 -0.2106481 0.3909464
Stationary 872.0656 269 540 -0.2106481 0.3909464
Stationary 872.0804 269 540 -0.2106481 0.3909464
Stationary 872.0954 269 540 -0.2106481 0.3909464
Stationary 872.1118 269 540 -0.2106481 0.3909464
Moved 872.1272 269 523.7756 -0.2106481 0.3492171
Moved 872.1448 260.2513 513.2233 -0.2308999 0.3220764
Moved 872.1586 255.7222 502.3054 -0.2413839 0.2939953
Moved 872.1735 248.3479 483.6349 -0.2584539 0.2459746
Moved 872.1888 241.1818 468.3636 -0.2750421 0.2066965
Moved 872.2045 236.7572 453.8572 -0.2852843 0.1693858
Moved 872.2203 232.4943 443.3181 -0.2951522 0.1422789
Moved 872.2361 228.1427 431.7138 -0.3052253 0.1124325
Moved 872.2493 223.836 421.2295 -0.3151943 0.08546668
Moved 872.2654 221.2783 412.9742 -0.321115 0.06423388
Moved 872.2816 218.4977 404.493 -0.3275517 0.04242018
Moved 872.2975 215.6279 397.2558 -0.3341947 0.02380599
Moved 872.3118 212.7475 391.4951 -0.3408622 0.008989499
Moved 872.3267 210.4382 387.3147 -0.3462078 -0.001762688
Moved 872.3445 208.0047 383.007 -0.3518411 -0.01284219
Moved 872.3591 206.5676 380.1353 -0.3551675 -0.02022818
Moved 872.3752 204.663 376.9944 -0.3595765 -0.02830654
Moved 872.3891 204 374.9938 -0.3611111 -0.03345215
Moved 872.4042 202.5632 373.5632 -0.3644371 -0.03713192
Moved 872.4197 201.1198 371.1198 -0.3677782 -0.0434162
Moved 872.4359 201 369.6879 -0.3680556 -0.04709903
Moved 872.451 200 369.2474 -0.3703704 -0.04823213
Moved 872.4661 198.8018 367.8018 -0.3731439 -0.05195013
Stationary 872.4813 199 368 -0.3726852 -0.05144041
Moved 872.4968 197.5 366.5 -0.3761574 -0.05529835
Moved 872.5118 198 365.9127 -0.375 -0.05680893
Moved 872.5267 197 365.3813 -0.3773148 -0.05817578
Moved 872.5434 197 364.5 -0.3773148 -0.06044246
Moved 872.559 197 365 -0.3773148 -0.05915646
Moved 872.575 195.5 363.5 -0.3807871 -0.06301456
Moved 872.5892 196 364 -0.3796296 -0.06172839
Stationary 872.6043 196 364 -0.3796296 -0.06172839
Stationary 872.6202 196 364 -0.3796296 -0.06172839
Moved 872.6354 196 363 -0.3796296 -0.06430049
Stationary 872.6501 196 363 -0.3796296 -0.06430049
Stationary 872.6655 196 363 -0.3796296 -0.06430049
Stationary 872.6812 196 363 -0.3796296 -0.06430049
Stationary 872.7061 196 363 -0.3796296 -0.06430049
Stationary 872.7197 196 363 -0.3796296 -0.06430049
Stationary 872.7303 196 363 -0.3796296 -0.06430049
Moved 872.7433 218.5697 376.3108 -0.3273848 -0.03006484
Moved 872.7599 238.8707 383.4596 -0.280392 -0.01167808
Moved 872.7749 260.9813 389.7283 -0.2292099 0.004445182
Moved 872.7908 283.2716 390 -0.177612 0.005143954
Moved 872.8055 302.1672 390 -0.1338722 0.005143954
Moved 872.8218 315.6002 390 -0.1027773 0.005143954
Moved 872.8381 333.9644 377.563 -0.0602675 -0.02684409
Moved 872.8525 348.88 372.8834 -0.02574081 -0.03888032
Moved 872.8676 362.3638 365.6868 0.005471806 -0.05739008
Moved 872.8825 378.4078 355.0162 0.04261057 -0.08483502
Moved 872.8991 390.1855 344.9627 0.06987382 -0.1106927
Moved 872.9124 401.0435 335.5342 0.09500811 -0.134943
Moved 872.9285 408.6995 326.734 0.1127303 -0.1575772
Moved 872.9448 415.7862 316.8994 0.1291347 -0.1828719
Moved 872.9603 423.3837 304.8286 0.1467214 -0.2139183
Moved 872.9756 428.1042 295.7917 0.1576485 -0.2371613
Moved 872.9926 432.4331 287.1339 0.1676691 -0.2594294
Moved 873.0068 436.7366 281.3512 0.177631 -0.2743025
Moved 873.0213 439.7018 274.2454 0.184495 -0.2925787
Moved 873.037 442 268.5 0.1898148 -0.307356
Moved 873.051 442.885 266.23 0.1918634 -0.3131944
Moved 873.067 444.33 263.3399 0.1952085 -0.3206278
Moved 873.0827 445 261.2281 0.1967593 -0.3260594
Moved 873.0976 446.2079 259.7921 0.1995552 -0.3297529
Moved 873.1133 446 257.6999 0.199074 -0.3351341
Moved 873.129 447.0888 255.9111 0.2015945 -0.3397347
Moved 873.1483 447 254.5 0.2013889 -0.3433642
Stationary 873.1603 447 254.5 0.2013889 -0.3433642
Moved 873.1758 434.4875 270.6407 0.1724247 -0.3018502
Moved 873.1929 423 291 0.1458333 -0.2494857
Moved 873.2059 406.6858 320.5523 0.1080689 -0.1734767
Moved 873.2219 393.5617 346.8766 0.0776891 -0.1057701
Moved 873.2372 380.1572 369.2739 0.04666021 -0.04816392
Moved 873.2527 365.4664 393.0537 0.01265377 0.01299819
Moved 873.2681 356.568 409.3237 -0.007944554 0.05484471
Moved 873.2837 343.3767 434.4433 -0.03847991 0.1194528
Moved 873.2983 334.5859 449.3568 -0.05882894 0.1578106
Moved 873.3142 325.934 464.099 -0.07885645 0.1957278
Moved 873.3297 319.5308 477.0557 -0.09367874 0.2290528
Moved 873.3459 313.7822 487.4356 -0.1069857 0.2557499
Moved 873.3599 309.0157 497.9635 -0.1180193 0.2828279
Moved 873.3759 305.8153 504.3694 -0.1254276 0.299304
Moved 873.3929 303 513 -0.1319445 0.321502
Moved 873.4067 301.0366 518.8538 -0.1364894 0.3365579
Moved 873.4221 299.5977 524.6091 -0.1398201 0.3513609
Moved 873.4375 299 527.8409 -0.1412037 0.3596731
Moved 873.4536 297.7202 533.1191 -0.1441661 0.3732486
Moved 873.4682 298 534.7213 -0.1435185 0.3773695
Moved 873.4853 298 535.891 -0.1435185 0.3803779
Ended 873.499 298 536 -0.1435185 0.3806583
Candidates 873.6215 12 range want rant wnt went game rent fame same frame take randy
Began 874.3129 415 393 0.1273148 0.01285996
Stationary 874.3336 415 393 0.1273148 0.01285996
Stationary 874.3471 415 393 0.1273148 0.01285996
Stationary 874.3622 415 393 0.1273148 0.01285996
Moved 874.3777 386.445 393 0.06121536 0.01285996
Moved 874.3934 358.0771 403.7692 -0.004451176 0.04055843
Moved 874.4083 324.42 410.145 -0.08236099 0.05695731
Moved 874.4234 312.7449 411.9172 -0.1093867 0.06151544
Ended 874.4391 307.5 412.5 -0.1215278 0.06301432
Accept 874.4673 1 want
Began 875.5465 267 502 -0.2152778 0.2932098
Stationary 875.5659 267 502 -0.2152778 0.2932098
Stationary 875.5813 267 502 -0.2152778 0.2932098
Stationary 875.5953 267 502 -0.2152778 0.2932098
Moved 875.6101 285.7466 502 -0.1718828 0.2932098
Moved 875.6265 302.9285 502 -0.1321099 0.2932098
Moved 875.6414 330.6382 509.6714 -0.06796723 0.3129409
Moved 875.6571 348.0749 512.8843 -0.0276044 0.3212045
Moved 875.6725 374.83 513 0.0343286 0.321502
Moved 875.6878 387.2305 513.8034 0.0630336 0.3235684
Moved 875.7028 400.1517 514 0.09294371 0.324074
Moved 875.7222 408.4312 514 0.1121093 0.324074
Moved 875.736 416.7551 514 0.1313776 0.324074
Moved 875.7496 421.247 514.5618 0.1417755 0.3255189
Moved 875.7648 425.2656 515 0.1510777 0.326646
Moved 875.7816 429.3435 515 0.1605173 0.326646
Moved 875.7961 432.6682 515 0.1682134 0.326646
Moved 875.8116 435.9953 515 0.1759152 0.326646
Moved 875.8272 438.8647 515 0.1825572 0.326646
Moved 875.8431 440.8748 515 0.1872102 0.326646
Moved 875.8575 442.3139 515 0.1905414 0.326646
Moved 875.8734 443.5 515 0.193287 0.326646
Moved 875.8889 444.8409 515 0.196391 0.326646
Moved 875.9041 446.2833 515 0.1997299 0.326646
