are you sure you want this
are you sure you want this
FixStart
0.6 0.6
432 388.8
Began 1706.763 440 446 0.1851852 0.1491768
Stationary 1706.782 440 446 0.1851852 0.1491768
Stationary 1706.793 440 446 0.1851852 0.1491768
Stationary 1706.807 440 446 0.1851852 0.1491768
Stationary 1706.823 440 446 0.1851852 0.1491768
Moved 1706.839 430.1037 446 0.1622771 0.1491768
Moved 1706.855 419.9719 446 0.1388239 0.1491768
Moved 1706.871 410.3044 451.3664 0.1164453 0.1629793
Moved 1706.889 402.2536 455.6418 0.09780923 0.1739759
Moved 1706.901 390.5574 457.1603 0.07073461 0.1778812
Moved 1706.917 381.5 460 0.04976849 0.1851851
Moved 1706.935 365.6882 461.847 0.01316716 0.1899357
Moved 1706.947 353.2334 463.3074 -0.0156635 0.1936917
Moved 1706.964 338.4591 464 -0.04986316 0.1954732
Moved 1706.981 325.3432 464 -0.08022398 0.1954732
Moved 1706.995 312.9521 465.4498 -0.1089073 0.1992019
Moved 1707.009 304.5048 466.3884 -0.1284612 0.2016161
Moved 1707.025 290.8052 467 -0.1601731 0.2031892
Moved 1707.041 281.0458 467 -0.1827644 0.2031892
Moved 1707.057 272.7141 468 -0.2020508 0.2057612
Moved 1707.073 265.8482 468 -0.2179439 0.2057612
Moved 1707.087 260.3434 468 -0.2306866 0.2057612
Moved 1707.102 256.4035 468.7983 -0.2398068 0.2078144
Moved 1707.118 254.2543 469 -0.2447816 0.2083333
Moved 1707.132 252.7919 470.2081 -0.2481669 0.2114404
Stationary 1707.148 252.7919 470.2081 -0.2481669 0.2114404
Moved 1707.164 252 470.984 -0.25 0.2134362
Moved 1707.179 252 472.3676 -0.25 0.2169947
Moved 1707.195 252 473.7512 -0.25 0.2205533
Moved 1707.21 252 475.1379 -0.25 0.22412
Moved 1707.226 252 481 -0.25 0.2391974
Moved 1707.242 265.7731 488.1765 -0.2181179 0.2576554
Moved 1707.257 276.8502 497.8689 -0.1924764 0.2825845
Moved 1707.272 291.9727 510.2504 -0.1574705 0.3144301
Moved 1707.288 304.2254 518.9821 -0.1291079 0.336888
Moved 1707.303 318.4455 526.7228 -0.09619092 0.3567972
Moved 1707.319 330.5 535 -0.06828706 0.3780863
Moved 1707.333 346.0895 544.393 -0.03220012 0.4022453
Moved 1707.349 356.5935 550.7561 -0.007885347 0.4186113
Moved 1707.364 370.1844 560.2291 0.02357493 0.4429759
Moved 1707.381 378.9705 564.8403 0.04391312 0.454836
Moved 1707.396 386.4833 569.29 0.06130397 0.4662807
Moved 1707.41 393.5 573.5 0.07754634 0.4771089
Moved 1707.425 397.6944 576.8472 0.08725554 0.4857181
Moved 1707.443 400.6075 579.6075 0.0939988 0.4928174
Moved 1707.456 403 582 0.09953707 0.4989711
Moved 1707.471 403.7889 582.7889 0.1013633 0.5010002
Moved 1707.488 405.1764 584.1763 0.104575 0.5045686
Moved 1707.504 405 585 0.1041667 0.5066872
Moved 1707.518 405 585.9455 0.1041667 0.509119
Moved 1707.533 405 586.5 0.1041667 0.5105452
Moved 1707.549 405 587.3601 0.1041667 0.5127574
Stationary 1707.565 405 587.3601 0.1041667 0.5127574
Moved 1707.58 405 588.0505 0.1041667 0.5145332
Moved 1707.594 391.6508 588 0.07326573 0.5144032
Moved 1707.611 381.4771 588 0.04971544 0.5144032
Moved 1707.625 369.053 588 0.020956 0.5144032
Moved 1707.641 353.9072 588 -0.01410365 0.5144032
Moved 1707.656 338.9037 588 -0.04883394 0.5144032
Moved 1707.671 325.0917 576.0734 -0.08080621 0.4837277
Moved 1707.688 316.5 577 -0.1006944 0.4861111
Moved 1707.703 305.7467 573.2133 -0.1255864 0.4763716
Moved 1707.718 294.754 570.4385 -0.1510324 0.4692348
Moved 1707.734 288.6688 567.6675 -0.1651185 0.4621078
Moved 1707.75 282.7784 565.9446 -0.1787536 0.4576765
Moved 1707.765 281.5691 564.569 -0.1815531 0.4541383
Moved 1707.781 280.1784 565 -0.1847722 0.4552468
Ended 1707.796 280 565 -0.1851852 0.4552468
Candidates 1707.99 12 are date gate fate ate faster area gates dare fare dates arts
Began 1708.395 416 422 0.1296297 0.08744851
Stationary 1708.412 416 422 0.1296297 0.08744851
Stationary 1708.427 416 422 0.1296297 0.08744851
Moved 1708.443 416 439.4717 0.1296297 0.1323861
Moved 1708.458 416 461.4863 0.1296297 0.189008
