come and see our new car
come and see our new car
FixStart
0.6 0.6
432 388.8
Began 2884.843 403 307 0.09953707 -0.2083334
Stationary 2884.862 403 307 0.09953707 -0.2083334
Stationary 2884.876 403 307 0.09953707 -0.2083334
Stationary 2884.89 403 307 0.09953707 -0.2083334
Stationary 2884.906 403 307 0.09953707 -0.2083334
Stationary 2884.92 403 307 0.09953707 -0.2083334
Moved 2884.937 390.6994 307 0.07106344 -0.2083334
Moved 2884.953 385.1912 294.978 0.05831292 -0.239254
Moved 2884.968 381.1377 292.1377 0.04892975 -0.2465596
Moved 2884.984 371.6028 284.3357 0.02685845 -0.2666263
Moved 2885 361.8196 273.651 0.004212062 -0.2941075
Moved 2885.015 350.7565 263.1503 -0.02139692 -0.3211155
Moved 2885.03 340.6772 251.6311 -0.04472867 -0.3507431
Moved 2885.044 332.0911 240.1215 -0.06460389 -0.3803461
Moved 2885.063 327.3056 232.4584 -0.07568146 -0.4000556
Moved 2885.075 322.8329 226.7911 -0.08603484 -0.4146319
Moved 2885.091 319.0019 220.5028 -0.094903 -0.4308056
Moved 2885.107 316.1296 215.2593 -0.1015518 -0.4442919
Moved 2885.123 314.6263 212.2526 -0.1050318 -0.4520253
Moved 2885.138 314 211.1847 -0.1064815 -0.4547719
Moved 2885.152 314 209.7531 -0.1064815 -0.4584541
Stationary 2885.167 314 209.7531 -0.1064815 -0.4584541
Stationary 2885.182 314 209.7531 -0.1064815 -0.4584541
Stationary 2885.198 314 210 -0.1064815 -0.457819
Stationary 2885.214 314 210 -0.1064815 -0.457819
Moved 2885.23 323.9248 219.9248 -0.08350739 -0.4322921
Moved 2885.247 343.586 245.8693 -0.03799538 -0.3655627
Moved 2885.261 383.4178 303.1268 0.05420794 -0.2182954
Moved 2885.276 421.22 358.3984 0.1417129 -0.07613578
Moved 2885.292 432.5 373.5 0.167824 -0.03729432
Moved 2885.309 458.485 418.4245 0.2279745 0.07825223
Moved 2885.323 474.2119 446.5815 0.2643795 0.1506725
Moved 2885.339 481.1559 459.4525 0.2804534 0.183777
Moved 2885.354 488.5121 472.7217 0.2974817 0.2179057
Moved 2885.37 492.2337 482.4673 0.3060965 0.2429715
Moved 2885.385 495.3628 488.7255 0.3133397 0.2590676
Moved 2885.399 496.5 491 0.3159723 0.2649176
Moved 2885.416 497.5 493 0.318287 0.2700616
Moved 2885.431 497 493.0845 0.3171296 0.270279
Moved 2885.446 498 493 0.3194444 0.2700616
Stationary 2885.461 498 493 0.3194444 0.2700616
Moved 2885.476 498 472.0253 0.3194444 0.2161143
Moved 2885.493 498.9441 433.6203 0.3216299 0.1173361
Moved 2885.509 500.3687 385.4663 0.3249275 -0.006516735
Moved 2885.524 500 354.2814 0.324074 -0.08672494
Moved 2885.538 500 305.4723 0.324074 -0.2122626
Moved 2885.554 500 271.246 0.324074 -0.3002933
Moved 2885.57 500 232.3276 0.324074 -0.4003918
Moved 2885.584 500 204.0443 0.324074 -0.4731371
Moved 2885.6 500 184.7134 0.324074 -0.5228566
Moved 2885.616 500 167.8328 0.324074 -0.5662739
Moved 2885.63 500 160.7308 0.324074 -0.5845402
Moved 2885.646 500 153.2913 0.324074 -0.6036747
Moved 2885.662 500 149.7616 0.324074 -0.6127532
Moved 2885.677 500 145.3171 0.324074 -0.6241844
Moved 2885.692 492.9228 141.9779 0.3076917 -0.6327729
Moved 2885.71 491.553 140.553 0.3045208 -0.6364378
Moved 2885.722 488.3423 137.2281 0.2970886 -0.6449893
Moved 2885.738 484.0564 136.014 0.2871675 -0.6481121
Moved 2885.754 463.8729 141.5607 0.2404464 -0.633846
Moved 2885.769 435.6929 159.3843 0.1752151 -0.5880035
Moved 2885.785 408.2155 176.6533 0.1116101 -0.5435871
Moved 2885.799 387.9885 191.2567 0.06478816 -0.506027
Moved 2885.815 368.5211 205.9478 0.01972467 -0.4682413
Moved 2885.831 349.6851 224.6938 -0.02387702 -0.4200262
Moved 2885.848 335.694 239.0612 -0.05626396 -0.3830731
Moved 2885.863 314.3583 259.5452 -0.1056521 -0.330388
Moved 2885.877 299.5 279 -0.1400463 -0.2803498
Moved 2885.893 284.1991 299.7346 -0.175465 -0.2270201
Moved 2885.908 271.2881 325.4238 -0.2053517 -0.160947
Moved 2885.923 263.8468 344.8831 -0.2225769 -0.1108976
Moved 2885.938 251.2951 379.5137 -0.2516318 -0.02182705
Ended 2885.955 237.5 429 -0.2835648 0.1054526
Candidates 2886.093 12 since china finds done funds sons fine cuba sums dinner sounds sigma
Began 2887.369 409 334 0.113426 -0.1388889
Stationary 2887.389 409 334 0.113426 -0.1388889
Stationary 2887.404 409 334 0.113426 -0.1388889
Stationary 2887.418 409 334 0.113426 -0.1388889
Ended 2887.444 409 334 0.113426 -0.1388889
NextCandidatePanel 2887.463
Began 2888.495 395 323 0.08101851 -0.1671811
Stationary 2888.515 395 323 0.08101851 -0.1671811
Stationary 2888.529 395 323 0.08101851 -0.1671811
Stationary 2888.545 395 323 0.08101851 -0.1671811
Stationary 2888.56 395 323 0.08101851 -0.1671811
Ended 2888.574 395 323 0.08101851 -0.1671811
Began 2888.634 399 326 0.09027779 -0.1594652
NextCandidatePanel 2888.634
Stationary 2888.653 399 326 0.09027779 -0.1594652
Stationary 2888.669 399 326 0.09027779 -0.1594652
Stationary 2888.682 399 326 0.09027779 -0.1594652
Ended 2888.699 399 326 0.09027779 -0.1594652
Cancel 2888.759
Began 2889.034 369 309 0.02083332 -0.2031893
Stationary 2889.056 369 309 0.02083332 -0.2031893
Stationary 2889.07 369 309 0.02083332 -0.2031893
Stationary 2889.084 369 309 0.02083332 -0.2031893
Stationary 2889.099 369 309 0.02083332 -0.2031893
Moved 2889.116 357.9648 297.9648 -0.004711201 -0.2315721
Moved 2889.13 352.218 290.7725 -0.01801402 -0.2500708
Moved 2889.146 349.5 287 -0.02430553 -0.2597736
Moved 2889.162 341.2514 276.3771 -0.04339953 -0.2870959
Moved 2889.176 334.0349 264.8559 -0.06010438 -0.3167287
Moved 2889.192 326.8606 254.377 -0.07671158 -0.3436807
Moved 2889.207 321.0195 244.2842 -0.09023258 -0.3696395
Moved 2889.223 315.651 234.3019 -0.1026598 -0.3953142
Moved 2889.239 312.5674 228.1346 -0.1097978 -0.4111763
Moved 2889.254 308.5 221.5 -0.119213 -0.4282407
Moved 2889.27 307.4026 218.6039 -0.1217532 -0.4356896
Moved 2889.285 305.7576 214.2728 -0.1255611 -0.4468292
Moved 2889.301 305.3181 212.6362 -0.1265785 -0.4510385
Moved 2889.315 305 210.8811 -0.1273148 -0.4555527
Stationary 2889.33 305 210.8811 -0.1273148 -0.4555527
Moved 2889.345 305 210 -0.1273148 -0.457819
Stationary 2889.363 305 210 -0.1273148 -0.457819
Stationary 2889.377 305 210 -0.1273148 -0.457819
Stationary 2889.393 305 210 -0.1273148 -0.457819
Moved 2889.41 320.5687 221.3228 -0.09127612 -0.4286967
Moved 2889.423 358.2753 271.7904 -0.003992269 -0.2988931
Moved 2889.439 412.2858 344.1467 0.1210319 -0.1127916
Moved 2889.455 424.6325 360.5803 0.1496122 -0.0705241
Moved 2889.469 443.569 387.67 0.1934469 -0.0008486523
Moved 2889.485 454.0473 401.7917 0.217702 0.0354726
Moved 2889.5 471.7567 425.7953 0.2586961 0.09721002
Moved 2889.517 480.7626 436.8898 0.2795431 0.1257452
Moved 2889.532 488.2626 444.697 0.2969043 0.1458255
Moved 2889.547 492.0134 449.0201 0.3055865 0.1569446
Moved 2889.563 496.2917 451.8611 0.3154899 0.1642517
Moved 2889.578 497.8756 452 0.3191565 0.164609
Moved 2889.593 498.9932 452.9932 0.3217436 0.1671636
Moved 2889.609 500.4272 453 0.3250629 0.167181
Moved 2889.624 504.6247 446.8758 0.3347793 0.1514295
Moved 2889.639 510.1837 433.0409 0.3476474 0.1158458
Moved 2889.656 515.9896 405.5471 0.3610869 0.04513128
Moved 2889.67 520.5569 378.473 0.3716595 -0.02450362
Moved 2889.685 523.6207 347.5872 0.3787515 -0.1039424
Moved 2889.708 524 296.9026 0.3796296 -0.2343039
Stationary 2889.719 524 296.9026 0.3796296 -0.2343039
Moved 2889.73 524 277.6507 0.3796296 -0.2838203
Moved 2889.747 516.8445 254.6448 0.3630661 -0.3429919
Moved 2889.763 511.232 227.6021 0.3500742 -0.4125462
Moved 2889.778 507.2945 212.4723 0.3409594 -0.4514602
Moved 2889.795 503.1156 191.5779 0.331286 -0.505201
Moved 2889.809 501 185.5 0.3263889 -0.5208334
Moved 2889.825 499.2709 174.3547 0.3223864 -0.5494992
Moved 2889.84 496.3875 161.2438 0.3157118 -0.5832208
Moved 2889.855 494.256 145.0713 0.3107776 -0.6248166
Moved 2889.87 492.8206 133.7438 0.307455 -0.6539512
Moved 2889.885 490.7446 124.2336 0.3026494 -0.6784114
Moved 2889.902 490 119.8867 0.300926 -0.6895918
Moved 2889.917 490 114.0321 0.300926 -0.70465
Moved 2889.932 486.7853 114.3927 0.2934845 -0.7037225
Moved 2889.949 478.7805 114 0.2749549 -0.7047326
Moved 2889.965 461.3524 130.177 0.2346119 -0.663125
Moved 2889.979 435.6595 151.5249 0.1751378 -0.6082179
Moved 2889.995 411.0653 178.6329 0.1182066 -0.5384957
Moved 2890.013 390.1709 205.1949 0.06983995 -0.4701777
Moved 2890.025 372.2514 231.1229 0.02835969 -0.4034905
Moved 2890.041 362.7836 242.8812 0.00644356 -0.3732479
Moved 2890.057 345.3556 276.2888 -0.0338991 -0.287323
Moved 2890.071 333.6667 297.3333 -0.06095673 -0.2331963
Moved 2890.087 324.3246 321.5759 -0.08258183 -0.170844
Moved 2890.102 314.6387 343.8257 -0.1050029 -0.1136169
Moved 2890.119 301.6248 374.2089 -0.1351279 -0.03547111
