want to join us for lunch
want to join us for lunch
Basic
0.6 0.6
432 388.8
Began 655.4697 219 510 -0.3263889 0.3137859
Stationary 655.4879 219 510 -0.3263889 0.3137859
Stationary 655.5029 219 510 -0.3263889 0.3137859
Stationary 655.5161 219 510 -0.3263889 0.3137859
Stationary 655.5309 219 510 -0.3263889 0.3137859
Stationary 655.5482 219 510 -0.3263889 0.3137859
Moved 655.5632 209.7008 496.168 -0.3479147 0.2782099
Moved 655.5807 205.4053 487.8105 -0.3578582 0.2567141
Moved 655.5953 199.8154 479.1047 -0.3707976 0.2343227
Moved 655.6097 193.2617 463.7757 -0.3859683 0.1948963
Moved 655.626 188.4122 451.4326 -0.397194 0.1631496
Moved 655.6415 183.1289 438.3867 -0.4094238 0.1295952
Moved 655.6572 177.7097 424.2742 -0.4219683 0.09329772
Moved 655.6714 173.5 410 -0.4317129 0.05658428
Moved 655.6859 171.1076 399.4304 -0.4372509 0.02939915
Moved 655.7028 167.9229 388.743 -0.4446229 0.001911077
Moved 655.7296 163.085 367.51 -0.4558217 -0.05270074
Moved 655.7433 161.6538 360.2692 -0.4591346 -0.07132401
Moved 655.7591 161 354.6309 -0.4606481 -0.08582582
Stationary 655.7684 161 354.6309 -0.4606481 -0.08582582
Moved 655.7791 159.7646 350.2937 -0.463508 -0.09698129
Moved 655.794 160 348.6505 -0.462963 -0.1012078
Moved 655.8182 160 345.7444 -0.462963 -0.1086821
Stationary 655.8303 160 345.7444 -0.462963 -0.1086821
Moved 655.8411 160 344 -0.462963 -0.1131688
Moved 655.8571 160 342.8738 -0.462963 -0.1160655
Moved 655.8719 160 341.5 -0.462963 -0.1195988
Moved 655.887 160 339.9966 -0.462963 -0.1234655
Moved 655.9028 171.5044 340 -0.4363323 -0.1234569
Moved 655.9178 173.6254 338.3436 -0.4314227 -0.1277171
Moved 655.9334 181.8636 337.0195 -0.4123527 -0.1311228
Moved 655.9489 194.7742 337 -0.3824671 -0.1311728
Moved 655.9646 208.6333 337 -0.3503858 -0.1311728
Moved 655.985 221.7228 337 -0.320086 -0.1311728
Moved 655.9965 235.6265 336.2637 -0.2879016 -0.1330665
Moved 656.0098 248.5986 333.6448 -0.2578735 -0.1398025
Moved 656.0263 257.5 329.5 -0.2372685 -0.150463
Moved 656.0406 269.5248 325.2376 -0.2094333 -0.161426
Moved 656.0566 283.1951 317.283 -0.1777891 -0.1818855
Moved 656.0717 294.6621 309.0365 -0.151245 -0.2030955
Moved 656.0862 307.0038 299.9971 -0.1226764 -0.2263448
Moved 656.1016 318.6803 289.7798 -0.09564753 -0.2526241
Moved 656.1183 329.9339 280.8292 -0.06959746 -0.275645
Moved 656.1336 341.5566 272.0826 -0.04269312 -0.2981415
Moved 656.1489 348.9018 263.6646 -0.0256902 -0.3197927
Moved 656.1638 358.3493 253.6508 -0.003821105 -0.3455485
Moved 656.1796 368.2098 243.7902 0.01900415 -0.3709101
Moved 656.1949 372.2601 239.7399 0.02837996 -0.3813275
Moved 656.2103 375.3828 236.6172 0.03560831 -0.3893591
Moved 656.2279 378.2617 233.7383 0.04227261 -0.3967637
Moved 656.2413 380.0687 231.9313 0.04645526 -0.4014114
Moved 656.2563 382.2235 230.8883 0.05144328 -0.4040939
Moved 656.2713 383.5908 230.4092 0.05460828 -0.4053262
Moved 656.2869 385.0318 230 0.05794406 -0.4063786
Moved 656.3028 386.4706 228.5294 0.06127447 -0.4101609
Moved 656.3177 387.9096 229 0.06460547 -0.4089506
Moved 656.3339 389.352 229 0.06794433 -0.4089506
Moved 656.3482 390.7965 229 0.07128815 -0.4089506
Moved 656.364 392.8919 240.3513 0.07613868 -0.3797548
Moved 656.3793 393 258.6836 0.07638891 -0.332604
Moved 656.3954 393 276.377 0.07638891 -0.2870961
Moved 656.4099 380.6307 297.554 0.04775623 -0.2326286
Moved 656.4275 373.9051 321.6022 0.0321878 -0.1707764
Moved 656.4412 366.4011 344.9164 0.01481732 -0.1108116
Moved 656.4565 356.1143 379.6571 -0.008994688 -0.02145814
Moved 656.4723 347.0014 405.4962 -0.03008942 0.04500051
Moved 656.4872 336.252 438.3376 -0.05497227 0.1294691
Moved 656.5049 327.291 464.6689 -0.07571538 0.1971935
Moved 656.5209 321.0553 481.8617 -0.09014969 0.2414137
Moved 656.535 316.7612 498.9553 -0.1000899 0.2853788
Moved 656.551 314.146 509.9781 -0.1061435 0.3137297
Moved 656.5649 311.3882 524.0593 -0.1125274 0.3499467
Moved 656.5831 309 534.5 -0.1180555 0.3768003
Moved 656.5959 306.3889 545.4445 -0.1240999 0.4049498
Moved 656.6111 303.4859 555.7994 -0.1308197 0.4315827
Moved 656.6262 302.31 563.1398 -0.1335416 0.4504624
Moved 656.6425 300.8713 570.6435 -0.136872 0.469762
Moved 656.6588 299.4309 574.7072 -0.1402062 0.4802138
Moved 656.6731 299 578.0239 -0.1412037 0.4887444
Moved 656.6895 297.5368 580.9263 -0.1445906 0.4962096
Ended 656.7098 297.5368 580.9263 -0.1445906 0.4962096
Candidates 656.8408 12 want range wave wander danger rant weaver randy same teacher anne save
Began 657.4277 338 441 -0.05092591 0.1363167
Stationary 657.4449 338 441 -0.05092591 0.1363167
Stationary 657.4592 338 441 -0.05092591 0.1363167
Moved 657.4744 338 453.6865 -0.05092591 0.1689467
Moved 657.4906 338 459.9498 -0.05092591 0.1850561
Moved 657.506 338 472.5609 -0.05092591 0.2174918
Moved 657.5218 338 487.5062 -0.05092591 0.2559315
Moved 657.5363 338 500.5003 -0.05092591 0.2893525
Moved 657.5526 338 508.485 -0.05092591 0.3098894
Moved 657.5677 338 517.4399 -0.05092591 0.3329214
Moved 657.5834 338 529.1617 -0.05092591 0.3630701
Moved 657.5972 338 535.8453 -0.05092591 0.3802603
Moved 657.6138 338 542.0477 -0.05092591 0.3962132
Ended 657.6286 338 544.9012 -0.05092591 0.4035524
Accept 657.6874 0 want
Began 658.2515 260 577 -0.2314815 0.4861111
Stationary 658.262 260 577 -0.2314815 0.4861111
Stationary 658.2758 260 577 -0.2314815 0.4861111
Stationary 658.2911 260 577 -0.2314815 0.4861111
Stationary 658.307 260 577 -0.2314815 0.4861111
Stationary 658.3228 260 577 -0.2314815 0.4861111
Moved 658.3385 274.6507 577 -0.1975678 0.4861111
Moved 658.3548 286.9503 577 -0.1690966 0.4861111
Moved 658.3701 299.9102 577 -0.1390968 0.4861111
Moved 658.3844 320.8215 577 -0.09069094 0.4861111
Moved 658.4004 336.0518 577 -0.0554356 0.4861111
Moved 658.4154 353.3426 577 -0.01541058 0.4861111
Moved 658.4324 365.7312 577 0.0132666 0.4861111
Moved 658.4458 379.755 577 0.04572908 0.4861111
Moved 658.4618 392.616 577 0.07549991 0.4861111
Moved 658.4782 403.2852 577 0.1001971 0.4861111
Moved 658.4918 416.2125 577 0.1301214 0.4861111
Moved 658.5073 426.2502 566.7499 0.1533568 0.4597475
Moved 658.5241 436.3122 567.1965 0.1766487 0.4608963
Moved 658.5385 443.7023 565.6595 0.1937553 0.4569432
Moved 658.5549 449.1257 564.4371 0.2063095 0.4537991
Moved 658.5709 454.8835 564 0.2196377 0.4526748
Moved 658.5853 460 562.5 0.2314815 0.4488167
Moved 658.5999 462.312 562.2293 0.2368334 0.4481205
Moved 658.6155 466.6387 562 0.2468488 0.4475308
Moved 658.6329 469.9561 561 0.2545281 0.4449587
Moved 658.6509 473.1732 561 0.2619751 0.4449587
Moved 658.6619 477.0544 560.4728 0.2709593 0.4436028
Moved 658.6777 480.91 560 0.2798842 0.4423867
Moved 658.6931 485.2145 558.5952 0.2898484 0.4387735
Moved 658.7102 486.7437 559 0.2933882 0.4398148
Moved 658.7238 491.8083 558 0.3051118 0.4372427
