do you prefer a window seat
do you prefer a window seat
FixStart
0.6 0.6
432 388.8
Began 3837.254 416 357 0.1296297 -0.07973259
Stationary 3837.274 416 357 0.1296297 -0.07973259
Stationary 3837.291 416 357 0.1296297 -0.07973259
Moved 3837.305 406.8997 357 0.108564 -0.07973259
Moved 3837.319 399.2368 357 0.09082586 -0.07973259
Moved 3837.335 389.4434 357 0.06815602 -0.07973259
Moved 3837.35 375.645 365.6485 0.03621518 -0.05748851
Moved 3837.365 361.5 367 0.003472269 -0.05401234
Moved 3837.382 348.3177 367.7448 -0.02704223 -0.05209667
Moved 3837.397 334.3783 369.1802 -0.05930946 -0.04840489
Moved 3837.413 323.2833 370.6194 -0.08499235 -0.04470315
Moved 3837.428 313.6134 372.0552 -0.1073765 -0.04101019
Moved 3837.443 308.5135 372.4955 -0.1191817 -0.03987787
Moved 3837.458 304.1935 373.9355 -0.1291817 -0.03617432
Moved 3837.474 302.6216 374 -0.1328204 -0.03600823
Moved 3837.49 301.6292 374 -0.1351176 -0.03600823
Moved 3837.504 302 375.9412 -0.1342593 -0.03101545
Moved 3837.519 302 377.3801 -0.1342593 -0.02731464
Moved 3837.536 302 378.816 -0.1342593 -0.02362153
Moved 3837.558 333.4988 395.2494 -0.0613454 0.01864551
Stationary 3837.568 333.4988 395.2494 -0.0613454 0.01864551
Moved 3837.58 355.9355 405.9032 -0.009408594 0.04604724
Moved 3837.596 372.7786 414.3893 0.0295801 0.06787354
Moved 3837.612 397.2169 423.6085 0.08615016 0.09158549
Moved 3837.628 420.7209 434.8098 0.1405575 0.1203955
Moved 3837.644 444.1152 445.7871 0.1947111 0.1486294
Moved 3837.658 465.7177 456.8494 0.2447169 0.1770818
Moved 3837.673 481.7546 464.1612 0.2818393 0.1958878
Moved 3837.69 497.5674 471.2837 0.3184432 0.2142069
Moved 3837.705 508.9434 474.983 0.3447764 0.2237217
Moved 3837.721 520.4187 480.7094 0.3713396 0.2384499
Moved 3837.736 527.3488 483.6093 0.3873815 0.2459086
Moved 3837.751 534.5632 486.6252 0.4040814 0.2536657
Moved 3837.767 538.2451 488.7484 0.4126043 0.2591263
Moved 3837.782 542.5677 491.3784 0.4226103 0.2658909
Moved 3837.796 545.256 493.256 0.4288334 0.2707202
Moved 3837.813 546.8 494 0.4324076 0.2726337
Moved 3837.829 549.3511 495.1755 0.4383128 0.2756572
Moved 3837.844 549.6138 496 0.4389208 0.2777777
Moved 3837.86 551.0526 497.0526 0.4422512 0.2804849
Ended 3837.874 552 497 0.4444444 0.2803498
Candidates 3837.979 12 so do gao stop di sp gap du ap dip ai drop
Began 3838.383 395 267 0.08101851 -0.311214
Stationary 3838.399 395 267 0.08101851 -0.311214
Ended 3838.413 395 267 0.08101851 -0.311214
NextCandidatePanel 3838.474
Began 3838.535 393 273 0.07638891 -0.295782
Stationary 3838.552 393 273 0.07638891 -0.295782
Stationary 3838.566 393 273 0.07638891 -0.295782
Stationary 3838.583 393 273 0.07638891 -0.295782
Stationary 3838.598 393 273 0.07638891 -0.295782
Moved 3838.613 373.7313 279.0214 0.03178537 -0.2802948
Moved 3838.63 358.887 285.7684 -0.00257646 -0.2629415
Moved 3838.645 343 291 -0.03935183 -0.2494857
Moved 3838.66 325.7076 297.2347 -0.07938062 -0.23345
Moved 3838.678 307.3145 302.4214 -0.1219573 -0.2201097
Moved 3838.69 290.0312 305.1614 -0.1619648 -0.2130622
Moved 3838.707 274.8459 309.0463 -0.1971161 -0.2030704
Moved 3838.724 265.2111 311.7968 -0.2194187 -0.1959959
Moved 3838.738 255.0482 312.7903 -0.242944 -0.1934405
Moved 3838.753 245.3716 314.2326 -0.2653435 -0.189731
Moved 3838.767 238.1718 315.2612 -0.2820098 -0.1870855
Moved 3838.785 231.0622 316 -0.298467 -0.1851853
Moved 3838.799 225.0807 317.2299 -0.3123132 -0.182022
Moved 3838.814 219.9964 317.6678 -0.3240824 -0.1808954
Moved 3838.83 216.7804 318 -0.3315268 -0.1800412
Moved 3838.846 212.9005 319 -0.3405081 -0.1774692
Moved 3838.861 211.013 319.987 -0.3448773 -0.1749306
Moved 3838.878 208.8885 320 -0.3497952 -0.1748972
Moved 3838.893 207.5 321.5 -0.3530093 -0.1710391
Moved 3838.906 206.0501 321.9499 -0.3563655 -0.169882
Moved 3838.923 205.5 322.5 -0.3576389 -0.1684671
Moved 3838.938 204.1669 322 -0.3607248 -0.1697531
Moved 3838.954 203.5 322 -0.3622685 -0.1697531
Moved 3838.968 203 322.7114 -0.3634259 -0.1679234
Moved 3838.985 203 323.5 -0.3634259 -0.1658951
Moved 3839 201.8743 323 -0.3660317 -0.1671811
Stationary 3839.015 201.8743 323 -0.3660317 -0.1671811
Moved 3839.029 201 323 -0.3680556 -0.1671811
Stationary 3839.046 201 323 -0.3680556 -0.1671811
Moved 3839.061 199.9532 323 -0.3704787 -0.1671811
Stationary 3839.076 200 323 -0.3703704 -0.1671811
Stationary 3839.091 200 323 -0.3703704 -0.1671811
Moved 3839.107 200 324.0081 -0.3703704 -0.1645883
Stationary 3839.122 200 324 -0.3703704 -0.164609
Stationary 3839.137 200 324 -0.3703704 -0.164609
Moved 3839.152 200 325.3469 -0.3703704 -0.1611449
Moved 3839.168 200 325.7875 -0.3703704 -0.1600115
Moved 3839.185 200 326.5 -0.3703704 -0.158179
Moved 3839.199 200 327.3383 -0.3703704 -0.1560231
Moved 3839.214 206.7224 328.7469 -0.3548092 -0.1523999
Moved 3839.23 213.7186 330.1796 -0.3386143 -0.148715
Moved 3839.246 220.1346 330.6269 -0.3237624 -0.1475646
Moved 3839.261 231.5732 331 -0.2972842 -0.146605
Moved 3839.276 246 331 -0.2638889 -0.146605
Moved 3839.292 258.5276 324.3674 -0.2348898 -0.163664
Moved 3839.307 270.0871 319.8423 -0.2081317 -0.1753027
Moved 3839.324 280.7726 316.8682 -0.1833968 -0.1829522
