did you have a good time
did you have a good time
FixStart
0.6 0.6
432 388.8
Began 159.3656 483 307 0.2847222 -0.2083334
Stationary 159.3867 483 307 0.2847222 -0.2083334
Stationary 159.3997 483 307 0.2847222 -0.2083334
Moved 159.4219 456.8393 307 0.2241651 -0.2083334
Moved 159.4461 441.0357 307 0.1875827 -0.2083334
Moved 159.4626 420.5158 307 0.1400829 -0.2083334
Moved 159.4771 406.927 307 0.1086273 -0.2083334
Moved 159.4937 386.7569 307 0.06193737 -0.2083334
Moved 159.5081 370.5951 307 0.02452572 -0.2083334
Moved 159.5231 359.7269 307 -0.0006321073 -0.2083334
Moved 159.5392 350.3983 307 -0.02222618 -0.2083334
Moved 159.5547 344.1749 307 -0.03663217 -0.2083334
Moved 159.5691 340.7043 307 -0.04466594 -0.2083334
Moved 159.5845 338.3924 307 -0.05001754 -0.2083334
Stationary 159.5999 338 307 -0.05092591 -0.2083334
Stationary 159.6146 338 307 -0.05092591 -0.2083334
Stationary 159.6309 338 307 -0.05092591 -0.2083334
Moved 159.647 357.3012 329.3391 -0.006247113 -0.1508768
Moved 159.662 389.5101 353.8988 0.0683105 -0.08770884
Moved 159.6772 434.7025 382.314 0.1729224 -0.01462442
Moved 159.6942 469.5 408 0.2534722 0.05144025
Moved 159.7079 493.2537 417.6517 0.3084576 0.0762647
Moved 159.7239 507.8027 424.9014 0.3421359 0.09491085
Moved 159.7392 523.2561 432.3024 0.3779076 0.1139465
Moved 159.7556 533.8737 435.5353 0.4024854 0.1222616
Moved 159.7704 544.2629 438.421 0.4265344 0.1296834
Moved 159.7848 550.6068 441.3034 0.4412195 0.1370972
Moved 159.8005 554.5 441 0.4502314 0.1363167
Moved 159.817 555.3915 442.6958 0.4522952 0.1406784
Moved 159.8326 557.1378 443 0.4563375 0.1414608
Stationary 159.8461 557.1378 443 0.4563375 0.1414608
Moved 159.862 558.3734 443 0.4591978 0.1414608
Moved 159.8794 558 444.2256 0.4583333 0.1446131
Moved 159.8938 550.8202 444 0.4417134 0.1440329
Moved 159.9085 540.5703 444 0.4179868 0.1440329
Moved 159.9244 526.0225 434.8583 0.3843114 0.1205202
Moved 159.9402 479.7965 412.5481 0.2773066 0.06313807
Moved 159.9554 427.9755 386.4877 0.1573508 -0.003889657
Moved 159.9708 397.266 364.4661 0.08626382 -0.06052959
Moved 159.9859 381.2456 352.7719 0.04917959 -0.0906073
