if you were not so stupid
if you were not so stupid
Basic
0.6 0.6
432 388.8
Began 1648.56 461 500 0.2337964 0.2880658
Stationary 1648.576 461 500 0.2337964 0.2880658
Stationary 1648.59 461 500 0.2337964 0.2880658
Stationary 1648.605 461 500 0.2337964 0.2880658
Stationary 1648.621 461 500 0.2337964 0.2880658
Moved 1648.637 452.2862 500 0.2136253 0.2880658
Moved 1648.653 445.9653 489.9305 0.1989937 0.2621669
Moved 1648.668 434.033 485.1998 0.1713726 0.2499994
Moved 1648.683 420.9837 477.7405 0.141166 0.2308139
Moved 1648.699 395.9511 463.4006 0.0832202 0.1939316
Moved 1648.714 372.8969 451.2395 0.02985388 0.162653
Moved 1648.73 353.7242 442.3621 -0.01452744 0.13982
Moved 1648.745 335.4512 433.8237 -0.05682583 0.1178591
Moved 1648.76 324.5 427.5 -0.08217593 0.1015946
Moved 1648.776 311.4526 422.1697 -0.1123783 0.08788501
Moved 1648.791 303.0409 416.6939 -0.1318498 0.07380116
Moved 1648.807 295.8597 414.0827 -0.148473 0.0670851
Moved 1648.822 288.2885 410.4295 -0.1659989 0.05768897
Moved 1648.838 284.6775 408.8387 -0.1743577 0.05359752
Moved 1648.853 280.5 406 -0.1840278 0.04629618
Moved 1648.869 281 407 -0.1828704 0.04886827
Stationary 1648.883 281 407 -0.1828704 0.04886827
Ended 1648.897 281 407 -0.1828704 0.04886827
Candidates 1649.112 12 is if id of odd odds us off igf his ps oa
Began 1649.468 318 290 -0.09722222 -0.2520577
Stationary 1649.49 318 290 -0.09722222 -0.2520577
Stationary 1649.501 318 290 -0.09722222 -0.2520577
Stationary 1649.515 318 290 -0.09722222 -0.2520577
Moved 1649.53 318 306.9465 -0.09722222 -0.208471
Moved 1649.546 318 327.7262 -0.09722222 -0.1550252
Moved 1649.563 318 347.519 -0.09722222 -0.1041178
Moved 1649.577 318 366.9916 -0.09722222 -0.05403409
Moved 1649.592 318 375.2043 -0.09722222 -0.03291087
Moved 1649.608 318 383 -0.09722222 -0.01286016
Moved 1649.624 318 386.655 -0.09722222 -0.003459287
Moved 1649.64 318 388.3 -0.09722222 0.000771495
Moved 1649.655 318 390.6717 -0.09722222 0.006871557
Moved 1649.671 318 392.0411 -0.09722222 0.01039379
Moved 1649.687 318 393.433 -0.09722222 0.01397372
Moved 1649.701 318 394.5 -0.09722222 0.01671807
Moved 1649.716 318 395.9014 -0.09722222 0.02032245
Moved 1649.731 318 397.2715 -0.09722222 0.02384637
Stationary 1649.746 318 397 -0.09722222 0.02314815
Stationary 1649.762 318 397 -0.09722222 0.02314815
Moved 1649.778 308.1622 397 -0.1199949 0.02314815
Moved 1649.794 307.4435 397 -0.1216586 0.02314815
Moved 1649.81 298.8617 386.5364 -0.1415239 -0.003764345
Moved 1649.824 281.3496 367.0184 -0.182061 -0.05396517
Moved 1649.84 250.4441 321.6661 -0.2536017 -0.1706118
Moved 1649.857 237.206 300.3531 -0.2842454 -0.2254294
Moved 1649.87 228.854 287.7811 -0.3035786 -0.2577648
Moved 1649.886 223.0663 278.8661 -0.3169761 -0.2806943
Moved 1649.902 217.5623 267.0151 -0.329717 -0.3111753
Moved 1649.917 213.5313 260.5521 -0.3390479 -0.327798
Moved 1649.931 212 257 -0.3425926 -0.3369342
Moved 1649.947 212 251.4451 -0.3425926 -0.3512215
Ended 1649.963 212 249 -0.3425926 -0.3575103
Accept 1650.021 1 if
Began 1650.347 326 481 -0.07870371 0.2391974
Stationary 1650.365 326 481 -0.07870371 0.2391974
Stationary 1650.378 326 481 -0.07870371 0.2391974
Stationary 1650.393 326 481 -0.07870371 0.2391974
Moved 1650.411 338.0702 481 -0.05076344 0.2391974
Moved 1650.426 351.9713 481 -0.01858493 0.2391974
Moved 1650.441 378.7433 495.1315 0.04338722 0.275544
Moved 1650.457 401.5807 501.759 0.09625156 0.29259
Moved 1650.472 414.23 506.8577 0.1255324 0.3057039
Moved 1650.488 435.9703 513.4524 0.1758571 0.3226655
Moved 1650.504 454.0426 519.0131 0.2176913 0.3369679
Moved 1650.518 471.9304 524.517 0.259098 0.3511239
Moved 1650.533 484.6006 527.5201 0.2884272 0.358848
Moved 1650.549 497.2024 530.2672 0.3175981 0.3659135
Moved 1650.565 506.5 533 0.3391203 0.3729423
Moved 1650.579 510.7008 533.6752 0.3488445 0.374679
Moved 1650.594 514.853 534 0.358456 0.3755144
Moved 1650.61 517.6696 535.3348 0.364976 0.3789474
Moved 1650.626 520 536.5 0.3703704 0.3819444
Moved 1650.642 520.0538 536 0.3704948 0.3806583
Stationary 1650.657 520.0538 536 0.3704948 0.3806583
Moved 1650.671 520 537 0.3703704 0.3832304
Stationary 1650.688 520 537 0.3703704 0.3832304
Stationary 1650.702 520 537 0.3703704 0.3832304
Moved 1650.718 506.6455 537 0.3394573 0.3832304
Moved 1650.733 497.2296 525.8994 0.3176611 0.3546795
Moved 1650.75 489.0383 524.0128 0.2986998 0.3498269
Moved 1650.765 478.0396 517.5198 0.2732397 0.3331269
Moved 1650.78 464.3714 514.4743 0.2416005 0.3252939
Moved 1650.799 453.1854 510.0618 0.215707 0.3139449
Moved 1650.811 442.1954 505.8782 0.1902671 0.3031845
Moved 1650.826 430.1571 502.8127 0.1624007 0.2953001
Moved 1650.841 417.6693 498.5564 0.1334936 0.2843528
Moved 1650.857 410.6827 497.1365 0.1173211 0.2807009
Moved 1650.872 407.492 497 0.1099353 0.2803498
Ended 1650.887 408 497 0.1111111 0.2803498
Candidates 1650.992 12 you toy roy to root too yo teppy error report i foot
Began 1651.378 321 296 -0.09027779 -0.2366256
Stationary 1651.397 321 296 -0.09027779 -0.2366256
Stationary 1651.412 321 296 -0.09027779 -0.2366256
Moved 1651.427 321 317.7875 -0.09027779 -0.1805878
Moved 1651.443 321 337.4815 -0.09027779 -0.1299345
Moved 1651.459 321 369.5 -0.09027779 -0.04758238
Moved 1651.474 332.7411 407.2521 -0.06309941 0.04951657
Moved 1651.489 336.9874 444.8869 -0.05326986 0.146314
Moved 1651.504 337.2635 460.0071 -0.05263075 0.1852035
Ended 1651.52 337.2635 460.0071 -0.05263075 0.1852035
Accept 1651.58 0 you
Began 1651.672 195 488 -0.3819444 0.2572016
Stationary 1651.69 195 488 -0.3819444 0.2572016
Stationary 1651.705 195 488 -0.3819444 0.2572016
Stationary 1651.719 195 488 -0.3819444 0.2572016
Stationary 1651.735 195 488 -0.3819444 0.2572016
Moved 1651.751 214.0509 488 -0.3378452 0.2572016
Moved 1651.766 234.3899 497.9819 -0.2907642 0.2828753
Moved 1651.782 256.6653 498.8204 -0.2392006 0.2850319
Moved 1651.8 268.1511 500.8302 -0.2126133 0.290201
Moved 1651.813 280.3524 501 -0.1843695 0.2906378
Moved 1651.829 284.2792 501 -0.1752796 0.2906378
Moved 1651.844 287.0391 501 -0.168891 0.2906378
Moved 1651.86 288.3918 501 -0.1657596 0.2906378
Stationary 1651.875 288.3918 501 -0.1657596 0.2906378
