just in time for the party
just in time for the party
Basic
0.6 0.6
432 388.8
Began 1578.826 428 376 0.1574074 -0.03086435
Stationary 1578.847 428 376 0.1574074 -0.03086435
Stationary 1578.858 428 376 0.1574074 -0.03086435
Stationary 1578.875 428 376 0.1574074 -0.03086435
Stationary 1578.89 428 376 0.1574074 -0.03086435
Moved 1578.904 428 382.0058 0.1574074 -0.01541718
Moved 1578.921 428 391.2415 0.1574074 0.008337037
Moved 1578.938 417.594 398.4329 0.1333194 0.02683341
Moved 1578.952 414.9401 408.7318 0.1271761 0.05332244
Moved 1578.97 408.7851 423.5374 0.1129283 0.09140261
Moved 1578.985 403.0475 437.8812 0.09964715 0.1282951
Moved 1578.998 400.0111 447.9444 0.09261826 0.154178
Moved 1579.014 395.7527 459.326 0.08276094 0.1834515
Moved 1579.03 394.2913 468.9805 0.07937799 0.208283
Moved 1579.045 392.706 479.058 0.07570833 0.2342027
Moved 1579.06 391.7005 484.7969 0.07338087 0.2489631
Moved 1579.076 391 494.1434 0.07175922 0.2730024
Moved 1579.092 389.7273 500.0907 0.06881326 0.2882991
Moved 1579.106 389.2901 504.8397 0.06780118 0.3005135
Moved 1579.121 389 508.2972 0.06712963 0.3094064
Moved 1579.137 388 510.5903 0.06481478 0.3153042
Moved 1579.154 386.974 512.0261 0.06243974 0.318997
Moved 1579.168 385.9288 513.0712 0.06002038 0.3216851
Moved 1579.183 384.5 514.5 0.05671293 0.32536
Stationary 1579.199 384.5 514.5 0.05671293 0.32536
Moved 1579.214 380.1418 515 0.04662454 0.326646
Moved 1579.23 369.201 507.2009 0.02129853 0.3065867
Moved 1579.245 352.2914 495.5276 -0.01784404 0.2765626
Moved 1579.26 323.4 466.1555 -0.08472229 0.2010172
Moved 1579.278 305.5618 449.4577 -0.1260144 0.1580702
Moved 1579.294 281.9051 420.7063 -0.1807753 0.08412106
Moved 1579.307 270.0878 403.8707 -0.2081302 0.04081957
Moved 1579.322 258.5602 389.2003 -0.2348142 0.003087
Moved 1579.338 250.2983 377.6814 -0.2539391 -0.02653969
Moved 1579.355 243.7695 369.7118 -0.2690522 -0.04703757
Moved 1579.37 236.5191 364.0153 -0.2858353 -0.06168906
Moved 1579.384 233.923 360.2307 -0.2918449 -0.07142329
Moved 1579.4 230.9593 357.9796 -0.2987054 -0.077213
Moved 1579.414 229.5407 355.0815 -0.301989 -0.08466704
Moved 1579.431 228 355 -0.3055556 -0.08487654
Moved 1579.446 226.6614 355 -0.3086541 -0.08487654
Moved 1579.461 226.2189 355 -0.3096785 -0.08487654
Moved 1579.476 225.5 355 -0.3113426 -0.08487654
Stationary 1579.492 225.5 355 -0.3113426 -0.08487654
Moved 1579.507 225 360.5433 -0.3125 -0.07061907
Moved 1579.523 225 369.3879 -0.3125 -0.0478706
Moved 1579.538 230.4291 383.7864 -0.2999326 -0.01083751
Moved 1579.554 238.5533 401.4387 -0.2811266 0.03456441
Moved 1579.569 247 425.5 -0.2615741 0.09645053
Moved 1579.585 255.9311 444.8347 -0.2409002 0.1461797
Moved 1579.6 267.4 467.8 -0.2143518 0.205247
Moved 1579.616 272.713 479.3652 -0.2020531 0.2349928
Moved 1579.631 280.8734 493.7722 -0.1831633 0.2720478
Moved 1579.645 289.3865 506.5797 -0.1634572 0.3049889
Moved 1579.662 297.2092 519.7347 -0.145349 0.3388238
Moved 1579.677 304.3988 529.9583 -0.1287065 0.365119
Moved 1579.692 310.8542 539.9948 -0.1137635 0.3909331
Moved 1579.707 316.6457 546.6457 -0.1003572 0.4080392
Moved 1579.723 320.6474 552.9711 -0.09109397 0.4243083
Moved 1579.739 323.6729 558.3457 -0.08409064 0.4381319
Moved 1579.754 326.2425 562.3636 -0.07814243 0.4484661
Ended 1579.776 327.5 565 -0.07523149 0.4552468
Candidates 1579.904 12 just use hyde user usat mystery jersey thursday guest disaster osr part
Began 1580.413 373 439 0.0300926 0.1311728
Stationary 1580.434 373 439 0.0300926 0.1311728
Moved 1580.447 373 452.4717 0.0300926 0.1658222
Moved 1580.462 373 466.7413 0.0300926 0.2025239
Moved 1580.479 380.0237 487.0507 0.04635116 0.25476
Moved 1580.494 382.8721 503.2327 0.05294472 0.2963804
Moved 1580.508 384.8755 516.1287 0.05758226 0.3295489
Moved 1580.524 386.9879 525.9455 0.06247193 0.354798
