the union will go on strike
the union will go on strike
FixStart
0.6 0.6
432 388.8
Began 2549.478 441 325 0.1875 -0.1620371
Stationary 2549.494 441 325 0.1875 -0.1620371
Stationary 2549.51 441 325 0.1875 -0.1620371
Stationary 2549.527 441 325 0.1875 -0.1620371
Stationary 2549.541 441 325 0.1875 -0.1620371
Moved 2549.556 441 338.0186 0.1875 -0.128553
Moved 2549.572 430.3993 349.8021 0.1629613 -0.09824556
Moved 2549.587 424.6873 377.5634 0.1497392 -0.02684322
Moved 2549.602 421.1934 404.9045 0.1416513 0.04347876
Moved 2549.618 417.23 439.8148 0.132477 0.1332683
Moved 2549.634 415.6623 458.0529 0.1288479 0.180177
Moved 2549.65 414.2366 466.3437 0.1255476 0.2015012
Moved 2549.665 412.7972 471.6083 0.1222158 0.215042
Moved 2549.68 411.3585 476.2831 0.1188853 0.2270654
Moved 2549.695 411 479.1605 0.1180555 0.2344663
Moved 2549.711 409.8775 480.1224 0.1154573 0.2369404
Moved 2549.726 410 481.5 0.1157407 0.2404835
Stationary 2549.741 410 481.5 0.1157407 0.2404835
Moved 2549.756 410 481 0.1157407 0.2391974
Moved 2549.772 410 470.838 0.1157407 0.2130605
Moved 2549.787 410 457.598 0.1157407 0.179007
Moved 2549.802 418.8183 436.3717 0.1361535 0.1244127
Moved 2549.818 427.6949 419.6101 0.1567013 0.08130164
Moved 2549.834 441.9026 393.9754 0.1895893 0.01536875
Moved 2549.849 454.247 375.8047 0.2181643 -0.03136647
Moved 2549.864 462.3093 364.1669 0.2368271 -0.06129904
Moved 2549.88 470.4967 352.1046 0.2557794 -0.09232359
Moved 2549.895 475.3829 344.3619 0.26709 -0.112238
Moved 2549.91 479.148 339.278 0.2758056 -0.1253137
Moved 2549.926 480.7567 335.7299 0.2795294 -0.1344397
Moved 2549.942 482.118 332.764 0.2826806 -0.142068
Moved 2549.957 482 330.8911 0.2824074 -0.1468852
Moved 2549.972 482 330 0.2824074 -0.149177
Moved 2549.988 482 328.5734 0.2824074 -0.1528464
Moved 2550.004 460.4395 329 0.2324988 -0.151749
Moved 2550.017 442.1315 344.5709 0.1901191 -0.1117004
Moved 2550.033 419 360.5 0.1365741 -0.07073053
Moved 2550.049 396.4568 378.9273 0.08439074 -0.02333511
Moved 2550.064 376.8173 395.6931 0.03892899 0.01978658
Moved 2550.082 362.1843 408.4525 0.005056262 0.0526042
Moved 2550.094 347.8013 419.9589 -0.02823765 0.08219879
Moved 2550.111 334.5088 430.9298 -0.05900751 0.110416
Moved 2550.127 325.0138 438.9885 -0.08098657 0.1311433
Moved 2550.142 316.4064 447.5936 -0.100911 0.1532756
Moved 2550.158 310.2404 451.7596 -0.1151843 0.1639908
Moved 2550.173 305.0242 455.9838 -0.1272587 0.1748554
Moved 2550.188 302.1158 458.8842 -0.1339913 0.1823153
Ended 2550.203 301 460 -0.1365741 0.1851851
Candidates 2550.524 12 the there threw further trigger tiger where huge urge rude regret ride
Began 2550.863 465 336 0.2430555 -0.1337449
Stationary 2550.882 465 336 0.2430555 -0.1337449
Stationary 2550.896 465 336 0.2430555 -0.1337449
Stationary 2550.911 465 336 0.2430555 -0.1337449
Moved 2550.93 465 364.395 0.2430555 -0.0607124
Moved 2550.943 465 394.8373 0.2430555 0.01758552
Moved 2550.958 476.8315 434.8091 0.2704434 0.1203938
Moved 2550.975 477 454.5 0.2708333 0.171039
Ended 2550.99 477 457 0.2708333 0.1774691
Accept 2551.188 0 the
Began 2551.941 449 330 0.2060185 -0.149177
Stationary 2551.96 449 330 0.2060185 -0.149177
Stationary 2551.976 449 330 0.2060185 -0.149177
Moved 2551.999 449 341.2896 0.2060185 -0.12014
Stationary 2552.01 449 341.2896 0.2060185 -0.12014
Moved 2552.023 449 351.2255 0.2060185 -0.09458471
Moved 2552.037 457.053 369.6321 0.2246597 -0.04724243
Moved 2552.052 461.0937 384.4058 0.2340131 -0.009244322
Moved 2552.068 466.9163 403.228 0.2474915 0.0391667
Moved 2552.084 470.7126 419.8506 0.2562793 0.08192035
Moved 2552.1 473.6848 430.3967 0.2631592 0.109045
Moved 2552.115 476.5793 439.9484 0.2698596 0.1336119
Moved 2552.131 478.2284 447.1419 0.2736768 0.1521139
Moved 2552.145 481.3363 453.6726 0.2808711 0.1689109
Moved 2552.161 482.8315 458.3262 0.2843322 0.1808801
Moved 2552.177 484.2142 462.6426 0.2875329 0.191982
Moved 2552.191 485 464.6558 0.2893518 0.19716
Moved 2552.207 486.0945 466.0945 0.2918854 0.2008602
Moved 2552.223 486 467.5 0.2916667 0.2044752
Moved 2552.238 486 468.9776 0.2916667 0.2082756
Moved 2552.253 487.4165 469 0.2949456 0.2083333
Moved 2552.269 487 470.5 0.2939814 0.2121912
Moved 2552.284 487 471.5 0.2939814 0.2147633
Moved 2552.298 487 471 0.2939814 0.2134772
Stationary 2552.314 487 471 0.2939814 0.2134772
Moved 2552.331 487 454.8348 0.2939814 0.1719001
Moved 2552.347 487 440.1167 0.2939814 0.1340449
Moved 2552.361 487 422.4855 0.2939814 0.08869713
