exercise is good for the mind
exercise is good for the mind
Basic
0.6 0.6
432 388.8
Began 2626.506 295 485 -0.150463 0.2494856
Stationary 2626.52 295 485 -0.150463 0.2494856
Stationary 2626.533 295 485 -0.150463 0.2494856
Stationary 2626.548 295 485 -0.150463 0.2494856
Stationary 2626.564 295 485 -0.150463 0.2494856
Stationary 2626.58 295 485 -0.150463 0.2494856
Stationary 2626.594 295 485 -0.150463 0.2494856
Stationary 2626.611 295 485 -0.150463 0.2494856
Moved 2626.626 295 494.7582 -0.150463 0.2745838
Moved 2626.642 286.3615 496.9157 -0.1704596 0.2801329
Moved 2626.659 283.8432 500.1568 -0.176289 0.288469
Moved 2626.673 281.9658 502.0342 -0.1806348 0.2932978
Moved 2626.687 280.0441 503.9559 -0.1850831 0.2982404
Moved 2626.704 279.5 504.5 -0.1863426 0.2996398
Moved 2626.72 276.8375 507.1625 -0.1925057 0.3064877
Moved 2626.733 274.1024 508.9488 -0.198837 0.3110822
Moved 2626.75 273 509.5 -0.2013889 0.3124999
Moved 2626.768 270.4034 511.7983 -0.2073996 0.3184112
Moved 2626.782 268.7079 514.5843 -0.2113244 0.3255768
Moved 2626.797 266.2784 515.7216 -0.2169482 0.3285021
Moved 2626.813 265.5 516.5 -0.21875 0.3305041
Moved 2626.827 264.8497 517.1503 -0.2202554 0.3321767
Stationary 2626.841 264.8497 517.1503 -0.2202554 0.3321767
Moved 2626.857 261.9534 520.0933 -0.2269598 0.339746
Moved 2626.872 260.527 521.473 -0.2302615 0.3432946
Moved 2626.887 258.0866 522.9134 -0.2359106 0.3469993
Moved 2626.903 256.6442 523 -0.2392495 0.3472221
Moved 2626.92 255.5 526 -0.2418981 0.3549381
Moved 2626.933 254.9668 525 -0.2431325 0.3523662
Moved 2626.949 253.7482 526.2518 -0.2459532 0.3555857
Moved 2626.967 252.2549 527 -0.2494099 0.3575102
Moved 2626.98 250.8709 528.1291 -0.2526136 0.3604142
Stationary 2626.996 250.8709 528.1291 -0.2526136 0.3604142
Moved 2627.012 249.9216 528 -0.2548111 0.3600822
Moved 2627.026 250 529.4986 -0.2546296 0.3639366
Moved 2627.042 248.5 529 -0.2581019 0.3626543
Moved 2627.06 247.9189 529 -0.259447 0.3626543
Stationary 2627.073 247.9189 529 -0.259447 0.3626543
Moved 2627.088 245.9415 529 -0.2640244 0.3626543
Moved 2627.104 244.5028 529 -0.2673547 0.3626543
Moved 2627.12 242.1231 505.6773 -0.2728631 0.3026679
Moved 2627.135 240.6225 484.3378 -0.2763368 0.2477824
Moved 2627.151 240 462.7294 -0.2777777 0.1922052
Moved 2627.167 240 438.6212 -0.2777777 0.1301983
Moved 2627.182 240 392.5458 -0.2777777 0.01169177
Moved 2627.197 246.3338 369.1242 -0.2631163 -0.04854885
Moved 2627.213 250.4505 347.6215 -0.2535869 -0.1038543
Moved 2627.228 252.6653 331.0166 -0.24846 -0.1465622
Moved 2627.243 255.208 317.0638 -0.242574 -0.182449
Moved 2627.259 256.5519 305.6886 -0.2394632 -0.2117064
Moved 2627.274 257 299.201 -0.2384259 -0.2283924
Moved 2627.29 257 292.3804 -0.2384259 -0.2459351
Moved 2627.306 258 287.3033 -0.2361111 -0.2589934
Moved 2627.32 258 282.9871 -0.2361111 -0.2700948
Moved 2627.335 258 280.114 -0.2361111 -0.2774846
Moved 2627.351 258 277.2313 -0.2361111 -0.2848991
Moved 2627.367 258 274.3532 -0.2361111 -0.2923014
Moved 2627.381 258 273.5 -0.2361111 -0.2944959
Moved 2627.396 258 272.1324 -0.2361111 -0.2980133
Moved 2627.413 258 270.6937 -0.2361111 -0.3017138
Moved 2627.428 258 269.2521 -0.2361111 -0.3054216
Stationary 2627.444 258 269 -0.2361111 -0.30607
Moved 2627.459 258 267.3718 -0.2361111 -0.3102579
Moved 2627.474 258 265.93 -0.2361111 -0.3139661
Stationary 2627.49 258 265.93 -0.2361111 -0.3139661
Moved 2627.505 258 265.4202 -0.2361111 -0.3152772
Moved 2627.521 258 264.5 -0.2361111 -0.3176441
Stationary 2627.536 258 264.5 -0.2361111 -0.3176441
Moved 2627.551 258 264.0983 -0.2361111 -0.3186773
Moved 2627.567 258 263.5 -0.2361111 -0.3202162
Stationary 2627.581 258 263.5 -0.2361111 -0.3202162
Moved 2627.595 258 264 -0.2361111 -0.31893
Stationary 2627.614 258 264 -0.2361111 -0.31893
Stationary 2627.627 258 264 -0.2361111 -0.31893
Moved 2627.642 249.7877 264 -0.2551211 -0.31893
Moved 2627.658 248.3471 269.223 -0.2584557 -0.3054964
Moved 2627.674 246.9043 275.2873 -0.2617957 -0.289899
Moved 2627.69 245.5 281 -0.2650463 -0.2752058
Moved 2627.705 244.0269 288.8652 -0.2684561 -0.2549763
Moved 2627.72 242.959 294.2051 -0.2709283 -0.241242
Moved 2627.737 242 305.5002 -0.2731481 -0.2121907
Moved 2627.751 242 315.6329 -0.2731481 -0.1861295
Moved 2627.768 242 325.6697 -0.2731481 -0.1603145
Moved 2627.782 242 335.5709 -0.2731481 -0.1348485
Moved 2627.797 242 349.5782 -0.2731481 -0.09882161
Moved 2627.812 242 363.6628 -0.2731481 -0.06259573
Moved 2627.827 248.9609 375.7011 -0.257035 -0.03163302
Moved 2627.843 252.5241 390.8824 -0.2487869 0.007413503
Moved 2627.86 254.42 405.8101 -0.2443981 0.04580772
Moved 2627.874 256.1463 420.4631 -0.2404021 0.08349548
Moved 2627.897 257 446.1898 -0.2384259 0.1496651
Stationary 2627.907 257 446.1898 -0.2384259 0.1496651
Moved 2627.919 257 456.2607 -0.2384259 0.1755675
Moved 2627.935 257 460.7137 -0.2384259 0.1870207
Moved 2627.951 257 467.0502 -0.2384259 0.2033184
Moved 2627.966 257 469.9056 -0.2384259 0.2106626
Moved 2627.982 257 477.5576 -0.2384259 0.2303434
Moved 2627.997 257 481.9094 -0.2384259 0.2415363
Moved 2628.017 257 487 -0.2384259 0.2546296
Moved 2628.027 257 488.0492 -0.2384259 0.2573281
Moved 2628.044 257 494 -0.2384259 0.2726337
Moved 2628.059 257 496.8126 -0.2384259 0.2798676
Moved 2628.077 257 500 -0.2384259 0.2880658
Moved 2628.09 257 501.598 -0.2384259 0.2921759
Stationary 2628.106 257 501.598 -0.2384259 0.2921759
Moved 2628.123 257 507.8597 -0.2384259 0.3082811
Moved 2628.137 257 514.2012 -0.2384259 0.3245914
Moved 2628.153 257 518.7225 -0.2384259 0.3362203
Moved 2628.168 258.265 523.06 -0.2354976 0.3473764
Moved 2628.183 261.5927 527.389 -0.2277948 0.3585107
Moved 2628.198 263.235 531.7051 -0.223993 0.3696118
Moved 2628.215 265 534.3572 -0.2199074 0.376433
Moved 2628.23 266.1151 536.1151 -0.2173262 0.3809544
Moved 2628.245 267.5529 537.5529 -0.2139978 0.3846525
Moved 2628.26 268 538 -0.212963 0.3858024
Moved 2628.276 270.1158 539.0579 -0.2080652 0.3885234
Moved 2628.291 273 540.5 -0.2013889 0.3922324
Moved 2628.31 277.8607 540 -0.1901372 0.3909464
Moved 2628.323 281.8872 540 -0.1808167 0.3909464
Moved 2628.335 288.8066 540 -0.1647994 0.3909464
Moved 2628.352 291 540 -0.1597222 0.3909464
Moved 2628.367 300.0927 540 -0.1386744 0.3909464
Moved 2628.382 309.6519 540 -0.1165465 0.3909464
Moved 2628.398 316.8965 540 -0.09977659 0.3909464
Moved 2628.415 321 540 -0.09027779 0.3909464
Stationary 2628.428 321 540 -0.09027779 0.3909464
Moved 2628.444 326.5 540 -0.07754628 0.3909464
Moved 2628.462 330.3333 540 -0.06867294 0.3909464
Moved 2628.475 331.5969 540 -0.06574795 0.3909464
Moved 2628.49 332.7653 540 -0.06304333 0.3909464
Moved 2628.507 334.144 540 -0.05985195 0.3909464
