a picture is worth many words
a picture is worth many words
FixStart
0.6 0.6
432 388.8
Began 3398.788 443 252 0.1921296 -0.3497943
Stationary 3398.807 443 252 0.1921296 -0.3497943
Stationary 3398.822 443 252 0.1921296 -0.3497943
Stationary 3398.837 443 252 0.1921296 -0.3497943
Moved 3398.853 425.7633 252 0.1522298 -0.3497943
Moved 3398.869 415.9197 261.2346 0.1294438 -0.3260429
Moved 3398.885 408.6301 262.3914 0.1125696 -0.3230674
Moved 3398.9 395.1289 266.3917 0.08131693 -0.3127786
Moved 3398.915 385.1058 269.2555 0.05811532 -0.3054129
Moved 3398.929 376.1517 270.5696 0.03738821 -0.3020329
Moved 3398.945 368.9743 272.0051 0.02077381 -0.2983408
Moved 3398.961 358.8949 272 -0.002558033 -0.2983539
Moved 3398.976 349.807 273 -0.02359495 -0.295782
Moved 3398.992 342.1274 273 -0.04137173 -0.295782
Moved 3399.009 333.5174 274.4138 -0.06130233 -0.2921457
Moved 3399.023 325.7392 275 -0.07930735 -0.2906379
Moved 3399.038 318.529 276.2942 -0.09599765 -0.2873092
Moved 3399.053 311.6317 277 -0.1119637 -0.2854939
Moved 3399.069 305.3315 278.1671 -0.1265475 -0.2824921
Moved 3399.085 295.9724 278.6055 -0.1482121 -0.2813644
Moved 3399.101 290.0001 279 -0.1620368 -0.2803498
Moved 3399.114 281.8957 280.1841 -0.1807971 -0.2773043
Moved 3399.131 276.5002 280 -0.1932866 -0.2777778
Moved 3399.146 272.8752 280 -0.2016778 -0.2777778
Moved 3399.16 268.9837 280 -0.2106858 -0.2777778
Moved 3399.176 267.0493 280.9507 -0.2151635 -0.2753327
Ended 3399.192 266.5 281.5 -0.2164352 -0.2739198
Candidates 3399.359 12 a as s faa has aa da fda gas ass ga aaa
Began 3399.684 372 242 0.02777775 -0.3755144
Stationary 3399.7 372 242 0.02777775 -0.3755144
Stationary 3399.715 372 242 0.02777775 -0.3755144
Stationary 3399.734 372 242 0.02777775 -0.3755144
Stationary 3399.746 372 242 0.02777775 -0.3755144
Moved 3399.761 372 271.535 0.02777775 -0.2995499
Moved 3399.777 381.0351 286.1406 0.04869242 -0.2619842
Moved 3399.793 387.5519 312.2076 0.06377757 -0.1949395
Moved 3399.809 390.413 330.4778 0.07040033 -0.147948
Moved 3399.824 393.8626 349.3129 0.07838558 -0.09950386
Moved 3399.839 398.1841 367.7362 0.08838901 -0.05211889
Moved 3399.854 400.9993 380.4968 0.09490579 -0.01929837
Moved 3399.87 404.8483 390.6965 0.1038154 0.006935449
Ended 3399.885 409.1752 404.9175 0.1138316 0.04351196
Accept 3399.946 0 a
Began 3400.686 411 253 0.1180555 -0.3472223
Stationary 3400.704 411 253 0.1180555 -0.3472223
Stationary 3400.718 411 253 0.1180555 -0.3472223
Stationary 3400.734 411 253 0.1180555 -0.3472223
Stationary 3400.748 411 253 0.1180555 -0.3472223
Stationary 3400.763 411 253 0.1180555 -0.3472223
Stationary 3400.781 411 253 0.1180555 -0.3472223
Stationary 3400.793 411 253 0.1180555 -0.3472223
Stationary 3400.81 411 253 0.1180555 -0.3472223
Moved 3400.824 422.6979 267.6224 0.1451341 -0.3096131
Moved 3400.84 431.5 277.4167 0.1655093 -0.2844221
Moved 3400.858 440.1401 286.1401 0.1855096 -0.2619852
Moved 3400.873 449.7552 293.9627 0.2077667 -0.2418655
Moved 3400.889 459.5947 302.3669 0.2305433 -0.2202499
Moved 3400.903 470.2917 310.6302 0.2553049 -0.1989963
Moved 3400.918 478.9022 317.2158 0.2752366 -0.1820581
Moved 3400.934 491.1389 327.9012 0.3035622 -0.1545751
Moved 3400.947 500.7706 335.4076 0.3258579 -0.1352686
Moved 3400.963 510.8607 341.4918 0.3492146 -0.1196199
Moved 3400.983 520.3364 347.2242 0.371149 -0.104876
Moved 3400.995 528.9686 351.9843 0.3911309 -0.09263317
Moved 3401.01 539.0634 357.7505 0.4144985 -0.0778024
Moved 3401.027 545.9298 360.9649 0.4303931 -0.06953479
Moved 3401.042 553.8832 364.9416 0.4488037 -0.05930661
Moved 3401.057 565.4193 370.7097 0.4755077 -0.04447113
