exercise is good for the mind
exercise is good for the mind
Basic
0.6 0.6
432 388.8
Began 1438.511 306 483 -0.125 0.2443414
Stationary 1438.524 306 483 -0.125 0.2443414
Stationary 1438.539 306 483 -0.125 0.2443414
Stationary 1438.555 306 483 -0.125 0.2443414
Moved 1438.571 306 458.4941 -0.125 0.181312
Moved 1438.585 306 424.0521 -0.125 0.09272657
Moved 1438.602 291.6983 361.0042 -0.1581058 -0.06943369
Moved 1438.617 284.7034 301.8494 -0.1742977 -0.2215809
Moved 1438.632 278.5 257.5 -0.1886574 -0.3356482
Moved 1438.649 279.3419 244.4447 -0.1867086 -0.3692267
Moved 1438.664 279 227.5341 -0.1875 -0.4127211
Moved 1438.678 279 218.0433 -0.1875 -0.4371314
Moved 1438.694 277.1891 212.7565 -0.1916918 -0.4507293
Moved 1438.709 277 209.6099 -0.1921296 -0.4588223
Moved 1438.725 276.4132 210 -0.1934879 -0.457819
Moved 1438.74 275.035 210 -0.1966783 -0.457819
Moved 1438.756 272.9536 238.65 -0.2014963 -0.3841307
Moved 1438.77 273 295.3517 -0.2013889 -0.2382931
Moved 1438.786 287.3475 355.5309 -0.1681771 -0.08351102
Moved 1438.802 298.3556 406.1003 -0.1426953 0.04655438
Moved 1438.817 306 443.5 -0.125 0.1427468
Moved 1438.833 310.7632 456.9737 -0.1139742 0.1774014
Moved 1438.847 316.2325 478.9301 -0.1013136 0.2338735
Moved 1438.862 319.5 492 -0.09375001 0.2674896
Moved 1438.879 320.7456 498.7282 -0.09086657 0.2847947
Moved 1438.894 322.111 507.7766 -0.0877061 0.3080673
Moved 1438.908 323.5 514.5 -0.08449072 0.32536
Moved 1438.925 324.8906 521.4531 -0.08127168 0.3432434
Moved 1438.94 325 527.1116 -0.08101851 0.3577973
Moved 1438.955 325 530.9823 -0.08101851 0.3677527
Moved 1438.971 326.0443 533.0444 -0.07860105 0.3730564
Moved 1438.986 326 535.2177 -0.07870371 0.3786463
Moved 1439.001 326 536.5 -0.07870371 0.3819444
Moved 1439.017 326 537.9126 -0.07870371 0.3855776
Moved 1439.033 326 538.5 -0.07870371 0.3870883
Moved 1439.048 326 539.3418 -0.07870371 0.3892535
Stationary 1439.063 326 539 -0.07870371 0.3883744
Stationary 1439.078 326 539 -0.07870371 0.3883744
Stationary 1439.094 326 539 -0.07870371 0.3883744
Moved 1439.11 318.1239 531.999 -0.09693548 0.3703676
Moved 1439.125 313.2566 523.5132 -0.1082024 0.3485421
Moved 1439.14 307.4981 503.9922 -0.1215322 0.2983339
Moved 1439.157 301.998 481.9921 -0.1342638 0.2417491
Moved 1439.171 299.2546 455.9185 -0.1406144 0.1746873
Moved 1439.187 294.4867 417.5971 -0.1516512 0.0761242
Moved 1439.202 294 393.8562 -0.1527778 0.01506217
Moved 1439.218 294 375.929 -0.1527778 -0.03104685
Moved 1439.232 294 351 -0.1527778 -0.09516476
Moved 1439.248 300.3754 334.0708 -0.13802 -0.1387068
Moved 1439.264 302.2867 321.4202 -0.1335957 -0.1712444
Moved 1439.279 304.3326 308.0036 -0.1288598 -0.205752
Moved 1439.295 305 297.6913 -0.1273148 -0.2322756
Moved 1439.31 306.4162 288.0866 -0.1240366 -0.2569789
Moved 1439.325 306 283.5 -0.125 -0.2687758
Moved 1439.342 306 280.2825 -0.125 -0.2770512
Moved 1439.359 307.2777 278.7224 -0.1220424 -0.281064
Moved 1439.378 308.3234 278 -0.1196217 -0.2829219
Moved 1439.389 323.5011 305.9664 -0.08448819 -0.2109918
Moved 1439.403 353.979 362.7336 -0.0139375 -0.06498572
Moved 1439.419 388.6311 426.9803 0.06627579 0.1002581
Moved 1439.44 420.6464 481.8437 0.1403851 0.2413674
Stationary 1439.451 420.6464 481.8437 0.1403851 0.2413674
Moved 1439.464 440.0088 511.0972 0.1852054 0.316608
Moved 1439.48 453.7321 532.5832 0.2169723 0.3718702
Moved 1439.496 460.7699 545.1859 0.2332637 0.4042845
Moved 1439.51 465.4761 555.4283 0.2441576 0.4306284
Moved 1439.526 467.1207 561.4829 0.2479647 0.4462008
Moved 1439.541 467 564 0.2476852 0.4526748
Moved 1439.556 467 565.385 0.2476852 0.456237
Moved 1439.572 460.1112 566.9841 0.231739 0.46035
Moved 1439.587 444.9562 567 0.1966579 0.4603909
Moved 1439.605 413.8742 551.9214 0.1247089 0.4216084
Moved 1439.619 373.0124 528.7999 0.03012131 0.3621396
Moved 1439.633 320 489 -0.09259259 0.2597736
Moved 1439.649 301.4872 470.2084 -0.1354463 0.2114412
Moved 1439.667 285.9157 456.1961 -0.1714914 0.1754014
Moved 1439.68 277.6913 447.6913 -0.1905295 0.1535268
Moved 1439.696 258.0135 432.4656 -0.2360799 0.1143661
Moved 1439.712 243.9867 421.1893 -0.2685494 0.08536346
Moved 1439.728 228.7492 410.1812 -0.3038213 0.05705032
Moved 1439.742 216.1517 401.8638 -0.3329822 0.03565784
Moved 1439.758 206.3517 394.8226 -0.3556674 0.01754784
Moved 1439.772 202.775 394 -0.3639467 0.01543206
Moved 1439.787 201.2663 393.2664 -0.3674391 0.01354516
Stationary 1439.804 201 393 -0.3680556 0.01285996
Stationary 1439.819 201 393 -0.3680556 0.01285996
Moved 1439.834 201 398.3719 -0.3680556 0.02667682
Moved 1439.85 201 406.8721 -0.3680556 0.04853923
Moved 1439.865 213 418 -0.3402778 0.07716041
Moved 1439.881 218.6214 431.3375 -0.3272652 0.1114647
Moved 1439.896 225.4406 446.1694 -0.31148 0.1496125
Moved 1439.911 229.0741 450.6112 -0.3030691 0.1610369
Moved 1439.927 233.1839 461.3678 -0.2935558 0.1887031
Moved 1439.942 236.2141 467.4282 -0.2865415 0.2042905
Moved 1439.959 237.4788 472.9152 -0.2836139 0.2184033
Moved 1439.974 238.8561 476.5683 -0.2804257 0.227799
Moved 1439.989 239 479.4642 -0.2800926 0.2352474
Moved 1440.003 239 480.6038 -0.2800926 0.2381783
Moved 1440.028 239 483.0168 -0.2800926 0.2443848
Stationary 1440.039 239 483.0168 -0.2800926 0.2443848
Moved 1440.051 240.3929 483 -0.2768683 0.2443414
Ended 1440.066 243 486 -0.2708333 0.2520575
Candidates 1440.28 12 exercise executed revenues garcia adventures events credits activities executive activist accents effects
Began 1440.694 329 271 -0.07175927 -0.300926
Stationary 1440.714 329 271 -0.07175927 -0.300926
Moved 1440.729 329 282.6599 -0.07175927 -0.2709367
Moved 1440.744 329 302.0676 -0.07175927 -0.2210197
Moved 1440.759 341 336 -0.04398147 -0.1337449
Moved 1440.775 350.4009 398.5767 -0.02222011 0.0272035
Moved 1440.797 373.5 503 0.03125002 0.2957818
Ended 1440.808 378 518 0.04166663 0.3343621
Accept 1440.863 0 exercise
Began 1441.079 481 470 0.2800926 0.2109053
Stationary 1441.1 481 470 0.2800926 0.2109053
Stationary 1441.115 481 470 0.2800926 0.2109053
Stationary 1441.129 481 470 0.2800926 0.2109053
Stationary 1441.143 481 470 0.2800926 0.2109053
Stationary 1441.161 481 470 0.2800926 0.2109053
Stationary 1441.175 481 470 0.2800926 0.2109053
Moved 1441.19 469.8454 470 0.2542717 0.2109053
Moved 1441.207 469.0942 470 0.252533 0.2109053
Moved 1441.222 466.4359 470 0.2463795 0.2109053
Moved 1441.237 462.6548 470 0.2376268 0.2109053
Moved 1441.254 457.7867 470 0.2263582 0.2109053
Moved 1441.268 452.252 459.9409 0.2135461 0.1850331
Moved 1441.283 444.8857 459.1771 0.1964948 0.1830687
Moved 1441.3 435.5517 455.3793 0.1748882 0.1733007
Moved 1441.315 428.7905 451.3089 0.1592373 0.1628314
Moved 1441.33 417.0571 445.5286 0.1320765 0.1479644
Moved 1441.345 403.9307 439.9723 0.1016914 0.1336735
Moved 1441.36 392.9676 435.8629 0.07631382 0.123104
