just in time for the party
just in time for the party
FixStart
0.6 0.6
432 388.8
Began 2811.422 256 344 -0.2407407 -0.1131688
Stationary 2811.442 256 344 -0.2407407 -0.1131688
Stationary 2811.455 256 344 -0.2407407 -0.1131688
Stationary 2811.471 256 344 -0.2407407 -0.1131688
Stationary 2811.485 256 344 -0.2407407 -0.1131688
Stationary 2811.504 256 344 -0.2407407 -0.1131688
Moved 2811.517 273.8645 352.7161 -0.1993877 -0.0907507
Moved 2811.533 287.9314 355.5863 -0.1668254 -0.08336856
Moved 2811.548 296.5962 358.8654 -0.1467682 -0.07493462
Moved 2811.564 313.4447 359.8272 -0.1077668 -0.07246103
Moved 2811.578 327.5475 361.2548 -0.07512147 -0.06878919
Moved 2811.594 338.8698 362 -0.04891256 -0.06687243
Moved 2811.61 348.9409 363.1344 -0.0255998 -0.06395482
Moved 2811.625 357.8598 363 -0.00495409 -0.06430049
Moved 2811.64 365.1178 363 0.01184682 -0.06430049
Moved 2811.656 370.5539 363 0.02443036 -0.06430049
Moved 2811.671 375.7586 363 0.03647834 -0.06430049
Moved 2811.687 380.0697 363 0.04645775 -0.06430049
Moved 2811.705 381.4662 363 0.04969041 -0.06430049
Moved 2811.717 382.9036 363 0.05301754 -0.06430049
Moved 2811.733 384.3348 363 0.05633066 -0.06430049
Moved 2811.748 385 363 0.05787035 -0.06430049
Moved 2811.764 385.9052 363 0.05996575 -0.06430049
Moved 2811.779 386.5 363 0.06134262 -0.06430049
Stationary 2811.795 386.5 363 0.06134262 -0.06430049
Moved 2811.811 386 363 0.06018519 -0.06430049
Stationary 2811.826 386 363 0.06018519 -0.06430049
Moved 2811.841 375.5558 364.0444 0.03600895 -0.06161419
Moved 2811.857 368.5 367 0.01967589 -0.05401234
Moved 2811.873 361.1279 372.7841 0.002610882 -0.03913573
Moved 2811.886 351.8364 382.187 -0.01889716 -0.01495126
Moved 2811.904 341.7082 392.2917 -0.0423421 0.01103841
Moved 2811.918 332.5101 401.4899 -0.06363412 0.03469632
Moved 2811.936 325.2309 408.7691 -0.08048395 0.05341847
Moved 2811.95 317.08 416.92 -0.09935176 0.0743826
Moved 2811.966 311.1092 424.1135 -0.1131731 0.09288435
Moved 2811.979 307.5 429 -0.1215278 0.1054526
Moved 2811.995 305.2253 435.8738 -0.1267934 0.1231322
Moved 2812.012 303.7893 440.6322 -0.1301174 0.1353708
Moved 2812.026 303.3471 445.3058 -0.1311411 0.1473915
Moved 2812.042 303 448.1834 -0.1319445 0.1547926
Moved 2812.058 301.5 449.5 -0.1354167 0.158179
Moved 2812.072 302 450.9692 -0.1342593 0.1619576
Moved 2812.088 300.5921 451 -0.1375183 0.162037
Moved 2812.103 301 452.3618 -0.1365741 0.1655394
Moved 2812.118 299.0735 452 -0.1410334 0.164609
Moved 2812.134 297.6348 452 -0.1443638 0.164609
Moved 2812.15 292.6035 452 -0.1560104 0.164609
Moved 2812.165 287.0382 443.3169 -0.168893 0.1422758
Moved 2812.18 276.5632 435.2428 -0.1931408 0.1215092
Moved 2812.196 260.5581 418.4379 -0.2301897 0.07828677
Moved 2812.211 246.5362 404.5362 -0.2626477 0.04253132
Moved 2812.227 206.1485 360.6856 -0.3561378 -0.07025307
Moved 2812.242 186.3784 337.1082 -0.4019017 -0.1308947
Moved 2812.258 172.9566 319.2237 -0.4329709 -0.1768938
Moved 2812.273 161.9281 303.9012 -0.4584997 -0.2163036
Moved 2812.289 154.7612 293.8657 -0.4750898 -0.2421151
Moved 2812.305 148.4538 285.5672 -0.4896903 -0.2634588
Moved 2812.319 145.0307 280.0512 -0.4976141 -0.2776462
Moved 2812.334 140.6631 274.2174 -0.5077244 -0.2926507
Moved 2812.351 138.2547 272.2547 -0.5132993 -0.2976989
Moved 2812.365 136.6927 270.6927 -0.5169151 -0.3017164
Moved 2812.38 135.2624 269.2624 -0.520226 -0.3053951
Moved 2812.396 133.8229 267.8229 -0.523558 -0.3090976
Moved 2812.412 132.5 268 -0.5266203 -0.308642
Stationary 2812.426 132.5 268 -0.5266203 -0.308642
Moved 2812.441 131.6845 268 -0.5285081 -0.308642
Stationary 2812.459 132 268 -0.5277778 -0.308642
Stationary 2812.473 132 268 -0.5277778 -0.308642
Moved 2812.488 132 281.4827 -0.5277778 -0.2739643
Moved 2812.504 132 285.6709 -0.5277778 -0.2631922
Moved 2812.52 132 292.8442 -0.5277778 -0.2447422
Moved 2812.535 132 306 -0.5277778 -0.2109054
Moved 2812.551 143.613 329.8391 -0.5008958 -0.1495909
Moved 2812.565 153.5025 354.0776 -0.4780034 -0.08724887
Moved 2812.581 163.5526 375.1052 -0.4547393 -0.03316565
Moved 2812.596 171.1835 389.1302 -0.4370753 0.002906744
Moved 2812.612 180.6702 402.0045 -0.4151153 0.03601981
Moved 2812.627 191.8425 413.8425 -0.3892535 0.06646741
Moved 2812.643 209 434 -0.349537 0.1183127
Moved 2812.66 218.9924 442.3568 -0.3264064 0.1398064
Moved 2812.674 236.9548 455.661 -0.2848268 0.1740251
Moved 2812.689 256.0732 468.0418 -0.2405713 0.2058687
Moved 2812.705 274.3454 478.6182 -0.1982744 0.2330713
Moved 2812.72 292.9421 490.0413 -0.1552265 0.2624519
Moved 2812.736 303.3806 495.9203 -0.1310635 0.2775728
Moved 2812.751 317.6241 502.0497 -0.09809226 0.2933376
Moved 2812.766 339.8133 512.7537 -0.04672855 0.3208684
Ended 2812.781 339.8133 512.7537 -0.04672855 0.3208684
Candidates 2812.856 12 just lay lady jay judy last fuzzy larry kat luxury usat gossip
Began 2813.304 390 328 0.06944448 -0.1543211
Stationary 2813.321 390 328 0.06944448 -0.1543211
Stationary 2813.337 390 328 0.06944448 -0.1543211
Moved 2813.353 390 341.7505 0.06944448 -0.1189546
Moved 2813.367 390 360.7881 0.06944448 -0.06998957
Moved 2813.383 390 384.6013 0.06944448 -0.0087417
Moved 2813.399 390 431.7593 0.06944448 0.1125495
Ended 2813.414 390 509.1396 0.06944448 0.3115731
Accept 2813.457 0 just
Began 2814.397 379 370 0.04398147 -0.04629637
Stationary 2814.416 379 370 0.04398147 -0.04629637
Stationary 2814.43 379 370 0.04398147 -0.04629637
Stationary 2814.446 379 370 0.04398147 -0.04629637
Stationary 2814.462 379 370 0.04398147 -0.04629637
Moved 2814.477 388.7865 387.0071 0.06663541 -0.002553688
Moved 2814.493 399.2699 402.567 0.09090245 0.03746637
Moved 2814.508 416.5 432 0.130787 0.1131687
Moved 2814.523 433.3591 459.9507 0.1698128 0.1850583
Moved 2814.539 451.0926 487.8965 0.2108624 0.2569354
Moved 2814.555 460.9292 501.3376 0.2336325 0.2915061
Moved 2814.57 470.9626 513.1002 0.256858 0.3217596
Moved 2814.586 477.8531 519.8531 0.272808 0.3391283
Moved 2814.601 483.0183 525.0182 0.2847646 0.3524131
Moved 2814.616 485.8888 527.8888 0.2914093 0.3597962
Moved 2814.631 486 528.5596 0.2916667 0.3615215
Moved 2814.647 486.9963 529.9963 0.2939729 0.3652168
Moved 2814.664 487 531.4388 0.2939814 0.3689268
Stationary 2814.676 487 531.4388 0.2939814 0.3689268
Stationary 2814.692 487 531 0.2939814 0.3677982
Stationary 2814.708 487 531 0.2939814 0.3677982
Moved 2814.723 471.3846 506.9764 0.2578348 0.3060091
Moved 2814.738 463.1079 484.3748 0.2386757 0.2478775
Moved 2814.754 447.9803 440.7896 0.203658 0.1357756
Moved 2814.77 440.2552 411.0208 0.1857759 0.05920983
Moved 2814.785 433.6158 382.6751 0.170407 -0.01369578
Moved 2814.801 428.9129 358.5355 0.1595206 -0.07578328
Moved 2814.817 426.0731 337.0479 0.1529469 -0.1310498
Moved 2814.832 423.0881 313.1453 0.1460372 -0.1925277
Moved 2814.848 421.9631 299.5571 0.1434331 -0.2274766
