where can my little dog be
Moved 404.8465 337 295.5279 -0.05324075 -0.2378398
Moved 404.8624 327.3389 271.5372 -0.07560447 -0.2995442
Moved 404.8802 317.1115 257.9634 -0.09927888 -0.3344562
Moved 404.8939 300.874 241.8855 -0.1368657 -0.375809
Moved 404.9087 283.6004 228.9503 -0.1768509 -0.4090784
Moved 404.924 271.7823 224.3352 -0.2042077 -0.4209485
Moved 404.9407 263.0598 221.3533 -0.2243987 -0.4286182
Moved 404.9548 259.7096 221 -0.2321538 -0.4295268
Moved 404.9714 256.5972 221 -0.2393584 -0.4295268
Stationary 404.986 256.5972 221 -0.2393584 -0.4295268
Moved 405.0012 256 221 -0.2407407 -0.4295268
Moved 405.0166 265.4583 234.0051 -0.2188466 -0.3960774
Moved 405.0349 284.7236 244.3618 -0.1742509 -0.3694398
Moved 405.0471 298.4772 250.179 -0.142414 -0.3544781
Moved 405.0631 310.4991 252 -0.1145853 -0.3497943
Moved 405.0784 319.6227 252.9371 -0.0934659 -0.347384
Moved 405.0939 323.0152 253 -0.08561289 -0.3472223
Moved 405.1078 328.7818 253 -0.07226428 -0.3472223
Moved 405.1234 331.7688 253 -0.06534999 -0.3472223
Stationary 405.1398 332 253 -0.06481484 -0.3472223
Ended 405.1534 332 253 -0.06481484 -0.3472223
Candidates 405.2772 12 finding gingrich funding v g c given jfk ksm b indian f
Began 405.5356 288 255 -0.1666667 -0.3420782
Stationary 405.554 288 255 -0.1666667 -0.3420782
Stationary 405.5688 288 255 -0.1666667 -0.3420782
Ended 405.5865 288 255 -0.1666667 -0.3420782
NextCandidatePanel 405.6463
Began 405.6619 272 266 -0.2037037 -0.3137861
Ended 405.6789 272 266 -0.2037037 -0.3137861
Cancel 405.7389
Backspace 412.437
Began 417.5697 363 373 0.006944438 -0.03858032
Stationary 417.5815 363 373 0.006944438 -0.03858032
Stationary 417.595 363 373 0.006944438 -0.03858032
Stationary 417.6092 363 373 0.006944438 -0.03858032
Stationary 417.6253 363 373 0.006944438 -0.03858032
Stationary 417.6405 363 373 0.006944438 -0.03858032
Moved 417.6562 340.4681 395.3404 -0.04521271 0.01887953
Moved 417.672 325.3461 408.3975 -0.08021728 0.05246248
Moved 417.6884 313.1141 416.6547 -0.1085321 0.07370018
Moved 417.7025 296.7133 423.9528 -0.1464969 0.092471
Moved 417.7183 276.9943 432.6949 -0.1921428 0.114956
Moved 417.7354 254.3031 442.2869 -0.2446687 0.1396268
Moved 417.7487 235.778 450.8717 -0.287551 0.161707
Moved 417.7643 216.551 462.0694 -0.3320579 0.1905076
Moved 417.7807 204.4528 470.9104 -0.3600629 0.2132469
Moved 417.7953 198 475 -0.375 0.2237653
Moved 417.81 191.8665 479.3068 -0.389198 0.2348426
Moved 417.8275 188.4943 482.5057 -0.3970039 0.2430701
Moved 417.8398 186.3192 484.3616 -0.4020389 0.2478435
Moved 417.8563 184.8909 486.1091 -0.405345 0.2523381
Moved 417.8734 184.4617 487.5383 -0.4063386 0.256014
Moved 417.89 184 488.9674 -0.4074074 0.2596897
Moved 417.9158 184 490.2285 -0.4074074 0.2629332
Moved 417.927 190.6435 490 -0.3920289 0.2623456
Stationary 417.9366 190.6435 490 -0.3920289 0.2623456
Moved 417.9485 199.2693 490 -0.3720618 0.2623456
Moved 417.9644 213.9382 481.8743 -0.3381059 0.2414462
Moved 417.9817 230.907 471.3043 -0.2988265 0.2142598
Moved 417.9967 251.2294 459.5137 -0.2517838 0.1839345
Moved 418.0099 272.8817 445.8239 -0.2016628 0.1487239
Moved 418.0259 286.1993 436.4774 -0.170835 0.1246847
Moved 418.0397 305.0047 427.3312 -0.127304 0.1011605
Moved 418.0559 316.8691 421.5655 -0.09984011 0.08633087
Moved 418.0729 326.5 416 -0.07754628 0.07201634
Moved 418.0874 337.9001 410.0571 -0.05115722 0.0567311
Moved 418.1024 353.6535 402.8848 -0.01469096 0.03828378
Moved 418.1176 364.032 397.363 0.009333393 0.02408169
Moved 418.1348 372.6926 393.1537 0.02938092 0.01325533
Moved 418.1487 392.4409 383.2795 0.07509469 -0.01214118
Moved 418.1644 407.2479 380.3504 0.1093701 -0.01967489
Moved 418.1797 421.6219 376.2134 0.1426431 -0.03031523
Moved 418.1955 430.9161 372.5954 0.1641577 -0.03962089
Moved 418.2103 439.8376 369.7208 0.1848094 -0.04701457
Moved 418.2255 446.5 368.5 0.2002315 -0.0501544
Moved 418.2413 451.276 366.2413 0.2112871 -0.05596365
Moved 418.2573 455.3642 364.8786 0.2207506 -0.05946869
Moved 418.2719 457.5633 364 0.2258409 -0.06172839
Moved 418.2888 458.5 364 0.2280092 -0.06172839
Moved 418.303 459.2278 362.7722 0.229694 -0.06488635
Stationary 418.3175 459 363 0.2291666 -0.06430049
Stationary 418.3337 459 363 0.2291666 -0.06430049
Stationary 418.3483 459 363 0.2291666 -0.06430049
Moved 418.3642 448.6546 363 0.205219 -0.06430049
Moved 418.3797 434.1038 372.0273 0.1715365 -0.04108201
Moved 418.3965 401.2634 390.3354 0.09551714 0.006006618
Moved 418.4113 380.3967 404.8595 0.04721462 0.04336282
Moved 418.4278 362.6286 417.5286 0.00608474 0.07594791
Moved 418.442 347.4427 429.4459 -0.02906784 0.1065994
Moved 418.4632 333.0282 439.4803 -0.06243472 0.1324081
Moved 418.4746 322.0269 446.8035 -0.08790066 0.1512434
Moved 418.4881 308.3313 455.4458 -0.1196035 0.1734716
Moved 418.5026 294.815 461.5925 -0.1508912 0.1892811
Moved 418.5188 279.4708 468.786 -0.1864102 0.2077829
Moved 418.5351 263.79 475.9136 -0.2227083 0.2261152
Moved 418.55 249.5503 482.311 -0.2556705 0.2425693
Moved 418.5652 237.8337 486.8124 -0.2827924 0.254147
Moved 418.5807 231.0019 489.8563 -0.2986068 0.2619761
Moved 418.5959 223.733 491.8168 -0.315433 0.2670184
Moved 418.6106 219.2391 494.5073 -0.3258353 0.2739384
Moved 418.627 215.6182 495.6909 -0.334217 0.2769825
Moved 418.6419 211.6344 497.1219 -0.3434389 0.2806632
Moved 418.6566 209.8745 498.5627 -0.3475126 0.2843691
Moved 418.6736 208.0028 499 -0.3518454 0.2854938
Moved 418.6876 206.951 500.049 -0.35428 0.2881917
Moved 418.7031 205.4957 501.5043 -0.3576489 0.2919349
Moved 418.7189 205 502.9363 -0.3587963 0.295618
Moved 418.734 205 504.3733 -0.3587963 0.2993139
Moved 418.7498 205 504.8157 -0.3587963 0.3004519
Moved 418.7648 205 506.2537 -0.3587963 0.3041503
Moved 418.7811 221.1898 506.6983 -0.3213198 0.3052939
Moved 418.7961 231.5409 507 -0.297359 0.3060699
Moved 418.8109 251.7604 507 -0.2505547 0.3060699
Moved 418.8262 268.2972 507 -0.212275 0.3060699
Moved 418.8422 282.1089 499.1375 -0.1803035 0.2858474
Moved 418.8587 297.7696 497.8717 -0.1440518 0.2825917
Moved 418.8732 310.0299 494.9915 -0.1156716 0.2751837
Moved 418.8888 320.12 493.5543 -0.09231477 0.2714872
Moved 418.9033 327.6202 491.6799 -0.07495324 0.2666664
Moved 418.9182 338.7949 489.0456 -0.04908581 0.2598909
Moved 418.9348 350.317 487.5854 -0.02241438 0.2561351
Moved 418.954 359.1112 486.1481 -0.002057453 0.2524385
Moved 418.9651 367.7356 486 0.01790643 0.2520575
Moved 418.9829 373.1881 484.2706 0.03052811 0.2476096
Moved 418.9953 378.6667 484 0.04321009 0.2469135
Moved 419.0108 381 484 0.04861106 0.2469135
Moved 419.0278 382.7479 483.2521 0.05265713 0.2449898
Moved 419.0415 384.1886 483 0.05599221 0.2443414
Stationary 419.0563 384.1886 483 0.05599221 0.2443414
Moved 419.0719 385 483 0.05787035 0.2443414
Stationary 419.0895 385 483 0.05787035 0.2443414
Moved 419.1031 370.9715 483 0.02539694 0.2443414
Moved 419.1192 349.3636 483 -0.02462119 0.2443414
Moved 419.1354 325.8595 483 -0.07902901 0.2443414
Moved 419.1501 296.4379 489.4703 -0.1471346 0.2609832
Moved 419.1661 274.3958 490 -0.198158 0.2623456
Moved 419.1818 261.858 490 -0.2271805 0.2623456
Moved 419.1975 251.404 490 -0.2513795 0.2623456
Moved 419.2115 239.2699 490 -0.2794679 0.2623456
Moved 419.227 229.2018 490 -0.3027735 0.2623456
Moved 419.2455 224.2805 490 -0.3141654 0.2623456
Ended 419.258 221 490 -0.3217593 0.2623456
Candidates 419.4248 12 whether whereas wheat what deleted where there whitewater awkward emerge sheets enquirer
Began 421.1329 357 441 -0.006944438 0.1363167
Stationary 421.1529 357 441 -0.006944438 0.1363167
Stationary 421.1673 357 441 -0.006944438 0.1363167
Stationary 421.1818 357 441 -0.006944438 0.1363167
Ended 421.2022 357 441 -0.006944438 0.1363167
NextCandidatePanel 421.2412
Began 422.1063 366 436 0.01388888 0.1234567
Stationary 422.1225 366 436 0.01388888 0.1234567
Stationary 422.1368 366 436 0.01388888 0.1234567
Moved 422.1515 321.3957 425.4359 -0.08936176 0.09628558
Moved 422.1681 267.5356 414.9126 -0.214038 0.06921957
Moved 422.1853 214.0024 406.6761 -0.3379573 0.0480352
Moved 422.1983 165.3833 404.1076 -0.4505016 0.04142895
Ended 422.2134 146 401 -0.4953704 0.03343609
Accept 422.2591 5 where
Began 423.229 387 477 0.06250004 0.2289094
Stationary 423.2474 387 477 0.06250004 0.2289094
Stationary 423.2588 387 477 0.06250004 0.2289094
Stationary 423.2762 387 477 0.06250004 0.2289094
Stationary 423.291 387 477 0.06250004 0.2289094
Stationary 423.3058 387 477 0.06250004 0.2289094
Moved 423.3212 381.2596 454.6719 0.04921208 0.171481
Moved 423.3369 374.3903 429.1039 0.03331085 0.1057198
Moved 423.3528 372.6255 416.5656 0.02922565 0.07347099
Moved 423.3681 370.3186 395.8229 0.02388557 0.02012045
Moved 423.3844 368.8803 375.2045 0.02055625 -0.0329104
Moved 423.3996 366.8729 358.2371 0.01590937 -0.07655068
Moved 423.4192 365 340.9996 0.01157403 -0.1208859
Moved 423.4304 360.688 319.4403 0.001592735 -0.1763367
Moved 423.4459 360.1115 305.3373 0.0002579888 -0.2126099
Moved 423.4608 357.9627 297.8882 -0.00471587 -0.2317689
Moved 423.4764 356.5508 286.4063 -0.007984291 -0.2613007
Moved 423.4922 353.2142 280.4284 -0.01570786 -0.276676
Moved 423.5081 351.6695 276.0085 -0.01928349 -0.2880439
Moved 423.5222 347.4555 273.2277 -0.02903819 -0.2951962
Moved 423.5374 338.4266 271.7752 -0.04993841 -0.2989322
Moved 423.5523 324.4712 272 -0.08224268 -0.2983539
Moved 423.5685 313.6502 278.5331 -0.1072911 -0.2815506
Moved 423.5851 295.1635 294.4313 -0.1500844 -0.2406604
Moved 423.6005 281.0574 305.3114 -0.1827374 -0.2126765
Moved 423.6158 264.0536 319.7886 -0.2220981 -0.1754408
Moved 423.6321 249.4057 332.0857 -0.2560052 -0.1438126
Moved 423.6463 236.443 343.6124 -0.2860115 -0.1141657
Moved 423.6605 226.2724 353.7276 -0.3095547 -0.08814918
Moved 423.6773 221.5643 358.0447 -0.3204531 -0.07704566
Moved 423.6924 216.409 366.2842 -0.3323865 -0.05585352
Moved 423.7072 211.9611 373.7314 -0.3426826 -0.03669896
Moved 423.7234 209.4419 383.4534 -0.3485141 -0.01169409
Moved 423.7394 207.7744 391.128 -0.352374 0.008045204
Moved 423.7542 207 401.9143 -0.3541667 0.03578775
Moved 423.7733 207 419.2817 -0.3541667 0.08045706
Moved 423.7853 220.5 433 -0.3229167 0.1157406
Moved 423.8005 223.6417 443.2833 -0.3156443 0.1421895
Moved 423.8153 228.2889 452.5778 -0.3048868 0.1660951
Moved 423.8312 232.5 462.5 -0.2951389 0.1916151
Moved 423.8467 235.9488 466.8976 -0.2871555 0.2029258
Moved 423.8613 240.2473 471.2473 -0.2772053 0.2141134
Moved 423.8776 249.8147 473.7037 -0.2550585 0.2204312
Moved 423.8931 262.7026 475.3003 -0.2252256 0.2245377
Moved 423.9082 272.8484 475 -0.2017399 0.2237653
Moved 423.9239 294.5078 464.3142 -0.1516024 0.1962813
Moved 423.9392 312.3303 450.5023 -0.1103465 0.1607567
Moved 423.9539 334.6561 432.7647 -0.05866637 0.1151355
Moved 423.9694 356.1182 411.8818 -0.008985748 0.06142436
Moved 423.983 369.3405 401.8463 0.02162139 0.03561291
Moved 423.9991 382.3083 392.7945 0.05163948 0.01233148
Moved 424.0143 392.1718 385.0886 0.07447183 -0.007488305
Moved 424.0307 407.6942 375.7401 0.1104033 -0.03153287
Ended 424.046 425.612 363.5763 0.1518796 -0.06281833
Candidates 424.1822 12 can van csn ban cash cam cdc scan bag bac man mann
Began 424.7101 394 363 0.07870366 -0.06430049
Stationary 424.7281 394 363 0.07870366 -0.06430049
Stationary 424.7388 394 363 0.07870366 -0.06430049
Moved 424.7534 394 386.8199 0.07870366 -0.003035157
Moved 424.7696 394 409.7556 0.07870366 0.0559558
Moved 424.7867 394 437.3874 0.07870366 0.1270251
Moved 424.8019 402.7 466.0336 0.09884267 0.2007037
Moved 424.8175 407.0344 500.2749 0.1088758 0.2887728
Moved 424.8305 412.0547 523.2514 0.1204969 0.3478688
Ended 424.8465 412.0547 523.2514 0.1204969 0.3478688
Accept 424.9066 0 can
Began 425.8604 332 461 -0.06481484 0.1877571
Stationary 425.8788 332 461 -0.06481484 0.1877571
Stationary 425.8923 332 461 -0.06481484 0.1877571
Stationary 425.9092 332 461 -0.06481484 0.1877571
Stationary 425.9249 332 461 -0.06481484 0.1877571
Moved 425.9393 343.2523 444.8973 -0.03876786 0.1463406
Moved 425.9559 350.4023 435.0368 -0.02221694 0.1209794
Moved 425.9713 362.5 417.5 0.005787015 0.0758744
Moved 425.9862 376.3782 404.4201 0.03791253 0.0422327
Moved 426.0084 407.1211 373.8789 0.1090766 -0.03631976
Stationary 426.0186 407.1211 373.8789 0.1090766 -0.03631976
Moved 426.0324 421.2433 360.881 0.1417669 -0.06975048
Moved 426.0484 438 344 0.1805556 -0.1131688
Moved 426.0641 459.4344 322.6635 0.2301722 -0.1680467
Moved 426.0793 471.6664 309.0003 0.258487 -0.2031885
Moved 426.0942 481.0294 299.9706 0.2801608 -0.2264132
Moved 426.1096 490.2971 289.8201 0.3016136 -0.2525203
Moved 426.1261 496.2971 285.0272 0.3155026 -0.2648479
Moved 426.1395 498.7635 281.473 0.3212118 -0.2739893
Moved 426.1553 501.4085 281 0.3273346 -0.2752058
Stationary 426.1701 501.4085 281 0.3273346 -0.2752058
Stationary 426.1853 501.4085 281 0.3273346 -0.2752058
Stationary 426.2011 501.4085 281 0.3273346 -0.2752058
Moved 426.2159 501 291.4445 0.3263889 -0.2483424
Moved 426.2343 491.6178 300.2972 0.3046709 -0.2255729
Moved 426.2481 482.15 315.2563 0.2827545 -0.1870979
Moved 426.2629 469.7137 333.9691 0.253967 -0.1389684
Moved 426.2788 456.7468 352.699 0.2239509 -0.09079473
Moved 426.299 440.5443 380.2975 0.1864451 -0.01981107
Moved 426.3109 430.3839 395.4454 0.1629257 0.01914974
Moved 426.3248 414.972 415.1265 0.1272501 0.06976964
Moved 426.3407 402.5158 432.9157 0.09841631 0.1155239
Moved 426.3562 389.6071 446.3929 0.06853501 0.1501874
Moved 426.3707 379.1396 459.2491 0.04430463 0.1832537
Moved 426.3867 369.0801 471.0513 0.02101878 0.2136093
Moved 426.4017 357.8592 483.712 -0.00495563 0.2461729
Moved 426.418 348.7052 494.0511 -0.02614528 0.2727652
Moved 426.4331 341.4214 502.6943 -0.043006 0.2949956
Moved 426.4476 334.1793 512.3849 -0.05977015 0.3199199
Ended 426.4623 326 529 -0.07870371 0.3626543
Candidates 426.6612 12 my mg mt nmt mr mi md ny nj ng me bmi
Began 427.201 369 402 0.02083332 0.03600815
Stationary 427.2193 369 402 0.02083332 0.03600815
Stationary 427.2321 369 402 0.02083332 0.03600815
Stationary 427.2473 369 402 0.02083332 0.03600815
Moved 427.2684 369 430.5494 0.02083332 0.1094377
Moved 427.2822 369 447 0.02083332 0.1517489
Moved 427.2955 387.9493 488.79 0.06469746 0.2592334
Moved 427.3107 396.4842 522.9368 0.08445422 0.3470596
Moved 427.3256 402.1953 538.9517 0.09767424 0.3882502
Ended 427.3406 410 563 0.1157407 0.4501028
Accept 427.4021 0 my
Began 428.6157 227 488 -0.3078704 0.2572016
Stationary 428.6355 227 488 -0.3078704 0.2572016
Stationary 428.6501 227 488 -0.3078704 0.2572016
Stationary 428.6653 227 488 -0.3078704 0.2572016
Moved 428.6801 251.5932 488 -0.2509417 0.2572016
Moved 428.6966 276.0572 488 -0.194312 0.2572016
Moved 428.7113 300.4461 476.9879 -0.1378563 0.2288781
Moved 428.728 323.7218 469.4974 -0.08397723 0.2096125
Moved 428.7419 363.7519 456.4672 0.008684894 0.1760986
Moved 428.7649 407.5706 443.9122 0.1101172 0.1438071
Stationary 428.7752 407.5706 443.9122 0.1101172 0.1438071
Moved 428.7883 424.8166 439.5458 0.1500384 0.1325766
Moved 428.8047 437.2012 437.0799 0.1787064 0.1262342
Moved 428.8191 450.2465 434.2786 0.208904 0.1190291
Moved 428.8345 458.5131 432.829 0.2280395 0.1153008
Moved 428.8497 466.232 432 0.2459074 0.1131687
Moved 428.8649 473.5963 432 0.2629545 0.1131687
Moved 428.8821 479.0016 438.0032 0.2754666 0.1286089
Moved 428.8955 483.5819 444.7759 0.2860692 0.1460284
Moved 428.9115 486.2802 452.2006 0.2923154 0.165125
Moved 428.9268 487 461.5452 0.2939814 0.1891595
Moved 428.9439 487 474.5 0.2939814 0.2224794
Moved 428.9572 487 486.1476 0.2939814 0.2524373
Moved 428.9732 478.1927 497.7064 0.2735942 0.2821666
Moved 428.9898 474.4124 508.7044 0.2648435 0.3104537
Moved 429.0081 470.106 519.7175 0.2548749 0.3387795
Moved 429.0192 465.7831 531.2449 0.2448684 0.3684282
Moved 429.0363 460.4693 543.0613 0.2325679 0.3988202
Moved 429.05 453.56 554.3041 0.216574 0.4277367
Moved 429.0656 451.1311 558.4481 0.2109517 0.4383952
Moved 429.081 443.8033 566.1967 0.193989 0.4583248
Moved 429.0964 439.1892 572.0811 0.1833083 0.4734595
Moved 429.1122 433.1808 576.1144 0.1694001 0.4838332
Moved 429.1275 427.4175 579.2913 0.156059 0.4920042
Moved 429.1421 417.3772 583.1557 0.1328176 0.5019436
Moved 429.1579 406.8692 586.0374 0.1084935 0.5093553
Moved 429.1736 399.5349 587.0665 0.09151607 0.5120021
Moved 429.1895 383.5 588.5 0.05439818 0.5156891
Moved 429.2041 370.3324 589 0.02391756 0.5169753
Moved 429.2195 355.8947 589 -0.009503117 0.5169753
Moved 429.235 338.7498 589 -0.04919018 0.5169753
Moved 429.2549 321.5048 589 -0.08910935 0.5169753
Moved 429.2655 304.9208 583.8587 -0.1274981 0.5037518
Moved 429.2816 293.9969 580.2216 -0.1527848 0.4943969
Moved 429.2971 277.5096 576.1274 -0.1909501 0.4838667
Moved 429.3122 262.6957 571.8087 -0.2252415 0.4727589
Moved 429.3279 248.2951 567.4885 -0.2585761 0.4616473
Moved 429.343 236.0956 563.7739 -0.2868157 0.4520933
Moved 429.358 223.5592 559.8531 -0.3158352 0.4420089
Moved 429.375 213.0916 557.0229 -0.3400657 0.4347295
Moved 429.39 204.214 553.9489 -0.3606157 0.4268231
Moved 429.4043 193.929 549.9733 -0.3844237 0.416598
Moved 429.4196 183.852 547.1006 -0.40775 0.4092093
Moved 429.4356 173.7841 545.2241 -0.4310552 0.4043828
Moved 429.4511 166.3576 543.6715 -0.4482464 0.4003896
Moved 429.4663 161.9204 542.2301 -0.4585176 0.3966823
Moved 429.4859 157.3698 540.7899 -0.4690514 0.3929781
Moved 429.4975 155 541 -0.474537 0.3935184
Moved 429.5124 153.1615 540 -0.4787929 0.3909464
Moved 429.5278 151.7205 540 -0.4821286 0.3909464
Moved 429.5427 150.5 540 -0.4849537 0.3909464
Stationary 429.5587 150.5 540 -0.4849537 0.3909464
Moved 429.5735 151 540 -0.4837963 0.3909464
Stationary 429.5893 151 540 -0.4837963 0.3909464
Stationary 429.6041 151 540 -0.4837963 0.3909464
Moved 429.6189 175.1837 539.409 -0.4278155 0.3894263
Moved 429.6382 203.5839 535.9027 -0.3620744 0.3804081
Moved 429.6519 230.9228 531.5911 -0.2987898 0.3693186
Moved 429.6663 256.4143 523.5597 -0.2397818 0.3486617
Moved 429.6808 280.7867 513.6172 -0.1833643 0.3230895
Moved 429.6974 303.0224 504.0634 -0.1318926 0.2985169
Moved 429.7211 337.0496 489.9109 -0.05312602 0.2621164
Moved 429.735 363.5726 478.8231 0.008269946 0.2335983
Stationary 429.7467 363.5726 478.8231 0.008269946 0.2335983
Moved 429.7596 387.7937 468.8497 0.06433725 0.2079466
Moved 429.7748 411.6246 456.6877 0.1195013 0.1766658
Moved 429.7892 429.6636 448.7235 0.1612583 0.1561818
Moved 429.8044 448.2915 440.0962 0.2043785 0.1339922
Moved 429.8193 462.252 431.408 0.2366945 0.1116459
Moved 429.8365 471.2723 427.8979 0.2575747 0.1026179
Moved 429.8508 488.5897 417.7393 0.2976613 0.07648998
Moved 429.866 497.3966 411.431 0.3180477 0.06026476
Moved 429.882 502.101 406.8989 0.3289376 0.04860827
Moved 429.8976 505.7933 404.2067 0.3374846 0.04168373
Moved 429.9143 507.243 404 0.3408403 0.04115226
Moved 429.927 508 404 0.3425926 0.04115226
Stationary 429.9471 508 404 0.3425926 0.04115226
Moved 429.9583 498.3527 414.8531 0.3202609 0.06906662
Moved 429.9753 486.0319 427.9681 0.2917405 0.1027986
Moved 429.9898 465.9384 443.7786 0.2452277 0.1434633
Moved 430.0049 443 458 0.1921296 0.180041
Moved 430.0208 413.7563 467.7731 0.1244359 0.2051775
Moved 430.0387 385.1628 477.743 0.05824725 0.2308205
Moved 430.0633 332.5181 492.8273 -0.06361559 0.2696176
Moved 430.0764 302.3352 501.4756 -0.1334833 0.2918611
Moved 430.0887 273.8207 510.1537 -0.199489 0.3141814
Stationary 430.0996 273.8207 510.1537 -0.199489 0.3141814
Moved 430.1132 246.3098 517.4974 -0.2631717 0.3330694
Moved 430.1286 228.1085 522.2229 -0.3053045 0.3452234
Moved 430.1483 210.9713 526.5072 -0.3449738 0.3562427
Moved 430.1604 198 530.5 -0.375 0.3665122
Moved 430.1747 186.8084 533.1575 -0.4009064 0.3733473
Moved 430.1894 174.6895 537.4915 -0.4289595 0.3844944
Moved 430.2042 164.7832 540.2048 -0.4518906 0.3914731
Moved 430.219 152.632 546.2044 -0.4800184 0.4069043
Ended 430.235 152.632 546.2044 -0.4800184 0.4069043
Candidates 430.4507 12 little middle module modeled modules models loyalty missile impossible pale hotels lightly
Began 430.9445 356 398 -0.009259283 0.02572008
Stationary 430.9607 356 398 -0.009259283 0.02572008
Stationary 430.9746 356 398 -0.009259283 0.02572008
Moved 430.9901 356 409.3776 -0.009259283 0.05498352
Moved 431.0062 356 429.5173 -0.009259283 0.1067831
Moved 431.0257 356 464.8798 -0.009259283 0.197736
Moved 431.037 356 516.6257 -0.009259283 0.3308273
Ended 431.0524 356 550.5 -0.009259283 0.4179526
Accept 431.0954 0 little
Began 432.0033 402 481 0.09722222 0.2391974
Stationary 432.0218 402 481 0.09722222 0.2391974
Stationary 432.0357 402 481 0.09722222 0.2391974
Stationary 432.0521 402 481 0.09722222 0.2391974
Moved 432.0687 387.1154 481 0.06276707 0.2391974
Moved 432.0857 380.5297 481 0.04752249 0.2391974
Moved 432.1 367.7778 481 0.01800418 0.2391974
Moved 432.1151 356 481 -0.009259283 0.2391974
Moved 432.131 337.3476 481 -0.05243614 0.2391974
Moved 432.1528 299.5171 491.5805 -0.1400068 0.2664107
Stationary 432.1634 299.5171 491.5805 -0.1400068 0.2664107
Moved 432.1776 279.8376 494.4518 -0.1855611 0.2737957
Moved 432.1921 265.9692 497.2783 -0.2176638 0.2810656
Moved 432.2071 252.0396 499.9921 -0.2499084 0.2880453
Moved 432.2227 239.1386 501.4291 -0.2797718 0.2917413
Moved 432.2387 232.846 501.5257 -0.294338 0.2919898
Moved 432.2536 226.1479 502 -0.3098429 0.2932098
Moved 432.2684 220.3987 502 -0.3231511 0.2932098
Moved 432.2858 218.3246 502 -0.3279522 0.2932098
Moved 432.2994 216.7287 502 -0.3316465 0.2932098
Moved 432.3147 216 502.7062 -0.3333333 0.2950262
Moved 432.3346 216 503.5 -0.3333333 0.2970678
Moved 432.3461 216 504.1257 -0.3333333 0.298677
Moved 432.3612 216 504.7308 -0.3333333 0.3002335
Moved 432.3768 232.2612 507.3231 -0.2956915 0.3069008
Moved 432.3922 255.0982 511.2131 -0.2428282 0.316906
Moved 432.4076 280.7557 515.1193 -0.1834358 0.3269529
Moved 432.4232 308.2295 516.4858 -0.1198391 0.3304675
Moved 432.4373 327.8069 516.9205 -0.074521 0.3315855
Moved 432.4532 344.2727 518.0182 -0.03640582 0.3344088
Moved 432.4678 371.9278 519.4699 0.02761066 0.3381427
Moved 432.4861 399.1818 519 0.09069851 0.3369341
Moved 432.4996 425.434 521.7149 0.1514676 0.3439169
Moved 432.5195 443.5486 523.7957 0.1933997 0.3492687
Moved 432.5313 460.6364 526.4394 0.2329546 0.3560683
Moved 432.5451 473.3449 530.3362 0.2623724 0.366091
Moved 432.561 481.6732 533.4313 0.2816508 0.3740517
Moved 432.5769 492.3185 536.3297 0.3062929 0.3815062
Moved 432.5917 501.2282 540.2081 0.3269171 0.3914815
Moved 432.6071 511.269 544.1153 0.3501597 0.401531
Moved 432.6234 518.4213 548.4528 0.366716 0.4126872
Moved 432.6379 524.6867 552.6867 0.3812192 0.4235768
Moved 432.6532 530.4516 557.0887 0.3945639 0.4348988
