exercise is good for the mind
exercise is good for the mind
FixStart
0.6 0.6
432 388.8
Began 2770.35 370 288 0.02314816 -0.2572017
Stationary 2770.361 370 288 0.02314816 -0.2572017
Stationary 2770.373 370 288 0.02314816 -0.2572017
Stationary 2770.383 370 288 0.02314816 -0.2572017
Stationary 2770.396 370 288 0.02314816 -0.2572017
Stationary 2770.41 370 288 0.02314816 -0.2572017
Stationary 2770.425 370 288 0.02314816 -0.2572017
Stationary 2770.44 370 288 0.02314816 -0.2572017
Stationary 2770.457 370 288 0.02314816 -0.2572017
Stationary 2770.471 370 288 0.02314816 -0.2572017
Stationary 2770.485 370 288 0.02314816 -0.2572017
Stationary 2770.501 370 288 0.02314816 -0.2572017
Moved 2770.517 358.1747 288 -0.004225225 -0.2572017
Moved 2770.534 353.4398 297.5602 -0.01518568 -0.2326126
Moved 2770.55 347.8132 303.1868 -0.02821013 -0.2181411
Moved 2770.564 345.1465 305.8535 -0.03438314 -0.2112822
Moved 2770.58 340.5043 311.4957 -0.04512886 -0.1967704
Moved 2770.595 336.2023 317.0635 -0.05508721 -0.1824498
Moved 2770.611 332.1757 322.5304 -0.06440813 -0.168389
Moved 2770.626 327.5359 328.6188 -0.07514834 -0.1527296
Moved 2770.642 322.6247 335.9691 -0.08651689 -0.1338244
Moved 2770.657 318.9325 341.1013 -0.09506374 -0.1206243
Moved 2770.672 315.5773 345.5636 -0.1028303 -0.1091472
Moved 2770.689 311.1188 350.8812 -0.113151 -0.09547018
Moved 2770.702 306.7962 355.2038 -0.123157 -0.08435252
Moved 2770.718 304 359.5 -0.1296296 -0.07330247
Moved 2770.733 300.1146 361.8854 -0.1386236 -0.06716708
Moved 2770.748 297.2295 364.7705 -0.1453021 -0.05974671
Moved 2770.763 294.3438 367.6563 -0.1519821 -0.05232454
Moved 2770.778 292.0989 369.9011 -0.1571784 -0.04655092
Moved 2770.794 289.2624 372.7376 -0.1637445 -0.03925512
Moved 2770.81 287.181 374.6381 -0.1685626 -0.03436713
Moved 2770.825 284.4895 377.5105 -0.1747928 -0.02697925
Moved 2770.845 283.3092 378.6908 -0.177525 -0.02394342
Moved 2770.858 281.8723 380.1277 -0.1808513 -0.02024764
Moved 2770.872 280.429 381.571 -0.1841922 -0.01653569
Moved 2770.887 279.2607 382.7393 -0.1868964 -0.01353079
Moved 2770.903 277.9178 384.0822 -0.1900051 -0.01007665
Moved 2770.919 276.5 385.5 -0.193287 -0.006430119
Moved 2770.933 276 386.9595 -0.1944444 -0.002676332
Moved 2770.95 274.6095 388.3905 -0.1976632 0.001004301
Moved 2770.964 273.1633 389.8367 -0.2010109 0.004724023
Moved 2770.98 272.5 390.5 -0.2025463 0.006429962
