good jobs for those with education
good jobs for those with education
Basic
0.6 0.6
432 388.8
Began 693.0602 359 377 -0.002314796 -0.02829226
Stationary 693.0754 359 377 -0.002314796 -0.02829226
Stationary 693.0892 359 377 -0.002314796 -0.02829226
Stationary 693.1049 359 377 -0.002314796 -0.02829226
Stationary 693.1188 359 377 -0.002314796 -0.02829226
Stationary 693.1349 359 377 -0.002314796 -0.02829226
Moved 693.1509 359 364.8254 -0.002314796 -0.05960543
Moved 693.1666 359 359.2632 -0.002314796 -0.07391164
Moved 693.1824 359 357.596 -0.002314796 -0.07819957
Moved 693.1979 359 355.5149 -0.002314796 -0.08355223
Moved 693.2131 359 352.7607 -0.002314796 -0.09063603
Moved 693.228 354.0086 350.3761 -0.01386906 -0.09676936
Moved 693.2451 349.999 347.998 -0.02315039 -0.1028858
Moved 693.2601 347.2386 346.6193 -0.02954031 -0.1064318
Moved 693.2756 345.8587 345.9293 -0.03273448 -0.1082065
Moved 693.292 344.5535 344.5535 -0.03575573 -0.1117451
Moved 693.308 341.7975 342.7974 -0.04213552 -0.1162618
Moved 693.3213 340.4187 342.4186 -0.04532715 -0.1172361
Moved 693.3367 339.7307 341.7307 -0.04691978 -0.1190056
Moved 693.3517 337.6603 340.6603 -0.0517123 -0.1217585
Moved 693.3673 336.9703 341 -0.0533094 -0.1208849
Moved 693.3823 335.5944 341 -0.05649448 -0.1208849
Moved 693.4003 334.7652 341 -0.05841389 -0.1208849
Stationary 693.4147 334.7652 341 -0.05841389 -0.1208849
Stationary 693.4291 334.7652 341 -0.05841389 -0.1208849
Stationary 693.4445 335 341 -0.05787035 -0.1208849
Stationary 693.4601 335 341 -0.05787035 -0.1208849
Moved 693.4752 335 355.2559 -0.05787035 -0.08421839
Stationary 693.4902 335 355.2559 -0.05787035 -0.08421839
Moved 693.5056 349.7177 368.2559 -0.02380172 -0.05078217
Moved 693.5214 356.5 377.5 -0.008101861 -0.02700625
Moved 693.5361 364.5342 386.1819 0.01049588 -0.004676104
Moved 693.5516 377.3237 398.2913 0.04010111 0.0264694
Moved 693.5677 389.7441 409.3281 0.06885201 0.05485613
Moved 693.5835 402.7473 420.3616 0.09895195 0.08323457
Moved 693.5995 413.1766 430.1766 0.123094 0.1084789
Moved 693.6136 425.4895 439.9283 0.1515961 0.1335603
Moved 693.6301 437.4798 448.6532 0.1793514 0.1560009
Moved 693.6458 444.9975 454.9979 0.1967535 0.1723195
Moved 693.6597 456.035 464.6556 0.2223032 0.1971593
Moved 693.675 466.3642 475.8189 0.2462134 0.2258716
Moved 693.6905 474.2307 485.2692 0.264423 0.2501778
Moved 693.7068 481.1019 494.9427 0.2803285 0.2750583
Moved 693.7219 488.8202 502.8202 0.2981949 0.2953194
Moved 693.7383 495.8969 508.7175 0.3145762 0.3104874
Moved 693.7535 499.5 512.5 0.3229167 0.3202159
Moved 693.7676 503.1717 515.1717 0.331416 0.3270876
Moved 693.7836 506.8767 517.9178 0.3399923 0.3341506
Moved 693.7991 509.6915 519.3458 0.3465081 0.3378235
Moved 693.8141 511.7236 520.7236 0.351212 0.3413674
Moved 693.8298 513.1004 522.1004 0.3543991 0.3449084
Moved 693.8464 515.961 523.4805 0.3610209 0.3484581
Moved 693.8603 516.8552 523.8552 0.3630906 0.3494217
Moved 693.8754 517.9433 524 0.3656095 0.3497942
Moved 693.8927 520.6111 525.3055 0.371785 0.3531521
Moved 693.907 521.6835 526 0.3742673 0.3549381
Moved 693.9225 522 527.0653 0.375 0.3576781
Moved 693.9378 523.441 527 0.3783356 0.3575102
Stationary 693.9534 523 527 0.3773148 0.3575102
Stationary 693.9687 523 527 0.3773148 0.3575102
Moved 693.983 523 528.5 0.3773148 0.3613682
Stationary 693.9979 523 528.5 0.3773148 0.3613682
Moved 694.0135 508.9861 528 0.3448752 0.3600822
Moved 694.0302 496.5272 528 0.316035 0.3600822
Moved 694.048 481.7669 528 0.2818679 0.3600822
Moved 694.0607 464.1328 514.2764 0.2410481 0.324785
Moved 694.0764 445 507 0.1967593 0.3060699
Moved 694.0918 418.4557 493.5994 0.1353143 0.2716034
Moved 694.1069 405.9333 486.9636 0.1063272 0.254536
Moved 694.1305 376.3752 474.1876 0.03790547 0.2216757
Stationary 694.141 376.3752 474.1876 0.03790547 0.2216757
Moved 694.1523 367.169 469.5845 0.01659483 0.2098365
Moved 694.1686 357.4126 465.4476 -0.005989274 0.1991964
Moved 694.1848 348.7256 460.4146 -0.02609819 0.1862515
Moved 694.1995 340.347 454.898 -0.0454931 0.1720627
Moved 694.2149 333 451.5 -0.06249999 0.163323
Moved 694.2312 325.6557 447.1038 -0.07950078 0.1520158
Moved 694.2469 318.4544 442.6727 -0.09617036 0.1406189
Moved 694.2608 310.044 440.0146 -0.1156389 0.1337824
Moved 694.2769 304.5927 436.3557 -0.1282576 0.1243715
Moved 694.2929 297.6909 433.4763 -0.1442341 0.1169658
Moved 694.3064 294.0698 430.7132 -0.1526163 0.109859
Moved 694.3218 289.9359 427.9573 -0.1621855 0.1027707
Moved 694.3389 287.9362 426.9681 -0.1668143 0.1002265
Moved 694.3542 285.1694 422.7542 -0.1732189 0.08938812
Moved 694.3698 281.6372 418.6372 -0.1813954 0.07879931
Moved 694.3853 279.8401 414.5203 -0.1855554 0.06821048
Moved 694.399 277 410.5 -0.1921296 0.05787029
Moved 694.4154 275.1426 408.1426 -0.1964292 0.051807
Moved 694.431 273.6917 404.075 -0.1997879 0.04134496
Moved 694.4475 272.5 403.5 -0.2025463 0.03986618
Moved 694.461 271.2346 400.4692 -0.2054754 0.03207105
Moved 694.4758 269.8529 398.8529 -0.2086739 0.02791385
Moved 694.4945 268.5 397.5 -0.2118056 0.02443408
Moved 694.5079 267.0801 395.0801 -0.2150922 0.01821015
