learn to walk before you run
learn to walk before you run
FixStart
0.6 0.6
432 388.8
Began 591.6479 377 434 0.03935188 0.1183127
Stationary 591.6698 377 434 0.03935188 0.1183127
Stationary 591.6828 377 434 0.03935188 0.1183127
Stationary 591.6973 377 434 0.03935188 0.1183127
Stationary 591.7134 377 434 0.03935188 0.1183127
Stationary 591.7278 377 434 0.03935188 0.1183127
Stationary 591.744 377 434 0.03935188 0.1183127
Moved 591.759 386.4222 434 0.06116261 0.1183127
Moved 591.7748 395.0203 425.4899 0.08106539 0.09642451
Moved 591.7906 402.7176 423.0565 0.0988832 0.0901657
Moved 591.8056 411.2463 420.2512 0.1186258 0.08295067
Moved 591.8214 418.0936 417.3625 0.1344759 0.07552092
Moved 591.8367 426.5415 413.2292 0.1540312 0.06489
Moved 591.8523 434.4828 411.3035 0.1724139 0.05993686
Moved 591.8679 441.8067 409.3409 0.1893674 0.05488921
Moved 591.8824 453.8502 407.7944 0.2172459 0.05091149
Moved 591.8984 462.2167 408 0.2366129 0.05144025
Moved 591.9141 470.5548 408 0.2559139 0.05144025
Moved 591.9299 480.6643 408 0.2793156 0.05144025
Moved 591.9445 490.7256 408 0.3026055 0.05144025
Moved 591.9603 500.7959 408 0.3259164 0.05144025
Moved 591.9755 508.8051 416.9026 0.3444562 0.07433785
Moved 591.9913 518.5736 420.8401 0.3670685 0.08446512
Moved 592.0089 525.9456 423.7783 0.3841334 0.09202223
Moved 592.0219 534.0652 428.626 0.4029287 0.1044907
Moved 592.0372 541.256 434.0048 0.4195741 0.1183251
Moved 592.0524 547.7635 440.4543 0.4346377 0.1349133
Moved 592.068 555.7527 447.6273 0.4531312 0.1533622
Moved 592.0833 561 453 0.4652777 0.167181
Moved 592.0991 565.6345 458.6345 0.4760057 0.1816729
Moved 592.1142 571.3646 464.3646 0.4892698 0.1964108
Moved 592.1305 575.5873 471.6454 0.4990447 0.2151373
Moved 592.1451 579.9159 478.8599 0.5090646 0.233693
Moved 592.162 582.8134 487.4401 0.5157716 0.2557614
Moved 592.1763 584.8515 493.406 0.5204896 0.2711059
Moved 592.1907 586.2911 500.4553 0.5238219 0.2892367
Moved 592.2065 586 502.9945 0.5231482 0.2957677
Moved 592.222 586 509.6501 0.5231482 0.3128859
Moved 592.2386 586 514.0699 0.5231482 0.3242538
Moved 592.2535 575.0566 520.9434 0.4978162 0.3419326
Moved 592.2683 564.1572 525.691 0.4725861 0.3541435
Moved 592.2841 548.9026 531.0244 0.4372747 0.3678609
Moved 592.2993 531.6415 534.2264 0.3973182 0.3760968
Moved 592.3141 519.0339 535.1638 0.3681341 0.3785076
Moved 592.3293 500.357 537 0.3249004 0.3832304
Moved 592.3458 484.8799 537 0.2890739 0.3832304
Moved 592.3613 468.0701 537 0.2501623 0.3832304
Moved 592.3757 454.0038 537 0.2176014 0.3832304
Moved 592.3914 439.7509 537 0.1846085 0.3832304
Moved 592.4068 428.058 537 0.1575417 0.3832304
Moved 592.423 417.4399 537 0.1329627 0.3832304
Moved 592.4393 404.6733 537 0.1034104 0.3832304
Moved 592.4532 391.645 537 0.07325232 0.3832304
Moved 592.4683 381.4844 537 0.04973242 0.3832304
Moved 592.4834 370.4427 537 0.02417296 0.3832304
Moved 592.5001 357.0258 537 -0.006884634 0.3832304
Moved 592.5153 348.2685 537 -0.02715618 0.3832304
Moved 592.5303 338.3896 537 -0.05002394 0.3832304
Moved 592.5463 326.1898 528.2798 -0.07826423 0.360802
Moved 592.5619 313.5 526 -0.1076389 0.3549381
Moved 592.5758 302.2392 524.0598 -0.1337056 0.3499481
Moved 592.5915 293.5141 522.5857 -0.1539026 0.3461565
Moved 592.6094 284.7333 519.2933 -0.1742284 0.3376885
Moved 592.6324 268 511.5 -0.212963 0.317644
Moved 592.6455 259.1385 506.5693 -0.2334756 0.3049621
Stationary 592.6582 259.1385 506.5693 -0.2334756 0.3049621
Moved 592.6696 250.5251 499.7709 -0.2534141 0.2874765
Moved 592.6845 242.8802 495.2535 -0.2711106 0.2758577
Moved 592.7009 235.3657 490.6194 -0.2885054 0.2639387
Moved 592.7146 228.1366 483.7093 -0.3052392 0.2461658
Moved 592.7305 218.9097 475.9227 -0.3265978 0.2261385
Moved 592.7458 213.1879 470.1879 -0.3398427 0.2113886
Moved 592.7621 207.6373 463.6373 -0.3526915 0.1945402
Moved 592.7767 200.8576 455.8292 -0.3683851 0.1744576
Moved 592.7918 196.611 449.685 -0.3782153 0.1586547
Moved 592.8081 191.377 442.4713 -0.390331 0.1401008
Moved 592.8239 186.9616 435.2693 -0.4005519 0.1215773
Moved 592.8384 183.6409 429.2818 -0.4082387 0.1061774
Moved 592.8538 181.7735 424.3205 -0.4125613 0.09341683
Moved 592.8696 179.5106 422.5106 -0.4177995 0.08876168
Moved 592.8856 180 420.2256 -0.4166667 0.08288469
Moved 592.9005 180 417.5875 -0.4166667 0.07609948
Moved 592.9156 180 417.3518 -0.4166667 0.07549325
Stationary 592.9314 180 417 -0.4166667 0.0745884
Stationary 592.9465 180 417 -0.4166667 0.0745884
Moved 592.963 187.5932 417 -0.3990898 0.0745884
Moved 592.9763 196.176 427.22 -0.3792222 0.1008745
Moved 592.9922 213.2043 441.7312 -0.3398048 0.1381974
Moved 593.0088 228.077 455.1693 -0.3053772 0.1727605
Moved 593.0228 246.178 470.5352 -0.2634769 0.2122818
Moved 593.0381 258.0612 481.0612 -0.2359695 0.2393548
Moved 593.0538 270.7735 492.5764 -0.2065429 0.2689721
Moved 593.069 280.7977 503.4307 -0.1833387 0.2968895
Moved 593.0844 288.6629 510.8539 -0.1651321 0.3159823
Moved 593.0997 300.6107 522.6107 -0.1374753 0.3462207
Moved 593.1161 311.5843 533.5843 -0.1120734 0.3744451
Moved 593.1311 322.4012 545.4586 -0.0870342 0.4049859
Moved 593.1472 331.0032 555.5037 -0.06712228 0.4308221
Moved 593.1622 338.6656 564.5988 -0.04938513 0.4542148
Moved 593.1779 347.2253 573.2253 -0.02957116 0.4764024
Moved 593.1932 352.9787 579.9787 -0.016253 0.4937723
Moved 593.2087 361.2434 589.1354 0.002878308 0.5173233
Moved 593.2249 368.6361 596.6361 0.0199909 0.5366154
Moved 593.2398 373.8235 602.0588 0.03199875 0.5505626
Moved 593.2547 377.4124 605.4125 0.04030655 0.5591884
Moved 593.2706 379.6415 607.6415 0.04546652 0.5649215
Moved 593.2858 381.0802 609.0803 0.04879683 0.568622
Moved 593.3005 382.5 610.5 0.05208333 0.5722736
Stationary 593.316 382.5 610.5 0.05208333 0.5722736
Moved 593.3314 383 610 0.05324075 0.5709876
Moved 593.3467 383.5304 610 0.05446861 0.5709876
Moved 593.3629 384.9691 610 0.05779892 0.5709876
Moved 593.3777 386.3881 610 0.06108363 0.5709876
Moved 593.394 388.6982 599.6036 0.06643096 0.544248
Moved 593.4103 391.5692 592.5768 0.07307699 0.5261748
Moved 593.4242 393.5861 581.0693 0.07774561 0.4965774
Moved 593.4401 397.6487 565.5808 0.08714984 0.4567407
Moved 593.4553 400.5251 548.8492 0.09380817 0.4137067
Moved 593.4709 402.401 534.1931 0.09815046 0.3760108
Moved 593.4865 404.1499 518.5006 0.1021989 0.3356496
Moved 593.5084 409.0295 486.8229 0.1134942 0.254174
Stationary 593.5192 409.0295 486.8229 0.1134942 0.254174
Moved 593.5318 411.1257 474.246 0.1183464 0.221826
Moved 593.5493 414.57 456.2432 0.1263195 0.1755225
Moved 593.5632 416.958 443.3362 0.1318472 0.1423255
Moved 593.5787 419.7931 430.4309 0.13841 0.1091329
Moved 593.5947 421.661 416.5255 0.1427338 0.07336785
Moved 593.6103 424.5512 404.795 0.1494242 0.04319701
Moved 593.6236 425.7099 388.9007 0.1521063 0.002316526
Moved 593.6406 426.8652 378.2131 0.1547805 -0.02517205
Moved 593.6553 429.5195 361.8829 0.1609248 -0.0671736
Moved 593.6715 430.6985 351.1104 0.163654 -0.09488086
Moved 593.6865 431 337.6603 0.1643519 -0.1294746
Moved 593.7019 432.5716 321.856 0.1679897 -0.1701235
Moved 593.7181 433 308.8138 0.1689814 -0.2036681
