effort is what it will take
effort is what it will take
Basic
0.6 0.6
432 388.8
Began 167.2521 231 455 -0.2986111 0.172325
Stationary 167.2848 231 455 -0.2986111 0.172325
Stationary 167.2984 231 455 -0.2986111 0.172325
Stationary 167.3095 231 455 -0.2986111 0.172325
Stationary 167.3196 231 455 -0.2986111 0.172325
Stationary 167.3311 231 455 -0.2986111 0.172325
Stationary 167.3464 231 455 -0.2986111 0.172325
Stationary 167.3621 231 455 -0.2986111 0.172325
Stationary 167.3774 231 455 -0.2986111 0.172325
Stationary 167.3929 231 455 -0.2986111 0.172325
Stationary 167.411 231 455 -0.2986111 0.172325
Stationary 167.4236 231 455 -0.2986111 0.172325
Stationary 167.4405 231 455 -0.2986111 0.172325
Stationary 167.455 231 455 -0.2986111 0.172325
Stationary 167.4696 231 455 -0.2986111 0.172325
Stationary 167.4851 231 455 -0.2986111 0.172325
Stationary 167.5009 231 455 -0.2986111 0.172325
Stationary 167.516 231 455 -0.2986111 0.172325
Stationary 167.5313 231 455 -0.2986111 0.172325
Stationary 167.5464 231 455 -0.2986111 0.172325
Stationary 167.5623 231 455 -0.2986111 0.172325
Stationary 167.5778 231 455 -0.2986111 0.172325
Stationary 167.5932 231 455 -0.2986111 0.172325
Stationary 167.6094 231 455 -0.2986111 0.172325
Stationary 167.6239 231 455 -0.2986111 0.172325
Stationary 167.6397 231 455 -0.2986111 0.172325
Stationary 167.6549 231 455 -0.2986111 0.172325
Stationary 167.6709 231 455 -0.2986111 0.172325
Stationary 167.6942 231 455 -0.2986111 0.172325
Stationary 167.7033 231 455 -0.2986111 0.172325
Stationary 167.7177 231 455 -0.2986111 0.172325
Moved 167.731 240.8997 455 -0.2756952 0.172325
Stationary 167.7479 240.8997 455 -0.2756952 0.172325
Moved 167.7642 242.1828 455 -0.272725 0.172325
Stationary 167.7776 242.1828 455 -0.272725 0.172325
Moved 167.7932 243.3756 455 -0.269964 0.172325
Stationary 167.8084 243 455 -0.2708333 0.172325
Stationary 167.8241 243 455 -0.2708333 0.172325
Stationary 167.8401 243 455 -0.2708333 0.172325
Moved 167.8549 244.4848 455 -0.2673962 0.172325
Moved 167.8722 246.8528 448.5151 -0.2619147 0.1556458
Moved 167.8864 251.1192 438.3885 -0.2520389 0.1296001
Moved 167.9016 256.2548 424.4904 -0.2401509 0.09385371
Moved 167.9188 260.8611 413.3472 -0.2294881 0.06519325
Moved 167.9332 266.575 401.8501 -0.2162617 0.03562256
Moved 167.9489 273.5058 388.1531 -0.200218 0.0003936752
Moved 167.9642 279.1108 374.2231 -0.1872436 -0.03543453
Moved 167.9797 284.1638 364.951 -0.1755467 -0.05928251
Moved 167.9945 288.4901 356.0199 -0.1655323 -0.08225343
Moved 168.0101 292.8119 347.9802 -0.1555279 -0.1029318
Moved 168.0255 296.3587 342.855 -0.1473177 -0.1161137
Moved 168.0398 300.473 337.3694 -0.1377941 -0.1302229
Moved 168.0553 304.1953 332.8047 -0.1291777 -0.1419631
Moved 168.0717 307.0692 329.9308 -0.1225249 -0.149355
Moved 168.086 309.4113 328.5296 -0.1171035 -0.1529589
Moved 168.1025 312.8295 327.0853 -0.1091909 -0.1566738
Moved 168.1183 314.3538 325.6462 -0.1056624 -0.1603751
Moved 168.1327 317.1657 325 -0.09915347 -0.1620371
Moved 168.1484 319.7339 325 -0.0932086 -0.1620371
Moved 168.1627 321.3091 325 -0.08956239 -0.1620371
Moved 168.1791 324.4427 330.0493 -0.08230865 -0.1490503
Moved 168.1946 327.3266 336.6533 -0.07563278 -0.1320647
Moved 168.2101 330.8118 345.6237 -0.0675652 -0.1089927
Moved 168.2253 335.1381 357.4144 -0.05755062 -0.07866659
Moved 168.2405 339.4672 367.4234 -0.04752973 -0.05292343
Moved 168.2563 341.8272 377.0906 -0.04206673 -0.02805929
Moved 168.2713 346.1201 390.3602 -0.03212949 0.006070431
Moved 168.2876 349.933 400.8661 -0.02330313 0.03309171
Moved 168.3022 356.6452 413.3614 -0.00776574 0.06522987
Moved 168.3177 363.8596 429.0911 0.008934339 0.1056869
Moved 168.3331 372.7036 438.3332 0.02940645 0.1294578
Moved 168.3492 380.2527 448.7537 0.04688124 0.1562595
Moved 168.3674 385.2704 453.2704 0.0584963 0.1678764
Moved 168.3795 395.6523 462.877 0.0825286 0.1925847
Moved 168.3947 404.3477 470.123 0.1026566 0.2112218
Moved 168.4106 412.331 475.6648 0.1211366 0.2254752
Moved 168.4248 420.6353 479.2117 0.1403594 0.234598
Moved 168.4409 428.2026 483.652 0.1578765 0.2460183
Moved 168.4571 434.9598 486.9839 0.1735181 0.2545882
Moved 168.4772 439.3953 488.0988 0.1837853 0.2574558
Moved 168.4882 447.2764 491.1382 0.2020288 0.2652731
Moved 168.5026 453.0475 493.0119 0.2153879 0.2700922
Moved 168.5184 458.3482 494.4494 0.2276579 0.2737895
Moved 168.5331 462.6824 495.8942 0.2376908 0.2775055
Moved 168.5493 467.0016 496 0.2476889 0.2777777
Moved 168.5648 470.3263 497 0.255385 0.2803498
Moved 168.5797 472.8251 497.9125 0.2611693 0.2826967
Moved 168.5952 475.6524 498 0.267714 0.2829217
Moved 168.6126 477.5324 498.7662 0.2720657 0.2848923
Moved 168.6252 479.2091 499 0.2759469 0.2854938
Moved 168.6403 481 499 0.2800926 0.2854938
Moved 168.6567 482.0796 499 0.2825917 0.2854938
Stationary 168.6726 482 499 0.2824074 0.2854938
Stationary 168.6884 482 499 0.2824074 0.2854938
Stationary 168.7018 482 499 0.2824074 0.2854938
Stationary 168.7177 482 499 0.2824074 0.2854938
Moved 168.7333 455.8831 499.9264 0.2219517 0.2878764
Moved 168.749 435.723 501.377 0.1752846 0.2916073
Moved 168.7667 412.5143 505.5607 0.1215609 0.302368
Moved 168.7795 392.1741 507.2018 0.07447709 0.306589
Moved 168.7952 375.5 508.5 0.03587961 0.3099279
Moved 168.8106 355.4252 510 -0.01058976 0.3137859
Moved 168.826 337.5345 511.2054 -0.05200352 0.3168864
Moved 168.8417 321.5371 513.6463 -0.08903439 0.3231643
Moved 168.8574 305.0343 515.0804 -0.1272354 0.3268529
Moved 168.8722 292.5 516.5 -0.15625 0.3305041
Moved 168.8882 281.2328 517.9667 -0.1823314 0.3342765
