healthy food is good for you
healthy food is good for you
FixStart
0.6 0.6
432 388.8
Began 1207.992 401 431 0.09490739 0.1105966
Stationary 1208.008 401 431 0.09490739 0.1105966
Stationary 1208.022 401 431 0.09490739 0.1105966
Stationary 1208.036 401 431 0.09490739 0.1105966
Stationary 1208.055 401 431 0.09490739 0.1105966
Stationary 1208.068 401 431 0.09490739 0.1105966
Stationary 1208.083 401 431 0.09490739 0.1105966
Moved 1208.098 407.5348 431 0.1100343 0.1105966
Moved 1208.114 414.205 431 0.1254744 0.1105966
Moved 1208.13 420.602 431 0.1402824 0.1105966
Moved 1208.146 430.5 431 0.1631944 0.1105966
Moved 1208.162 436.415 431 0.1768865 0.1105966
Moved 1208.176 442.0509 431 0.1899326 0.1105966
Moved 1208.192 445.9413 431 0.1989382 0.1105966
Moved 1208.207 450.0751 431 0.2085072 0.1105966
Moved 1208.223 451.4087 431 0.2115943 0.1105966
Moved 1208.239 453.7088 431 0.2169186 0.1105966
Moved 1208.254 453.8521 431 0.2172503 0.1105966
Moved 1208.269 455.2328 431 0.2204463 0.1105966
Stationary 1208.283 455.2328 431 0.2204463 0.1105966
Stationary 1208.299 455.2328 431 0.2204463 0.1105966
Stationary 1208.315 455.2328 431 0.2204463 0.1105966
Stationary 1208.329 455 431 0.2199073 0.1105966
Stationary 1208.347 455 431 0.2199073 0.1105966
Moved 1208.36 446.865 439.135 0.2010764 0.13152
Moved 1208.376 439.6508 447.3492 0.1843768 0.1526469
Moved 1208.392 432.2851 455.6579 0.1673266 0.1740171
Moved 1208.408 424.0629 463.9371 0.1482938 0.1953113
Moved 1208.423 414.4029 471.1978 0.1259326 0.2139861
Moved 1208.438 404.4407 478.3995 0.1028719 0.2325088
Moved 1208.454 393.2924 488.2441 0.07706573 0.2578295
Moved 1208.469 385.6645 494.2516 0.05940864 0.2732808
Moved 1208.484 375.5484 502.53 0.03599166 0.2945729
Moved 1208.501 368.4772 509.5228 0.01962314 0.3125586
Moved 1208.516 362.2583 515.0563 0.005227625 0.3267907
Moved 1208.53 354.6382 521.3015 -0.01241167 0.3428535
Moved 1208.546 350.6552 525.3447 -0.02163137 0.3532529
Moved 1208.569 343.1718 530.9141 -0.03895422 0.3675774
Stationary 1208.58 343.1718 530.9141 -0.03895422 0.3675774
Moved 1208.592 339.1826 534.8174 -0.04818852 0.3776168
Moved 1208.607 336.6839 537.316 -0.0539724 0.3840432
Moved 1208.622 334.9556 539.0444 -0.05797321 0.3884887
Moved 1208.639 332.1286 541.8715 -0.06451721 0.3957598
Moved 1208.654 331.1781 542.8219 -0.06671726 0.3982044
Moved 1208.669 329.7874 543 -0.06993666 0.3986624
Moved 1208.684 328.5 544.5 -0.07291664 0.4025204
Stationary 1208.7 328.5 544.5 -0.07291664 0.4025204
Moved 1208.715 326.9463 544 -0.07651328 0.4012345
Moved 1208.73 325.5576 544 -0.07972772 0.4012345
Moved 1208.746 323.3379 544 -0.08486608 0.4012345
Moved 1208.761 320.5537 544 -0.09131093 0.4012345
Moved 1208.777 314.9956 537.3904 -0.1041767 0.3842344
Moved 1208.791 307.1305 526.1522 -0.1223831 0.3553298
Moved 1208.807 297.787 515.7633 -0.1440116 0.3286093
Moved 1208.823 283.6788 498.8145 -0.1766695 0.2850167
Moved 1208.84 270.5669 481.1544 -0.2070211 0.2395946
Moved 1208.854 257.1413 464.7696 -0.2380988 0.1974526
Moved 1208.869 249.5981 453.4642 -0.2555599 0.1683749
Moved 1208.886 240.3633 439.5709 -0.2769368 0.1326412
Moved 1208.901 234.6828 429.6949 -0.290086 0.10724
Moved 1208.915 228.5 421.5 -0.3043981 0.08616251
Moved 1208.93 223.7745 414.2909 -0.3153367 0.06762053
Moved 1208.947 219.6493 408.5324 -0.3248858 0.05280965
Moved 1208.962 216.9837 404.4755 -0.3310563 0.04237524
Moved 1208.978 215.1071 400.3214 -0.3354001 0.03169063
Moved 1208.994 213.7559 400 -0.338528 0.03086416
Moved 1209.008 214 398.5 -0.3379629 0.02700609
