id,scale,size,algorithm,sampleNum,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
1,1x1,0.5,standard,16,0.898305,0.966102,1,1,1,1,1,1,1,1
1,1x1,0.5,DTW,16,0.881356,0.966102,0.983051,0.983051,1,1,1,1,1,1
1,1x1,0.5,DTWL,16,0.949153,0.983051,0.983051,0.983051,0.983051,0.983051,0.983051,0.983051,0.983051,0.983051
1,1x1,0.5,standard,24,0.864407,0.966102,1,1,1,1,1,1,1,1
1,1x1,0.5,DTW,24,0.881356,0.949153,0.983051,0.983051,1,1,1,1,1,1
1,1x1,0.5,DTWL,24,0.949153,0.983051,0.983051,1,1,1,1,1,1,1
1,1x1,0.5,standard,32,0.864407,0.966102,1,1,1,1,1,1,1,1
1,1x1,0.5,DTW,32,0.881356,0.932203,0.983051,0.983051,1,1,1,1,1,1
1,1x1,0.5,DTWL,32,1,1,1,1,1,1,1,1,1,1
1,1x1,0.5,standard,50,0.864407,0.949153,0.983051,1,1,1,1,1,1,1
1,1x1,0.5,DTW,50,0.864407,0.932203,0.983051,0.983051,1,1,1,1,1,1
1,1x1,0.5,DTWL,50,1,1,1,1,1,1,1,1,1,1
1,1x1,0.5,standard,64,0.864407,0.949153,0.983051,1,1,1,1,1,1,1
1,1x1,0.5,DTW,64,0.881356,0.932203,0.983051,0.983051,1,1,1,1,1,1
1,1x1,0.5,DTWL,64,1,1,1,1,1,1,1,1,1,1
1,1x1,0.75,standard,16,0.679245,0.849057,0.90566,0.90566,0.924528,0.924528,0.924528,0.924528,0.924528,0.943396
1,1x1,0.75,DTW,16,0.792453,0.867925,0.886792,0.90566,0.924528,0.943396,0.981132,0.981132,0.981132,1
1,1x1,0.75,DTWL,16,0.886792,0.924528,0.924528,0.924528,0.943396,0.943396,0.943396,0.943396,0.962264,0.962264
1,1x1,0.75,standard,24,0.679245,0.830189,0.886792,0.90566,0.924528,0.924528,0.924528,0.924528,0.924528,0.924528
1,1x1,0.75,DTW,24,0.811321,0.867925,0.886792,0.90566,0.943396,0.962264,0.981132,0.981132,0.981132,0.981132
1,1x1,0.75,DTWL,24,0.924528,0.943396,0.943396,0.943396,0.943396,0.943396,0.943396,0.943396,0.962264,0.962264
1,1x1,0.75,standard,32,0.679245,0.830189,0.886792,0.90566,0.924528,0.924528,0.924528,0.924528,0.924528,0.924528
1,1x1,0.75,DTW,32,0.811321,0.867925,0.886792,0.90566,0.924528,0.943396,0.981132,0.981132,0.981132,0.981132
1,1x1,0.75,DTWL,32,0.943396,0.943396,0.943396,0.962264,0.962264,0.962264,0.981132,0.981132,0.981132,0.981132
1,1x1,0.75,standard,50,0.679245,0.830189,0.886792,0.90566,0.924528,0.924528,0.924528,0.924528,0.924528,0.924528
1,1x1,0.75,DTW,50,0.811321,0.867925,0.886792,0.886792,0.924528,0.943396,0.981132,0.981132,0.981132,0.981132
1,1x1,0.75,DTWL,50,0.90566,0.90566,0.924528,0.924528,0.924528,0.943396,0.962264,0.962264,0.962264,0.962264
1,1x1,0.75,standard,64,0.679245,0.830189,0.886792,0.90566,0.924528,0.924528,0.924528,0.924528,0.924528,0.924528
1,1x1,0.75,DTW,64,0.811321,0.867925,0.886792,0.886792,0.924528,0.943396,0.981132,0.981132,0.981132,0.981132
1,1x1,0.75,DTWL,64,0.924528,0.924528,0.924528,0.924528,0.943396,0.943396,0.962264,0.962264,0.962264,0.962264
1,1x1,1,standard,16,0.62963,0.851852,0.888889,0.907407,0.962963,0.981481,0.981481,0.981481,0.981481,0.981481
1,1x1,1,DTW,16,0.740741,0.87037,0.87037,0.944444,0.944444,0.944444,0.962963,0.981481,0.981481,0.981481
1,1x1,1,DTWL,16,0.925926,0.944444,0.944444,0.944444,0.944444,0.944444,0.944444,0.944444,0.944444,0.944444
1,1x1,1,standard,24,0.611111,0.851852,0.888889,0.907407,0.962963,0.981481,0.981481,0.981481,0.981481,0.981481
1,1x1,1,DTW,24,0.722222,0.851852,0.888889,0.944444,0.944444,0.944444,0.962963,0.962963,0.962963,0.981481
1,1x1,1,DTWL,24,0.925926,0.944444,0.944444,0.944444,0.944444,0.944444,0.944444,0.944444,0.944444,0.944444
1,1x1,1,standard,32,0.611111,0.833333,0.888889,0.907407,0.962963,0.981481,0.981481,0.981481,0.981481,0.981481
1,1x1,1,DTW,32,0.722222,0.851852,0.888889,0.944444,0.944444,0.944444,0.944444,0.962963,0.962963,0.981481
1,1x1,1,DTWL,32,0.925926,0.925926,0.925926,0.925926,0.925926,0.925926,0.944444,0.944444,0.944444,0.944444
1,1x1,1,standard,50,0.592593,0.833333,0.851852,0.87037,0.962963,0.962963,0.981481,0.981481,0.981481,0.981481
1,1x1,1,DTW,50,0.722222,0.833333,0.888889,0.925926,0.925926,0.944444,0.944444,0.962963,0.962963,0.981481
1,1x1,1,DTWL,50,0.925926,0.925926,0.925926,0.925926,0.925926,0.925926,0.925926,0.944444,0.944444,0.944444
1,1x1,1,standard,64,0.592593,0.833333,0.851852,0.87037,0.944444,0.962963,0.981481,0.981481,0.981481,0.981481
1,1x1,1,DTW,64,0.722222,0.833333,0.888889,0.925926,0.925926,0.944444,0.944444,0.962963,0.962963,0.981481
1,1x1,1,DTWL,64,0.925926,0.925926,0.925926,0.925926,0.925926,0.925926,0.925926,0.944444,0.944444,0.944444
1,1x3,0.5,standard,16,0.827586,0.913793,0.931034,0.948276,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517
1,1x3,0.5,DTW,16,0.793103,0.896552,0.948276,0.982759,0.982759,0.982759,0.982759,0.982759,0.982759,0.982759
1,1x3,0.5,DTWL,16,0.913793,0.948276,0.948276,0.965517,0.965517,0.982759,0.982759,0.982759,0.982759,0.982759
1,1x3,0.5,standard,24,0.810345,0.896552,0.931034,0.931034,0.948276,0.965517,0.965517,0.965517,0.965517,0.982759
1,1x3,0.5,DTW,24,0.775862,0.896552,0.913793,0.965517,0.982759,0.982759,0.982759,0.982759,0.982759,0.982759
1,1x3,0.5,DTWL,24,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.982759,0.982759,0.982759
1,1x3,0.5,standard,32,0.810345,0.913793,0.931034,0.931034,0.948276,0.965517,0.965517,0.965517,0.965517,0.982759
1,1x3,0.5,DTW,32,0.775862,0.87931,0.913793,0.965517,0.982759,0.982759,0.982759,0.982759,0.982759,0.982759
1,1x3,0.5,DTWL,32,0.948276,0.948276,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.982759,0.982759
1,1x3,0.5,standard,50,0.810345,0.87931,0.931034,0.931034,0.931034,0.965517,0.965517,0.965517,0.965517,0.982759
1,1x3,0.5,DTW,50,0.758621,0.87931,0.913793,0.948276,0.965517,0.982759,0.982759,0.982759,0.982759,0.982759
1,1x3,0.5,DTWL,50,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517
1,1x3,0.5,standard,64,0.810345,0.87931,0.931034,0.931034,0.931034,0.965517,0.965517,0.965517,0.965517,0.982759
1,1x3,0.5,DTW,64,0.758621,0.862069,0.896552,0.948276,0.965517,0.982759,0.982759,0.982759,0.982759,0.982759
1,1x3,0.5,DTWL,64,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517
1,1x3,0.75,standard,16,0.827586,0.896552,0.965517,0.982759,1,1,1,1,1,1
1,1x3,0.75,DTW,16,0.810345,0.87931,0.896552,0.913793,0.948276,0.965517,0.965517,0.965517,0.982759,0.982759
1,1x3,0.75,DTWL,16,0.862069,0.87931,0.913793,0.913793,0.913793,0.931034,0.965517,0.982759,0.982759,0.982759
