id,scale,size,algorithm,sampleNum,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
1,1x3,0.75,standard,24,0.827586,0.896552,0.948276,0.982759,1,1,1,1,1,1
1,1x3,0.75,DTW,24,0.793103,0.87931,0.913793,0.931034,0.965517,0.965517,0.965517,0.965517,0.965517,0.982759
1,1x3,0.75,DTWL,24,0.913793,0.931034,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276
1,1x3,0.75,standard,32,0.827586,0.896552,0.913793,0.982759,1,1,1,1,1,1
1,1x3,0.75,DTW,32,0.827586,0.87931,0.896552,0.931034,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517
1,1x3,0.75,DTWL,32,0.931034,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276
1,1x3,0.75,standard,50,0.827586,0.913793,0.913793,0.982759,1,1,1,1,1,1
1,1x3,0.75,DTW,50,0.810345,0.862069,0.896552,0.913793,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517
1,1x3,0.75,DTWL,50,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276
1,1x3,0.75,standard,64,0.827586,0.913793,0.913793,1,1,1,1,1,1,1
1,1x3,0.75,DTW,64,0.827586,0.862069,0.896552,0.913793,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517
1,1x3,0.75,DTWL,64,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276
1,1x3,1,standard,16,0.82,0.9,0.9,0.92,0.94,0.94,0.96,0.96,0.96,0.96
1,1x3,1,DTW,16,0.82,0.88,0.92,0.92,0.92,0.92,0.92,0.96,0.96,0.96
1,1x3,1,DTWL,16,0.9,0.92,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
1,1x3,1,standard,24,0.82,0.88,0.92,0.92,0.92,0.92,0.94,0.96,0.96,0.96
1,1x3,1,DTW,24,0.82,0.84,0.9,0.92,0.92,0.92,0.92,0.96,0.96,0.96
1,1x3,1,DTWL,24,0.94,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
1,1x3,1,standard,32,0.82,0.88,0.9,0.92,0.92,0.92,0.94,0.96,0.96,0.96
1,1x3,1,DTW,32,0.82,0.82,0.9,0.9,0.92,0.92,0.92,0.94,0.96,0.96
1,1x3,1,DTWL,32,0.92,0.94,0.94,0.94,0.94,0.94,0.96,0.96,0.96,0.96
1,1x3,1,standard,50,0.82,0.88,0.9,0.92,0.92,0.92,0.94,0.94,0.96,0.96
1,1x3,1,DTW,50,0.82,0.82,0.9,0.92,0.92,0.92,0.92,0.94,0.96,0.96
1,1x3,1,DTWL,50,0.92,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
1,1x3,1,standard,64,0.82,0.88,0.9,0.92,0.92,0.92,0.94,0.94,0.96,0.96
1,1x3,1,DTW,64,0.82,0.82,0.9,0.9,0.92,0.92,0.92,0.92,0.96,0.96
1,1x3,1,DTWL,64,0.92,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.96
