id,scale,size,algorithm,sampleNum,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
2,1x1,0.5,standard,16,0.666667,0.701754,0.754386,0.754386,0.824561,0.842105,0.859649,0.859649,0.877193,0.894737
2,1x1,0.5,DTW,16,0.684211,0.77193,0.807018,0.824561,0.842105,0.859649,0.859649,0.877193,0.877193,0.877193
2,1x1,0.5,standard,32,0.649123,0.701754,0.754386,0.754386,0.807018,0.824561,0.859649,0.859649,0.859649,0.877193
2,1x1,0.5,DTW,32,0.649123,0.754386,0.807018,0.824561,0.842105,0.859649,0.859649,0.894737,0.894737,0.894737
2,1x1,0.5,standard,64,0.631579,0.701754,0.754386,0.754386,0.789474,0.807018,0.859649,0.859649,0.859649,0.859649
2,1x1,0.5,DTW,64,0.631579,0.77193,0.789474,0.807018,0.824561,0.859649,0.859649,0.877193,0.894737,0.894737
2,1x1,0.75,standard,16,0.77193,0.877193,0.894737,0.929825,0.929825,0.929825,0.929825,0.929825,0.929825,0.964912
2,1x1,0.75,DTW,16,0.77193,0.877193,0.929825,0.929825,0.929825,0.947368,0.947368,0.982456,0.982456,0.982456
2,1x1,0.75,standard,32,0.719298,0.859649,0.894737,0.912281,0.912281,0.929825,0.929825,0.929825,0.929825,0.929825
2,1x1,0.75,DTW,32,0.807018,0.877193,0.912281,0.929825,0.929825,0.929825,0.947368,0.947368,0.982456,0.982456
2,1x1,0.75,standard,64,0.719298,0.842105,0.877193,0.912281,0.912281,0.929825,0.929825,0.929825,0.929825,0.929825
2,1x1,0.75,DTW,64,0.807018,0.859649,0.877193,0.929825,0.947368,0.947368,0.947368,0.947368,0.964912,0.982456
2,1x1,1,standard,16,0.807692,0.846154,0.923077,0.923077,0.942308,0.961538,0.961538,0.961538,0.961538,0.961538
2,1x1,1,DTW,16,0.865385,0.923077,0.942308,0.980769,0.980769,0.980769,0.980769,0.980769,0.980769,0.980769
2,1x1,1,standard,32,0.788462,0.846154,0.903846,0.923077,0.942308,0.961538,0.961538,0.961538,0.961538,0.961538
2,1x1,1,DTW,32,0.884615,0.923077,0.942308,0.980769,0.980769,0.980769,0.980769,0.980769,0.980769,0.980769
2,1x1,1,standard,64,0.769231,0.846154,0.903846,0.923077,0.942308,0.961538,0.961538,0.961538,0.961538,0.961538
2,1x1,1,DTW,64,0.884615,0.923077,0.942308,0.980769,0.980769,0.980769,0.980769,0.980769,0.980769,0.980769
2,1x3,0.5,standard,16,0.736842,0.877193,0.912281,0.912281,0.929825,0.929825,0.964912,0.964912,0.982456,0.982456
2,1x3,0.5,DTW,16,0.807018,0.894737,0.912281,0.929825,0.947368,0.947368,0.964912,0.964912,0.964912,0.982456
2,1x3,0.5,standard,32,0.736842,0.842105,0.894737,0.912281,0.929825,0.929825,0.964912,0.964912,0.982456,0.982456
2,1x3,0.5,DTW,32,0.77193,0.877193,0.912281,0.929825,0.929825,0.947368,0.964912,0.964912,0.964912,0.982456
2,1x3,0.5,standard,64,0.701754,0.842105,0.894737,0.894737,0.929825,0.929825,0.947368,0.964912,0.982456,0.982456
2,1x3,0.5,DTW,64,0.754386,0.859649,0.877193,0.929825,0.929825,0.947368,0.947368,0.947368,0.964912,0.964912
2,1x3,0.75,standard,16,0.763636,0.872727,0.927273,0.927273,0.945455,0.945455,0.945455,0.963636,0.963636,0.963636
2,1x3,0.75,DTW,16,0.872727,0.909091,0.927273,0.927273,0.927273,0.945455,0.945455,0.945455,0.963636,0.981818
2,1x3,0.75,standard,32,0.763636,0.872727,0.909091,0.927273,0.945455,0.945455,0.945455,0.963636,0.963636,0.963636
2,1x3,0.75,DTW,32,0.854545,0.927273,0.927273,0.927273,0.927273,0.927273,0.945455,0.945455,0.945455,0.963636
2,1x3,0.75,standard,64,0.745455,0.854545,0.909091,0.927273,0.945455,0.945455,0.945455,0.963636,0.963636,0.963636
2,1x3,0.75,DTW,64,0.836364,0.927273,0.927273,0.927273,0.927273,0.927273,0.927273,0.945455,0.945455,0.963636
2,1x3,1,standard,16,0.796296,0.925926,0.925926,0.925926,0.925926,0.925926,0.925926,0.944444,0.962963,0.962963
2,1x3,1,DTW,16,0.796296,0.944444,0.944444,0.944444,0.962963,0.962963,0.981481,0.981481,0.981481,0.981481
2,1x3,1,standard,32,0.777778,0.925926,0.925926,0.925926,0.925926,0.925926,0.925926,0.925926,0.944444,0.962963
2,1x3,1,DTW,32,0.833333,0.944444,0.944444,0.944444,0.962963,0.962963,0.962963,0.962963,0.981481,0.981481
2,1x3,1,standard,64,0.777778,0.925926,0.925926,0.925926,0.925926,0.925926,0.925926,0.925926,0.925926,0.944444
2,1x3,1,DTW,64,0.814815,0.925926,0.944444,0.944444,0.962963,0.962963,0.962963,0.981481,0.981481,0.981481
