id,scale,size,algorithm,sampleNum,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
3,1x1,0.5,standard,16,0.392857,0.625,0.660714,0.714286,0.732143,0.75,0.785714,0.839286,0.839286,0.857143
3,1x1,0.5,DTW,16,0.571429,0.714286,0.821429,0.857143,0.910714,0.910714,0.946429,0.946429,0.946429,0.946429
3,1x1,0.5,standard,32,0.410714,0.553571,0.642857,0.696429,0.732143,0.75,0.767857,0.803571,0.839286,0.839286
3,1x1,0.5,DTW,32,0.607143,0.714286,0.803571,0.839286,0.892857,0.892857,0.910714,0.928571,0.946429,0.946429
3,1x1,0.5,standard,64,0.410714,0.535714,0.642857,0.678571,0.732143,0.75,0.767857,0.785714,0.821429,0.839286
3,1x1,0.5,DTW,64,0.589286,0.732143,0.803571,0.839286,0.875,0.875,0.910714,0.928571,0.946429,0.946429
3,1x1,0.75,standard,16,0.672727,0.745455,0.8,0.818182,0.854545,0.890909,0.890909,0.909091,0.909091,0.927273
3,1x1,0.75,DTW,16,0.854545,0.945455,0.963636,0.963636,0.963636,0.963636,0.963636,0.963636,0.963636,0.963636
3,1x1,0.75,standard,32,0.654545,0.745455,0.781818,0.836364,0.854545,0.872727,0.890909,0.890909,0.909091,0.927273
3,1x1,0.75,DTW,32,0.854545,0.963636,0.963636,0.963636,0.963636,0.963636,0.963636,0.963636,0.963636,0.963636
3,1x1,0.75,standard,64,0.654545,0.727273,0.781818,0.836364,0.854545,0.872727,0.872727,0.890909,0.890909,0.909091
3,1x1,0.75,DTW,64,0.854545,0.945455,0.963636,0.963636,0.963636,0.963636,0.963636,0.963636,0.963636,0.963636
3,1x1,1,standard,16,0.535714,0.732143,0.785714,0.821429,0.875,0.892857,0.892857,0.910714,0.910714,0.928571
3,1x1,1,DTW,16,0.714286,0.821429,0.892857,0.910714,0.910714,0.928571,0.946429,0.946429,0.964286,0.964286
3,1x1,1,standard,32,0.535714,0.714286,0.767857,0.803571,0.857143,0.892857,0.910714,0.910714,0.910714,0.910714
3,1x1,1,DTW,32,0.732143,0.821429,0.892857,0.910714,0.910714,0.928571,0.928571,0.946429,0.964286,0.964286
3,1x1,1,standard,64,0.535714,0.714286,0.785714,0.803571,0.839286,0.892857,0.910714,0.910714,0.910714,0.910714
3,1x1,1,DTW,64,0.714286,0.839286,0.875,0.910714,0.910714,0.928571,0.928571,0.946429,0.964286,0.964286
3,1x3,0.5,standard,16,0.589286,0.714286,0.75,0.803571,0.875,0.892857,0.928571,0.928571,0.928571,0.928571
3,1x3,0.5,DTW,16,0.785714,0.892857,0.946429,0.946429,0.946429,0.946429,0.964286,0.964286,0.964286,0.982143
3,1x3,0.5,standard,32,0.517857,0.732143,0.75,0.803571,0.821429,0.821429,0.875,0.892857,0.928571,0.928571
3,1x3,0.5,DTW,32,0.803571,0.875,0.928571,0.946429,0.946429,0.946429,0.964286,0.964286,0.964286,0.964286
3,1x3,0.5,standard,64,0.5,0.696429,0.732143,0.803571,0.803571,0.821429,0.875,0.875,0.910714,0.928571
3,1x3,0.5,DTW,64,0.785714,0.875,0.928571,0.946429,0.946429,0.946429,0.946429,0.964286,0.964286,0.964286
3,1x3,0.75,standard,16,0.62963,0.777778,0.814815,0.888889,0.888889,0.888889,0.907407,0.907407,0.925926,0.925926
3,1x3,0.75,DTW,16,0.722222,0.851852,0.907407,0.907407,0.907407,0.944444,0.944444,0.962963,0.962963,0.962963
3,1x3,0.75,standard,32,0.611111,0.740741,0.814815,0.851852,0.87037,0.888889,0.888889,0.888889,0.907407,0.925926
3,1x3,0.75,DTW,32,0.759259,0.888889,0.907407,0.907407,0.907407,0.925926,0.944444,0.962963,0.962963,0.962963
3,1x3,0.75,standard,64,0.611111,0.722222,0.814815,0.851852,0.87037,0.87037,0.87037,0.888889,0.888889,0.888889
3,1x3,0.75,DTW,64,0.759259,0.907407,0.907407,0.907407,0.907407,0.925926,0.944444,0.962963,0.962963,0.962963
3,1x3,1,standard,16,0.678571,0.803571,0.892857,0.928571,0.946429,0.946429,0.946429,0.982143,0.982143,0.982143
3,1x3,1,DTW,16,0.875,0.964286,0.982143,1,1,1,1,1,1,1
3,1x3,1,standard,32,0.696429,0.803571,0.892857,0.946429,0.946429,0.946429,0.946429,0.946429,0.964286,0.982143
3,1x3,1,DTW,32,0.785714,0.964286,0.982143,1,1,1,1,1,1,1
3,1x3,1,standard,64,0.696429,0.803571,0.892857,0.946429,0.946429,0.946429,0.946429,0.946429,0.964286,0.982143
3,1x3,1,DTW,64,0.75,0.964286,0.982143,1,1,1,1,1,1,1
