id,scale,size,algorithm,sampleNum,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
5,1x1,0.5,standard,16,0.818182,0.927273,0.945455,0.963636,0.981818,0.981818,0.981818,0.981818,0.981818,1
5,1x1,0.5,DTW,16,0.872727,0.945455,0.945455,0.945455,0.963636,0.963636,0.981818,1,1,1
5,1x1,0.5,standard,32,0.818182,0.890909,0.945455,0.963636,0.981818,0.981818,0.981818,0.981818,0.981818,1
5,1x1,0.5,DTW,32,0.854545,0.945455,0.963636,0.963636,0.963636,0.963636,0.981818,0.981818,0.981818,0.981818
5,1x1,0.5,standard,64,0.8,0.890909,0.963636,0.963636,0.981818,0.981818,0.981818,0.981818,0.981818,1
5,1x1,0.5,DTW,64,0.854545,0.927273,0.963636,0.963636,0.963636,0.963636,0.963636,0.963636,0.981818,0.981818
5,1x1,0.75,standard,16,0.844828,0.87931,0.87931,0.87931,0.913793,0.913793,0.913793,0.931034,0.931034,0.931034
5,1x1,0.75,DTW,16,0.862069,0.913793,0.931034,0.931034,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276
5,1x1,0.75,standard,32,0.827586,0.87931,0.87931,0.87931,0.913793,0.913793,0.931034,0.931034,0.931034,0.931034
5,1x1,0.75,DTW,32,0.862069,0.913793,0.931034,0.931034,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276
5,1x1,0.75,standard,64,0.827586,0.87931,0.87931,0.87931,0.913793,0.931034,0.931034,0.931034,0.931034,0.931034
5,1x1,0.75,DTW,64,0.862069,0.913793,0.931034,0.931034,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276
5,1x1,1,standard,16,0.754717,0.792453,0.886792,0.943396,0.962264,0.962264,0.981132,0.981132,0.981132,0.981132
5,1x1,1,DTW,16,0.867925,0.90566,0.90566,0.924528,0.924528,0.943396,0.943396,0.962264,0.981132,0.981132
5,1x1,1,standard,32,0.754717,0.792453,0.886792,0.943396,0.962264,0.962264,0.962264,0.981132,0.981132,0.981132
5,1x1,1,DTW,32,0.867925,0.90566,0.90566,0.924528,0.924528,0.924528,0.943396,0.943396,0.943396,0.962264
5,1x1,1,standard,64,0.754717,0.792453,0.867925,0.924528,0.962264,0.962264,0.962264,0.981132,0.981132,0.981132
5,1x1,1,DTW,64,0.830189,0.886792,0.90566,0.924528,0.924528,0.924528,0.943396,0.943396,0.943396,0.943396
5,1x3,0.5,standard,16,0.890909,0.945455,1,1,1,1,1,1,1,1
5,1x3,0.5,DTW,16,0.909091,0.963636,1,1,1,1,1,1,1,1
5,1x3,0.5,standard,32,0.872727,0.945455,1,1,1,1,1,1,1,1
5,1x3,0.5,DTW,32,0.890909,0.927273,1,1,1,1,1,1,1,1
5,1x3,0.5,standard,64,0.854545,0.945455,1,1,1,1,1,1,1,1
5,1x3,0.5,DTW,64,0.854545,0.927273,1,1,1,1,1,1,1,1
5,1x3,0.75,standard,16,0.913793,0.948276,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517
5,1x3,0.75,DTW,16,0.913793,0.965517,0.965517,0.965517,0.965517,0.965517,0.982759,0.982759,0.982759,0.982759
5,1x3,0.75,standard,32,0.913793,0.948276,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517
5,1x3,0.75,DTW,32,0.896552,0.965517,0.965517,0.965517,0.965517,0.982759,0.982759,0.982759,0.982759,0.982759
5,1x3,0.75,standard,64,0.913793,0.948276,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517
5,1x3,0.75,DTW,64,0.87931,0.965517,0.965517,0.965517,0.982759,0.982759,0.982759,0.982759,0.982759,0.982759
5,1x3,1,standard,16,0.849057,0.924528,0.962264,0.962264,0.962264,0.962264,0.962264,0.981132,0.981132,0.981132
5,1x3,1,DTW,16,0.886792,0.962264,0.962264,0.962264,0.962264,0.981132,0.981132,0.981132,0.981132,1
5,1x3,1,standard,32,0.849057,0.924528,0.962264,0.962264,0.962264,0.962264,0.962264,0.962264,0.981132,0.981132
5,1x3,1,DTW,32,0.886792,0.962264,0.962264,0.962264,0.962264,0.962264,0.962264,0.981132,0.981132,0.981132
5,1x3,1,standard,64,0.849057,0.924528,0.962264,0.962264,0.962264,0.962264,0.962264,0.962264,0.962264,0.981132
5,1x3,1,DTW,64,0.886792,0.962264,0.962264,0.962264,0.962264,0.962264,0.962264,0.981132,0.981132,0.981132
