id,scale,size,word,algorithm,sampleNum,coor,distance
3,1x1,0.75,the,Standard,16,pixel,57.7617
3,1x1,0.75,the,Standard,16,keyWidth,1.33708
3,1x1,0.75,the,DTW,16,pixel,31.9044,
3,1x1,0.75,the,DTW,16,keyWidth,0.738527
3,1x1,0.75,the,Standard,32,pixel,57.623
3,1x1,0.75,the,Standard,32,keyWidth,1.33387
3,1x1,0.75,the,DTW,32,pixel,29.0037,
3,1x1,0.75,the,DTW,32,keyWidth,0.671381
3,1x1,0.75,the,Standard,64,pixel,57.6569
3,1x1,0.75,the,Standard,64,keyWidth,1.33465
3,1x1,0.75,the,DTW,64,pixel,27.9494,
3,1x1,0.75,the,DTW,64,keyWidth,0.646976
3,1x1,0.75,the,Standard,128,pixel,57.7023
3,1x1,0.75,the,Standard,128,keyWidth,1.3357
3,1x1,0.75,the,DTW,128,pixel,27.5628,
3,1x1,0.75,the,DTW,128,keyWidth,0.638028
3,1x1,0.75,the,Standard,256,pixel,57.7353
3,1x1,0.75,the,Standard,256,keyWidth,1.33646
3,1x1,0.75,the,DTW,256,pixel,27.4088,
3,1x1,0.75,the,DTW,256,keyWidth,0.634463
3,1x1,0.75,five,Standard,16,pixel,58.3677
3,1x1,0.75,five,Standard,16,keyWidth,1.3511
3,1x1,0.75,five,DTW,16,pixel,42.6732,
3,1x1,0.75,five,DTW,16,keyWidth,0.987806
3,1x1,0.75,five,Standard,32,pixel,59.1606
3,1x1,0.75,five,Standard,32,keyWidth,1.36946
3,1x1,0.75,five,DTW,32,pixel,40.951,
3,1x1,0.75,five,DTW,32,keyWidth,0.947939
3,1x1,0.75,five,Standard,64,pixel,59.4749
3,1x1,0.75,five,Standard,64,keyWidth,1.37673
3,1x1,0.75,five,DTW,64,pixel,39.7564,
3,1x1,0.75,five,DTW,64,keyWidth,0.920288
3,1x1,0.75,five,Standard,128,pixel,59.5656
3,1x1,0.75,five,Standard,128,keyWidth,1.37883
3,1x1,0.75,five,DTW,128,pixel,39.3493,
3,1x1,0.75,five,DTW,128,keyWidth,0.910864
3,1x1,0.75,five,Standard,256,pixel,59.6061
3,1x1,0.75,five,Standard,256,keyWidth,1.37977
3,1x1,0.75,five,DTW,256,pixel,39.2672,
3,1x1,0.75,five,DTW,256,keyWidth,0.908963
3,1x1,0.75,boxing,Standard,16,pixel,43.7477
3,1x1,0.75,boxing,Standard,16,keyWidth,1.01268
3,1x1,0.75,boxing,DTW,16,pixel,35.1196,
3,1x1,0.75,boxing,DTW,16,keyWidth,0.812954
3,1x1,0.75,boxing,Standard,32,pixel,44.0154
3,1x1,0.75,boxing,Standard,32,keyWidth,1.01887
3,1x1,0.75,boxing,DTW,32,pixel,29.0262,
3,1x1,0.75,boxing,DTW,32,keyWidth,0.671903
3,1x1,0.75,boxing,Standard,64,pixel,44.4579
3,1x1,0.75,boxing,Standard,64,keyWidth,1.02912
3,1x1,0.75,boxing,DTW,64,pixel,26.9655,
3,1x1,0.75,boxing,DTW,64,keyWidth,0.624201
3,1x1,0.75,boxing,Standard,128,pixel,44.5083
3,1x1,0.75,boxing,Standard,128,keyWidth,1.03028
3,1x1,0.75,boxing,DTW,128,pixel,26.3436,
3,1x1,0.75,boxing,DTW,128,keyWidth,0.609806
3,1x1,0.75,boxing,Standard,256,pixel,44.5858
