where did you get that tie
Stationary 991.9888 351 499 -0.02083332 0.2854938
Moved 992.0195 351 489.7404 -0.02083332 0.2616778
Moved 992.0502 365.1287 470.9683 0.01187195 0.2133958
Moved 992.0809 376.7613 450.6677 0.03879935 0.1611821
Moved 992.1116 390.1884 424.5605 0.06988049 0.09403425
Moved 992.1423 402.7797 400.4406 0.09902716 0.03199723
Moved 992.173 411.7239 380.5522 0.1197312 -0.01915582
Moved 992.2038 419.5666 361.8668 0.1378856 -0.06721497
Moved 992.2345 425.0599 344.7004 0.1506017 -0.1113672
Moved 992.2653 427.701 334.1958 0.1567154 -0.1383854
Moved 992.296 429 326.5265 0.1597223 -0.158111
Moved 992.3267 429 320.2742 0.1597223 -0.1741918
Moved 992.3574 416.8213 313.5643 0.1315307 -0.19145
Moved 992.3881 400.1351 307.7838 0.09290536 -0.2063174
Moved 992.4188 367.8647 301.3865 0.01820525 -0.2227714
Moved 992.4495 338.6902 296.0423 -0.04932811 -0.2365168
Moved 992.4802 312.8478 294 -0.1091487 -0.2417696
Moved 992.511 293.5767 294 -0.1537576 -0.2417696
Moved 992.5417 278.8459 294 -0.1878566 -0.2417696
Moved 992.5723 268.3466 298.6434 -0.2121606 -0.2298266
Moved 992.6031 260.5564 304.2957 -0.2301935 -0.2152888
Moved 992.6339 254.8643 312.2036 -0.2433697 -0.1949498
Moved 992.6646 251.0621 327.6273 -0.252171 -0.1552796
Moved 992.6953 246.1929 349.6498 -0.2634424 -0.09863747
Moved 992.726 240.0824 371.0586 -0.277587 -0.04357365
Moved 992.7567 232.4666 390.0668 -0.2952163 0.00531589
Moved 992.7874 228.9616 401.1152 -0.3033296 0.0337324
Moved 992.8181 225.3129 408.3742 -0.3117757 0.05240275
Moved 992.8488 225 415.3712 -0.3125 0.07039902
Moved 992.8795 225 424.0106 -0.3125 0.09261987
Moved 992.9102 247.9838 443.5871 -0.2592967 0.1429709
Moved 992.941 288.2062 467.32 -0.1661893 0.2040123
Moved 992.9717 338.2368 486.9417 -0.05037775 0.2544796
Moved 993.0024 383.3056 501.283 0.05394806 0.2913658
Moved 993.0331 417.3346 513.6673 0.1327189 0.3232183
Moved 993.0638 442.1987 520.7997 0.1902748 0.3415629
Moved 993.0945 458.5821 525.5273 0.2281993 0.3537225
Moved 993.1253 466.2792 528 0.2460167 0.3600822
Ended 993.1561 468.0793 528 0.2501836 0.3600822
Candidates 993.2789 13 that ebay thai may into info jay tomato university undergo diversity embassy lay
Began 993.9547 316 408 -0.1018519 0.05144025
Moved 993.9854 329.3365 408 -0.07098044 0.05144025
Moved 994.0162 388.3006 422.2822 0.06551068 0.08817433
Moved 994.0468 445.5625 425 0.1980614 0.09516452
Moved 994.0775 493.4904 425 0.3090055 0.09516452
Moved 994.1083 520.7997 425 0.3722216 0.09516452
Ended 994.139 521 425 0.3726852 0.09516452
Accept 994.2004 0 that
Began 995.2449 327 522 -0.07638887 0.3446501
Stationary 995.2756 327 522 -0.07638887 0.3446501
Stationary 995.3063 327 522 -0.07638887 0.3446501
Stationary 995.337 327 522 -0.07638887 0.3446501
Stationary 995.3677 327 522 -0.07638887 0.3446501
Stationary 995.3984 327 522 -0.07638887 0.3446501
Moved 995.4292 355.5925 522 -0.01020248 0.3446501
Moved 995.4598 390.9565 522 0.07165869 0.3446501
Moved 995.4906 435.1008 522 0.1738445 0.3446501
Moved 995.5213 462.4383 522 0.2371257 0.3446501
Moved 995.552 488.7024 522 0.2979223 0.3446501
Moved 995.5827 503.9058 522 0.3331153 0.3446501
Moved 995.6134 513.7139 522 0.3558193 0.3446501
Moved 995.6442 516 522 0.3611111 0.3446501
Stationary 995.6749 516 522 0.3611111 0.3446501
Stationary 995.7056 516 522 0.3611111 0.3446501
Stationary 995.7363 516 522 0.3611111 0.3446501
Stationary 995.767 516 522 0.3611111 0.3446501
Moved 995.7978 504.1842 522 0.3337597 0.3446501
Moved 995.8285 489.7676 522 0.300388 0.3446501
Moved 995.8593 475.4192 522 0.2671741 0.3446501
Moved 995.8899 448.1101 522 0.2039586 0.3446501
Moved 995.9207 412.9503 512.9267 0.1225703 0.3213135
Moved 995.9514 372.9155 509.5944 0.029897 0.3127426
Moved 995.9821 328.0724 510 -0.07390658 0.3137859
Moved 996.0128 300.0316 510 -0.1388158 0.3137859
Moved 996.0435 277.989 510 -0.1898403 0.3137859
Moved 996.0742 263.2974 510 -0.2238486 0.3137859
Moved 996.1049 252.7861 510 -0.2481804 0.3137859
Moved 996.1356 244.0612 510 -0.2683769 0.3137859
Moved 996.1664 236.2913 510 -0.2863627 0.3137859
Ended 996.1971 233.4671 508.7336 -0.2929002 0.3105287
Candidates 996.3199 13 your type route types row rope tours toys tie reporter roots rupert tour
Began 997.4872 437 358 0.1782407 -0.07716057
Stationary 997.5179 437 358 0.1782407 -0.07716057
Ended 997.5486 437 358 0.1782407 -0.07716057
NextCandidatePanel 997.6407
Began 998.3166 425 359 0.150463 -0.07458848
Stationary 998.3474 425 359 0.150463 -0.07458848
Ended 998.3781 425 359 0.150463 -0.07458848
NextCandidatePanel 998.4395
Began 999.4839 290 385 -0.162037 -0.007716127
Stationary 999.5146 290 385 -0.162037 -0.007716127
Ended 999.5453 290 385 -0.162037 -0.007716127
NextCandidatePanel 999.6067
Began 1000.405 398 378 0.08796295 -0.02572024
Moved 1000.436 340.7459 390.7849 -0.04456972 0.0071628
Ended 1000.467 254 392 -0.2453704 0.01028803
Cancel 1000.528
Began 1001.941 373 450 0.0300926 0.1594649
Stationary 1001.972 373 450 0.0300926 0.1594649
Stationary 1002.003 373 450 0.0300926 0.1594649
Stationary 1002.033 373 450 0.0300926 0.1594649
Stationary 1002.064 373 450 0.0300926 0.1594649
Stationary 1002.095 373 450 0.0300926 0.1594649
Stationary 1002.126 373 450 0.0300926 0.1594649
Stationary 1002.156 373 450 0.0300926 0.1594649
Stationary 1002.187 373 450 0.0300926 0.1594649
Stationary 1002.218 373 450 0.0300926 0.1594649
Stationary 1002.248 373 450 0.0300926 0.1594649
Stationary 1002.279 373 450 0.0300926 0.1594649
Moved 1002.31 388.4806 458.1602 0.0659274 0.1804531
Moved 1002.341 398.1157 460.0289 0.08823067 0.1852595
Moved 1002.371 409.5858 462 0.114782 0.1903292
Moved 1002.402 423.3748 464.475 0.1467009 0.1966949
Moved 1002.433 441.0625 467.3438 0.1876446 0.2040733
Moved 1002.464 456.3699 468 0.2230785 0.2057612
Moved 1002.494 474.2384 468 0.2644408 0.2057612
Moved 1002.525 493.7391 469 0.3095813 0.2083333
Moved 1002.556 508.9721 469 0.3448429 0.2083333
Moved 1002.586 519.9951 470 0.370359 0.2109053
Moved 1002.617 535.3881 471 0.4059909 0.2134772
Moved 1002.648 547.2281 472 0.4333985 0.2160493
Moved 1002.679 554 473.5 0.4490741 0.2199073
Moved 1002.709 559.2984 473 0.4613389 0.2186213
Moved 1002.74 562.0253 474 0.4676511 0.2211934
Moved 1002.771 564.8927 474 0.4742886 0.2211934
Moved 1002.801 565 475 0.474537 0.2237653
Moved 1002.832 565 476.0906 0.474537 0.2265704
Moved 1002.863 547.1745 482.2751 0.4332743 0.2424772
Moved 1002.894 507.9295 494.3212 0.3424294 0.2734598
Moved 1002.924 478.8986 503.0305 0.2752281 0.2958602
Moved 1002.955 448.3511 511.6622 0.2045164 0.3180612
Moved 1002.986 420.4658 519.5068 0.139967 0.3382377
Moved 1003.016 410.9162 521.7709 0.1178615 0.344061
Moved 1003.047 387.224 526.444 0.0630186 0.3560801
Moved 1003.078 366.8376 529.5946 0.01582782 0.3641836
Moved 1003.109 347.7153 533.9385 -0.02843673 0.3753561
Moved 1003.139 332.1837 536.9738 -0.06438971 0.3831629
Moved 1003.17 315.7923 539 -0.1023326 0.3883744
Moved 1003.201 300.4265 541 -0.1379016 0.3935184
Moved 1003.231 285.5 542 -0.1724537 0.3960905
Moved 1003.262 274.4741 543 -0.1979766 0.3986624
Moved 1003.293 263.9947 543 -0.2222346 0.3986624
Moved 1003.324 256.2556 543 -0.2401491 0.3986624
Moved 1003.354 252.7159 543 -0.2483428 0.3986624
Moved 1003.385 252 544.1327 -0.25 0.4015757
Ended 1003.416 252 544 -0.25 0.4012345
Candidates 1003.508 13 your follow for type hope how hour joe rope gore hype got hot
Began 1004.767 439 426 0.1828703 0.09773654
Ended 1004.798 439 426 0.1828703 0.09773654
NextCandidatePanel 1004.859
Began 1005.996 420 399 0.1388889 0.02829214
Stationary 1006.027 420 399 0.1388889 0.02829214
Ended 1006.057 420 399 0.1388889 0.02829214
NextCandidatePanel 1006.119
Began 1006.764 363 393 0.006944438 0.01285996
Moved 1006.795 321.4435 403.7782 -0.08925105 0.04058171
Moved 1006.825 230.7818 416.8886 -0.2991162 0.0743019
Moved 1006.856 179 417 -0.4189815 0.0745884
Moved 1006.887 143.1418 399.5161 -0.5019866 0.02961943
Ended 1006.918 130.5 392 -0.53125 0.01028803
Cancel 1006.979
Began 1008.054 360 505 0 0.3009258
Stationary 1008.085 360 505 0 0.3009258
Stationary 1008.116 360 505 0 0.3009258
Stationary 1008.146 360 505 0 0.3009258
Stationary 1008.177 360 505 0 0.3009258
Moved 1008.208 383.3823 505 0.05412559 0.3009258
Moved 1008.238 407.8568 505 0.1107797 0.3009258
Moved 1008.269 431.114 505 0.1646156 0.3009258
Moved 1008.3 456.07 505 0.2223842 0.3009258
Moved 1008.331 479.2082 512.2082 0.2759447 0.3194654
Moved 1008.361 499.4077 514 0.3227031 0.324074
Moved 1008.392 513.2498 515.45 0.3547448 0.3278033
Moved 1008.423 523.964 515 0.3795463 0.326646
Moved 1008.453 533.5774 515 0.4017995 0.326646
Moved 1008.484 539.5705 515 0.4156725 0.326646
Moved 1008.515 545.1705 515 0.4286354 0.326646
Moved 1008.546 550.9191 515 0.4419423 0.326646
Moved 1008.576 554.3298 516.3298 0.4498374 0.3300662
Moved 1008.607 556.5 516 0.4548612 0.329218
Moved 1008.638 558.7703 516 0.4601164 0.329218
Moved 1008.668 559.6406 516 0.4621309 0.329218
Moved 1008.699 560 517.0786 0.462963 0.3319921
Stationary 1008.73 560 517.0786 0.462963 0.3319921
Moved 1008.761 539.7578 518 0.4161059 0.3343621
Moved 1008.791 506.4308 518.7974 0.3389601 0.336413
Moved 1008.822 452.7523 521 0.2147044 0.3420781
Moved 1008.853 434.9743 522.1688 0.1735515 0.3450843
Moved 1008.884 402.4939 523 0.09836544 0.3472221
Moved 1008.914 379.5253 524.9125 0.04519751 0.3521411
Moved 1008.945 364.7696 526.4461 0.01104077 0.3560856
Moved 1008.976 350.726 528.3185 -0.02146766 0.3609013
Moved 1009.006 340.4076 529 -0.04535288 0.3626543
Moved 1009.037 331.6316 530.7895 -0.06566767 0.3672568
Moved 1009.068 323.2359 532.588 -0.08510202 0.3718826
Moved 1009.099 315.6168 533 -0.102739 0.3729423
Moved 1009.129 310.3404 535.3298 -0.1149528 0.3789347
Moved 1009.16 307.1002 535.8998 -0.1224533 0.3804007
Ended 1009.191 306 536 -0.125 0.3806583
Candidates 1009.283 13 your type rope you tour route rupert for hype reporter hope it got
Began 1010.174 417 445 0.1319444 0.1466049
Stationary 1010.204 417 445 0.1319444 0.1466049
Stationary 1010.235 417 445 0.1319444 0.1466049
Ended 1010.266 417 445 0.1319444 0.1466049
NextCandidatePanel 1010.327
Began 1011.402 406 428 0.1064815 0.1028806
Stationary 1011.433 406 428 0.1064815 0.1028806
Stationary 1011.464 406 428 0.1064815 0.1028806
Ended 1011.495 406 428 0.1064815 0.1028806
NextCandidatePanel 1011.556
Began 1012.816 399 414 0.09027779 0.06687239
Stationary 1012.846 399 414 0.09027779 0.06687239
Moved 1012.877 384.6957 414 0.05716592 0.06687239
Moved 1012.908 344.891 414 -0.03497462 0.06687239
Moved 1012.938 282.1646 414 -0.1801745 0.06687239
Moved 1012.969 237.2518 414 -0.2841394 0.06687239
Moved 1013 207.5505 410.1854 -0.3528924 0.05706104
Ended 1013.031 183.5 401 -0.4085648 0.03343609
Cancel 1013.092
Began 1014.474 321 475 -0.09027779 0.2237653
Stationary 1014.505 321 475 -0.09027779 0.2237653
Stationary 1014.536 321 475 -0.09027779 0.2237653
Moved 1014.566 331.4962 475 -0.0659809 0.2237653
Moved 1014.597 351.5417 475 -0.01957928 0.2237653
Moved 1014.628 375.3422 475 0.03551433 0.2237653
Moved 1014.659 400.7928 475 0.09442786 0.2237653
Moved 1014.689 421.3055 475 0.1419108 0.2237653
Moved 1014.72 440.8596 475 0.1871749 0.2237653
Moved 1014.751 460.9231 475 0.2336183 0.2237653
Moved 1014.781 476.2122 475 0.2690097 0.2237653
Moved 1014.812 493.3608 475 0.3087054 0.2237653
Moved 1014.843 510.293 475 0.3479005 0.2237653
Moved 1014.874 522.3419 482 0.3757915 0.2417695
Moved 1014.904 529.2444 483.6222 0.3917695 0.2459418
Moved 1014.935 533.4856 484 0.4015869 0.2469135
Moved 1014.966 538.7232 485 0.4137111 0.2494856
Moved 1014.997 543.4366 486.2183 0.4246219 0.2526191
Moved 1015.027 545.7669 486 0.430016 0.2520575
Moved 1015.058 548.6276 486 0.436638 0.2520575
Moved 1015.089 552.9879 487 0.4467312 0.2546296
Moved 1015.119 555.9957 487.9957 0.4536937 0.2571905
Moved 1015.15 557 488.8608 0.4560185 0.2594155
Moved 1015.181 558.2979 489 0.4590228 0.2597736
Moved 1015.212 526.7731 492.2045 0.386049 0.2680155
Moved 1015.242 478.2233 495.1717 0.273665 0.2756473
Moved 1015.273 433.386 498 0.169875 0.2829217
Moved 1015.304 394.0154 498.9077 0.07873932 0.2852564
Moved 1015.334 369.5 499 0.02199074 0.2854938
Moved 1015.365 348.7572 501.3204 -0.02602498 0.2914618
Moved 1015.396 331.8512 501 -0.06515925 0.2906378
Moved 1015.427 321.8178 503.0607 -0.0883847 0.295938
Moved 1015.457 315.8671 503 -0.1021594 0.2957818
Moved 1015.488 312.5631 504 -0.1098075 0.2983539
Ended 1015.519 313 505 -0.1087963 0.3009258
Candidates 1015.672 13 for your you type got rope support follow spite hype hot guilty report
Began 1016.778 376 455 0.03703703 0.172325
Stationary 1016.809 376 455 0.03703703 0.172325
Stationary 1016.84 376 455 0.03703703 0.172325
Ended 1016.87 376 455 0.03703703 0.172325
NextCandidatePanel 1016.963
Began 1018.191 403 460 0.09953707 0.1851851
Stationary 1018.222 403 460 0.09953707 0.1851851
Ended 1018.253 403 460 0.09953707 0.1851851
NextCandidatePanel 1018.314
Began 1019.297 369 454 0.02083332 0.169753
Moved 1019.328 334.078 454 -0.06000464 0.169753
Moved 1019.359 275.8434 458.3085 -0.1948069 0.1808346
Moved 1019.389 235.5523 461 -0.2880734 0.1877571
Moved 1019.42 195.2382 449.4762 -0.3813931 0.1581177
Ended 1019.451 172.598 440.9742 -0.433801 0.1362505
Cancel 1019.819
Began 1020.311 296 501 -0.1481481 0.2906378
Stationary 1020.342 296 501 -0.1481481 0.2906378
Moved 1020.372 305.2389 515.4777 -0.1267619 0.3278747
Moved 1020.403 312.5127 526.7818 -0.1099242 0.356949
Moved 1020.434 322.6734 545.3467 -0.08640424 0.4046984
Moved 1020.465 332.6751 560.5127 -0.063252 0.4437054
Moved 1020.495 340.9163 578.1381 -0.04417523 0.4890381
Moved 1020.526 346.6771 590.1927 -0.03084004 0.520043
Moved 1020.557 352.4235 603.847 -0.01753812 0.5551621
Moved 1020.587 356.5733 613.7198 -0.007932235 0.5805549
Moved 1020.618 359.4478 621.8955 -0.001278371 0.601583
Moved 1020.649 361 627.8964 0.002314846 0.6170174
Moved 1020.68 362.8185 632.637 0.006524324 0.6292104
Moved 1020.71 366.1223 638.1223 0.014172 0.6433187
Moved 1020.741 366 639.1772 0.01388888 0.6460317
Moved 1020.772 367 641.1049 0.01620372 0.6509898
Moved 1020.802 367 643.5 0.01620372 0.6571501
Moved 1020.833 367 644.2062 0.01620372 0.6589663
Moved 1020.864 367 646.1555 0.01620372 0.6639801
Stationary 1020.895 367 646.1555 0.01620372 0.6639801
Moved 1020.925 368.1669 647.1669 0.0189048 0.6665814
Stationary 1020.956 368.1669 647.1669 0.0189048 0.6665814
Moved 1020.987 368 648.1411 0.01851857 0.6690871
Stationary 1021.018 368 648.1411 0.01851857 0.6690871
Stationary 1021.048 368 648.1411 0.01851857 0.6690871
Moved 1021.079 368 649.08 0.01851857 0.6715021
Stationary 1021.11 368 649 0.01851857 0.6712963
Stationary 1021.14 368 649 0.01851857 0.6712963
Stationary 1021.171 368 649 0.01851857 0.6712963
Moved 1021.202 368 637.089 0.01851857 0.6406609
Moved 1021.233 368 632.1756 0.01851857 0.6280236
Moved 1021.263 370.3937 626.6063 0.02405941 0.6136993
Moved 1021.294 376.3728 621.8136 0.03789991 0.6013723
Moved 1021.325 390.5844 613.6494 0.0707972 0.5803738
Moved 1021.355 409.8751 606.0469 0.1154515 0.56082
Moved 1021.386 433.6165 598.415 0.1704086 0.5411909
Moved 1021.417 455.0347 592.2413 0.2199877 0.5253119
Moved 1021.448 475.7772 587.7461 0.2680027 0.5137501
Moved 1021.478 493.6126 583.8775 0.3092884 0.5038
Moved 1021.509 510.5769 578.4744 0.3485577 0.4899031
Moved 1021.54 523.2592 573.8704 0.3779148 0.4780615
Moved 1021.57 531.3306 570.5565 0.3965986 0.4695381
Moved 1021.601 534.3034 567.6966 0.4034801 0.4621826
Moved 1021.632 537.8466 564.3068 0.411682 0.453464
Moved 1021.663 542.4556 558.5444 0.422351 0.4386429
Moved 1021.693 546.5939 552.2182 0.4319304 0.4223718
Moved 1021.724 550.4496 546.1008 0.4408555 0.4066377
Moved 1021.755 554.9104 538.1344 0.4511815 0.386148
Moved 1021.785 558 530.3306 0.4583333 0.3660765
Moved 1021.816 560 525.5945 0.462963 0.3538954
Moved 1021.847 561 522.8092 0.4652777 0.3467314
Moved 1021.878 562 520.9368 0.4675925 0.3419155
Moved 1021.908 563.3729 519.6271 0.4707705 0.3385471
Moved 1021.939 563 518.7838 0.4699074 0.3363779
Moved 1021.97 563 516.5 0.4699074 0.3305041
Moved 1022 563 515.7501 0.4699074 0.3285753
Moved 1022.031 563 513.9352 0.4699074 0.3239072
Moved 1022.062 563 512.2335 0.4699074 0.3195305
Moved 1022.093 563 511.5 0.4699074 0.317644
Moved 1022.123 553.1133 511 0.4470215 0.3163579
Moved 1022.154 546.0659 511 0.430708 0.3163579
Moved 1022.185 530.8413 519.5978 0.395466 0.3384717
Moved 1022.216 506.5456 535.3029 0.339226 0.3788655
Moved 1022.246 480.2801 552.36 0.2784261 0.4227365
Moved 1022.277 456.3036 563.3862 0.2229249 0.451096
Moved 1022.308 434.2452 572.908 0.1718639 0.4755864
