I will meet you at noon
Ended 825.9157 547 337 0.4328704 -0.1311728
Candidates 825.9772 13 will wool still roll took tell till from tool well week full grill
Began 826.5917 308 424 -0.1203704 0.09259254
Stationary 826.6224 308 424 -0.1203704 0.09259254
Moved 826.6532 329.3 424 -0.07106468 0.09259254
Moved 826.6839 358.9838 411.4481 -0.002352347 0.06030875
Moved 826.7146 382.7078 405.1877 0.05256424 0.04420696
Moved 826.7454 401.0164 400.7096 0.09494553 0.03268928
Moved 826.7761 414.6755 399 0.1265637 0.02829214
Moved 826.8068 425.6883 397 0.1520563 0.02314815
Moved 826.8375 434.315 397 0.1720255 0.02314815
Moved 826.8682 440.6367 397 0.186659 0.02314815
Moved 826.8979 442 397 0.1898148 0.02314815
Ended 826.9296 442 397 0.1898148 0.02314815
Accept 826.9911 0 will
Began 827.2062 452 278 0.2129629 -0.2829219
Stationary 827.2369 452 278 0.2129629 -0.2829219
Moved 827.2676 452 291.2927 0.2129629 -0.2487329
Moved 827.2983 447.9038 334.1183 0.203481 -0.1385847
Moved 827.3291 429.9141 395.6054 0.1618381 0.01956115
Moved 827.3598 415.6847 434.0691 0.1288997 0.1184904
Moved 827.3905 394.3232 471.1843 0.07945199 0.2139514
Moved 827.4213 371.0869 502.5415 0.02566427 0.2946026
Moved 827.452 349 523.5 -0.02546296 0.3485081
Moved 827.4827 335.1817 534.091 -0.05744984 0.3757484
Moved 827.5134 324.0815 540.4592 -0.08314465 0.3921275
Moved 827.5441 314.0328 542.7418 -0.1064055 0.3979984
Moved 827.5749 302.1812 544.6063 -0.1338398 0.4027938
Moved 827.6056 292.57 546 -0.1560879 0.4063785
Moved 827.6364 285.9673 548.0164 -0.1713721 0.4115646
Moved 827.667 281.1121 548 -0.1826109 0.4115225
Moved 827.6978 279.6783 549.3217 -0.1859299 0.414922
Moved 827.7285 277.8113 549 -0.1902517 0.4140946
Moved 827.7592 276.6255 550.3745 -0.1929966 0.4176299
Moved 827.79 275.8302 550 -0.1948375 0.4166666
Stationary 827.8207 275.8302 550 -0.1948375 0.4166666
Stationary 827.8514 275.8302 550 -0.1948375 0.4166666
Stationary 827.8821 276 550 -0.1944444 0.4166666
Moved 827.9128 300.541 539.4221 -0.1376365 0.3894601
Moved 827.9435 320.3786 531.8738 -0.09171621 0.3700456
Moved 827.9743 334.6162 525.7946 -0.05875886 0.3544099
Moved 828.005 346.9062 521.0469 -0.03030981 0.3421988
Moved 828.0358 357.0351 515.3099 -0.006863227 0.3274432
Moved 828.0665 362.431 512.7845 0.005627275 0.3209477
Moved 828.0972 365.7263 510.2736 0.01325548 0.3144897
Moved 828.1279 368.5944 508.4056 0.01989444 0.309685
Ended 828.1587 369 508 0.02083332 0.3086419
Candidates 828.343 13 meet key let buyer hurt not jury north myth met butter birth jet
Began 828.8654 330 424 -0.06944443 0.09259254
Moved 828.8961 343.4585 424 -0.03829047 0.09259254
Moved 828.9268 362.9417 416.4369 0.006809334 0.07314007
Moved 828.9575 376.4044 413.9191 0.03797313 0.06666438
Moved 828.9883 386.9601 413 0.06240775 0.06430033
Moved 829.019 394.727 412 0.0803865 0.06172835
Moved 829.0497 401.4605 412 0.09597341 0.06172835
Moved 829.0804 405.2668 412 0.1047843 0.06172835
Ended 829.1111 405.2668 412 0.1047843 0.06172835
Accept 829.1726 0 meet
Began 829.3877 300 527 -0.1388889 0.3575102
Stationary 829.4184 300 527 -0.1388889 0.3575102
Moved 829.4492 310.6065 527 -0.1143369 0.3575102
Moved 829.4799 327.6526 527 -0.07487819 0.3575102
Moved 829.5106 352.3298 527 -0.01775513 0.3575102
Moved 829.5413 381.2948 527 0.04929344 0.3575102
Moved 829.5721 411.0213 527 0.1181048 0.3575102
Moved 829.6028 431.5055 527 0.165522 0.3575102
Moved 829.6335 456.6366 520.2827 0.2236957 0.3402331
Moved 829.6642 475.2047 518.1591 0.2666776 0.3347712
Moved 829.6949 490.3326 517 0.3016959 0.33179
Moved 829.7257 502.3238 514.7794 0.3294531 0.3260785
Moved 829.7563 514.2885 512 0.3571493 0.31893
Moved 829.787 522.9302 510 0.3771534 0.3137859
Moved 829.8178 529.2734 509 0.3918366 0.3112139
Moved 829.8486 533.3939 508 0.4013748 0.3086419
Moved 829.8793 537.2645 506.7355 0.4103344 0.3053897
Moved 829.91 539.0656 507 0.4145037 0.3060699
Stationary 829.9407 539.0656 507 0.4145037 0.3060699
Moved 829.9715 539 505.5 0.4143518 0.3022119
Moved 830.0022 511.3138 502.5905 0.3502635 0.2947285
Moved 830.0329 476.9883 498.7262 0.2708062 0.2847895
Moved 830.0637 457.0364 497.1481 0.2246214 0.2807305
Moved 830.0944 436.9159 497 0.1780461 0.2803498
Moved 830.1251 419.0034 497 0.1365819 0.2803498
Moved 830.1558 407.6067 497 0.1102006 0.2803498
Moved 830.1866 399.9543 497 0.09248684 0.2803498
Moved 830.2173 395.2275 497 0.08154512 0.2803498
Moved 830.248 392.2371 497 0.07462282 0.2803498
Moved 830.2787 390.8923 497 0.07150988 0.2803498
Ended 830.3094 390 497 0.06944448 0.2803498
Candidates 830.4324 13 you toy root roy report to reply error your tour too output support
Began 830.8932 270 432 -0.2083333 0.1131687
Stationary 830.924 270 432 -0.2083333 0.1131687
Moved 830.9547 301.7152 432 -0.1349185 0.1131687
Moved 830.9854 332.3445 424 -0.06401747 0.09259254
Moved 831.0161 356.2527 422.5275 -0.008674264 0.08880517
Moved 831.0468 370.7953 421 0.02498915 0.08487643
Moved 831.0776 379.6952 418.7682 0.0455908 0.07913632
Moved 831.1083 384.8136 419 0.05743891 0.07973251
Moved 831.139 388.6266 418 0.06626537 0.07716041
Ended 831.1698 390.0561 418 0.06957431 0.07716041
Accept 831.2005 0 you
Began 831.6614 105 405 -0.5902778 0.04372424
Stationary 831.6921 105 405 -0.5902778 0.04372424
Moved 831.7228 124.9832 418.6145 -0.5440204 0.07874092
Moved 831.7536 157.8731 444.9048 -0.4678863 0.1463602
Moved 831.7843 181.479 462.9192 -0.413243 0.1926933
Moved 831.8151 201.5621 478.1351 -0.3667543 0.231829
Moved 831.8457 223.1529 492.5378 -0.3167756 0.2688728
Moved 831.8765 242.1405 504.6517 -0.2728229 0.3000301
Moved 831.9072 256.2114 513.1057 -0.2402515 0.3217737
Moved 831.9379 269.8812 519.1525 -0.2086082 0.3373262
Moved 831.9686 283.8335 524.9167 -0.1763114 0.3521521
Moved 831.9994 295.8781 529.9391 -0.1484303 0.3650696
Moved 832.0301 312.0332 536.5166 -0.1110343 0.3819871
Moved 832.0609 319.3969 539.1323 -0.09398858 0.3887147
Moved 832.0916 326.2773 542.7591 -0.07806172 0.3980429
Moved 832.1223 334.5 547 -0.05902777 0.4089505
Moved 832.153 337.969 548.9793 -0.05099768 0.4140413
Moved 832.1837 344.7296 552.7296 -0.03534814 0.4236872
Moved 832.2144 350 555.5 -0.02314816 0.4308127
Moved 832.2452 354.2606 558.2606 -0.01328573 0.4379129
Ended 832.2759 355 558 -0.01157408 0.4372427
Candidates 832.3373 13 are art set asset at sweet say were see safety ser ar wary
Began 833.2284 268 427 -0.212963 0.1003086
Stationary 833.2592 268 427 -0.212963 0.1003086
Moved 833.2899 280.2531 427 -0.1845993 0.1003086
Moved 833.3206 289.9435 415.0565 -0.1621678 0.06958976
Moved 833.3513 299.5924 404.4076 -0.1398324 0.04220052
Moved 833.3821 306.2095 396.054 -0.1245151 0.02071498
Moved 833.4128 312 387.5 -0.1111111 -0.001286047
Moved 833.4435 315.134 381.598 -0.1038565 -0.01646607
Moved 833.4742 318.0065 376.987 -0.09720717 -0.0283257
Moved 833.5049 319.8773 375 -0.09287651 -0.03343629
Moved 833.5357 321.2795 372.7205 -0.08963083 -0.03929907
Moved 833.5664 322.1319 370.8681 -0.08765771 -0.04406352
Moved 833.5972 322 368.8643 -0.08796295 -0.04921752
Moved 833.6278 322 363.9891 -0.08796295 -0.06175634
Moved 833.6586 322 358.3519 -0.08796295 -0.07625556
Moved 833.6893 322 350.1335 -0.08796295 -0.09739337
Moved 833.72 323 343.4075 -0.08564815 -0.1146926
Moved 833.7507 323 340.1422 -0.08564815 -0.1230913
Moved 833.7815 323 336.3182 -0.08564815 -0.1329266
Moved 833.8122 319.1601 328.3543 -0.09453683 -0.1534098
Moved 833.843 307.3264 317.3264 -0.1219297 -0.1817736
Moved 833.8737 286.2887 301.7165 -0.1706281 -0.2219226
Moved 833.9044 272.7944 296.6986 -0.2018648 -0.2348287
Moved 833.9351 265.5882 294.2647 -0.2185459 -0.2410887
Moved 833.9658 250 293 -0.2546296 -0.2443416
Moved 833.9966 231.6512 292 -0.2971036 -0.2469136
Moved 834.0273 226.9285 292 -0.3080359 -0.2469136
Moved 834.058 219.3355 292 -0.3256122 -0.2469136
Moved 834.0888 214.4306 292 -0.3369662 -0.2469136
Moved 834.1195 209.4764 292 -0.3484342 -0.2469136
Moved 834.1502 206.8768 292 -0.3544518 -0.2469136
Moved 834.1809 204.9991 292 -0.3587985 -0.2469136
Ended 834.2117 204 292 -0.3611111 -0.2469136
Accept 834.2731 4 at
Began 834.6111 385 308 0.05787035 -0.2057614
Stationary 834.6419 385 308 0.05787035 -0.2057614
Stationary 834.6725 385 308 0.05787035 -0.2057614
Stationary 834.7033 385 308 0.05787035 -0.2057614
Stationary 834.7341 385 308 0.05787035 -0.2057614
Moved 834.7648 405.9794 337.1753 0.1064338 -0.1307221
Moved 834.7955 427.4684 365.5856 0.156177 -0.05765035
Moved 834.8262 447.7809 391.2261 0.2031964 0.008297515
Moved 834.8569 471.4125 417.4125 0.2578993 0.07564933
Moved 834.8877 491.9604 440.5205 0.3054639 0.1350836
Moved 834.9184 504.5663 455.7079 0.3346442 0.1741458
Moved 834.9491 514.7144 469.3929 0.3581351 0.2093439
Moved 834.9797 525.1076 483.2153 0.3821935 0.2448951
Moved 835.0106 531.8518 495.7036 0.3978051 0.2770152
Moved 835.0413 537.5745 504.8617 0.411052 0.3005701
Moved 835.072 541.2286 512.2286 0.4195106 0.3195179
Moved 835.1027 541 513.6672 0.4189815 0.323218
Stationary 835.1335 541 514 0.4189815 0.324074
Moved 835.1642 532.8299 501.7449 0.4000691 0.2925536
Moved 835.1949 495.3382 452.4397 0.3132829 0.1657398
Moved 835.2256 467.0519 391.8052 0.2478054 0.009786975
Moved 835.2563 454.2109 349.9355 0.2180809 -0.09790247
Moved 835.2871 444.0994 317.0731 0.1946745 -0.1824253
Moved 835.3178 438.8108 294.3377 0.1824324 -0.240901
Moved 835.3486 436.1305 278.7828 0.1762279 -0.2809086
Moved 835.3793 433.5 265 0.1701389 -0.3163581
Moved 835.41 430.7007 255.803 0.1636592 -0.3400129
Moved 835.4407 428.8251 247.4753 0.1593174 -0.3614317
Moved 835.4715 426.9535 241.907 0.1549849 -0.3757537
Moved 835.5022 426 238.4197 0.1527777 -0.3847231
Moved 835.5329 425 235.5393 0.150463 -0.3921314
Moved 835.5637 423.5 233.5 0.1469907 -0.3973766
Moved 835.5944 422.7847 232 0.145335 -0.4012346
Ended 835.6251 421.8108 230.8108 0.1430805 -0.4042933
Candidates 835.7173 13 noon non bon bomb jon join bob boom von him bin moon con
Began 836.2703 286 386 -0.1712963 -0.005144111
Stationary 836.301 286 386 -0.1712963 -0.005144111
Moved 836.3318 313.3018 396.6306 -0.1080978 0.02219789
Moved 836.3625 331.3359 399.8102 -0.06635214 0.0303761
Moved 836.3932 353.1747 403.7393 -0.0157994 0.04048155
Moved 836.424 378.3053 408.061 0.04237334 0.05159723
Moved 836.4547 387.7507 409.6877 0.06423771 0.05578108
Moved 836.4854 391.0285 410 0.07182529 0.05658428
Moved 836.5161 397.7703 411 0.08743127 0.05915629
Ended 836.5469 399.3194 411 0.09101709 0.05915629
Accept 836.6083 0 noon
Began 836.8541 204 438 -0.3611111 0.1286007
Stationary 836.8849 204 438 -0.3611111 0.1286007
Moved 836.9156 233.3211 438 -0.2932382 0.1286007
Moved 836.9463 285.9623 438 -0.1713835 0.1286007
Moved 836.977 334.0569 438 -0.06005356 0.1286007
Moved 837.0077 377.2138 430.8931 0.0398467 0.1103217
Moved 837.0385 415.661 428.2231 0.1288449 0.1034545
Moved 837.0692 449.9444 425.2546 0.2082046 0.09581942
Moved 837.0999 474.5258 421.7194 0.2651059 0.08672667
Moved 837.1307 491.8077 418.6769 0.3051104 0.07890151
Moved 837.1614 507.1085 415.9845 0.3405289 0.07197654
Moved 837.1921 518.6071 414.3483 0.3671459 0.0677681
Moved 837.2228 527.173 414 0.3869745 0.06687239
Moved 837.2535 535.8007 412.7331 0.4069459 0.0636138
Moved 837.2843 543.4132 413 0.4245677 0.06430033
Moved 837.315 551.7637 413 0.4438975 0.06430033
Moved 837.3457 559.1272 413 0.4609426 0.06430033
Moved 837.3765 569.7087 412.1456 0.4854367 0.06210284
Moved 837.4072 574.5457 412 0.4966334 0.06172835
Moved 837.4379 577.6171 412 0.5037434 0.06172835
Moved 837.4686 581.6812 411 0.513151 0.05915629
Moved 837.4994 584.5581 410.4419 0.5198104 0.05772088
Moved 837.5301 587.0916 410 0.5256751 0.05658428
Moved 837.5608 589.9978 410 0.5324023 0.05658428
Moved 837.5916 592.5 409 0.5381944 0.05401234
Moved 837.6223 594.7392 409 0.5433778 0.05401234
Moved 837.653 596 407.7235 0.5462963 0.05072915
Moved 837.6837 598.5 408 0.5520834 0.05144025
Moved 837.7145 600.0112 408 0.5555815 0.05144025
Moved 837.7451 600.6533 407.3467 0.5570677 0.04976005
Ended 837.7759 602.3885 407 0.5610847 0.04886827
PhraseEnd 837.8373
