learn to walk before you run
learn to walk before you run
FixStart
Radial

0.6 0.6
432 388.8
Began 1237.331 374 516 0.03240744 0.329218
Stationary 1237.363 374 516 0.03240744 0.329218
Moved 1237.394 394.3489 516 0.0795113 0.329218
Moved 1237.425 423.3905 529.0172 0.1467373 0.3626983
Moved 1237.456 438.2104 533.2842 0.1810428 0.3736733
Moved 1237.488 451.2541 536.2508 0.2112363 0.3813034
Moved 1237.519 458.5503 538 0.2281257 0.3858024
Moved 1237.55 466.3567 540.4522 0.246196 0.3921095
Moved 1237.582 472.326 541.7753 0.2600138 0.3955126
Moved 1237.613 476.5176 542 0.2697166 0.3960905
Moved 1237.644 485.028 544 0.2894167 0.4012345
Moved 1237.676 488.0767 545 0.2964738 0.4038065
Moved 1237.718 491.3451 545 0.3040395 0.4038065
Moved 1237.748 493.8971 546 0.309947 0.4063785
Moved 1237.779 496.4551 546 0.3158683 0.4063785
Moved 1237.81 498.0035 546 0.3194527 0.4063785
Moved 1237.84 499.5 546 0.3229167 0.4063785
Moved 1237.871 501.5 546 0.3275463 0.4063785
Moved 1237.902 502.0389 546 0.3287937 0.4063785
Moved 1237.933 503 546 0.3310186 0.4063785
Stationary 1237.963 503 546 0.3310186 0.4063785
Moved 1237.994 484.7598 546 0.2887957 0.4063785
Moved 1238.025 456.1659 551.278 0.2226062 0.4199536
Moved 1238.056 416.1489 567.1152 0.1299743 0.460687
Moved 1238.086 381.8773 581.9286 0.05064199 0.4987876
Moved 1238.117 345.6668 600.861 -0.03317863 0.547482
Moved 1238.148 316.0945 615.4528 -0.101633 0.5850121
Moved 1238.178 287.6221 632.9862 -0.1675415 0.6301085
Moved 1238.209 267.7111 647.2247 -0.2136318 0.6667302
Moved 1238.24 252.726 659.274 -0.2483194 0.6977211
Moved 1238.271 243.604 670.66 -0.2694351 0.7270059
Moved 1238.301 238.6396 679.0406 -0.2809269 0.7485613
Moved 1238.332 235.055 686.8349 -0.2892244 0.7686081
Moved 1238.363 231 694.5 -0.2986111 0.7883229
Moved 1238.394 229.9435 699.113 -0.3010567 0.8001877
Moved 1238.424 229 701.6135 -0.3032407 0.8066189
Moved 1238.455 229 703.857 -0.3032407 0.8123891
Moved 1238.486 229 706.4009 -0.3032407 0.8189322
Moved 1238.516 228 707 -0.3055556 0.820473
Moved 1238.547 228 708.2341 -0.3055556 0.8236472
Stationary 1238.578 228 708 -0.3055556 0.8230453
Stationary 1238.609 228 708 -0.3055556 0.8230453
Moved 1238.639 226.091 688.9098 -0.3099746 0.7739447
Moved 1238.67 223.5187 661.2243 -0.3159289 0.7027372
Moved 1238.701 218.5599 623.319 -0.3274077 0.6052442
Moved 1238.732 213.4884 581.1627 -0.3391473 0.4968174
Moved 1238.762 210.1853 553.6673 -0.3467934 0.4260989
Moved 1238.793 209 529.774 -0.349537 0.3646451
Moved 1238.824 209 518.5334 -0.349537 0.335734
Moved 1238.854 209 509.6472 -0.349537 0.3128785
Moved 1238.885 209 502.0899 -0.349537 0.2934411
Moved 1238.916 217.5 499.5 -0.3298611 0.2867798
Moved 1238.947 218.5016 498.4984 -0.3275426 0.2842034
Moved 1238.977 222.1066 495.9467 -0.3191978 0.2776407
Moved 1239.008 227.8363 495 -0.3059344 0.2752057
Moved 1239.039 235.6539 495 -0.2878382 0.2752057
Moved 1239.07 241.9496 495 -0.2732648 0.2752057
Moved 1239.1 257.7976 513.8314 -0.2365795 0.3236403
Moved 1239.131 276.2255 537.3383 -0.1939225 0.3841003
Moved 1239.162 296.5744 568.8935 -0.1468186 0.465261
Moved 1239.193 313.9335 596.3146 -0.1066355 0.5357884
Moved 1239.223 330.5039 618.4047 -0.06827801 0.5926045
Moved 1239.254 341.8115 635.1702 -0.04210294 0.6357256
Moved 1239.285 348.0248 648.0496 -0.02772033 0.6688518
Moved 1239.315 350.2059 652.2059 -0.02267147 0.6795419
Moved 1239.346 351.5 653 -0.01967594 0.6815844
Stationary 1239.377 351.5 653 -0.01967594 0.6815844
Moved 1239.408 351 653 -0.02083332 0.6815844
Moved 1239.438 343.613 641.3919 -0.03793279 0.651728
Moved 1239.469 336.5517 610.3104 -0.05427843 0.571786
Moved 1239.5 331.7245 570.1437 -0.06545246 0.4684766
Moved 1239.531 331 527.6442 -0.06712963 0.359167
Moved 1239.561 331 494.1431 -0.06712963 0.2730018
Moved 1239.592 335.9507 454.8116 -0.0556696 0.1718404
Moved 1239.623 345.4938 427.5186 -0.03357917 0.1016422
Moved 1239.653 352.4212 405.3152 -0.01754353 0.04453482
Moved 1239.684 358.8626 393.229 -0.002632836 0.01344901
Moved 1239.715 367.4628 382.0497 0.01727492 -0.01530439
Moved 1239.746 376.0999 373.9001 0.0372682 -0.03626513
Moved 1239.776 385.751 366.8326 0.05960891 -0.05444279
Moved 1239.807 394.4858 362.2057 0.0798283 -0.06634339
Moved 1239.838 404.7344 359.5664 0.1035517 -0.07313167
Moved 1239.869 414.9228 356.0154 0.1271361 -0.08226489
Moved 1239.899 423.5 354.5 0.1469907 -0.08616254
Moved 1239.93 432.534 354 0.1679028 -0.08744855
Moved 1239.961 441.0625 354 0.1876447 -0.08744855
Moved 1239.992 447.7339 354 0.2030877 -0.08744855
Moved 1240.022 451.4659 354 0.2117266 -0.08744855
Moved 1240.053 455.5316 354 0.2211379 -0.08744855
Moved 1240.084 458.2487 354 0.2274275 -0.08744855
Moved 1240.115 463.2506 354 0.2390061 -0.08744855
Ended 1240.145 466 354 0.2453704 -0.08744855
Candidates 1240.237 13 learn web earn jean teen team green western feb listen warren rev warn
Began 1240.606 311 484 -0.113426 0.2469135
Moved 1240.637 329.6535 484 -0.07024646 0.2469135
Moved 1240.668 344.6057 484 -0.03563498 0.2469135
Moved 1240.698 384.2658 476.3156 0.05617082 0.2271491
Moved 1240.729 418.2988 476 0.1349509 0.2263374
Moved 1240.76 446 476 0.199074 0.2263374
Ended 1240.791 469 476 0.2523148 0.2263374
Accept 1240.852 0 learn
Began 1241.19 336 443 -0.05555556 0.1414608
Stationary 1241.221 336 443 -0.05555556 0.1414608
Moved 1241.251 321.334 469.7766 -0.08950461 0.2103307
Moved 1241.282 303.4446 506.0182 -0.1309153 0.3035448
Moved 1241.313 300.8752 511.2496 -0.1368629 0.3169999
Moved 1241.344 293.1644 530.2831 -0.1547121 0.3659543
Moved 1241.374 288.8374 548.1381 -0.1647282 0.4118778
Moved 1241.405 289 564.6417 -0.1643519 0.4543253
Moved 1241.436 289 576.0027 -0.1643519 0.483546
Moved 1241.467 299.5 591.5 -0.1400463 0.5234053
Moved 1241.497 302.1093 603.437 -0.1340063 0.5541074
Moved 1241.528 308.3257 610.3257 -0.1196163 0.5718254
Moved 1241.559 313.8816 613.9408 -0.1067555 0.5811234
Moved 1241.589 321.4461 616.4821 -0.08924504 0.5876595
Moved 1241.62 329.1244 617.0311 -0.07147138 0.5890716
Moved 1241.651 340.8459 617 -0.04433811 0.5889916
Moved 1241.682 353.0731 617 -0.01603449 0.5889916
Moved 1241.712 368.0895 608.6517 0.01872579 0.5675198
Moved 1241.743 381.5208 603.0958 0.04981667 0.5532299
Moved 1241.774 391.8534 598.0733 0.07373482 0.5403119
Moved 1241.805 401.9202 593.4319 0.09703756 0.5283741
Moved 1241.835 414.4365 586.1381 0.1260104 0.5096144
Moved 1241.866 425.3789 581.3105 0.1513402 0.4971978
Moved 1241.897 435.5611 576.2195 0.1749098 0.4841035
Moved 1241.927 443.8849 571.5576 0.1941779 0.4721129
Moved 1241.958 453.7667 567.6166 0.2170525 0.4619769
Moved 1241.989 465.7005 563.5198 0.2446771 0.4514396
Moved 1242.02 479.4809 559.4077 0.2765762 0.4408632
Moved 1242.051 489.6707 559 0.3001637 0.4398148
Moved 1242.081 497.2849 559 0.3177891 0.4398148
Moved 1242.112 502.3881 558 0.3296022 0.4372427
Moved 1242.143 509.0743 555.7314 0.3450794 0.4314079
Ended 1242.173 509.0743 555.7314 0.3450794 0.4314079
Candidates 1242.266 13 to top group trip too rio grip rip tip rp rep trio drop
Began 1242.604 318 499 -0.09722222 0.2854938
