he is still on our team
he is still on our team
Basic
List

0.6 0.6
432 388.8
Began 2091.88 434 352 0.1712963 -0.09259266
Stationary 2091.91 434 352 0.1712963 -0.09259266
Stationary 2091.941 434 352 0.1712963 -0.09259266
Moved 2091.972 416.5871 362.2064 0.1309887 -0.06634159
Moved 2092.002 390.2032 380.6374 0.06991495 -0.01893683
Moved 2092.033 360.4168 404.1249 0.0009648005 0.04147337
Moved 2092.064 328.459 432.2191 -0.07301147 0.1137321
Moved 2092.095 304.0403 454.1083 -0.1295363 0.1700315
Moved 2092.125 284.9786 470.0214 -0.1736606 0.2109602
Moved 2092.156 269.8069 484.1931 -0.2087802 0.24741
Moved 2092.187 258.7198 497.2802 -0.2344449 0.2810704
Moved 2092.218 255.6127 500.3873 -0.2416373 0.2890621
Moved 2092.248 255 502.6661 -0.2430556 0.294923
Moved 2092.279 253.3077 510.3845 -0.2469728 0.3147749
Moved 2092.31 253 515.5 -0.2476852 0.327932
Moved 2092.341 253 518.0689 -0.2476852 0.3345393
Moved 2092.371 253 520.9414 -0.2476852 0.3419273
Moved 2092.402 251.6936 522.3063 -0.2507091 0.345438
Stationary 2092.433 251.6936 522.3063 -0.2507091 0.345438
Moved 2092.463 252 524.0439 -0.25 0.3499072
Moved 2092.494 252 525.4033 -0.25 0.3534033
Moved 2092.525 252 527.9911 -0.25 0.3600594
Ended 2092.556 252 528 -0.25 0.3600822
Candidates 2092.648 13 he new her here the there hee meet net be hr ne me
Began 2093.262 457 464 0.2245371 0.1954732
Stationary 2093.293 457 464 0.2245371 0.1954732
Moved 2093.324 428.7048 449.748 0.1590389 0.1588169
Moved 2093.354 398.7363 431.2628 0.08966724 0.1112724
Moved 2093.385 379.6609 420.6644 0.04551122 0.08401325
Moved 2093.416 361.5242 407.6193 0.003528198 0.05046114
Moved 2093.447 337.0157 390.8683 -0.0532045 0.007377318
Moved 2093.477 321.3646 379.2278 -0.08943379 -0.02256221
Moved 2093.508 305.031 365.8591 -0.1272431 -0.05694668
Moved 2093.539 291.2177 353.2177 -0.1592183 -0.08946069
Moved 2093.57 283 346 -0.1782407 -0.1080248
Moved 2093.6 275.8592 339.8592 -0.1947703 -0.1238189
Moved 2093.631 272.0543 336.0543 -0.203578 -0.1336052
Moved 2093.662 268.5 333.5 -0.2118056 -0.140175
Moved 2093.692 266.7244 333 -0.2159158 -0.141461
Moved 2093.723 266 330.7654 -0.2175926 -0.1472082
Moved 2093.754 263.9456 329.9456 -0.2223483 -0.149317
Stationary 2093.785 263.9456 329.9456 -0.2223483 -0.149317
Moved 2093.815 262.751 328.751 -0.2251133 -0.1523894
Moved 2093.846 261.828 327.828 -0.22725 -0.1547635
Stationary 2093.877 261.828 327.828 -0.22725 -0.1547635
Moved 2093.907 261 328 -0.2291666 -0.1543211
Ended 2093.938 261 328 -0.2291666 -0.1543211
Accept 2094.061 0 he
Candidates 2094.061 13 is if oz id ic odds la has uv las hs tv had
Began 2095.382 260 351 -0.2314815 -0.09516476
Stationary 2095.413 260 351 -0.2314815 -0.09516476
Stationary 2095.444 260 351 -0.2314815 -0.09516476
Stationary 2095.474 260 351 -0.2314815 -0.09516476
Moved 2095.505 268.821 374.035 -0.2110625 -0.03591835
Moved 2095.536 273.4801 386.4402 -0.2002776 -0.004011868
Moved 2095.567 282.9449 411.8622 -0.1783683 0.06137404
Moved 2095.597 294.425 440.5625 -0.151794 0.1351916
Moved 2095.628 302.2144 470.1196 -0.1337629 0.2112128
Moved 2095.659 306.2162 493.9458 -0.1244995 0.2724943
Moved 2095.689 308 505.4653 -0.1203704 0.3021226
Moved 2095.72 309 512.0533 -0.1180555 0.319067
Moved 2095.751 309.9016 515.9016 -0.1159686 0.3289649
Moved 2095.782 310 518.421 -0.1157407 0.3354449
Moved 2095.812 312.2975 522.2975 -0.1104223 0.3454154
Moved 2095.843 313 525.1789 -0.1087963 0.3528263
Moved 2095.874 313.8018 526.8018 -0.1069402 0.3570005
Moved 2095.905 314.6166 528 -0.1050542 0.3600822
Moved 2095.935 329.4398 530.4914 -0.07074122 0.3664902
Moved 2095.966 361.3967 530 0.003233055 0.3652262
Moved 2095.997 388.8504 523.6706 0.06678343 0.3489469
Moved 2096.027 420.7748 514.6675 0.1406824 0.3257909
Moved 2096.058 446.2292 506.0391 0.1996046 0.3035983
Moved 2096.089 461 501.5 0.2337964 0.2919238
Moved 2096.12 466.0682 500 0.2455283 0.2880658
Moved 2096.15 468.9073 498.0927 0.2521002 0.2831602
Moved 2096.181 471.781 497.219 0.2587523 0.280913
Moved 2096.212 472.5 496.5 0.2604167 0.2790637
Moved 2096.242 474.2141 496 0.2643844 0.2777777
Moved 2096.273 476.0704 488.7888 0.2686814 0.2592305
Moved 2096.304 480.9184 465.408 0.2799037 0.1990946
Moved 2096.335 495.8034 422.5405 0.3143598 0.08883868
Moved 2096.365 513.1061 390.1389 0.3544122 0.005501327
Moved 2096.396 529.8385 364.5327 0.3931447 -0.06035839
Moved 2096.427 537.4932 355.5068 0.4108639 -0.0835731
Moved 2096.458 541.6595 349.3405 0.4205081 -0.09943306
Moved 2096.488 543.5233 347 0.4248225 -0.1054527
Moved 2096.519 545.3942 346 0.4291533 -0.1080248
Ended 2096.55 546 345 0.4305556 -0.1105968
Accept 2096.673 0 is
Candidates 2096.673 13 still from grill full stroll silk feel dull sell fell del aim will
Began 2097.594 510 430 0.3472221 0.1080246
Stationary 2097.625 510 430 0.3472221 0.1080246
Stationary 2097.656 510 430 0.3472221 0.1080246
Moved 2097.687 496.4799 407.2199 0.3159257 0.04943388
Moved 2097.717 484.0743 387.3189 0.2872091 -0.001751817
Moved 2097.748 467.6544 359.778 0.2492 -0.07258764
Moved 2097.779 451.0367 328.4006 0.210733 -0.1532908
Moved 2097.809 439.7624 305.5247 0.1846351 -0.2121278
Moved 2097.84 428.0331 275.4765 0.1574839 -0.2894124
Moved 2097.871 422.474 251.3701 0.1446158 -0.3514143
Moved 2097.902 419.6019 235.6113 0.1379674 -0.3919461
Moved 2097.932 418.0774 228.2323 0.1344385 -0.4109251
Moved 2097.963 418 218.8199 0.1342593 -0.435134
Moved 2097.994 418 211.6987 0.1342593 -0.4534498
Moved 2098.024 418 207 0.1342593 -0.465535
Moved 2098.055 418 204.8889 0.1342593 -0.4709648
Moved 2098.086 418 202.5 0.1342593 -0.4771091
Moved 2098.117 418 200.1465 0.1342593 -0.4831624
Moved 2098.147 418 198.8333 0.1342593 -0.4865401
Moved 2098.178 418 197.6239 0.1342593 -0.4896505
Moved 2098.209 418 196.6554 0.1342593 -0.4921415
Ended 2098.24 418 196 0.1342593 -0.4938272
Accept 2098.301 0 still
Candidates 2098.301 13 kb lb in on km jm ibm omb inn hmm hmmm n gm
Began 2100.021 483 160 0.2847222 -0.5864198
Moved 2100.052 470.7053 177.2126 0.2562622 -0.5421486
Moved 2100.083 454.3481 209.304 0.2183983 -0.4596092
Moved 2100.114 436.892 244.9458 0.1779907 -0.3679378
Moved 2100.144 399.3143 304.2857 0.09100537 -0.2153146
Moved 2100.175 367.6497 346.1413 0.01770765 -0.1076613
