the back yard of our house
Moved 1732.395 470 421 0.2546296 0.08487643
Stationary 1732.426 470 421 0.2546296 0.08487643
Ended 1732.456 471 421 0.2569444 0.08487643
Candidates 1732.548 13 neck back bank beach branch gang check jack hall shall hang fall lack
Began 1733.378 329 383 -0.07175927 -0.01286016
Stationary 1733.409 329 383 -0.07175927 -0.01286016
Moved 1733.439 341.924 402.1088 -0.04184251 0.03628813
Moved 1733.47 358.5236 417.7345 -0.003417631 0.07647754
Moved 1733.501 381.1615 440.756 0.04898498 0.1356893
Moved 1733.531 395.9113 457.3892 0.08312812 0.1784699
Moved 1733.562 406.0249 466.6833 0.1065392 0.2023746
Moved 1733.593 410.7019 471.851 0.1173654 0.215666
Moved 1733.624 413.7215 475.7215 0.1243553 0.2256211
Moved 1733.654 416 478.5979 0.1296297 0.2330192
Moved 1733.685 417.2302 480.2302 0.1324772 0.2372174
Moved 1733.716 417 481.3253 0.1319444 0.240034
Moved 1733.746 418.239 481 0.1348125 0.2391974
Moved 1733.777 418 482.374 0.1342593 0.2427313
Ended 1733.808 418 482 0.1342593 0.2417695
Accept 1733.869 1 back
Began 1734.238 332 549 -0.06481484 0.4140946
Stationary 1734.269 332 549 -0.06481484 0.4140946
Stationary 1734.299 332 549 -0.06481484 0.4140946
Stationary 1734.33 332 549 -0.06481484 0.4140946
Stationary 1734.361 332 549 -0.06481484 0.4140946
Stationary 1734.391 332 549 -0.06481484 0.4140946
Stationary 1734.422 332 549 -0.06481484 0.4140946
Stationary 1734.453 332 549 -0.06481484 0.4140946
Stationary 1734.484 332 549 -0.06481484 0.4140946
Stationary 1734.514 332 549 -0.06481484 0.4140946
Stationary 1734.545 332 549 -0.06481484 0.4140946
Stationary 1734.576 332 549 -0.06481484 0.4140946
Stationary 1734.607 332 549 -0.06481484 0.4140946
Stationary 1734.637 332 549 -0.06481484 0.4140946
Stationary 1734.668 332 549 -0.06481484 0.4140946
Moved 1734.699 306.6591 509.8608 -0.1234742 0.313428
Moved 1734.729 283.0493 463.0986 -0.1781266 0.1931547
Moved 1734.76 263.6899 423.3799 -0.2229399 0.0909976
Moved 1734.791 242.4847 391.1445 -0.2720263 0.008087669
Moved 1734.822 216.3899 360.0911 -0.3324309 -0.07178208
Moved 1734.852 198.5876 343.1564 -0.3736398 -0.1153386
Moved 1734.883 184.2045 331.2045 -0.4069341 -0.1460791
Moved 1734.914 174.166 325.1245 -0.4301713 -0.1617169
Moved 1734.944 162.7098 320.3549 -0.4566903 -0.1739843
Moved 1734.975 155.6044 318.3022 -0.473138 -0.179264
Moved 1735.006 151.8152 316.8152 -0.4819091 -0.1830883
Moved 1735.036 147.8839 317 -0.4910096 -0.1826131
Moved 1735.067 145.0079 317 -0.4976668 -0.1826131
Moved 1735.098 143.626 317 -0.5008657 -0.1826131
Stationary 1735.129 143.626 317 -0.5008657 -0.1826131
Moved 1735.159 144 331.0286 -0.5000001 -0.1465315
Moved 1735.19 160.8713 353.3692 -0.4609461 -0.08907098
Moved 1735.221 186.6957 384.6957 -0.4011673 -0.008498887
Moved 1735.252 214.5859 411.0127 -0.3366066 0.05918895
Moved 1735.282 238.9569 433.9568 -0.2801925 0.1182016
Moved 1735.313 268.8389 456.2081 -0.211021 0.1754322
Moved 1735.344 286.0973 468.3982 -0.171071 0.2067854
Moved 1735.375 299.6006 478.1603 -0.1398135 0.2318937
Moved 1735.405 308.7659 484.1772 -0.1185975 0.2473694
Moved 1735.436 317.3813 489.9208 -0.09865443 0.262142
Moved 1735.467 324.895 494.93 -0.08126159 0.2750257
Moved 1735.497 330.8385 498.8385 -0.06750355 0.2850783
Moved 1735.528 334.7131 501.7131 -0.05853454 0.2924718
Moved 1735.559 336.1471 502 -0.05521506 0.2932098
Moved 1735.589 337.2246 503.2246 -0.05272076 0.2963595
Moved 1735.62 338.0011 503 -0.05092337 0.2957818
Stationary 1735.651 338 503 -0.05092591 0.2957818
Stationary 1735.682 338 503 -0.05092591 0.2957818
Stationary 1735.712 338 503 -0.05092591 0.2957818
Stationary 1735.743 338 503 -0.05092591 0.2957818
Moved 1735.774 319.2924 473.3694 -0.09423057 0.2195714
Moved 1735.804 304.6251 440.4689 -0.1281827 0.1349509
Moved 1735.835 296.0412 412.1647 -0.1480529 0.0621519
Moved 1735.866 290.3204 391.6215 -0.1612954 0.009314454
Moved 1735.897 287.2432 373.8511 -0.1684186 -0.03639127
Moved 1735.927 285 360.9999 -0.1736111 -0.06944484
Moved 1735.958 283.3755 353.751 -0.1773715 -0.08808897
Moved 1735.989 283 349.5025 -0.1782407 -0.09901627
Moved 1736.02 282 345.9952 -0.1805555 -0.1080369
Moved 1736.05 282 343.5 -0.1805555 -0.1144548
Moved 1736.081 281.2528 342 -0.1822853 -0.1183128
Moved 1736.112 281 340.8177 -0.1828704 -0.1213538
Moved 1736.142 281 339.6859 -0.1828704 -0.1242649
Ended 1736.173 281 339 -0.1828704 -0.1260288
Candidates 1736.296 13 yard yards tests tears treats rats taxes treated tags regard readers traded rates
Began 1736.818 303 466 -0.1319445 0.2006171
Moved 1736.849 316.0409 466 -0.1017571 0.2006171
Moved 1736.88 350.8525 466 -0.02117475 0.2006171
Moved 1736.91 393.9147 456.4455 0.07850627 0.1760429
Moved 1736.941 421.4533 455 0.142253 0.172325
Moved 1736.972 440.9477 453 0.1873788 0.167181
Moved 1737.002 451.3828 451.5391 0.2115344 0.1634235
Moved 1737.033 457.6702 451 0.2260885 0.162037
Moved 1737.064 459.9027 450.0973 0.2312563 0.1597151
Moved 1737.095 461.7785 450 0.2355983 0.1594649
Moved 1737.125 464.5 450 0.2418981 0.1594649
Moved 1737.156 465.0561 450 0.2431854 0.1594649
Moved 1737.187 466.5 449 0.2465278 0.156893
Ended 1737.218 466.5 449 0.2465278 0.156893
Accept 1737.279 0 yard
Began 1737.525 506 580 0.337963 0.4938271
Stationary 1737.555 506 580 0.337963 0.4938271
Stationary 1737.586 506 580 0.337963 0.4938271
Stationary 1737.617 506 580 0.337963 0.4938271
Stationary 1737.648 506 580 0.337963 0.4938271
Stationary 1737.678 506 580 0.337963 0.4938271
Stationary 1737.709 506 580 0.337963 0.4938271
Stationary 1737.74 506 580 0.337963 0.4938271
Stationary 1737.77 506 580 0.337963 0.4938271
Stationary 1737.801 506 580 0.337963 0.4938271
Stationary 1737.832 506 580 0.337963 0.4938271
Stationary 1737.863 506 580 0.337963 0.4938271
Stationary 1737.893 506 580 0.337963 0.4938271
Moved 1737.924 495.8141 580 0.3143844 0.4938271
Moved 1737.955 481.8871 564.2689 0.2821461 0.4533664
Moved 1737.985 421.1457 513.2806 0.1415411 0.3222238
Moved 1738.016 384.169 484.8093 0.0559467 0.248995
Moved 1738.047 349.6442 460.7628 -0.0239717 0.1871471
Moved 1738.078 313.8407 441.4203 -0.1068502 0.137398
Moved 1738.108 286.2752 426.0417 -0.1706593 0.09784395
Moved 1738.139 264.6814 414.8088 -0.2206449 0.06895269
Moved 1738.17 250.2583 406.6292 -0.2540318 0.04791436
Moved 1738.2 238.2072 398.6555 -0.2819276 0.02740597
Moved 1738.231 228.7782 393.3891 -0.3037542 0.01386073
Moved 1738.262 222.6469 388.8234 -0.317947 0.002117824
Moved 1738.293 217.5458 386.2729 -0.3297551 -0.004442199
Moved 1738.323 213.806 383.403 -0.3384119 -0.0118236
Moved 1738.354 211.5326 382 -0.3436746 -0.01543218
Moved 1738.385 208.6608 379.6608 -0.3503223 -0.02144872
Moved 1738.416 208 379 -0.3518518 -0.02314815
Moved 1738.446 206.5 379 -0.3553241 -0.02314815
Moved 1738.477 207 378 -0.3541667 -0.02572024
Moved 1738.508 206 378 -0.3564815 -0.02572024
Ended 1738.538 206 378 -0.3564815 -0.02572024
Candidates 1738.661 13 is pass us its pa usa id puts oa his if odds press
Began 1739.89 392 433 0.07407407 0.1157406
Stationary 1739.921 392 433 0.07407407 0.1157406
Ended 1739.951 392 433 0.07407407 0.1157406
NextCandidatePanel 1740.043
Began 1740.996 417 429 0.1319444 0.1054526
Stationary 1741.026 417 429 0.1319444 0.1054526
Stationary 1741.057 417 429 0.1319444 0.1054526
Ended 1741.088 417 429 0.1319444 0.1054526
NextCandidatePanel 1741.18
Began 1741.917 423 397 0.1458333 0.02314815
Stationary 1741.948 423 397 0.1458333 0.02314815
Stationary 1741.979 423 397 0.1458333 0.02314815
Moved 1742.009 406.8617 397 0.1084761 0.02314815
Moved 1742.04 387.8108 397 0.06437679 0.02314815
Moved 1742.071 360.1166 397 0.0002698103 0.02314815
Moved 1742.102 345.6065 397 -0.03331835 0.02314815
Moved 1742.132 333.1929 397 -0.06205355 0.02314815
Moved 1742.163 325.5078 397 -0.079843 0.02314815
Moved 1742.194 321.6255 397 -0.08882974 0.02314815
Moved 1742.224 319.8772 397 -0.09287681 0.02314815
Moved 1742.255 318.5 397 -0.0960648 0.02314815
Moved 1742.286 317.6823 397 -0.09795775 0.02314815
Moved 1742.317 317 397 -0.09953702 0.02314815
Ended 1742.347 317 397 -0.09953702 0.02314815
Cancel 1742.409
Began 1742.685 514 489 0.3564815 0.2597736
Stationary 1742.716 514 489 0.3564815 0.2597736
Stationary 1742.747 514 489 0.3564815 0.2597736
Stationary 1742.777 514 489 0.3564815 0.2597736
Stationary 1742.808 514 489 0.3564815 0.2597736
Stationary 1742.839 514 489 0.3564815 0.2597736
Stationary 1742.87 514 489 0.3564815 0.2597736
Stationary 1742.9 514 489 0.3564815 0.2597736
Stationary 1742.931 514 489 0.3564815 0.2597736
Stationary 1742.962 514 489 0.3564815 0.2597736
Stationary 1742.992 514 489 0.3564815 0.2597736
Stationary 1743.023 514 489 0.3564815 0.2597736
Stationary 1743.054 514 489 0.3564815 0.2597736
Stationary 1743.084 514 489 0.3564815 0.2597736
Stationary 1743.115 514 489 0.3564815 0.2597736
Stationary 1743.146 514 489 0.3564815 0.2597736
Stationary 1743.177 514 489 0.3564815 0.2597736
Stationary 1743.207 514 489 0.3564815 0.2597736
Moved 1743.238 485.2052 484.4291 0.2898269 0.2480171
Moved 1743.269 443.1569 465.3152 0.1924928 0.198856
Moved 1743.299 401.8266 444.2143 0.09682079 0.144584
Moved 1743.33 369.4641 429.2321 0.02190749 0.1060495
Moved 1743.361 344.1149 418.5574 -0.03677105 0.07859414
Moved 1743.392 323.8721 407.936 -0.08362939 0.05127573
Moved 1743.422 310.1887 399.8755 -0.1153039 0.03054387
Moved 1743.453 300.7696 394.8848 -0.1371075 0.01770769
Moved 1743.484 294.052 391.052 -0.1526573 0.007849759
Moved 1743.515 290.1876 389.1876 -0.1616028 0.003054544
Moved 1743.545 287.5 389 -0.1678241 0.002572016
Moved 1743.576 285.88 388 -0.171574 -3.924585E-08
Moved 1743.607 284.9646 386.9646 -0.173693 -0.002663106
Stationary 1743.637 284.9646 386.9646 -0.173693 -0.002663106
Moved 1743.668 283.8945 387 -0.1761701 -0.002572055
Moved 1743.699 282.8096 387 -0.1786814 -0.002572055
Stationary 1743.729 283 387 -0.1782407 -0.002572055
Stationary 1743.76 283 387 -0.1782407 -0.002572055
Moved 1743.791 283 386 -0.1782407 -0.005144111
Stationary 1743.822 283 386 -0.1782407 -0.005144111
Ended 1743.852 283 386 -0.1782407 -0.005144111
Candidates 1743.975 13 of if off odd is id pd pass odds ps loss kids his
Began 1744.497 337 465 -0.05324075 0.1980452
Stationary 1744.528 337 465 -0.05324075 0.1980452
Moved 1744.559 368.6385 465 0.01999647 0.1980452
Moved 1744.59 400.1792 465 0.09300729 0.1980452
Moved 1744.62 421.2288 458 0.1417333 0.180041
Moved 1744.651 436.6324 456 0.1773897 0.174897
Moved 1744.682 439.9558 455.0221 0.1850829 0.1723818
Moved 1744.712 442.8478 455 0.1917774 0.172325
Moved 1744.743 445.3608 454 0.1975946 0.169753
Moved 1744.774 447.2339 454 0.2019302 0.169753
Moved 1744.804 448 454 0.2037037 0.169753
Moved 1744.835 449.374 452.626 0.2068841 0.1662191
Moved 1744.866 450.5 453 0.2094908 0.167181
Ended 1744.897 451 452 0.2106482 0.164609
Accept 1744.989 0 of
Began 1745.265 481 536 0.2800926 0.3806583
Stationary 1745.296 481 536 0.2800926 0.3806583
Stationary 1745.327 481 536 0.2800926 0.3806583
Stationary 1745.357 481 536 0.2800926 0.3806583
Stationary 1745.388 481 536 0.2800926 0.3806583
Stationary 1745.419 481 536 0.2800926 0.3806583
Stationary 1745.45 481 536 0.2800926 0.3806583
Stationary 1745.48 481 536 0.2800926 0.3806583
Stationary 1745.511 481 536 0.2800926 0.3806583
Stationary 1745.542 481 536 0.2800926 0.3806583
Stationary 1745.573 481 536 0.2800926 0.3806583
Stationary 1745.603 481 536 0.2800926 0.3806583
Stationary 1745.634 481 536 0.2800926 0.3806583
Stationary 1745.665 481 536 0.2800926 0.3806583
Stationary 1745.695 481 536 0.2800926 0.3806583
Stationary 1745.726 481 536 0.2800926 0.3806583
Stationary 1745.757 481 536 0.2800926 0.3806583
Moved 1745.788 461.4662 536 0.2348755 0.3806583
Moved 1745.818 433.4436 523.6109 0.1700082 0.3487934
Moved 1745.849 406.5383 516.8974 0.1077276 0.3315262
Moved 1745.88 387.3708 514 0.06335844 0.324074
Moved 1745.911 376.4038 513 0.03797174 0.321502
Moved 1745.941 370.3515 513 0.02396176 0.321502
Moved 1745.972 367.8018 513 0.01805971 0.321502
Moved 1746.003 365.9647 513 0.01380712 0.321502
Moved 1746.033 363.9657 513 0.00917991 0.321502
Stationary 1746.064 363.9657 513 0.00917991 0.321502
Moved 1746.095 362.9023 513 0.006718139 0.321502
Stationary 1746.125 362.9023 513 0.006718139 0.321502
Moved 1746.156 361.8254 513 0.004225572 0.321502
Moved 1746.187 360.8427 513 0.001950761 0.321502
Stationary 1746.218 360.8427 513 0.001950761 0.321502
Moved 1746.248 358.7867 513 -0.002808521 0.321502
Moved 1746.279 355.1289 513 -0.01127566 0.321502
Moved 1746.31 349.385 513 -0.02457182 0.321502
Moved 1746.341 342.6344 513 -0.04019822 0.321502
Moved 1746.371 337.653 513 -0.05172928 0.321502
Moved 1746.402 331.7874 513 -0.06530682 0.321502
Moved 1746.433 328.0211 513 -0.07402535 0.321502
Moved 1746.463 323.293 513 -0.08496999 0.321502
Moved 1746.494 318.2527 513 -0.0966372 0.321502
Moved 1746.525 312.319 513 -0.1103727 0.321502
Moved 1746.556 309.7831 513 -0.1162428 0.321502
Moved 1746.586 306.4808 513 -0.123887 0.321502
Moved 1746.617 303.4386 513 -0.1309292 0.321502
Moved 1746.648 300.5739 513 -0.1375603 0.321502
Moved 1746.678 299.8975 513 -0.1391262 0.321502
Stationary 1746.709 299.8975 513 -0.1391262 0.321502
Moved 1746.74 298.7761 513 -0.1417219 0.321502
Stationary 1746.771 299 513 -0.1412037 0.321502
Stationary 1746.801 299 513 -0.1412037 0.321502
Stationary 1746.832 299 513 -0.1412037 0.321502
Ended 1746.863 299 513 -0.1412037 0.321502
Candidates 1746.955 13 our it or pour pre your pure port poor out outer peer pr
Began 1747.539 360 506 0 0.3034978
Stationary 1747.569 360 506 0 0.3034978
Moved 1747.6 376.6309 506 0.03849735 0.3034978
Moved 1747.631 406.1309 492.4782 0.1067845 0.2687196
Moved 1747.661 424.663 489.191 0.149683 0.2602648
Moved 1747.692 436.3594 488 0.1767578 0.2572016
Moved 1747.723 442.5526 487 0.1910941 0.2546296
Moved 1747.754 445.4202 485.5798 0.1977319 0.2509769
Moved 1747.784 447.9417 486 0.2035687 0.2520575
Moved 1747.815 449.8081 486 0.2078892 0.2520575
Stationary 1747.846 450 486 0.2083333 0.2520575
Moved 1747.876 451 485 0.2106482 0.2494856
Ended 1747.907 452 485 0.2129629 0.2494856
Accept 1747.969 0 our
Began 1748.491 351 418 -0.02083332 0.07716041
Stationary 1748.521 351 418 -0.02083332 0.07716041
Stationary 1748.552 351 418 -0.02083332 0.07716041
Stationary 1748.583 351 418 -0.02083332 0.07716041
Stationary 1748.614 351 418 -0.02083332 0.07716041
Stationary 1748.644 351 418 -0.02083332 0.07716041
Stationary 1748.675 351 418 -0.02083332 0.07716041
Stationary 1748.706 351 418 -0.02083332 0.07716041
Stationary 1748.736 351 418 -0.02083332 0.07716041
Stationary 1748.767 351 418 -0.02083332 0.07716041
Stationary 1748.798 351 418 -0.02083332 0.07716041
Stationary 1748.829 351 418 -0.02083332 0.07716041
Stationary 1748.859 351 418 -0.02083332 0.07716041
Stationary 1748.89 351 418 -0.02083332 0.07716041
Stationary 1748.921 351 418 -0.02083332 0.07716041
Moved 1748.952 378.4038 428.3106 0.04260132 0.1036795
Moved 1748.982 416.9572 446.4312 0.1318453 0.1502858
Moved 1749.013 439.4709 457.1262 0.1839605 0.1777937
Moved 1749.044 459.1425 466.0713 0.2294967 0.2008006
Moved 1749.074 489.2531 477.9012 0.2991971 0.2312274
Moved 1749.105 509.5938 485.1979 0.3462819 0.2499947
Moved 1749.136 520.9363 490.9681 0.3725379 0.2648356
Moved 1749.167 525.5084 493.5084 0.3831212 0.2713692
Moved 1749.197 528.3849 495 0.38978 0.2752057
Moved 1749.228 530.5 496.5 0.3946759 0.2790637
Moved 1749.259 531 496.8207 0.3958333 0.2798885
Moved 1749.289 531 497.5 0.3958333 0.2816358
Moved 1749.32 532 498.5 0.3981481 0.2842077
Moved 1749.351 532 498 0.3981481 0.2829217
Stationary 1749.382 532 498 0.3981481 0.2829217
Moved 1749.412 521.5861 500.8046 0.3740418 0.2901353
Moved 1749.443 509.5881 503.6824 0.3462687 0.2975369
Moved 1749.474 491.5 508 0.3043981 0.3086419
Moved 1749.505 474.6161 509 0.265315 0.3112139
Moved 1749.535 460.1812 511 0.2319009 0.3163579
Moved 1749.566 447.6888 512.8278 0.2029833 0.3210592
Moved 1749.597 440.3929 513 0.1860945 0.321502
Moved 1749.627 432.4604 514.2698 0.1677324 0.3247679
Moved 1749.658 427.8529 514 0.157067 0.324074
Moved 1749.689 422.9828 514 0.1457935 0.324074
Moved 1749.719 417.3233 514.5589 0.1326929 0.3255115
Moved 1749.75 409.7003 515 0.1150471 0.326646
Moved 1749.781 405.6935 515 0.1057721 0.326646
Moved 1749.812 403.1413 515 0.09986401 0.326646
Moved 1749.842 401.6595 515 0.09643396 0.326646
Moved 1749.873 400.815 515 0.09447913 0.326646
Moved 1749.904 401 516.3745 0.09490739 0.3301811
Moved 1749.934 399.7752 516 0.09207219 0.329218
Stationary 1749.965 399.7752 516 0.09207219 0.329218
Moved 1749.996 398.2736 516 0.08859624 0.329218
Moved 1750.027 392.5 516 0.07523149 0.329218
Moved 1750.057 369.7484 508.1239 0.02256582 0.3089606
Moved 1750.088 340.9648 502.9922 -0.04406293 0.2957617
Moved 1750.119 308.2841 494.3853 -0.1197127 0.2736246
Moved 1750.15 290.6207 490.3202 -0.1606003 0.2631692
Moved 1750.18 272.4183 485.6837 -0.2027353 0.2512439
Moved 1750.211 255.8261 478.6087 -0.2411434 0.233047
Moved 1750.242 241.6248 469.6998 -0.2740167 0.2101332
Moved 1750.272 228.5766 457.5766 -0.3042208 0.1789521
Moved 1750.303 220.0445 446.0891 -0.323971 0.1494059
Moved 1750.334 212.2897 434.5794 -0.3419219 0.1198029
Moved 1750.365 209.1027 422.4107 -0.3492993 0.08850482
Moved 1750.395 206.2611 412.0444 -0.3558771 0.06184264
Moved 1750.426 205 405.3934 -0.3587963 0.04473596
Moved 1750.457 204 401.5284 -0.3611111 0.03479534
Moved 1750.487 202.9784 398.9784 -0.363476 0.02823649
Moved 1750.518 203 396.1068 -0.3634259 0.02085077
Moved 1750.549 203 395.5 -0.3634259 0.01929004
Moved 1750.58 203 394.7508 -0.3634259 0.01736307
Moved 1750.61 203 394 -0.3634259 0.01543206
Moved 1750.641 202 394 -0.3657407 0.01543206
Moved 1750.672 210.2491 418.2491 -0.3466456 0.0778011
Moved 1750.702 220.449 437.381 -0.3230346 0.1270088
