a very traditional way to dress
a very traditional way to dress
Basic
Radial

0.6 0.6
432 388.8
Began 614.371 132 375 -0.5277778 -0.03343629
Stationary 614.4018 132 375 -0.5277778 -0.03343629
Stationary 614.4324 132 375 -0.5277778 -0.03343629
Stationary 614.4631 132 375 -0.5277778 -0.03343629
Stationary 614.4938 132 375 -0.5277778 -0.03343629
Stationary 614.5246 132 375 -0.5277778 -0.03343629
Stationary 614.5553 132 375 -0.5277778 -0.03343629
Stationary 614.5859 132 375 -0.5277778 -0.03343629
Stationary 614.6166 132 375 -0.5277778 -0.03343629
Stationary 614.6473 132 375 -0.5277778 -0.03343629
Stationary 614.678 132 375 -0.5277778 -0.03343629
Stationary 614.7088 132 375 -0.5277778 -0.03343629
Stationary 614.7395 132 375 -0.5277778 -0.03343629
Stationary 614.7702 132 375 -0.5277778 -0.03343629
Stationary 614.8009 132 375 -0.5277778 -0.03343629
Stationary 614.8314 132 375 -0.5277778 -0.03343629
Moved 614.8624 148.5441 375 -0.4894813 -0.03343629
Moved 614.8931 165.169 384.4338 -0.4509977 -0.009172423
Moved 614.9237 179.9563 387.9927 -0.4167678 -1.868103E-05
Moved 614.9545 193.4367 389 -0.3855633 0.002572016
Moved 614.9852 201.4547 389 -0.3670031 0.002572016
Moved 615.0159 206.5924 389 -0.3551102 0.002572016
Moved 615.0465 209.0921 389 -0.3493238 0.002572016
Moved 615.0773 211.9539 389 -0.3426992 0.002572016
Moved 615.108 213.3822 389 -0.339393 0.002572016
Moved 615.1387 215.2608 389 -0.3350444 0.002572016
Moved 615.1693 217.1124 389 -0.3307584 0.002572016
Moved 615.2001 218.3734 389 -0.3278393 0.002572016
Moved 615.2308 219 389 -0.3263889 0.002572016
Moved 615.2615 220.2106 389 -0.3235865 0.002572016
Moved 615.2922 221.3593 389 -0.3209276 0.002572016
Moved 615.3229 221 390.375 -0.3217593 0.006108421
Moved 615.3536 222.334 390 -0.3186714 0.005143954
Stationary 615.3843 222.334 390 -0.3186714 0.005143954
Moved 615.415 223.1412 390 -0.3168029 0.005143954
Stationary 615.4457 223 390 -0.3171296 0.005143954
Ended 615.4764 223 390 -0.3171296 0.005143954
Candidates 615.5685 13 a as ass add s sa ad sad was dad ads da adds
Began 616.1519 517 504 0.3634259 0.2983539
Moved 616.1827 547.6288 497.2887 0.434326 0.2810922
Moved 616.2133 570.8343 491.1665 0.4880424 0.2653458
Moved 616.244 590.0223 486.2444 0.5324591 0.2526861
Moved 616.2747 604.958 480.7605 0.5670324 0.2385814
Moved 616.3054 614.1951 477.9024 0.5884147 0.2312304
Moved 616.3362 618.7166 477 0.5988811 0.2289094
Moved 616.3669 621.4715 476 0.605258 0.2263374
Moved 616.3975 624.3483 474.6517 0.6119173 0.2228695
Moved 616.4283 626.2217 473.7783 0.6162539 0.2206232
Moved 616.459 627.7712 474 0.6198409 0.2211934
Ended 616.4897 628 474 0.6203704 0.2211934
Accept 616.5511 0 a
Began 617.3187 366 326 0.01388888 -0.1594652
Stationary 617.3494 366 326 0.01388888 -0.1594652
Stationary 617.3802 366 326 0.01388888 -0.1594652
Stationary 617.4108 366 326 0.01388888 -0.1594652
Stationary 617.4415 366 326 0.01388888 -0.1594652
Stationary 617.4722 366 326 0.01388888 -0.1594652
Stationary 617.5021 366 326 0.01388888 -0.1594652
Stationary 617.5336 366 326 0.01388888 -0.1594652
Stationary 617.5638 366 326 0.01388888 -0.1594652
Stationary 617.595 366 326 0.01388888 -0.1594652
Stationary 617.6258 366 326 0.01388888 -0.1594652
Stationary 617.6565 366 326 0.01388888 -0.1594652
Stationary 617.6871 366 326 0.01388888 -0.1594652
Stationary 617.7179 366 326 0.01388888 -0.1594652
Moved 617.7486 366 342.6318 0.01388888 -0.1166879
Moved 617.7793 351.9095 364.7261 -0.01872788 -0.05986076
Moved 617.81 342.3718 394.2275 -0.04080594 0.01601717
Moved 617.8407 331.9158 422.6894 -0.0650097 0.08922165
Moved 617.8714 324.9028 442.3402 -0.08124352 0.1397638
Moved 617.9022 318.1842 457.6317 -0.09679591 0.1790937
Moved 617.9329 310.5679 470.2428 -0.1144262 0.2115298
Moved 617.9636 303.6397 481.0404 -0.1304635 0.2393014
Moved 617.9942 298.5963 489.8075 -0.1421383 0.2618505
Moved 618.025 292.9248 496.1504 -0.1552667 0.2781645
Moved 618.0557 285.095 506.81 -0.1733912 0.3055812
Moved 618.0864 274.1192 519.5077 -0.1987981 0.3382398
Moved 618.1171 269.6145 525.7711 -0.2092258 0.3543493
Moved 618.1478 266.7471 528.2529 -0.2158631 0.3607326
Moved 618.1785 265 531.1148 -0.2199074 0.3680936
Moved 618.2092 262.5025 533.4974 -0.2256885 0.3742217
Moved 618.2399 261.9539 534.0461 -0.2269585 0.3756329
Moved 618.2706 260.8044 535 -0.2296195 0.3780863
Moved 618.3013 261 536.5 -0.2291666 0.3819444
Moved 618.332 261 537.5 -0.2291666 0.3845164
Moved 618.3627 261 537 -0.2291666 0.3832304
Moved 618.3934 274.0239 537 -0.1990188 0.3832304
Moved 618.4241 278.0873 537 -0.1896127 0.3832304
Moved 618.4548 282.934 537 -0.1783935 0.3832304
Moved 618.4855 286.8036 537 -0.1694362 0.3832304
Moved 618.5162 291.3571 537 -0.1588955 0.3832304
Moved 618.5469 297.6106 537 -0.14442 0.3832304
Moved 618.5776 301.0721 537 -0.1364073 0.3832304
Moved 618.6083 304.9406 537 -0.1274522 0.3832304
Moved 618.639 308.2291 537 -0.1198401 0.3832304
Moved 618.6697 315.1219 537 -0.1038844 0.3832304
