this is too much to handle
Moved 1403.996 324.6746 502 -0.08177186 0.2932098
Moved 1404.027 282.4794 510.9658 -0.1794459 0.3162699
Moved 1404.057 243.9296 511 -0.2686816 0.3163579
Moved 1404.088 217.1558 511 -0.3306579 0.3163579
Moved 1404.119 189.9993 499.7491 -0.3935202 0.2874206
Moved 1404.15 170.3599 496.872 -0.4389817 0.2800206
Moved 1404.18 161.5199 494.2599 -0.4594446 0.2733022
Moved 1404.211 156.4819 494 -0.4711066 0.2726337
Moved 1404.242 154.7998 494 -0.4750004 0.2726337
Moved 1404.273 177.7123 494 -0.4219622 0.2726337
Moved 1404.303 262.0893 471.9841 -0.2266451 0.2160085
Moved 1404.334 356.9646 427.4333 -0.007026394 0.1014232
Moved 1404.365 407.3725 402.524 0.1096586 0.03735597
Moved 1404.396 435.7823 389.1089 0.1754219 0.002851996
Moved 1404.426 446.0244 383.9878 0.1991305 -0.01031946
Moved 1404.457 451.8811 382 0.2126877 -0.01543218
Moved 1404.488 453.7512 381 0.2170166 -0.01800419
Moved 1404.518 454 381 0.2175926 -0.01800419
Moved 1404.549 440.4174 393.5378 0.1861514 0.01424326
Moved 1404.58 395.0444 438.9532 0.08112133 0.1310525
Moved 1404.61 356.2779 473.9777 -0.00861605 0.2211361
Moved 1404.641 336.4661 488.6893 -0.05447656 0.2589744
Moved 1404.672 322.8174 494.5912 -0.08607075 0.2741544
Moved 1404.703 311.3423 498.1644 -0.1126336 0.2833447
Moved 1404.733 305.2339 501 -0.1267733 0.2906378
Moved 1404.764 303 503.5618 -0.1319445 0.2972268
Moved 1404.795 313.0163 509.2927 -0.1087586 0.3119668
Moved 1404.825 457.7198 528.2576 0.2262034 0.3607447
Moved 1404.856 510.756 529 0.3489723 0.3626543
Moved 1404.887 532.9885 517.5057 0.4004364 0.3330908
Moved 1404.918 536 517 0.4074074 0.33179
Moved 1404.948 510.784 543.6993 0.3490371 0.400461
Moved 1404.979 466.6736 561.1088 0.2469295 0.4452386
Moved 1405.01 419.675 563.8953 0.1381364 0.4524056
Moved 1405.041 368.0078 564.7724 0.01853655 0.4546615
Moved 1405.071 311.6003 568.6 -0.1120363 0.464506
Moved 1405.102 227.4654 582.5964 -0.3067931 0.500505
Moved 1405.133 202.8763 590.0206 -0.3637123 0.5196003
Moved 1405.163 197 591 -0.3773148 0.5221192
Ended 1405.194 195.9878 591 -0.3796578 0.5221192
Candidates 1405.348 13 handle smoke smile sample my amid handled family smiled admitted admits smiles sampled
Began 1405.839 192.1714 471 -0.3884922 0.2134772
Moved 1405.87 316.4247 471 -0.1008686 0.2134772
Ended 1405.901 457 488 0.2245371 0.2572016
Accept 1405.962 0 handle
Began 1406.423 207 422 -0.3541667 0.08744851
Moved 1406.454 243.1868 422 -0.2704008 0.08744851
Moved 1406.484 363.4356 422 0.007952849 0.08744851
Moved 1406.515 511.4707 442.497 0.3506267 0.1401672
Moved 1406.546 552.1129 442 0.4447057 0.1388888
Moved 1406.576 578.0983 442 0.5048572 0.1388888
Ended 1406.607 594.8289 442 0.5435854 0.1388888
PhraseEnd 1406.669
