do you prefer a window seat
do you prefer a window seat
Basic
List

0.6 0.6
432 388.8
Began 3581.517 263 381 -0.2245371 -0.01800419
Stationary 3581.548 263 381 -0.2245371 -0.01800419
Stationary 3581.579 263 381 -0.2245371 -0.01800419
Stationary 3581.609 263 381 -0.2245371 -0.01800419
Stationary 3581.64 263 381 -0.2245371 -0.01800419
Stationary 3581.67 263 381 -0.2245371 -0.01800419
Moved 3581.702 272.1512 381 -0.2033538 -0.01800419
Moved 3581.732 276.5887 372.2056 -0.1930816 -0.04062346
Moved 3581.763 280.9516 369.5242 -0.1829824 -0.04752006
Moved 3581.794 283.2259 369 -0.1777179 -0.04886839
Moved 3581.824 286.9417 368 -0.1691165 -0.05144041
Moved 3581.855 289.2829 367 -0.163697 -0.05401234
Moved 3581.886 291.1281 367 -0.1594257 -0.05401234
Moved 3581.917 293.5 366 -0.1539352 -0.05658444
Moved 3581.948 297.2389 366 -0.1452803 -0.05658444
Moved 3581.978 308.4604 378.9209 -0.1193045 -0.02335168
Moved 3582.009 332.0563 404.8943 -0.0646844 0.04345246
Moved 3582.04 372.6562 446.0673 0.02929678 0.1493499
Moved 3582.07 402.3289 469.8631 0.09798357 0.2105531
Moved 3582.101 421.0424 482.3687 0.1413018 0.2427176
Moved 3582.132 438.5226 493.6817 0.1817652 0.271815
Moved 3582.163 453.7187 501.3594 0.2169414 0.2915621
Moved 3582.193 465.4276 506.371 0.2440455 0.3044522
Moved 3582.224 476.2807 512.6404 0.2691683 0.320577
Moved 3582.255 489.2766 521.2074 0.2992513 0.3426115
Moved 3582.286 497.6546 527.6546 0.3186449 0.3591938
Moved 3582.316 503.3958 533.3958 0.3319348 0.3739603
Moved 3582.347 507.0322 537.0322 0.3403524 0.3833133
Moved 3582.378 509.7733 539.7733 0.3466975 0.3903634
Moved 3582.409 512 541 0.3518519 0.3935184
Moved 3582.439 513.5 542.5 0.3553241 0.3973764
Moved 3582.47 514.159 542 0.3568495 0.3960905
Moved 3582.501 515.2261 543 0.3593197 0.3986624
Stationary 3582.531 515 543 0.3587963 0.3986624
Ended 3582.562 515 543 0.3587963 0.3986624
Candidates 3582.624 13 do so di shop dip sp ship go ap zip gdp skip cup
Began 3583.115 343 522 -0.03935183 0.3446501
Stationary 3583.146 343 522 -0.03935183 0.3446501
Stationary 3583.177 343 522 -0.03935183 0.3446501
Stationary 3583.208 343 522 -0.03935183 0.3446501
Stationary 3583.238 343 522 -0.03935183 0.3446501
Stationary 3583.269 343 522 -0.03935183 0.3446501
Stationary 3583.3 343 522 -0.03935183 0.3446501
Stationary 3583.331 343 522 -0.03935183 0.3446501
Stationary 3583.361 343 522 -0.03935183 0.3446501
Moved 3583.392 353.6507 522 -0.01469741 0.3446501
Moved 3583.423 355.0218 522 -0.01152371 0.3446501
Moved 3583.453 359.5359 522 -0.001074423 0.3446501
Moved 3583.484 365.664 522 0.01311123 0.3446501
Moved 3583.515 378.881 522 0.043706 0.3446501
Moved 3583.546 401.5239 522 0.09612024 0.3446501
Moved 3583.576 424.2649 522 0.1487613 0.3446501
Moved 3583.607 443.1538 515.8463 0.1924855 0.3288226
Moved 3583.638 468.654 513 0.2515138 0.321502
Moved 3583.669 488.7729 512 0.2980853 0.31893
Moved 3583.699 499.5181 511 0.3229585 0.3163579
Moved 3583.73 507.7741 510 0.3420697 0.3137859
Moved 3583.761 512.3365 509 0.3526307 0.3112139
Moved 3583.792 517.0715 509 0.3635915 0.3112139
Moved 3583.822 519.3831 508 0.3689424 0.3086419
Moved 3583.853 522.2546 508 0.3755893 0.3086419
Moved 3583.884 523.3577 508 0.3781428 0.3086419
Moved 3583.915 523 506.8126 0.3773148 0.305588
Moved 3583.945 523 504.8678 0.3773148 0.3005858
Moved 3583.976 506.4852 502.0809 0.3390861 0.2934178
Moved 3584.007 485.8542 501 0.2913293 0.2906378
Moved 3584.038 465.3334 501 0.2438273 0.2906378
Moved 3584.068 449.707 500 0.2076551 0.2880658
Moved 3584.099 436.3802 500 0.1768061 0.2880658
Moved 3584.13 425.7349 500 0.1521641 0.2880658
Moved 3584.16 417.5143 499 0.1331348 0.2854938
Moved 3584.191 410.8175 498.4088 0.1176331 0.283973
Moved 3584.222 405.2917 498 0.104842 0.2829217
Moved 3584.253 399.7643 498 0.09204695 0.2829217
Moved 3584.283 396.409 498 0.08427997 0.2829217
Moved 3584.314 395 498 0.08101851 0.2829217
Moved 3584.345 392.9432 498 0.07625747 0.2829217
Stationary 3584.375 393 498 0.07638891 0.2829217
Ended 3584.406 393 498 0.07638891 0.2829217
Accept 3584.468 0 do
Candidates 3584.468 13 you toy root i to roy tour your error u too reply utility
Began 3585.113 574 523 0.4953703 0.3472221
Stationary 3585.144 574 523 0.4953703 0.3472221
Stationary 3585.175 574 523 0.4953703 0.3472221
Stationary 3585.205 574 523 0.4953703 0.3472221
Stationary 3585.236 574 523 0.4953703 0.3472221
Stationary 3585.267 574 523 0.4953703 0.3472221
Stationary 3585.298 574 523 0.4953703 0.3472221
Stationary 3585.328 574 523 0.4953703 0.3472221
Stationary 3585.359 574 523 0.4953703 0.3472221
Stationary 3585.39 574 523 0.4953703 0.3472221
Moved 3585.421 564.4641 523 0.4732964 0.3472221
Moved 3585.451 560.0475 523 0.463073 0.3472221
Moved 3585.482 553.832 523 0.4486853 0.3472221
Moved 3585.513 544.0428 523 0.4260251 0.3472221
Moved 3585.543 529.7443 523 0.3929266 0.3472221
Moved 3585.574 514.6896 523 0.3580779 0.3472221
Moved 3585.605 498.0918 523 0.3196568 0.3472221
Moved 3585.636 482.7642 523 0.2841764 0.3472221
Moved 3585.667 468.9409 523 0.2521781 0.3472221
Moved 3585.697 452.8101 523 0.2148383 0.3472221
Moved 3585.728 432.5934 531.2009 0.1680404 0.3683151
Moved 3585.759 413.3323 531 0.1234543 0.3677982
Moved 3585.789 392.5 531 0.07523149 0.3677982
Moved 3585.82 368.9063 531 0.02061635 0.3677982
Moved 3585.851 344.2063 531.866 -0.0365594 0.3700255
Moved 3585.882 322.5953 532 -0.08658489 0.3703703
Moved 3585.912 307.7147 533 -0.1210308 0.3729423
Moved 3585.943 289.8046 533 -0.1624894 0.3729423
Moved 3585.974 279.1948 533 -0.1870491 0.3729423
Moved 3586.005 270.9013 533 -0.2062469 0.3729423
Moved 3586.035 266.4104 533 -0.2166426 0.3729423
Moved 3586.066 261.444 533 -0.228139 0.3729423
Moved 3586.097 258.6785 533 -0.2345406 0.3729423
Moved 3586.127 256.9573 533 -0.2385248 0.3729423
Moved 3586.158 255.8659 533 -0.2410512 0.3729423
Moved 3586.189 253.8369 533 -0.2457478 0.3729423
Moved 3586.22 253 533 -0.2476852 0.3729423
Stationary 3586.25 253 533 -0.2476852 0.3729423
Moved 3586.281 251.7835 533 -0.2505011 0.3729423
Moved 3586.312 251 533 -0.2523148 0.3729423
Stationary 3586.343 251 533 -0.2523148 0.3729423
Moved 3586.373 249.7602 533 -0.2551848 0.3729423
Stationary 3586.404 249.7602 533 -0.2551848 0.3729423
Moved 3586.435 249 533 -0.2569445 0.3729423
Stationary 3586.466 249 533 -0.2569445 0.3729423
Moved 3586.496 247.8201 533 -0.2596757 0.3729423
Stationary 3586.527 247.8201 533 -0.2596757 0.3729423
Stationary 3586.558 247.8201 533 -0.2596757 0.3729423
Stationary 3586.589 248 533 -0.2592593 0.3729423
