exercise is good for the mind
exercise is good for the mind
Basic
Radial

0.6 0.6
432 388.8
Began 1497.051 280 547 -0.1851852 0.4089505
Stationary 1497.082 280 547 -0.1851852 0.4089505
Stationary 1497.112 280 547 -0.1851852 0.4089505
Stationary 1497.143 280 547 -0.1851852 0.4089505
Stationary 1497.174 280 547 -0.1851852 0.4089505
Stationary 1497.205 280 547 -0.1851852 0.4089505
Stationary 1497.235 280 547 -0.1851852 0.4089505
Stationary 1497.266 280 547 -0.1851852 0.4089505
Stationary 1497.297 280 547 -0.1851852 0.4089505
Stationary 1497.327 280 547 -0.1851852 0.4089505
Stationary 1497.358 280 547 -0.1851852 0.4089505
Stationary 1497.389 280 547 -0.1851852 0.4089505
Stationary 1497.42 280 547 -0.1851852 0.4089505
Stationary 1497.45 280 547 -0.1851852 0.4089505
Stationary 1497.481 280 547 -0.1851852 0.4089505
Stationary 1497.512 280 547 -0.1851852 0.4089505
Stationary 1497.542 280 547 -0.1851852 0.4089505
Stationary 1497.573 280 547 -0.1851852 0.4089505
Stationary 1497.604 280 547 -0.1851852 0.4089505
Stationary 1497.635 280 547 -0.1851852 0.4089505
Stationary 1497.665 280 547 -0.1851852 0.4089505
Stationary 1497.696 280 547 -0.1851852 0.4089505
Stationary 1497.727 280 547 -0.1851852 0.4089505
Stationary 1497.757 280 547 -0.1851852 0.4089505
Stationary 1497.788 280 547 -0.1851852 0.4089505
Stationary 1497.819 280 547 -0.1851852 0.4089505
Stationary 1497.849 280 547 -0.1851852 0.4089505
Stationary 1497.88 280 547 -0.1851852 0.4089505
Stationary 1497.911 280 547 -0.1851852 0.4089505
Stationary 1497.942 280 547 -0.1851852 0.4089505
Stationary 1497.972 280 547 -0.1851852 0.4089505
Stationary 1498.003 280 547 -0.1851852 0.4089505
Stationary 1498.034 280 547 -0.1851852 0.4089505
Moved 1498.064 263.3021 473.9741 -0.2238377 0.2211268
Moved 1498.095 259.7749 426.9487 -0.2320025 0.1001767
Moved 1498.126 259 401.324 -0.2337963 0.03426944
Moved 1498.157 259 378.3799 -0.2337963 -0.0247431
Moved 1498.187 259 362.3185 -0.2337963 -0.0660532
Moved 1498.218 259 351.7871 -0.2337963 -0.09314022
Moved 1498.249 259 345.1494 -0.2337963 -0.1102124
Moved 1498.279 259 336.3844 -0.2337963 -0.1327562
Moved 1498.31 268.6835 329.6331 -0.2113809 -0.1501207
Moved 1498.341 273.6912 324.8726 -0.1997889 -0.1623649
Moved 1498.371 282.2639 319.868 -0.1799446 -0.1752366
Moved 1498.402 296.7015 314.1194 -0.1465244 -0.1900222
Moved 1498.433 305.6327 312 -0.1258503 -0.1954732
Moved 1498.464 312 311 -0.1111111 -0.1980453
Moved 1498.494 318.5001 311 -0.09606466 -0.1980453
Moved 1498.525 323.1201 311 -0.08537009 -0.1980453
Moved 1498.556 325.9834 319.9668 -0.07874215 -0.1749825
Moved 1498.586 329.5068 331.5339 -0.07058616 -0.1452317
Moved 1498.617 330 345.9245 -0.06944443 -0.1082189
Moved 1498.648 330 362.7568 -0.06944443 -0.06492607
Moved 1498.679 322.0659 382.9341 -0.0878105 -0.01302954
Moved 1498.709 316.6044 407.9779 -0.1004527 0.05138342
Moved 1498.74 307.2727 438.7575 -0.1220539 0.1305491
Moved 1498.771 299.6428 460.1669 -0.1397158 0.1856142
Moved 1498.801 293.0349 476.9187 -0.1550119 0.2287003
Moved 1498.832 287.3127 493.3745 -0.1682575 0.2710249
Moved 1498.863 283.2722 503.1833 -0.1776106 0.2962532
Moved 1498.894 277.7905 511.2095 -0.1902998 0.3168969
Moved 1498.924 273.7741 516.2259 -0.199597 0.329799
Moved 1498.955 270.0208 519.9792 -0.2082852 0.3394525
Moved 1498.986 266.1485 521.8515 -0.2172488 0.3442682
Moved 1499.016 263.5 523.5 -0.2233796 0.3485081
Moved 1499.047 259.7354 524.2646 -0.2320941 0.3504748
Moved 1499.078 256.8625 524 -0.2387442 0.3497942
Moved 1499.109 253.9935 524 -0.2453855 0.3497942
Moved 1499.139 252.6088 524 -0.2485907 0.3497942
Moved 1499.17 251.6266 524 -0.2508644 0.3497942
Moved 1499.201 250.6261 525.374 -0.2531804 0.353328
Moved 1499.231 249.9749 526.0251 -0.2546878 0.3550029
Stationary 1499.262 249.9749 526.0251 -0.2546878 0.3550029
Moved 1499.293 250 528 -0.2546296 0.3600822
Moved 1499.323 250 529.012 -0.2546296 0.3626851
Moved 1499.354 257.8731 531.9841 -0.2364049 0.3703295
Moved 1499.385 269.2353 537.6941 -0.2101035 0.3850156
Moved 1499.416 281.5856 541.7171 -0.1815147 0.3953628
Moved 1499.446 295.3711 545 -0.1496039 0.4038065
Moved 1499.477 306.4714 547.0943 -0.1239088 0.4091931
Moved 1499.508 316.8993 549 -0.09977023 0.4140946
Moved 1499.538 325.691 550.8455 -0.07941887 0.4188413
Moved 1499.569 331 551 -0.06712963 0.4192385
Moved 1499.6 334.2705 551 -0.05955895 0.4192385
Moved 1499.63 336.1533 551 -0.0552008 0.4192385
Moved 1499.661 341.0255 521.6935 -0.04392236 0.3438618
Moved 1499.692 341 478.7385 -0.04398147 0.2333809
Moved 1499.723 330.5909 426.4539 -0.06807665 0.0989041
Moved 1499.753 329 393.1835 -0.07175927 0.01333189
Moved 1499.784 327 363.5986 -0.07638887 -0.06276096
Moved 1499.815 326.272 341.448 -0.07807409 -0.1197327
Moved 1499.845 325.4036 321.0182 -0.0800842 -0.1722784
Moved 1499.876 325 307.0901 -0.08101851 -0.2081015
Moved 1499.907 324 294.9519 -0.08333336 -0.2393213
Moved 1499.938 323.1087 283.4346 -0.08539657 -0.2689439
Moved 1499.968 323 275.7246 -0.08564815 -0.2887742
Moved 1499.999 322 267.0966 -0.08796295 -0.3109655
Moved 1500.03 320.8625 258.4498 -0.09059618 -0.3332052
Moved 1500.06 319.9861 251.9584 -0.09262472 -0.3499013
Moved 1500.091 319 247.2115 -0.09490739 -0.3621103
Moved 1500.122 319 244.5 -0.09490739 -0.3690844
Moved 1500.153 319 241.6917 -0.09490739 -0.3763075
Stationary 1500.183 319 241.6917 -0.09490739 -0.3763075
Moved 1500.214 346.5 264.5 -0.03125002 -0.3176441
Moved 1500.245 357.257 279.5935 -0.006349435 -0.2788233
Moved 1500.275 383.5707 320.7701 0.05456179 -0.1729163
Moved 1500.306 412.5887 362.22 0.1217331 -0.06630674
Moved 1500.337 432.054 394.6864 0.1667917 0.01719749
Moved 1500.367 445.8731 417.9717 0.1987804 0.07708761
Moved 1500.398 459.3128 440.2821 0.2298908 0.1344703
Moved 1500.429 468.0578 455.5867 0.2501338 0.1738339
Moved 1500.46 473.1021 464.1531 0.2618103 0.1958669
Moved 1500.49 478.8594 474.7189 0.2751376 0.2230422
Moved 1500.521 482.8095 482.4284 0.2842812 0.2428713
Moved 1500.552 484.6843 487.3687 0.2886211 0.2555778
Moved 1500.582 485 491.1937 0.2893518 0.2654157
Moved 1500.613 485 493.0343 0.2893518 0.2701498
Stationary 1500.644 485 493 0.2893518 0.2700616
Moved 1500.675 471 493 0.2569444 0.2700616
Moved 1500.705 441.1511 483.389 0.1878498 0.2453422
Moved 1500.736 368.1309 448.3201 0.01882146 0.1551443
Moved 1500.767 310.1518 414.6954 -0.1153894 0.06866082
Moved 1500.797 286.5593 396.4915 -0.1700015 0.02184028
Moved 1500.828 266.4548 381.4729 -0.2165399 -0.01678788
Moved 1500.859 253.4655 371.8491 -0.2466076 -0.04154032
Moved 1500.89 246.2534 365.5023 -0.2633022 -0.05786448
Moved 1500.92 240.53 360.3534 -0.2765508 -0.0711076
Moved 1500.951 237.3047 357.3047 -0.2840169 -0.07894892
Moved 1500.982 235 355.4238 -0.2893518 -0.08378652
Moved 1501.012 233.9874 355 -0.2916958 -0.08487654
