the five boxing wizards jump quickly
the five boxing wizards jump quickly
FixStart
Radial

0.6 0.6
432 388.8
Began 1377.424 425 403 0.150463 0.03858017
Stationary 1377.455 425 403 0.150463 0.03858017
Moved 1377.486 413.7247 446.0768 0.1243627 0.1493745
Moved 1377.517 413 527.7236 0.1226852 0.3593713
Moved 1377.547 413 555.0649 0.1226852 0.4296936
Moved 1377.578 413 566.3094 0.1226852 0.4586146
Moved 1377.609 413 569.5 0.1226852 0.4668209
Moved 1377.639 428.4597 552.1349 0.1584715 0.4221576
Moved 1377.67 448.7173 479.3666 0.205364 0.2349963
Moved 1377.701 451 437.0376 0.2106482 0.1261254
Moved 1377.732 451 424.6044 0.2106482 0.094147
Moved 1377.762 441.7029 424 0.1891272 0.09259254
Moved 1377.793 384.6317 486.8243 0.0570179 0.2541777
Moved 1377.824 358.3291 534.2947 -0.003867845 0.3762724
Moved 1377.854 344.708 563.23 -0.0353981 0.4506943
Moved 1377.885 331.592 598.4213 -0.06575932 0.541207
Ended 1377.916 329.5 610 -0.07060184 0.5709876
Candidates 1377.977 13 the there further re tiger r other threw true where t he trigger
Began 1378.592 249 434 -0.2569445 0.1183127
Moved 1378.622 294.4955 434 -0.1516307 0.1183127
Moved 1378.653 452.1175 451.6711 0.2132348 0.1637631
Ended 1378.684 505 457 0.3356481 0.1774691
Accept 1378.745 0 the
Began 1379.114 410 469 0.1157407 0.2083333
Stationary 1379.145 410 469 0.1157407 0.2083333
Stationary 1379.175 410 469 0.1157407 0.2083333
Moved 1379.206 397.063 469 0.08579414 0.2083333
Moved 1379.237 384.9657 469 0.05779097 0.2083333
Moved 1379.268 362.9771 460.8539 0.006891489 0.1873813
Moved 1379.298 349.9173 460 -0.02333959 0.1851851
Moved 1379.329 345.1064 460 -0.03447587 0.1851851
Moved 1379.36 343.5 460 -0.03819446 0.1851851
Moved 1379.391 344 460 -0.03703703 0.1851851
Moved 1379.421 358.679 480.679 -0.003057917 0.2383717
Moved 1379.452 380.1417 499.374 0.04662434 0.2864557
Moved 1379.483 406.0492 519.3661 0.1065954 0.3378758
Moved 1379.513 432.9186 538.6124 0.168793 0.3873774
Moved 1379.544 455.446 555.8345 0.2209398 0.4316729
Moved 1379.575 471.0871 567.2697 0.257146 0.4610844
Moved 1379.605 484.096 575.3973 0.2872593 0.4819889
Moved 1379.636 489.135 579.5675 0.2989238 0.4927146
Moved 1379.667 491.5 581.5 0.3043981 0.4976851
Moved 1379.698 492 581 0.3055556 0.496399
Stationary 1379.728 492 581 0.3055556 0.496399
Moved 1379.759 478.4549 559.1823 0.2742011 0.4402836
Moved 1379.79 455.9955 525.1046 0.2222118 0.3526351
Moved 1379.821 417.5353 460.3962 0.1331837 0.1862041
Moved 1379.851 396.7215 423.4893 0.08500338 0.09127899
Moved 1379.882 386.2304 400.4609 0.06071865 0.03204958
Moved 1379.913 380.1401 386.2802 0.04662057 -0.004423557
Moved 1379.943 376.696 376.088 0.03864815 -0.03063806
Moved 1379.974 375 371.6444 0.03472219 -0.04206693
Moved 1380.005 374 371 0.03240744 -0.04372435
Stationary 1380.036 374 371 0.03240744 -0.04372435
Moved 1380.066 367.5767 397.5398 0.01753867 0.02453647
Moved 1380.097 347.8757 448.7268 -0.02806544 0.1561903
Moved 1380.128 335.5522 486.0674 -0.05659218 0.2522309
Moved 1380.158 327.5377 520.774 -0.07514432 0.3414969
Moved 1380.189 321.3997 556.2042 -0.08935262 0.4326237
Moved 1380.22 316.0276 598.2928 -0.1017879 0.5408764
Ended 1380.251 315.5371 607.0922 -0.1029234 0.5635085
Candidates 1380.343 13 five dive river driver ice drive drove derive size fiber soccer arrive tube
Began 1381.019 294 438 -0.1527778 0.1286007
Moved 1381.049 357.19 438 -0.006504605 0.1286007
Moved 1381.08 476.312 447.3957 0.2692409 0.1527666
Moved 1381.111 519 452.5 0.3680556 0.165895
Ended 1381.141 525 453 0.3819444 0.167181
Accept 1381.203 0 five
Began 1381.572 394 520 0.07870366 0.3395061
Stationary 1381.602 394 520 0.07870366 0.3395061
Stationary 1381.633 394 520 0.07870366 0.3395061
Stationary 1381.664 394 520 0.07870366 0.3395061
Stationary 1381.694 394 520 0.07870366 0.3395061
Moved 1381.725 394 497.95 0.07870366 0.2827932
Moved 1381.756 408.8012 467.6647 0.1129657 0.2048989
Moved 1381.786 424.8015 444.7978 0.1500034 0.1460848
Moved 1381.817 440.1432 417.6658 0.1855168 0.07630081
Moved 1381.848 447.8639 403.2722 0.2033888 0.03928024
Moved 1381.879 450.8018 396.3965 0.2101892 0.02159582
Moved 1381.909 452.3231 394 0.213711 0.01543206
Moved 1381.94 455.5374 407.1496 0.2211514 0.049253
Moved 1381.971 501.8467 534.05 0.328349 0.3756429
Moved 1382.002 536.9403 609.8806 0.409584 0.5706804
Moved 1382.032 554.465 642.9299 0.4501504 0.6556838
Moved 1382.063 559.3641 657.4565 0.461491 0.6930465
Moved 1382.094 560 663.4874 0.462963 0.708558
Moved 1382.125 560 665.5 0.462963 0.7137346
Moved 1382.155 547.1433 665 0.4332021 0.7124484
Moved 1382.186 507.6208 632.663 0.3417149 0.6292771
Moved 1382.217 447.8333 573.8334 0.2033179 0.4779665
Moved 1382.247 385.0055 504.292 0.05788306 0.2991048
Moved 1382.278 346.6848 461.1322 -0.03082231 0.1880972
Moved 1382.309 317.7609 431.1061 -0.09777566 0.1108695
Moved 1382.339 302.0845 415.0845 -0.1340636 0.06966179
Moved 1382.37 292.7855 407.857 -0.1555891 0.0510724
Moved 1382.401 291 406 -0.1597222 0.04629618
Moved 1382.432 308.1774 431.9954 -0.1199597 0.1131567
Moved 1382.462 436.5907 564.9276 0.1772933 0.4550605
Moved 1382.493 491.349 616.1242 0.3040487 0.5867391
Moved 1382.524 511.3108 633.3108 0.3502564 0.6309432
Moved 1382.555 515.7239 637.7239 0.3604719 0.6422938
Moved 1382.585 517.0728 638 0.3635943 0.643004
Moved 1382.616 518 638 0.3657407 0.643004
Moved 1382.647 505.3185 608.246 0.3363855 0.5664762
Moved 1382.677 477.6716 539.2973 0.272388 0.3891391
Moved 1382.708 455.8942 486.3668 0.2219772 0.253001
Moved 1382.739 433.8895 436.89 0.1710404 0.1257457
Moved 1382.77 408.9958 397.7084 0.1134163 0.02496998
Moved 1382.8 387.7835 394 0.06431371 0.01543206
Moved 1382.831 361.918 441.7967 0.00443985 0.1383658
Moved 1382.862 356.3202 476.1573 -0.008518001 0.2267419
Moved 1382.892 356 518.974 -0.009259283 0.3368672
Ended 1382.923 356 518.974 -0.009259283 0.3368672
Candidates 1383.046 13 mixing boxing moving living building missing binding clicking blocking nothing bidding blocks victims
Began 1383.875 316.0596 447.0851 -0.1017138 0.1519679
Moved 1383.906 414.3593 565.4383 0.1258316 0.4563741
Moved 1383.937 494.1132 652.8804 0.3104471 0.6812767
Ended 1383.968 499 658 0.3217593 0.6944444
Accept 1384.029 1 boxing
Began 1384.398 384 461 0.0555556 0.1877571
Stationary 1384.428 384 461 0.0555556 0.1877571
Moved 1384.459 374.1453 468.6648 0.03274371 0.2074711
Moved 1384.49 346.4931 494.4435 -0.03126591 0.2737743
Moved 1384.521 324.2465 516.7535 -0.08276269 0.331156
Moved 1384.551 300.9369 539.5552 -0.1367201 0.3898025
Moved 1384.582 281.6825 558.3174 -0.1812905 0.4380592
Moved 1384.613 270.2189 571.0414 -0.2078266 0.4707853
Moved 1384.643 261.6167 582.1777 -0.2277391 0.4994282
Moved 1384.674 255.6729 591.6541 -0.2414978 0.5238017
Moved 1384.705 255 598.5981 -0.2430556 0.5416618
Moved 1384.736 255 607.1144 -0.2430556 0.5635657
Moved 1384.766 304.1335 634.2365 -0.1293206 0.6333241
Moved 1384.797 388.1679 647.7899 0.0652036 0.6681838
Moved 1384.828 444.751 641.96 0.1961829 0.6531892
Moved 1384.858 484.0613 628.9067 0.287179 0.6196159
Moved 1384.889 508.4981 616.7509 0.3437456 0.588351
Moved 1384.92 517.9132 611.0434 0.3655398 0.5736712
Moved 1384.951 519 606.7621 0.3680556 0.5626598
Moved 1384.981 519 598.5629 0.3680556 0.541571
Moved 1385.012 485.0054 571.2358 0.2893643 0.4712853
Moved 1385.043 389.9249 497.8951 0.06927063 0.282652
Moved 1385.073 317.4293 434.105 -0.09854337 0.1185828
Moved 1385.104 262.3823 380.3823 -0.2259668 -0.01959294
Moved 1385.135 233.2073 350.2073 -0.2935017 -0.09720358
Moved 1385.166 215.5404 333.5404 -0.3343972 -0.140071
Moved 1385.196 206.5033 325.5033 -0.3553165 -0.1607426
Moved 1385.227 201.2954 322.2954 -0.3673717 -0.1689934
Moved 1385.258 199.8596 322 -0.3706955 -0.1697531
Moved 1385.289 199 329.2538 -0.3726852 -0.1510961
Moved 1385.319 222.6848 367.4484 -0.3178592 -0.05285906
Moved 1385.35 244.6803 402.0204 -0.2669438 0.03606078
Moved 1385.381 264.2527 428.6703 -0.2216372 0.1046046
Moved 1385.411 276.3096 446.8334 -0.1937278 0.1513204
Moved 1385.442 280.1316 455.3948 -0.1848806 0.1733404
Moved 1385.473 281.9947 460.9894 -0.1805678 0.18773
Moved 1385.504 282 463.6447 -0.1805555 0.1945594
Moved 1385.534 282 466.4016 -0.1805555 0.20165
Moved 1385.565 282 469.2668 -0.1805555 0.2090196
Moved 1385.596 272.9169 473.2708 -0.2015812 0.2193177
Moved 1385.626 269.5773 476.7114 -0.2093119 0.228167
Moved 1385.657 265.4129 481.1741 -0.2189515 0.2396453
Moved 1385.688 262.5375 485.925 -0.2256076 0.2518646
Moved 1385.719 262 491.671 -0.2268519 0.2666435
Moved 1385.749 261 497.7516 -0.2291666 0.2822828
Moved 1385.78 261 502.7511 -0.2291666 0.2951416
Moved 1385.811 261 510.8568 -0.2291666 0.3159896
Moved 1385.841 274.3807 522.4759 -0.1981927 0.3458741
Moved 1385.872 293.988 539.9915 -0.1528055 0.3909244
Moved 1385.903 318.0925 559.3517 -0.0970082 0.4407194
Moved 1385.934 334.6832 570.9466 -0.05860364 0.4705415
Moved 1385.964 348.7844 580.1896 -0.02596214 0.4943147
Moved 1385.995 358.4891 587.4891 -0.003497452 0.5130891
Moved 1386.026 364.0351 591.0351 0.009340545 0.5222095
Moved 1386.057 366.5 591 0.0150463 0.5221192
Stationary 1386.087 366.5 591 0.0150463 0.5221192
Moved 1386.118 366 591 0.01388888 0.5221192
Moved 1386.149 349.8279 571.6605 -0.02354642 0.4723776
Moved 1386.179 323.0029 542.2532 -0.08564145 0.3967417
Moved 1386.21 296.6498 510.4069 -0.146644 0.3148325
Moved 1386.241 280.5 488 -0.1840278 0.2572016
Moved 1386.271 270.8971 475.1618 -0.2062567 0.2241815
Moved 1386.302 268.0875 471.175 -0.2127604 0.2139274
Moved 1386.333 267 469.2145 -0.2152778 0.2088851
Moved 1386.364 266 467.3422 -0.2175926 0.2040694
Moved 1386.394 265 465.8814 -0.2199074 0.2003122
Moved 1386.425 263.625 466 -0.2230904 0.2006171
Moved 1386.456 260.1843 466 -0.2310548 0.2006171
Moved 1386.487 239.2859 473.0284 -0.2794308 0.2186945
Ended 1386.517 236 475 -0.287037 0.2237653
Candidates 1386.64 13 wizards seized sizes fixed dedicated drivers related derived success drives rivers rights educated
Began 1387.162 275 418 -0.1967592 0.07716041
Moved 1387.193 374.4103 429.0195 0.03335724 0.1055027
Ended 1387.224 535 451 0.4050927 0.162037
Accept 1387.285 0 wizards
Began 1387.623 386 460 0.06018519 0.1851851
Stationary 1387.654 386 460 0.06018519 0.1851851
Stationary 1387.685 386 460 0.06018519 0.1851851
