taking the train is usually faster
Moved 2307.484 330.2162 280.4108 -0.06894385 -0.2767213
Moved 2307.515 315.3197 308.3606 -0.1034266 -0.2048339
Moved 2307.546 304.3758 333.5605 -0.1287597 -0.1400192
Moved 2307.577 297.7466 353.0135 -0.144105 -0.0899858
Moved 2307.607 292.1131 373.3214 -0.1571456 -0.03775381
Moved 2307.638 289 391.2286 -0.1643519 0.008304031
Moved 2307.669 289 405.0566 -0.1643519 0.04386996
Moved 2307.699 289 416.4216 -0.1643519 0.0731007
Moved 2307.73 289 425.8739 -0.1643519 0.09741225
Moved 2307.761 289 432.7582 -0.1643519 0.1151189
Moved 2307.792 296 438.6522 -0.1481481 0.1302781
Moved 2307.823 297 441.5182 -0.1458333 0.1376496
Stationary 2307.853 297 442 -0.1458333 0.1388888
Moved 2307.884 297 443 -0.1458333 0.1414608
Ended 2307.915 297 443 -0.1458333 0.1414608
Candidates 2308.068 13 taking talking deadline reasons trading reading headline respond headlines using response trains walking
Began 2308.929 356 573 -0.009259283 0.4758229
Stationary 2308.96 356 573 -0.009259283 0.4758229
Stationary 2308.991 356 573 -0.009259283 0.4758229
Stationary 2309.021 356 573 -0.009259283 0.4758229
Moved 2309.052 356 555.683 -0.009259283 0.4312833
Moved 2309.083 362.9979 534.1274 0.006939471 0.3758419
Moved 2309.114 368.9142 512.6191 0.02063483 0.3205224
Moved 2309.144 377.6388 490.7225 0.04083047 0.2642038
Moved 2309.175 390.3366 467.1942 0.07022361 0.2036886
Moved 2309.206 400.5565 445.8871 0.0938807 0.1488864
Moved 2309.237 407.8069 428.5793 0.1106641 0.1043706
Moved 2309.267 415.4899 412.0203 0.1284488 0.06178047
Moved 2309.298 421.7948 399.607 0.1430434 0.02985338
Moved 2309.329 427.735 388.8975 0.156794 0.002308363
Moved 2309.359 433.2456 380.6316 0.16955 -0.01895175
Moved 2309.39 436 375.7043 0.1759259 -0.0316247
Moved 2309.421 438 371.7133 0.1805556 -0.04188985
Moved 2309.452 440 367.9031 0.1851852 -0.05168954
Moved 2309.482 441.4256 366.5744 0.1884852 -0.05510706
Moved 2309.513 443.1965 365 0.1925845 -0.05915646
Moved 2309.544 443 364 0.1921296 -0.06172839
Moved 2309.574 435.9154 364 0.1757302 -0.06172839
Moved 2309.605 410.5411 387.8212 0.1169932 -0.0004598437
Moved 2309.636 383.4608 409.6101 0.05430727 0.05558147
Moved 2309.667 352.2056 431.863 -0.01804267 0.1128162
Moved 2309.698 326.7513 449.8325 -0.07696464 0.159034
Moved 2309.728 301.591 469.9272 -0.1352061 0.2107182
Moved 2309.759 281.327 487.2548 -0.1821135 0.2552848
Moved 2309.79 263.2459 501.2951 -0.2239679 0.2913967
Moved 2309.821 251.1505 511.8495 -0.2519664 0.3185428
Moved 2309.851 241.7914 518.4724 -0.2736311 0.3355771
Moved 2309.882 232.7807 527.2194 -0.2944891 0.3580744
Moved 2309.913 225.6634 533.3365 -0.3109643 0.3738079
Moved 2309.944 220.1642 538.9179 -0.323694 0.3881633
Moved 2309.974 216.5343 543.4657 -0.3320966 0.3998603
Moved 2310.005 214.9372 547.0628 -0.3357936 0.4091121
Moved 2310.036 214 550.6201 -0.3379629 0.4182615
Moved 2310.066 213 553 -0.3402778 0.4243826
Ended 2310.097 212 554 -0.3425926 0.4269547
Accept 2310.189 0 taking
Candidates 2310.189 13 the there threw where other time higher tiger he else huge she trigger
Began 2311.05 425 523 0.150463 0.3472221
Stationary 2311.081 425 523 0.150463 0.3472221
Moved 2311.112 414.6125 523 0.1264179 0.3472221
Moved 2311.142 405.5568 523 0.1054555 0.3472221
Moved 2311.173 390.2296 523 0.06997605 0.3472221
Moved 2311.204 372.2026 523 0.02824674 0.3472221
Moved 2311.235 356.6193 523 -0.007825792 0.3472221
Moved 2311.265 340.0768 523 -0.0461184 0.3472221
Moved 2311.296 317.1497 510.5749 -0.09919037 0.3152646
Moved 2311.327 295.015 499.5075 -0.1504283 0.2867991
Moved 2311.357 274.2203 487.4802 -0.1985641 0.2558647
Moved 2311.388 256.4806 474.5548 -0.2396282 0.2226203
Moved 2311.419 241.006 460.006 -0.275449 0.1852006
Moved 2311.45 226.4038 445.0032 -0.3092504 0.146613
Moved 2311.48 211.8144 430.8144 -0.3430223 0.1101193
Moved 2311.511 200.1869 417.1869 -0.3699377 0.07506912
Moved 2311.542 189 402.5 -0.3958333 0.03729416
Moved 2311.573 179.1051 391.8068 -0.4187382 0.009791174
Moved 2311.604 169.5862 380.7816 -0.4407727 -0.0185658
Moved 2311.634 160.5 371.5 -0.4618056 -0.04243827
Moved 2311.665 153.4744 362.2116 -0.4780685 -0.06632824
Moved 2311.696 146.949 354.9235 -0.4931736 -0.0850734
Moved 2311.726 140.9923 348.9924 -0.5069621 -0.1003283
Moved 2311.757 136.7865 341.3596 -0.5166979 -0.1199601
Moved 2311.788 134.0187 338.0187 -0.5231048 -0.1285528
Moved 2311.819 133 336.254 -0.5254629 -0.1330915
Stationary 2311.849 133 336 -0.5254629 -0.1337449
Stationary 2311.88 133 336 -0.5254629 -0.1337449
Moved 2311.911 153.4041 346.936 -0.4782313 -0.1056173
Moved 2311.942 176.5 362 -0.4247685 -0.06687243
Moved 2311.972 208.5301 386.6241 -0.3506247 -0.003538955
Moved 2312.003 252.6989 417.4659 -0.2483823 0.07578669
Moved 2312.034 297.5468 448.7167 -0.1445676 0.1561643
Moved 2312.064 334.931 473.2874 -0.05803009 0.2193604
Moved 2312.095 384.2897 500.4637 0.05622626 0.2892583
Moved 2312.126 423.4665 519.7333 0.1469132 0.3388201
Moved 2312.157 451.7484 532.7947 0.2123805 0.3724142
Moved 2312.188 477.9917 543.0737 0.273129 0.3988521
Moved 2312.218 501.0047 552.1268 0.3263998 0.4221367
Moved 2312.249 525.5 560 0.3831019 0.4423867
Moved 2312.28 529.7039 560.9013 0.3928332 0.4447049
Moved 2312.311 535.6552 562 0.4066092 0.4475308
Moved 2312.341 537.051 562 0.4098403 0.4475308
Stationary 2312.372 537 562 0.4097222 0.4475308
Stationary 2312.403 537 562 0.4097222 0.4475308
Moved 2312.433 520.3792 541.3792 0.371248 0.3944937
Moved 2312.464 499.9538 516.2264 0.3239672 0.3298002
Moved 2312.495 479.31 488.7811 0.2761805 0.2592107
Moved 2312.526 458.4731 459.2624 0.2279471 0.183288
Moved 2312.556 434.2076 420.8976 0.1717768 0.0846132
Moved 2312.587 416.9763 386.7432 0.1318896 -0.003232642
Moved 2312.618 404.5545 357.0248 0.1031353 -0.07966885
Moved 2312.649 395.8743 330.8416 0.08304239 -0.1470125
Moved 2312.679 389 303 0.06712963 -0.2186215
Moved 2312.71 383.382 279.2192 0.05412509 -0.2797861
Moved 2312.741 380.926 260.482 0.0484398 -0.3279785
Moved 2312.771 378.5 240.5 0.04282405 -0.3793725
Moved 2312.802 376.7012 224.5061 0.03866017 -0.420509
Moved 2312.833 375.9399 209.6993 0.03689786 -0.4585923
Moved 2312.864 376 197.5 0.03703703 -0.4899692
Moved 2312.895 376 186.0125 0.03703703 -0.5195153
Moved 2312.925 376 176.9597 0.03703703 -0.5427991
Moved 2312.956 376 171.2198 0.03703703 -0.5575621
Moved 2312.987 376 167.7955 0.03703703 -0.5663695
Moved 2313.018 376 164.9758 0.03703703 -0.5736219
Stationary 2313.048 376 165 0.03703703 -0.5735598
Ended 2313.079 376 165 0.03703703 -0.5735598
Accept 2313.171 0 the
Candidates 2313.171 13 train rain retain reason traffic grain resign tradition season design drain station tragic
Began 2314.216 491 504 0.3032407 0.2983539
Stationary 2314.247 491 504 0.3032407 0.2983539
Stationary 2314.278 491 504 0.3032407 0.2983539
Moved 2314.309 474.0016 497.0023 0.2638927 0.2803557
Moved 2314.339 456.5892 487.6224 0.2235862 0.2562305
Moved 2314.37 422.3481 468.4531 0.1443244 0.2069265
Moved 2314.401 392.0692 451.0377 0.07423411 0.162134
Moved 2314.432 362.4164 435.9666 0.005593399 0.1233707
Moved 2314.462 335.8047 423.9868 -0.0560075 0.0925586
Moved 2314.493 314.537 413.2302 -0.1052383 0.06489236
Moved 2314.524 295.8256 403.9128 -0.1485518 0.04092785
Moved 2314.554 278.2539 395.627 -0.1892271 0.01961657
Moved 2314.585 263.5656 387.2828 -0.2232278 -0.001844751
Moved 2314.616 249.0173 379.0087 -0.2569043 -0.02312586
Moved 2314.647 235.2865 370.7148 -0.2886888 -0.04445778
Moved 2314.677 223.5639 363.3383 -0.3158243 -0.06343032
Moved 2314.708 211.5311 355.1483 -0.3436781 -0.08449515
Moved 2314.739 200.8476 346.8476 -0.3684082 -0.1058447
Moved 2314.77 191.557 340.557 -0.3899144 -0.1220241
Moved 2314.801 183.7726 335.7726 -0.4079338 -0.1343298
Moved 2314.831 177.2718 331.2718 -0.4229819 -0.145906
Moved 2314.862 173.8732 331 -0.4308492 -0.146605
Moved 2314.893 173 331 -0.4328704 -0.146605
Ended 2314.923 171.5 331 -0.4363426 -0.146605
Accept 2315.046 0 train
Candidates 2315.046 13 is pass us usa odds id pa oa psa pizza offers oz idea
Began 2316.03 457 556 0.2245371 0.4320986
Stationary 2316.061 457 556 0.2245371 0.4320986
Stationary 2316.092 457 556 0.2245371 0.4320986
Stationary 2316.122 457 556 0.2245371 0.4320986
Moved 2316.153 443.0933 556 0.1923456 0.4320986
Moved 2316.184 437.7454 546.7454 0.1799661 0.4082956
Moved 2316.215 431.2066 544.1033 0.16483 0.4015001
Moved 2316.245 424.6819 540.3409 0.1497266 0.3918234
Moved 2316.276 418.6632 536.7755 0.1357944 0.3826528
Moved 2316.307 409.4958 530.3718 0.1145735 0.3661826
Moved 2316.337 396.7818 522.4254 0.08514304 0.3457443
Moved 2316.368 381.9835 512.7901 0.05088766 0.3209621
Moved 2316.399 370.6749 503.6749 0.0247105 0.2975177
Moved 2316.43 357.0146 494.2088 -0.006910513 0.2731707
Moved 2316.46 341.192 483.9152 -0.04353702 0.2466954
Moved 2316.491 325.7711 473.514 -0.07923359 0.2199434
Moved 2316.522 309.0273 462.2164 -0.1179925 0.1908856
Moved 2316.553 295.5455 451.5455 -0.1492002 0.16344
Moved 2316.583 283.5204 444.7602 -0.1770362 0.1459881
Moved 2316.614 272.7741 437.3306 -0.2019117 0.1268791
Moved 2316.645 264.0522 432.3681 -0.2221014 0.1141154
Moved 2316.676 256.7594 427.8396 -0.2389828 0.102468
Moved 2316.706 250.3246 422.3246 -0.2538782 0.08828347
Moved 2316.737 244.2523 417.5015 -0.2679345 0.07587833
Moved 2316.768 237.9959 410.9958 -0.282417 0.0591457
Moved 2316.799 230.6986 403.6985 -0.2993089 0.04037684
Moved 2316.829 222.5 394 -0.318287 0.01543206
Moved 2316.86 214.0735 386.0735 -0.3377927 -0.004954985
Moved 2316.891 204.0211 376.7659 -0.3610622 -0.02889444
Moved 2316.922 195.4771 368.4771 -0.3808401 -0.05021334
Moved 2316.952 189.1782 361.1782 -0.3954208 -0.06898613
Moved 2316.983 183.6393 355.6392 -0.4082425 -0.08323253
Moved 2317.014 180.5625 351.125 -0.4153646 -0.09484318
Moved 2317.044 177.8016 349.8016 -0.4217555 -0.09824689
Moved 2317.075 176 348.33 -0.4259259 -0.1020319
Moved 2317.106 173.5781 346.5781 -0.4315322 -0.1065377
Moved 2317.137 171.8091 346 -0.4356272 -0.1080248
Moved 2317.167 170 345 -0.4398148 -0.1105968
Moved 2317.198 167.6323 343.6323 -0.4452956 -0.1141145
Moved 2317.229 165.9369 344 -0.4492202 -0.1131688
Moved 2317.26 163.1087 343.1087 -0.4557669 -0.1154612
Moved 2317.29 161.7278 343 -0.4589635 -0.1157408
Moved 2317.321 160.7091 343 -0.4613216 -0.1157408
Stationary 2317.352 161 343 -0.4606481 -0.1157408
Moved 2317.383 161 347.1614 -0.4606481 -0.1050377
Moved 2317.413 171.0993 356.0994 -0.43727 -0.08204903
Moved 2317.444 190.2498 370.6387 -0.3929403 -0.04465346
Moved 2317.475 222.2523 392.9787 -0.3188605 0.01280525
Moved 2317.506 263.0741 416.0444 -0.2243656 0.07213063
Moved 2317.536 308.4922 436.6053 -0.119231 0.1250135
Moved 2317.567 356.5 457.5 -0.008101861 0.1787551
Moved 2317.598 401.8556 479.158 0.09688784 0.2344598
Moved 2317.628 434.3081 495.137 0.1720095 0.2755579
Moved 2317.659 459.5 509.5 0.2303241 0.3124999
Moved 2317.69 482.2493 521.2496 0.2829844 0.34272
Moved 2317.721 498.1555 530.0933 0.3198043 0.3654662
Moved 2317.751 508 537.5 0.3425926 0.3845164
Moved 2317.782 511.2346 541.2346 0.35008 0.3941217
Moved 2317.813 511 543 0.349537 0.3986624
Moved 2317.844 504.9148 544 0.3354509 0.4012345
Moved 2317.875 490.1013 544 0.3011604 0.4012345
Moved 2317.905 450.8835 530.2761 0.2103785 0.3659363
Moved 2317.936 404.3455 512.0788 0.1026517 0.3191326
Moved 2317.967 356.1266 490.2949 -0.008966178 0.263104
Moved 2317.997 313.4698 467.8165 -0.1077088 0.2052894
Moved 2318.028 275.8551 447.2488 -0.1947799 0.1523887
Moved 2318.059 242.7005 426.467 -0.2715266 0.09893762
Moved 2318.09 217.1929 409.7953 -0.3305719 0.05605784
Moved 2318.12 195.9885 395.2413 -0.3796563 0.01862471
Moved 2318.151 175.4099 380.15 -0.4272919 -0.0201905
Moved 2318.182 159.2667 368.4134 -0.4646603 -0.05037716
Moved 2318.213 145.5328 357.9197 -0.4964519 -0.07736708
Moved 2318.243 134.6332 347.6332 -0.5216824 -0.1038242
Moved 2318.274 125.6618 339.6618 -0.5424495 -0.1243267
Moved 2318.305 119.2462 333.3693 -0.5573006 -0.1405112
Moved 2318.335 114.5227 327.284 -0.5682346 -0.1561626
Moved 2318.366 110.939 323.939 -0.57653 -0.164766
Moved 2318.397 109 322 -0.5810185 -0.1697531
Stationary 2318.428 109 322 -0.5810185 -0.1697531
Stationary 2318.458 109 322 -0.5810185 -0.1697531
Moved 2318.489 120.6501 327.8402 -0.5540507 -0.1547321
Moved 2318.52 148.8267 345.3989 -0.4888272 -0.1095709
Moved 2318.551 184.146 357.968 -0.4070695 -0.07724275
Moved 2318.582 218.9637 367.0685 -0.3264728 -0.05383605
Moved 2318.612 258.445 372.9075 -0.2350809 -0.03881815
Moved 2318.643 293.578 373 -0.1537546 -0.03858032
Moved 2318.674 321.0508 373 -0.09016032 -0.03858032
Moved 2318.704 350.7524 373 -0.02140651 -0.03858032
Moved 2318.735 384.0134 363.6644 0.0555866 -0.06259149
Moved 2318.766 417.2551 359.1241 0.1325349 -0.07426925
Moved 2318.797 445.7865 356.6844 0.1985798 -0.08054419
Moved 2318.827 489.6337 355 0.3000781 -0.08487654
Moved 2318.858 526.2167 355 0.384761 -0.08487654
Moved 2318.889 549.5711 355 0.438822 -0.08487654
Moved 2318.92 562.6898 355 0.4691893 -0.08487654
Moved 2318.95 569.7933 355 0.4856327 -0.08487654
Moved 2318.981 572.5 355 0.4918982 -0.08487654
Stationary 2319.012 572.5 355 0.4918982 -0.08487654
Moved 2319.042 552.5161 375.8208 0.4456392 -0.0313251
Moved 2319.073 515.0698 397.1674 0.3589578 0.02357871
Moved 2319.104 461.216 419.8306 0.2342962 0.08186862
Moved 2319.135 423.1711 435.9868 0.1462295 0.1234228
Moved 2319.166 391.7183 450.8553 0.073422 0.1616648
Moved 2319.196 367.0728 463.6262 0.0163723 0.1945118
Moved 2319.227 351.5441 472.2736 -0.01957387 0.2167529
Moved 2319.258 341.4566 479.1575 -0.04292443 0.2344586
Moved 2319.289 334.4432 484.5568 -0.05915925 0.2483456
Moved 2319.319 330.9617 488.0383 -0.0672183 0.2572999
Moved 2319.35 330 490.8032 -0.06944443 0.2644113
Moved 2319.381 330 493.2897 -0.06944443 0.2708068
Ended 2319.411 330 495 -0.06944443 0.2752057
Accept 2319.565 0 is
Candidates 2319.565 13 usually partially gradually desirable rapidly available capable actually equally naturally president basically practically
Began 2320.641 426 373 0.1527777 -0.03858032
Stationary 2320.672 426 373 0.1527777 -0.03858032
Moved 2320.702 416.4771 373 0.1307341 -0.03858032
Moved 2320.733 388.6536 373 0.06632775 -0.03858032
Moved 2320.764 352.8209 364.1071 -0.01661822 -0.06145288
Moved 2320.795 313.1506 363 -0.1084478 -0.06430049
Moved 2320.825 286.2475 360.5831 -0.1707233 -0.07051688
Moved 2320.856 260.5734 354.683 -0.2301541 -0.08569191
Moved 2320.887 242.1364 350.8961 -0.2728325 -0.09543186
Moved 2320.918 219.4729 345.3682 -0.3252943 -0.1096497
Moved 2320.948 200.4566 339.8447 -0.3693134 -0.1238562
Moved 2320.979 185.5 334.5 -0.4039352 -0.1376029
Moved 2321.01 167.9621 331.4177 -0.4445321 -0.1455305
Moved 2321.041 155.7722 330 -0.4727495 -0.149177
Moved 2321.071 146.3473 329 -0.4945664 -0.151749
Moved 2321.102 140.6527 329 -0.5077483 -0.151749
Moved 2321.133 134.0049 329 -0.5231368 -0.151749
Moved 2321.164 129.5062 329 -0.5335504 -0.151749
Moved 2321.194 124.0128 340.9487 -0.5462666 -0.1210168
Moved 2321.225 119.0803 339.9598 -0.5576845 -0.1235602
Moved 2321.256 116.2984 342.7015 -0.564124 -0.1165085
Moved 2321.287 114.9298 345.1404 -0.5672922 -0.1102355
Moved 2321.317 115 348.219 -0.5671296 -0.1023174
Moved 2321.348 119.5815 354.9635 -0.5565242 -0.0849705
Moved 2321.379 138.9732 370.5485 -0.5116361 -0.04488564
Moved 2321.41 157.1645 384.9982 -0.4695266 -0.007720837
Moved 2321.44 169.7677 395.7677 -0.4403525 0.01997861
Moved 2321.471 183.7549 406.0529 -0.4079747 0.04643236
Moved 2321.502 198.5327 417.4261 -0.373767 0.07568445
Moved 2321.532 212.3851 425.631 -0.3417012 0.09678753
Moved 2321.563 221.0116 431.7587 -0.3217325 0.1125479
Moved 2321.594 232.395 439.1975 -0.2953819 0.1316808
Moved 2321.625 247.1165 450.2638 -0.2613044 0.1601434
Moved 2321.656 268.3502 464.1073 -0.2121523 0.1957491
Moved 2321.686 287.3794 477.2529 -0.1681033 0.2295599
Moved 2321.717 311.2507 494.6394 -0.1128456 0.2742782
Moved 2321.748 331.3811 509.8176 -0.06624738 0.3133169
Moved 2321.779 345.6035 521.2828 -0.03332535 0.3428054
Moved 2321.809 357.8225 532.0188 -0.005040417 0.3704187
Moved 2321.84 374.7497 544.8749 0.03414283 0.4034847
Moved 2321.871 377.6284 547.6284 0.04080654 0.4105668
Moved 2321.901 382.6187 552.6188 0.0523582 0.4234022
Moved 2321.932 385.5 555.5 0.05902777 0.4308127
Moved 2321.963 388.2728 558.2728 0.06544629 0.4379443
Moved 2321.994 390 561.0243 0.06944448 0.4450212
Moved 2322.024 391 562.318 0.07175922 0.4483486
Moved 2322.055 392 563.5 0.07407407 0.4513887
Moved 2322.086 393 564.5 0.07638891 0.4539608
Moved 2322.117 393 565.2396 0.07638891 0.4558631
Moved 2322.147 393 566.0533 0.07638891 0.4579559
Stationary 2322.178 393 566.0533 0.07638891 0.4579559
Moved 2322.209 387.421 566 0.06347448 0.4578188
Moved 2322.24 374.6897 566 0.03400395 0.4578188
Moved 2322.27 355.7438 550.425 -0.009852349 0.4177597
Moved 2322.301 330.5585 539.7792 -0.0681517 0.3903786
Moved 2322.332 306.6587 526.9117 -0.1234753 0.3572831
Moved 2322.363 282.9051 517.3621 -0.1784604 0.3327213
Moved 2322.393 248.8015 499.9149 -0.257404 0.287847
Moved 2322.424 240.4974 495.7487 -0.2766264 0.2771313
Moved 2322.455 219.0262 484.5131 -0.3263283 0.2482331
Moved 2322.486 203.3651 475.9709 -0.3625806 0.2262627
Moved 2322.516 189.2141 466.9285 -0.3953377 0.2030053
Moved 2322.547 179.6729 459.7819 -0.4174239 0.1846242
Moved 2322.578 175.1275 457 -0.4279457 0.1774691
Moved 2322.608 174 456 -0.4305556 0.174897
Stationary 2322.639 174 456 -0.4305556 0.174897
Stationary 2322.67 174 456 -0.4305556 0.174897
Moved 2322.701 193 466.5 -0.3865741 0.2019032
Moved 2322.731 211.1456 470.0485 -0.3445703 0.2110301
Moved 2322.762 230.5028 474.7861 -0.299762 0.2232153
Moved 2322.793 249.8652 479.5522 -0.2549418 0.2354737
Moved 2322.824 264.9045 481.9809 -0.2201284 0.2417203
Moved 2322.854 280.6641 485.7328 -0.1836479 0.2513703
Moved 2322.885 293.4628 489.9851 -0.1540214 0.2623073
Moved 2322.916 310 495.5 -0.1157407 0.2764916
Moved 2322.947 313.9222 497.4611 -0.1066616 0.2815357
Moved 2322.977 322.4683 500.4894 -0.08687894 0.2893246
Moved 2323.008 327.5118 503.2559 -0.07520422 0.29644
Moved 2323.039 333.0169 505 -0.06246085 0.3009258
Moved 2323.069 336.4535 507.4535 -0.05450581 0.3072363
Moved 2323.1 339 508 -0.04861111 0.3086419
Moved 2323.131 340.5 509.5 -0.0451389 0.3124999
Ended 2323.162 340 509 -0.04629632 0.3112139
Accept 2323.285 0 usually
Candidates 2323.285 13 latest battery faster date variety largest harder hardware carter greatest cause nature water
Began 2324.453 404 332 0.1018518 -0.144033
Stationary 2324.484 404 332 0.1018518 -0.144033
Moved 2324.514 404 344.8046 0.1018518 -0.1110993
Moved 2324.545 420.19 364.266 0.1393286 -0.06104442
Moved 2324.576 434.9352 383.4243 0.173461 -0.01176881
Moved 2324.606 448.9808 404.4711 0.205974 0.04236398
Moved 2324.637 459.0575 421.115 0.2292998 0.08517226
Moved 2324.668 466 434.5 0.2453704 0.1195987
Moved 2324.699 471.4044 446.8089 0.2578807 0.1512574
Moved 2324.729 473.9652 455.8955 0.2638083 0.1746283
Moved 2324.76 475.7309 461.4619 0.2678957 0.188945
