electric cars need big fuel cells
Moved 284.0529 270.244 553.0663 -0.2077685 0.4245531
Moved 284.0836 287.7602 562.8561 -0.1672218 0.4497326
Moved 284.1143 297.9789 565.6596 -0.1435675 0.4569433
Moved 284.1451 303.7661 566 -0.1301712 0.4578188
Moved 284.1758 305.7914 566 -0.1254828 0.4578188
Moved 284.2065 307.1519 566 -0.1223335 0.4578188
Moved 284.2373 308 566 -0.1203704 0.4578188
Stationary 284.2681 308 566 -0.1203704 0.4578188
Moved 284.2988 283.2653 552.6048 -0.1776267 0.4233661
Moved 284.3295 251.1872 545.7833 -0.2518815 0.4058211
Moved 284.3603 217.6569 539.2214 -0.3294979 0.3889439
Moved 284.391 184 534.5 -0.4074074 0.3768003
Moved 284.4218 166.3345 535 -0.4482998 0.3780863
Moved 284.4525 151.3281 534 -0.4830368 0.3755144
Moved 284.4832 139.4388 534 -0.5105583 0.3755144
Expand 284.4832
Moved 284.514 132.4652 534 -0.5267009 0.3755144
Moved 284.5447 126 534 -0.5416667 0.3755144
Moved 284.5754 119.5218 534 -0.5566624 0.3755144
Moved 284.6062 115.0378 534 -0.5670422 0.3755144
Moved 284.6369 111.501 534 -0.5752293 0.3755144
Moved 284.6676 106.946 534 -0.5857732 0.3755144
Moved 284.6983 101.4376 541 -0.598524 0.3935184
Moved 284.7291 97 541 -0.6087962 0.3935184
Moved 284.7599 92.17132 542 -0.6199738 0.3960905
Moved 284.7906 87.72649 543 -0.6302629 0.3986624
Moved 284.8214 83.28089 544 -0.6405535 0.4012345
Moved 284.8521 79.92091 545 -0.6483312 0.4038065
Moved 284.8828 76.53628 545 -0.656166 0.4038065
Moved 284.9136 74.81325 546 -0.6601545 0.4063785
Stationary 284.9443 74.81325 546 -0.6601545 0.4063785
Moved 284.975 74 546 -0.662037 0.4063785
Stationary 285.0058 74 546 -0.662037 0.4063785
Stationary 285.0366 74 546 -0.662037 0.4063785
Ended 285.0673 74 546 -0.662037 0.4063785
Accept 285.1288 3 need
Began 285.4669 264 411 -0.2222222 0.05915629
Stationary 285.4976 264 411 -0.2222222 0.05915629
Moved 285.5284 264 386.2321 -0.2222222 -0.004547103
Moved 285.5591 264 351.3624 -0.2222222 -0.09423267
Moved 285.5899 264 319.7653 -0.2222222 -0.175501
Moved 285.6206 264 296.7469 -0.2222222 -0.2347044
Moved 285.6514 264 287.8591 -0.2222222 -0.2575641
Moved 285.682 264 286 -0.2222222 -0.2623458
Moved 285.7128 279.8961 338.4176 -0.1854256 -0.1275269
Moved 285.7435 320.3914 446.203 -0.0916867 0.149699
Moved 285.7743 345.4347 504.4417 -0.03371606 0.2994899
Moved 285.805 360.4562 532.6212 0.001055996 0.3719681
Moved 285.8358 363.7047 539.4094 0.008575717 0.3894274
Moved 285.8665 364 542.4256 0.009259283 0.3971851
Moved 285.8972 364 543.5 0.009259283 0.3999484
Moved 285.928 364 543 0.009259283 0.3986624
Moved 285.9587 313.9771 501.4422 -0.1065344 0.2917751
Moved 285.9895 278.4649 470.4227 -0.1887386 0.2119924
Moved 286.0201 252.2512 441.5764 -0.2494185 0.1377992
Moved 286.051 233.3769 421.377 -0.2931089 0.08584603
Moved 286.0817 217.8584 403.8584 -0.3290315 0.04078802
Moved 286.1124 205.7944 391.3458 -0.3569574 0.008605439
Moved 286.1432 198.1785 383.1785 -0.3745868 -0.01240098
Moved 286.174 193.6453 377.6453 -0.3850803 -0.02663239
Moved 286.2047 190.6002 373.6002 -0.3921293 -0.03703671
Moved 286.2354 188.8802 371.8802 -0.3961107 -0.0414605
Moved 286.2661 188 371 -0.3981482 -0.04372435
Moved 286.2969 188 369.5 -0.3981482 -0.04758238
Stationary 286.3276 188 369.5 -0.3981482 -0.04758238
Moved 286.3583 188 370 -0.3981482 -0.04629637
Ended 286.3891 188 370 -0.3981482 -0.04629637
Candidates 286.5428 13 bid via bugs bus visa bug big bud cod boss box boys bird
Began 287.6187 345 397 -0.03472224 0.02314815
Moved 287.6494 327.6425 397 -0.07490159 0.02314815
Moved 287.6801 267.2612 397 -0.2146732 0.02314815
Moved 287.7109 172.016 408 -0.4351482 0.05144025
Moved 287.7417 102.5 397.5 -0.5960649 0.02443408
Moved 287.7724 81.58289 392.4686 -0.644484 0.01149319
Moved 287.8031 68.63331 386.181 -0.6744599 -0.004678655
Ended 287.8338 64.5 385 -0.6840278 -0.007716127
Accept 287.8954 0 bid
Delete 287.8954 LeftSwipe
Began 288.1413 264 445 -0.2222222 0.1466049
Stationary 288.172 264 445 -0.2222222 0.1466049
Moved 288.2028 264 426.9106 -0.2222222 0.1000787
Moved 288.2335 274.3015 407.1959 -0.1983761 0.04937223
Moved 288.2643 280.5 386 -0.1840278 -0.005144111
Moved 288.295 285.2196 360.0239 -0.1731028 -0.071955
Moved 288.3257 286 337.5033 -0.1712963 -0.1298784
Moved 288.3565 287 322.3333 -0.1689815 -0.168896
Moved 288.3872 287 314.7527 -0.1689815 -0.1883933
Moved 288.418 287 308.3488 -0.1689815 -0.2048642
Moved 288.4487 287 307 -0.1689815 -0.2083334
Stationary 288.4795 287 307 -0.1689815 -0.2083334
Moved 288.5102 309.0791 368.1977 -0.1178725 -0.05093186
Moved 288.5409 348.1223 477.5789 -0.02749458 0.2303984
Moved 288.5716 371.0126 524.5751 0.02549211 0.3512734
Moved 288.6024 397.47 563.79 0.08673608 0.4521346
Moved 288.6331 419.5361 589.7281 0.1378151 0.5188481
Moved 288.6639 423.9059 595.9059 0.1479304 0.5347374
Moved 288.6946 424 598 0.1481481 0.5401233
Stationary 288.7254 424 598 0.1481481 0.5401233
Moved 288.7561 355.8804 549.5297 -0.009536097 0.415457
Moved 288.7869 299.2708 498.7194 -0.140577 0.284772
Moved 288.8176 279.7854 478.6119 -0.1856819 0.2330553
Moved 288.8483 258.4284 452.5999 -0.2351194 0.1661519
Moved 288.8791 250.3526 443.078 -0.2538135 0.1416615
Moved 288.9098 239.9912 427.9911 -0.2777982 0.1028578
Moved 288.9406 234.2727 418.8181 -0.2910354 0.0792645
Moved 288.9713 231.8746 415.8746 -0.2965867 0.07169374
Ended 289.002 232 415 -0.2962963 0.06944436
Candidates 289.0942 13 big bid both books box boss blood boys bug booth of bob nod
Began 289.6168 294 364 -0.1527778 -0.06172839
Stationary 289.6476 294 364 -0.1527778 -0.06172839
Moved 289.6783 277.9381 364 -0.189958 -0.06172839
Moved 289.709 259.3053 353.861 -0.2330897 -0.08780617
Moved 289.7398 247.831 352 -0.2596503 -0.09259266
Moved 289.7705 242.7341 352 -0.2714488 -0.09259266
Moved 289.8013 241.013 352 -0.2754329 -0.09259266
Stationary 289.832 241 352 -0.275463 -0.09259266
Stationary 289.8628 241 352 -0.275463 -0.09259266
Moved 289.8935 241 363.1981 -0.275463 -0.06379107
Moved 289.9242 279.5 401.5 -0.1863426 0.03472222
Moved 289.955 324.3977 444.3977 -0.08241271 0.1450557
Moved 289.9857 343.2435 465.2435 -0.03878827 0.1986713
Moved 290.0165 350.3611 474.7221 -0.02231235 0.2230505
Moved 290.0472 351 481.1705 -0.02083332 0.2396361
Moved 290.078 351 489.4242 -0.02083332 0.2608646
Moved 290.1087 319.8272 497.395 -0.09299248 0.2813657
Moved 290.1394 281.2725 499 -0.1822396 0.2854938
Moved 290.1702 245.3786 499 -0.2653273 0.2854938
Moved 290.2009 222.4813 491.4813 -0.3183302 0.2661556
Moved 290.2317 212.4127 491 -0.3416373 0.2649176
Moved 290.2624 209.4867 491 -0.3484104 0.2649176
Stationary 290.2932 209 491 -0.349537 0.2649176
Moved 290.3239 229.6683 478.8878 -0.3016937 0.2337647
Moved 290.3546 268.0258 455.7692 -0.2129033 0.1743033
Moved 290.3853 320.6304 420.8587 -0.09113332 0.084513
Moved 290.4161 351.5 398 -0.01967594 0.02572008
Moved 290.4468 389.0261 375.8181 0.06718993 -0.03133209
Moved 290.4776 423.747 355.6834 0.1475626 -0.08311887
Moved 290.5083 447.8621 343.5689 0.2033845 -0.1142775
Moved 290.5391 461.0712 336.9644 0.2339611 -0.1312644
Moved 290.5698 470.9989 332.5005 0.256942 -0.1427456
Ended 290.6006 477.5475 330.8905 0.2721007 -0.1468866
Accept 290.6927 0 big
Candidates 290.6927 13 girl fuel tell firm hotel tel forum trek greek form york feel steel
Began 291.1847 359 341 -0.002314796 -0.1208849
Stationary 291.2154 359 341 -0.002314796 -0.1208849
Moved 291.2461 352 373.5672 -0.01851852 -0.03712148
Moved 291.2768 352 431.8002 -0.01851852 0.1126549
Moved 291.3075 352 465.158 -0.01851852 0.1984516
Moved 291.3383 352 494.873 -0.01851852 0.2748789
Moved 291.3691 341.5434 510.5479 -0.04272362 0.3151951
Moved 291.3998 326.9964 524.2029 -0.07639731 0.3503161
Moved 291.4305 314.7872 533.9702 -0.1046592 0.3754377
Moved 291.4613 305.1031 543.8969 -0.1270761 0.4009692
Moved 291.492 295.9546 552.3636 -0.1482532 0.4227457
Moved 291.5227 290.2079 557.7921 -0.1615558 0.4367079
Moved 291.5535 287.2136 562.5728 -0.168487 0.4490041
Moved 291.5842 286 567.9932 -0.1712963 0.4629453
Moved 291.615 284.7899 571.2101 -0.1740974 0.4712193
Moved 291.6457 285 572.686 -0.1736111 0.4750154
Moved 291.6764 285 574.1482 -0.1736111 0.4787761
Ended 291.7072 285 575 -0.1736111 0.480967
Accept 291.7687 1 fuel
Began 291.9224 310 439 -0.1157407 0.1311728
Moved 291.9532 303.7971 413.0403 -0.1300992 0.0644041
Moved 291.9839 288.9244 367.528 -0.1645267 -0.05265444
Moved 292.0146 277.4547 332.3641 -0.191077 -0.1430965
Moved 292.0453 267.7858 310.5716 -0.2134588 -0.1991472
Moved 292.0761 259.193 296.924 -0.2333496 -0.2342492
Moved 292.1068 252.0094 295 -0.2499782 -0.2391976
Moved 292.1375 238.5 345.5 -0.28125 -0.1093108
Moved 292.1683 238 449.6113 -0.2824074 0.1584651
Moved 292.199 246.8194 490.3748 -0.2619921 0.2633095
Moved 292.2298 247 505.0784 -0.2615741 0.3011274
Moved 292.2605 247 509.9785 -0.2615741 0.3137307
Moved 292.2913 247 514.6936 -0.2615741 0.325858
Moved 292.322 253.6046 516 -0.2462857 0.329218
Moved 292.3528 299.4765 506.8856 -0.1401007 0.3057756
Moved 292.3835 341.024 494.3253 -0.04392604 0.2734704
Moved 292.4142 383.023 477.7404 0.0532939 0.2308137
Moved 292.4449 401.8584 467.0944 0.09689451 0.2034319
Moved 292.4757 410.698 453.2081 0.1173565 0.1677162
Moved 292.5065 411 439.5121 0.1180555 0.13249
Moved 292.5372 371.3141 416.4499 0.02618998 0.07317355
Moved 292.5679 321.5 410.5 -0.08912037 0.05787029
Moved 292.5987 265.3242 424.5272 -0.219157 0.09394837
Moved 292.6294 232.915 430.6441 -0.2941783 0.1096813
Moved 292.6602 212.4328 433 -0.3415908 0.1157406
Moved 292.6909 199.6517 436.087 -0.3711765 0.1236806
Moved 292.7216 195 437.5 -0.3819444 0.1273147
Ended 292.7524 195 437 -0.3819444 0.1260288
Candidates 292.8446 13 cells calls vegas cross bells behind child balls marks vessels basis being could
Began 293.3979 189 411 -0.3958333 0.05915629
Stationary 293.4287 189 411 -0.3958333 0.05915629
Moved 293.4594 268.3061 443.2001 -0.2122545 0.1419754
Moved 293.4901 406.4409 491.4803 0.107502 0.2661529
Moved 293.5209 473.6394 514.6871 0.2630541 0.3258412
Moved 293.5516 533.81 532.95 0.4023379 0.3728138
Moved 293.5823 563.746 538.7042 0.4716344 0.3876134
Ended 293.6131 567 539 0.4791667 0.3883744
Accept 293.6746 0 cells
PhraseEnd 293.6746
