want to join us for lunch
want to join us for lunch
Basic
Radial

0.6 0.6
432 388.8
Began 1196.999 306 521 -0.125 0.3420781
Stationary 1197.03 306 521 -0.125 0.3420781
Stationary 1197.061 306 521 -0.125 0.3420781
Moved 1197.092 288.9581 506.5665 -0.1644489 0.3049548
Moved 1197.122 275.727 493.727 -0.1950763 0.2719315
Moved 1197.153 255.4646 473.4645 -0.2419802 0.2198161
Moved 1197.184 238.1482 454.5779 -0.2820643 0.1712393
Moved 1197.214 222.0588 436.7352 -0.3193083 0.1253477
Moved 1197.245 210.2283 424.9827 -0.3466937 0.09511998
Moved 1197.276 197.964 411.455 -0.3750834 0.06032645
Moved 1197.307 188.1782 399.9043 -0.3977356 0.03061797
Moved 1197.337 180.9411 392.9117 -0.414488 0.01263304
Moved 1197.368 173.6903 385.6903 -0.4312724 -0.005940605
Moved 1197.399 168.6036 380.6036 -0.4430472 -0.01902388
Moved 1197.43 164.0776 375.0776 -0.4535242 -0.03323676
Moved 1197.46 160.5 370 -0.4618056 -0.04629637
Moved 1197.491 155.6861 364.686 -0.472949 -0.0599639
Moved 1197.522 153.0914 357.2743 -0.478955 -0.0790271
Moved 1197.552 150.3385 349.677 -0.4853275 -0.09856737
Moved 1197.583 148.9541 343.9082 -0.4885322 -0.1134049
Moved 1197.614 149 339.178 -0.4884259 -0.125571
Moved 1197.645 149 336.4102 -0.4884259 -0.13269
Moved 1197.675 162 333.5 -0.4583334 -0.140175
Moved 1197.706 169.8219 334 -0.4402271 -0.1388889
Moved 1197.737 195.1003 343.6637 -0.3817123 -0.1140337
Moved 1197.768 223.0746 352.9224 -0.3169569 -0.09022033
Moved 1197.798 251.4776 359.1061 -0.2512092 -0.07431548
Moved 1197.829 277.3206 361.48 -0.1913876 -0.06820985
Moved 1197.86 300.8993 363.2374 -0.1368073 -0.06368982
Moved 1197.891 319.9458 364 -0.09271806 -0.06172839
Moved 1197.921 337.5 364 -0.05208333 -0.06172839
Moved 1197.952 356.1568 364 -0.008896291 -0.06172839
Moved 1197.983 378.0482 356.7614 0.04177839 -0.08034623
Moved 1198.013 399.2586 349.6854 0.09087651 -0.09854587
Moved 1198.044 416.5281 343.7737 0.1308522 -0.1137509
Moved 1198.075 437.1522 335.4239 0.178593 -0.1352267
Moved 1198.105 450.8337 326.7775 0.2102633 -0.1574652
Moved 1198.136 457.7192 321.2808 0.2262019 -0.171603
Moved 1198.167 460 318.21 0.2314815 -0.1795012
Moved 1198.198 461 317 0.2337964 -0.1826131
Stationary 1198.228 461 317 0.2337964 -0.1826131
Moved 1198.259 443.6295 344.6351 0.1935868 -0.1115353
Moved 1198.29 424.9471 381.0925 0.1503405 -0.01776613
Moved 1198.321 408.4319 415.3975 0.1121109 0.07046684
Moved 1198.351 395.8761 443.2787 0.08304656 0.1421777
Moved 1198.382 383.0625 465.7 0.0533855 0.1998455
Moved 1198.413 368.968 489.6512 0.0207592 0.2614487
Moved 1198.443 358.124 507.752 -0.004342596 0.3080041
Moved 1198.474 346.8479 520.8695 -0.03044466 0.3417425
Ended 1198.505 337.6411 530.3589 -0.0517568 0.3661495
Candidates 1198.597 13 take want table rant really range dealer rabbit teacher rally wake yankee yale
Began 1199.519 379 372 0.04398147 -0.04115226
Stationary 1199.549 379 372 0.04398147 -0.04115226
Moved 1199.58 402.3004 415.6806 0.09791751 0.07119492
Moved 1199.611 445.9189 476.8783 0.1988863 0.2285963
Moved 1199.642 484.5541 522.8808 0.2883196 0.3469155
Moved 1199.672 542.6361 580.6361 0.4227688 0.4954632
Ended 1199.703 542.6361 580.6361 0.4227688 0.4954632
Accept 1199.795 1 want
Began 1200.318 266 484 -0.2175926 0.2469135
Moved 1200.348 270.4088 484 -0.207387 0.2469135
Moved 1200.379 290.7074 484 -0.1603995 0.2469135
Moved 1200.41 322.9761 494.996 -0.08570338 0.2751955
Moved 1200.44 353.4288 497.4286 -0.01521111 0.281452
Moved 1200.471 381.7125 498 0.05026033 0.2829217
Moved 1200.502 401.5187 499 0.09610812 0.2854938
Moved 1200.533 422.5 499 0.144676 0.2854938
Moved 1200.563 440.138 499 0.1855046 0.2854938
Moved 1200.594 455.5488 500 0.2211778 0.2880658
Moved 1200.625 470.0919 501 0.2548423 0.2906378
Moved 1200.656 485.6992 504.0999 0.2909703 0.2986106
Moved 1200.686 504.37 508.895 0.3341897 0.3109439
Moved 1200.717 519.9353 514.3118 0.3702206 0.3248758
Moved 1200.748 541.4809 521.3054 0.4200946 0.3428635
Moved 1200.778 556.817 525.662 0.455595 0.3540689
Moved 1200.809 577.7432 530.723 0.5040351 0.3670857
Ended 1200.84 587 533.5 0.5254629 0.3742283
Candidates 1200.901 13 to top trip rip tip ep group rp too rep tp tripp rio
Began 1201.516 397 393 0.0856481 0.01285996
Moved 1201.546 437.1967 393 0.1786961 0.01285996
Moved 1201.577 495.3954 378.1511 0.3134153 -0.02533147
Moved 1201.608 555.8516 365.0371 0.4533601 -0.05906101
Moved 1201.639 572.3047 362.2825 0.491446 -0.06614582
Ended 1201.669 602 359 0.5601852 -0.07458848
Accept 1201.731 0 to
Began 1202.56 328 338 -0.07407407 -0.1286009
Stationary 1202.591 328 338 -0.07407407 -0.1286009
Stationary 1202.622 328 338 -0.07407407 -0.1286009
Moved 1202.652 341.9539 343.0836 -0.04177342 -0.1155257
Moved 1202.683 359.9151 355.9469 -0.000196596 -0.08244126
Moved 1202.714 380.4138 368.9425 0.04725406 -0.04901627
Moved 1202.745 395.4071 379.9257 0.08196095 -0.02076718
Moved 1202.775 410.43 394.4299 0.116736 0.01653781
Moved 1202.806 425.9909 405.852 0.1527568 0.04591549
Moved 1202.837 438.8501 416.3876 0.1825233 0.07301319
Moved 1202.868 449.9271 426.9271 0.2081645 0.100121
Moved 1202.898 458.962 437.9494 0.2290788 0.1284706
Moved 1202.929 464.852 449.1301 0.242713 0.1572274
Moved 1202.96 471.3807 457.571 0.2578257 0.1789377
Moved 1202.99 477.8164 463.8776 0.2727232 0.1951585
Moved 1203.021 483 470 0.2847222 0.2109053
Moved 1203.052 492.3673 478.2449 0.3064057 0.2321112
Moved 1203.083 501.552 486.664 0.3276667 0.2537653
Moved 1203.113 508.9445 496.5927 0.344779 0.2793022
Moved 1203.144 515.2328 504.2328 0.3593352 0.2989525
Moved 1203.175 520.7432 512.6148 0.3720909 0.3205113
Moved 1203.205 526.6329 520.2659 0.3857244 0.34019
Moved 1203.236 529.4016 525.4016 0.3921334 0.3533991
Moved 1203.267 531 529.8279 0.3958333 0.3647837
Moved 1203.298 532 532.5903 0.3981481 0.3718886
Moved 1203.328 532 534.1819 0.3981481 0.3759822
Moved 1203.359 532 535 0.3981481 0.3780863
Stationary 1203.39 532 535 0.3981481 0.3780863
Stationary 1203.421 532 535 0.3981481 0.3780863
Moved 1203.451 534.1336 535 0.403087 0.3780863
Moved 1203.482 537.6816 535 0.4113 0.3780863
Moved 1203.513 541.6965 535 0.4205937 0.3780863
Moved 1203.543 543.1129 527 0.4238724 0.3575102
Moved 1203.574 545 525.1179 0.4282407 0.3526694
Moved 1203.605 546.123 523.877 0.4308402 0.3494779
Moved 1203.635 546 522.9708 0.4305556 0.3471469
Moved 1203.666 546 521.6399 0.4305556 0.343724
Moved 1203.697 546 520.5 0.4305556 0.3407921
Stationary 1203.728 546 520.5 0.4305556 0.3407921
Moved 1203.758 546 519.9012 0.4305556 0.339252
Stationary 1203.789 546 519.9012 0.4305556 0.339252
Moved 1203.82 546 518.8799 0.4305556 0.3366251
Stationary 1203.851 546 518.8799 0.4305556 0.3366251
Stationary 1203.881 546 518.8799 0.4305556 0.3366251
Moved 1203.912 546 517.9019 0.4305556 0.3341096
