I want to hold your hand
Moved 1174.337 420.9901 329.802 0.1411806 -0.1496862
Moved 1174.368 429.0154 326.2462 0.1597579 -0.158832
Moved 1174.398 434.9948 326 0.1735989 -0.1594652
Moved 1174.429 441.1122 326 0.1877598 -0.1594652
Moved 1174.46 447.2224 326 0.2019038 -0.1594652
Moved 1174.491 451.6674 331.339 0.2121929 -0.145733
Moved 1174.521 454.9141 337.9141 0.2197086 -0.128822
Moved 1174.552 457.5 350 0.2256945 -0.09773669
Moved 1174.583 457 373.6188 0.2245371 -0.03698875
Moved 1174.614 449.5993 395.784 0.2074058 0.02002053
Moved 1174.644 432.884 419.5635 0.1687129 0.08118182
Moved 1174.675 414.5453 444.3184 0.1262622 0.1448519
Moved 1174.706 387.0405 477.9514 0.06259382 0.2313563
Moved 1174.737 366.0353 504.0679 0.01397063 0.2985285
Moved 1174.767 348.1866 524.5947 -0.02734572 0.3513236
Moved 1174.798 331.0168 547.9748 -0.06709069 0.4114577
Moved 1174.829 318.4983 569.0034 -0.09606868 0.4655435
Moved 1174.859 310.7329 587.3788 -0.1140441 0.5128056
Moved 1174.89 307.3181 600.4092 -0.1219487 0.54632
Moved 1174.921 302.7629 615.1854 -0.1324932 0.5843244
Moved 1174.952 299.208 626.9601 -0.1407223 0.6146093
Moved 1174.982 295.5 640.5 -0.1493056 0.6494341
Moved 1175.013 294.1532 648.5403 -0.1524231 0.670114
Moved 1175.044 292.6193 655.142 -0.1559738 0.6870937
Moved 1175.075 292.3488 657.9536 -0.1566 0.6943251
Moved 1175.105 290.8073 664.3855 -0.1601684 0.710868
Moved 1175.136 291 668.7595 -0.1597222 0.7221178
Moved 1175.167 290 674.0756 -0.162037 0.7357908
Moved 1175.198 290 676.5 -0.162037 0.7420267
Ended 1175.228 290 678.6679 -0.162037 0.7476025
Candidates 1175.351 13 want range went grant same rant teacher frame wacky entry have amy wander
Began 1175.812 307 576 -0.1226852 0.483539
Stationary 1175.843 307 576 -0.1226852 0.483539
Moved 1175.873 327.6311 576 -0.07492805 0.483539
Moved 1175.904 358.6815 576 -0.003052105 0.483539
Moved 1175.935 388 576 0.06481478 0.483539
Moved 1175.966 419.1367 576 0.1368904 0.483539
Moved 1175.996 456.2608 576 0.222826 0.483539
Ended 1176.027 473 576 0.2615741 0.483539
Accept 1176.119 0 want
Began 1176.519 282 556 -0.1805555 0.4320986
Stationary 1176.55 282 556 -0.1805555 0.4320986
Stationary 1176.58 282 556 -0.1805555 0.4320986
Moved 1176.611 307.6445 582.1652 -0.1211933 0.4993959
Moved 1176.642 325.2544 602.9798 -0.08042972 0.5529315
Moved 1176.672 341.7844 620.7844 -0.04216577 0.5987253
Moved 1176.703 354.2755 635.2755 -0.01325126 0.6359965
Moved 1176.734 361.8384 646.6768 0.004255573 0.6653209
Moved 1176.765 366 654.7467 0.01388888 0.6860768
Moved 1176.795 366 661.7126 0.01388888 0.7039931
Moved 1176.826 366 669.3881 0.01388888 0.7237345
Moved 1176.857 354.9609 677.0391 -0.01166448 0.743413
Moved 1176.888 346.0334 682.78 -0.03233021 0.7581789
Moved 1176.918 335.4005 689.2997 -0.05694325 0.7749479
Moved 1176.949 326.1654 696.126 -0.07832091 0.7925049
Moved 1176.98 320.476 702.786 -0.0914908 0.8096347
Moved 1177.01 318.5749 706.4251 -0.0958914 0.8189944
Moved 1177.041 318 712.1826 -0.09722222 0.8338029
Moved 1177.072 317 714.6556 -0.09953702 0.8401635
Moved 1177.103 317 717.2145 -0.09953702 0.846745
Moved 1177.133 315.6404 719.3596 -0.1026843 0.8522621
Moved 1177.164 315 721.0178 -0.1041667 0.8565273
Moved 1177.195 314 722.5 -0.1064815 0.8603394
Moved 1177.226 312.6669 723.3331 -0.1095673 0.862482
Moved 1177.256 310.5 724 -0.1145833 0.8641974
Stationary 1177.287 310.5 724 -0.1145833 0.8641974
Moved 1177.318 308.5576 725 -0.1190796 0.8667694
Stationary 1177.349 309 725 -0.1180555 0.8667694
Stationary 1177.379 309 725 -0.1180555 0.8667694
Moved 1177.41 324.137 718.3807 -0.08301615 0.8497446
Moved 1177.441 339.6701 713.2371 -0.04705995 0.8365152
Moved 1177.471 360.5188 710.0687 0.001200934 0.828366
Moved 1177.502 375.9524 706.7279 0.03692687 0.8197733
Moved 1177.533 392.6277 704.2745 0.07552703 0.8134629
Moved 1177.564 406.4178 701.7164 0.1074485 0.8068838
Moved 1177.594 420.192 700.1616 0.1393334 0.8028846
Moved 1177.625 428.3864 699 0.158302 0.7998971
Moved 1177.656 437.0425 698 0.1783392 0.7973251
Moved 1177.687 444.4679 697 0.1955275 0.7947529
Moved 1177.717 451.5742 696.2129 0.2119773 0.7927286
Moved 1177.748 458.094 696 0.2270693 0.7921809
Moved 1177.779 465.7832 695.4056 0.2448685 0.7906523
Moved 1177.809 472.458 695 0.2603194 0.7896089
Moved 1177.84 475.708 694.292 0.2678426 0.7877879
Moved 1177.871 478.952 694 0.2753518 0.7870369
Ended 1177.902 481.4196 694 0.2810638 0.7870369
Candidates 1177.963 13 to up ip top go hip tip too http yo o yup group
Began 1178.731 380 581 0.04629632 0.496399
Stationary 1178.762 380 581 0.04629632 0.496399
Moved 1178.793 413.0783 581 0.1228665 0.496399
Moved 1178.823 446.0053 581 0.1990863 0.496399
Moved 1178.854 483.0665 581 0.2848761 0.496399
Ended 1178.885 530.3127 581 0.3942425 0.496399
Accept 1178.946 0 to
Began 1179.346 307 565 -0.1226852 0.4552468
Stationary 1179.377 307 565 -0.1226852 0.4552468
Stationary 1179.407 307 565 -0.1226852 0.4552468
Moved 1179.438 320.8424 565 -0.09064257 0.4552468
Moved 1179.469 338.691 565 -0.04932637 0.4552468
Moved 1179.5 362.0734 560.6972 0.004799565 0.44418
Moved 1179.53 373.6988 557 0.03171027 0.4346707
Moved 1179.561 382.1949 557 0.05137712 0.4346707
Moved 1179.592 385.014 557 0.05790284 0.4346707
Moved 1179.622 389.5949 557 0.0685068 0.4346707
Moved 1179.653 391.857 557 0.07374306 0.4346707
Moved 1179.684 394.4116 555.5884 0.07965654 0.43104
Moved 1179.715 395.3331 556 0.0817896 0.4320986
Moved 1179.745 396.2896 556 0.08400381 0.4320986
Moved 1179.776 397 556 0.0856481 0.4320986
Moved 1179.807 398 556 0.08796295 0.4320986
Moved 1179.838 402.7914 575.27 0.09905418 0.4816613
Moved 1179.868 412.7291 601.9443 0.1220582 0.5502683
Moved 1179.899 426.3937 630.7875 0.1536892 0.6244532
Moved 1179.93 438.1643 659.3286 0.1809359 0.6978613
Moved 1179.961 449.1396 681.4942 0.2063415 0.7548718
Moved 1179.991 459.206 699.3605 0.2296436 0.8008242
Moved 1180.022 468.8198 712.4265 0.2518978 0.8344301
Moved 1180.053 476.4838 720.4838 0.2696383 0.8551537
Moved 1180.083 484.1476 724.7158 0.2873786 0.8660384
Moved 1180.114 489.8642 726.9547 0.3006115 0.871797
Moved 1180.145 495 728.5 0.3125 0.8757714
Moved 1180.176 500.1334 728 0.3243829 0.8744856
Moved 1180.206 503.6144 728 0.3324408 0.8744856
Moved 1180.237 505.9085 728 0.3377512 0.8744856
Moved 1180.268 508.462 728 0.343662 0.8744856
Moved 1180.299 510 719.8582 0.3472221 0.8535448
Moved 1180.329 512.5742 709.981 0.353181 0.8281403
Moved 1180.36 513 691.6193 0.3541666 0.7809138
Moved 1180.391 513 664.6015 0.3541666 0.7114235
Moved 1180.421 513 635.6577 0.3541666 0.6369795
Moved 1180.452 513 609.5 0.3541666 0.5697016
Moved 1180.483 505.2693 584.6926 0.3362714 0.5058965
Moved 1180.514 504 564.0049 0.3333333 0.4526874
Moved 1180.544 502.1515 549.7576 0.3290544 0.4160431
Moved 1180.575 500.5991 539.3964 0.3254609 0.389394
Moved 1180.606 499.3339 532.0018 0.3225322 0.370375
Moved 1180.637 497.7854 525.5708 0.3189477 0.3538343
Moved 1180.667 496 521.217 0.3148148 0.3426363
Moved 1180.698 493.679 520 0.309442 0.3395061
Moved 1180.729 490.425 520 0.3019097 0.3395061
Moved 1180.76 485.7359 520 0.2910553 0.3395061
Moved 1180.79 477.9343 520 0.272996 0.3395061
Moved 1180.821 469.2931 530.4713 0.2529933 0.3664384
Moved 1180.852 456.7585 539.7012 0.223978 0.390178
Moved 1180.882 442.4708 550.441 0.1909047 0.4178008
Moved 1180.913 428.7928 559.9243 0.1592425 0.4421921
Moved 1180.944 411.614 571.99 0.1194769 0.4732251
Moved 1180.975 397.903 579.0485 0.08773834 0.4913799
Moved 1181.005 376.9126 588.025 0.03914962 0.5144675
Moved 1181.036 361.0121 592.5697 0.00234276 0.5261565
Moved 1181.067 344.2523 596.1246 -0.03645296 0.5353
Moved 1181.098 331.6688 597 -0.06558146 0.5375513
Moved 1181.128 315.6354 597 -0.1026959 0.5375513
Moved 1181.159 302.6812 597 -0.1326824 0.5375513
Moved 1181.19 290.9372 597 -0.1598675 0.5375513
Moved 1181.22 284.5628 597 -0.1746231 0.5375513
Moved 1181.251 278.3186 597 -0.1890773 0.5375513
Moved 1181.282 274.6085 587.2597 -0.1976654 0.5124992
Moved 1181.313 271.0528 590 -0.2058962 0.5195472
Moved 1181.343 268.8524 590 -0.2109899 0.5195472
Moved 1181.374 267.2508 589 -0.2146972 0.5169753
Moved 1181.405 265.8475 589 -0.2179456 0.5169753
Moved 1181.436 265 589 -0.2199074 0.5169753
Stationary 1181.466 265 589 -0.2199074 0.5169753
Stationary 1181.497 265 589 -0.2199074 0.5169753
Ended 1181.528 265 589 -0.2199074 0.5169753
Candidates 1181.712 13 hold holds pools pills old looks golf kills gold polls hills told plug
Began 1182.265 279 617 -0.1875 0.5889916
Stationary 1182.296 279 617 -0.1875 0.5889916
Moved 1182.327 291.1906 617 -0.1592811 0.5889916
Moved 1182.358 314.2921 608.1416 -0.1058053 0.5662078
Moved 1182.388 337.4319 604.8568 -0.05224089 0.5577591
Moved 1182.419 364.6764 601.2582 0.0108249 0.5485034
Moved 1182.45 383.1609 598.6913 0.05361329 0.5419014
Ended 1182.48 390 598 0.06944448 0.5401233
Accept 1182.542 0 hold
Began 1182.849 305 443 -0.1273148 0.1414608
Stationary 1182.88 305 443 -0.1273148 0.1414608
Moved 1182.911 305 455.9114 -0.1273148 0.1746691
Moved 1182.941 305 472.3527 -0.1273148 0.2169564
Moved 1182.972 305 498.89 -0.1273148 0.2852107
Moved 1183.003 295.6405 543.3137 -0.1489803 0.3994694
Moved 1183.034 296 558.1529 -0.1481481 0.4376359
Moved 1183.064 296 584.9374 -0.1481481 0.5065262
Moved 1183.095 306.5 602.5 -0.1238426 0.5516974
Moved 1183.126 315.059 621.0826 -0.1040301 0.5994921
Moved 1183.156 334.2044 637.5226 -0.05971208 0.6417763
Moved 1183.187 342.8656 642.4946 -0.03966297 0.6545644
Moved 1183.218 354.5 648.5 -0.0127315 0.6700101
Moved 1183.249 368.5964 651.9193 0.01989901 0.6788045
Moved 1183.279 381.4128 654 0.04956653 0.6841563
Moved 1183.31 391.0776 656 0.07193884 0.6893002
Moved 1183.341 401 657 0.09490739 0.6918722
Moved 1183.372 408.5898 657 0.1124764 0.6918722
Moved 1183.402 417.2755 658.4252 0.1325823 0.6955378
Moved 1183.433 425.9599 658 0.1526848 0.6944444
Moved 1183.464 434.5 658 0.1724537 0.6944444
Moved 1183.495 440.3915 658 0.1860916 0.6944444
Moved 1183.525 448.059 658 0.2038403 0.6944444
Moved 1183.556 454.7199 658 0.2192591 0.6944444
Moved 1183.587 460.9216 658 0.2336148 0.6944444
Moved 1183.617 468.0796 653.1476 0.2501842 0.6819638
Moved 1183.648 474.498 648.751 0.2650418 0.6706557
Moved 1183.679 480.1655 645.9172 0.278161 0.6633672
Moved 1183.71 481.1489 644.8511 0.2804372 0.6606253
Moved 1183.74 482 643.3755 0.2824074 0.65683
Moved 1183.771 483.1907 640.6187 0.2851636 0.6497393
Moved 1183.802 483 635.5537 0.2847222 0.6367121
Moved 1183.833 472.0822 627.0822 0.2594496 0.6149233
Moved 1183.863 462.5 619 0.2372685 0.5941358
Moved 1183.894 449.5188 610.7113 0.2072195 0.572817
Moved 1183.925 435.0775 603.0388 0.1737907 0.5530831
Moved 1183.956 417.2772 596.5693 0.1325861 0.5364435
Moved 1183.986 401.5 593.5 0.0960648 0.5285493
Moved 1184.017 386.7354 589.9471 0.0618874 0.5194111
Moved 1184.048 375.5606 589 0.03601988 0.5169753
Moved 1184.078 366.3174 589 0.0146237 0.5169753
Moved 1184.109 358.2862 589 -0.003967137 0.5169753
Moved 1184.14 348.0422 589 -0.02768015 0.5169753
Moved 1184.171 339 599 -0.04861111 0.5426954
Moved 1184.201 331.7045 602.0985 -0.06549885 0.5506648
Moved 1184.232 325.0047 604.3317 -0.08100758 0.5564087
Moved 1184.263 317.3573 606.8809 -0.09871001 0.5629653
Moved 1184.293 309.6831 609.439 -0.1164742 0.5695446
Moved 1184.324 303.012 611.996 -0.1319166 0.5761212
Moved 1184.355 296.5 615.5 -0.1469907 0.5851336
Moved 1184.386 293.3607 615.8196 -0.1542576 0.5859557
Moved 1184.416 288.2586 617 -0.1660681 0.5889916
Moved 1184.447 285.1407 618 -0.1732855 0.5915637
Moved 1184.478 282.8259 619 -0.1786436 0.5941358
Moved 1184.509 281.2734 620 -0.1822376 0.5967077
Moved 1184.539 279.5 620 -0.1863426 0.5967077
Moved 1184.57 280 622.6805 -0.1851852 0.6036019
Ended 1184.601 280 623 -0.1851852 0.6044238
Candidates 1184.693 13 your you type tour toy it report for root out route error our
Began 1185.246 217 600 -0.3310185 0.5452674
Moved 1185.277 233.2823 590.8588 -0.293328 0.5217562
Moved 1185.308 254.5019 584.166 -0.2442086 0.5045422
Moved 1185.338 279 581 -0.1875 0.496399
Moved 1185.369 316.3379 578.9108 -0.1010697 0.4910257
Moved 1185.4 355.1103 579 -0.01131877 0.4912551
Moved 1185.431 384.0249 579 0.05561332 0.4912551
Ended 1185.461 401.5 579 0.0960648 0.4912551
Accept 1185.553 0 your
Began 1186.137 336 518 -0.05555556 0.3343621
Stationary 1186.168 336 518 -0.05555556 0.3343621
Stationary 1186.199 336 518 -0.05555556 0.3343621
Stationary 1186.229 336 518 -0.05555556 0.3343621
Moved 1186.26 348.7939 518 -0.02593994 0.3343621
Moved 1186.291 354.7745 518 -0.01209607 0.3343621
Moved 1186.322 358.4413 518 -0.003608068 0.3343621
Moved 1186.352 361.9981 518 0.004625321 0.3343621
Moved 1186.383 364.1822 518 0.009681086 0.3343621
Moved 1186.414 365.5 518 0.01273145 0.3343621
Moved 1186.445 365 518 0.01157403 0.3343621
Moved 1186.475 354.9759 518 -0.01162986 0.3343621
Moved 1186.506 339.8557 528.327 -0.0466303 0.3609231
Moved 1186.537 308.5747 535.285 -0.1190401 0.3788194
Moved 1186.568 277.1755 538.3187 -0.1917233 0.3866221
Moved 1186.598 247.4957 539 -0.2604266 0.3883744
Moved 1186.629 229.263 539 -0.3026321 0.3883744
Moved 1186.66 209.1577 539 -0.3491721 0.3883744
Moved 1186.69 195.7531 539 -0.3802011 0.3883744
Moved 1186.721 186.5709 531.1903 -0.4014562 0.3682877
Moved 1186.752 179.9525 528.9842 -0.4167767 0.3626136
Moved 1186.783 172.8622 525.4311 -0.4331893 0.3534749
Moved 1186.813 166.7925 521.8962 -0.4472397 0.3443833
Moved 1186.844 162.7066 517.7067 -0.4566976 0.3336076
Moved 1186.875 161.0679 517 -0.460491 0.33179
Stationary 1186.906 161 517 -0.4606481 0.33179
Stationary 1186.936 161 517 -0.4606481 0.33179
Stationary 1186.967 161 517 -0.4606481 0.33179
Stationary 1186.998 161 517 -0.4606481 0.33179
Moved 1187.028 177.7892 514.2844 -0.4217843 0.3248053
Moved 1187.059 198.2155 508.1961 -0.3745011 0.3091463
Moved 1187.09 223.5653 502.0869 -0.315821 0.2934333
Moved 1187.121 250.1615 496.4367 -0.2542559 0.2789009
Moved 1187.151 283.5711 493.4506 -0.1769188 0.2712207
Moved 1187.182 314.1465 492 -0.1061423 0.2674896
Moved 1187.213 338.5038 492 -0.04975969 0.2674896
Moved 1187.244 358.5447 488.5456 -0.003368656 0.2586049
Moved 1187.274 378.4081 484.5977 0.04261126 0.2484508
Moved 1187.305 397.0543 479.4865 0.08577386 0.2353046
Moved 1187.336 411.8449 473.0775 0.1200115 0.2188207
Moved 1187.366 421.5 466 0.1423611 0.2006171
Moved 1187.397 431.2574 458.7426 0.1649478 0.181951
Moved 1187.428 439.2877 452.0685 0.1835362 0.1647853
Moved 1187.459 444.3958 447.8021 0.1953606 0.153812
Moved 1187.489 446.5 443 0.2002315 0.1414608
Moved 1187.52 449.0173 439.9827 0.2060586 0.1337002
Moved 1187.551 450 437.4243 0.2083333 0.1271199
Moved 1187.582 451 434.8723 0.2106482 0.1205561
Moved 1187.612 451 432.5 0.2106482 0.1144546
Moved 1187.643 451 430.0718 0.2106482 0.1082093
Moved 1187.674 451 427.5164 0.2106482 0.1016366
Moved 1187.704 451 423.9578 0.2106482 0.09248403
Moved 1187.735 451 419 0.2106482 0.07973251
Moved 1187.766 444.8086 413.3466 0.1963161 0.06519168
Moved 1187.797 440.1197 409.1197 0.1854622 0.05432015
Moved 1187.827 429.183 406 0.160146 0.04629618
Moved 1187.858 422.5 404.5 0.144676 0.04243823
Moved 1187.889 404.6186 405 0.1032838 0.04372424
Moved 1187.92 384.1772 419.7643 0.05596568 0.08169822
Moved 1187.95 364.6355 432.4553 0.01073033 0.1143395
Moved 1187.981 344.9318 452.5065 -0.03488004 0.1659117
Moved 1188.012 328.2951 470.377 -0.0733909 0.2118749
Moved 1188.042 312.8477 487.1523 -0.1091489 0.2550213
Moved 1188.073 300.1259 502.0992 -0.1385974 0.293465
Moved 1188.104 290.6605 515.0092 -0.1605081 0.3266698
Moved 1188.135 282.5914 524.4086 -0.1791867 0.3508452
Moved 1188.165 274.5585 533.4415 -0.1977812 0.374078
Moved 1188.196 268.5946 540.4054 -0.2115865 0.3919891
Moved 1188.227 263.5106 544.2447 -0.223355 0.4018638
Moved 1188.258 260.5144 547.4856 -0.2302907 0.4101994
Moved 1188.288 256.977 550.023 -0.2384791 0.4167257
Moved 1188.319 254.4165 551.5835 -0.2444062 0.4207394
Moved 1188.35 251.8604 553.1396 -0.2503233 0.4247418
Moved 1188.38 249.5839 554.4161 -0.2555929 0.4280249
Moved 1188.411 247.0302 555 -0.2615041 0.4295266
Moved 1188.442 244.5025 556.4975 -0.2673553 0.4333782
Moved 1188.473 243.9343 558.0657 -0.2686706 0.4374116
Ended 1188.503 244 559.0361 -0.2685185 0.4399076
Candidates 1188.626 13 hands hand game send adams sand seems and gamma dreams gang anne james
Began 1189.149 350 527 -0.02314816 0.3575102
Stationary 1189.18 350 527 -0.02314816 0.3575102
Stationary 1189.21 350 527 -0.02314816 0.3575102
Moved 1189.241 350 539.0275 -0.02314816 0.3884452
Moved 1189.272 350 549.174 -0.02314816 0.4145421
Moved 1189.302 358.5717 558.1435 -0.003306121 0.4376118
Moved 1189.333 363.6855 568.371 0.008531213 0.463917
Moved 1189.364 370.8007 578.6013 0.02500156 0.4902296
Moved 1189.395 378.659 586.659 0.04319201 0.5109541
Moved 1189.425 387.991 597.9865 0.06479393 0.5400885
Moved 1189.456 393 603 0.07638891 0.5529835
Moved 1189.487 395.6711 606.5067 0.08257201 0.5620026
Moved 1189.518 400.1371 610.1371 0.09291002 0.5713401
Moved 1189.548 404.6247 614.6247 0.1032979 0.5828824
Moved 1189.579 407.1801 618.1801 0.1092131 0.5920268
Moved 1189.61 409.7313 620 0.1151186 0.5967077
Moved 1189.641 411.0182 621 0.1180976 0.5992797
Moved 1189.671 411 622.2934 0.1180555 0.6026064
Moved 1189.702 413.0648 623.0648 0.1228351 0.6045904
Ended 1189.733 413 623 0.1226852 0.6044238
Accept 1189.763 1 hand
Began 1190.132 237 530 -0.2847222 0.3652262
Moved 1190.163 243.8979 530 -0.2687548 0.3652262
Moved 1190.194 289.1039 515.7848 -0.1641115 0.3286645
Moved 1190.224 363.3405 515 0.007732709 0.326646
Moved 1190.255 485.7841 515 0.291167 0.326646
Moved 1190.286 544.775 524.8411 0.4277198 0.3519574
Moved 1190.317 641.7399 532.499 0.6521757 0.3716536
Ended 1190.347 641.7399 532.499 0.6521757 0.3716536
PhraseEnd 1190.439
