the punishment should fit the crime
Stationary 2660.346 349 280 -0.02546296 -0.2777778
Stationary 2660.377 349 280 -0.02546296 -0.2777778
Stationary 2660.407 349 280 -0.02546296 -0.2777778
Moved 2660.438 334.8006 280 -0.05833194 -0.2777778
Moved 2660.469 318.3613 267.1807 -0.09638596 -0.3107494
Moved 2660.5 311.6135 264.3067 -0.1120059 -0.3181412
Moved 2660.53 296.4209 257.5684 -0.1471739 -0.3354724
Moved 2660.561 281 251 -0.1828704 -0.3523664
Moved 2660.592 271.5124 244.7562 -0.2048325 -0.3684253
Moved 2660.622 262.0332 239.0221 -0.226775 -0.3831737
Moved 2660.653 255.2548 236.1274 -0.2424657 -0.3906188
Moved 2660.684 251.7263 233.7263 -0.2506335 -0.3967945
Moved 2660.715 250 234 -0.2546296 -0.3960905
Moved 2660.745 248.5 234 -0.2581019 -0.3960905
Moved 2660.776 249 243.9996 -0.2569445 -0.3703714
Moved 2660.807 272.3813 263.9194 -0.2028211 -0.3191375
Moved 2660.837 301.1348 294.1348 -0.136262 -0.2414228
Moved 2660.868 328.532 319.2507 -0.07284248 -0.1768244
Moved 2660.899 355.5763 343.861 -0.01024013 -0.1135263
Moved 2660.93 379.0792 361.0528 0.04416486 -0.06930873
Moved 2660.96 402.7816 376.7011 0.09903133 -0.02906101
Moved 2660.991 420.0622 387.2373 0.1390329 -0.001961704
Moved 2661.022 431.9007 395.9504 0.1664368 0.0204485
Moved 2661.052 437.729 400.8645 0.1799281 0.03308763
Moved 2661.083 441 403.7264 0.1875 0.04044846
Moved 2661.114 442 405.5 0.1898148 0.04501017
Moved 2661.145 443.3201 405 0.1928705 0.04372424
Stationary 2661.176 443.3201 405 0.1928705 0.04372424
Stationary 2661.206 443 405 0.1921296 0.04372424
Stationary 2661.237 443 405 0.1921296 0.04372424
Moved 2661.268 427.9712 405 0.1573408 0.04372424
Moved 2661.298 412.3377 391.6026 0.121152 0.009265907
Moved 2661.329 394.0537 386.023 0.07882793 -0.00508485
Moved 2661.36 375.1218 379.892 0.03500422 -0.02085407
Moved 2661.391 352.9951 374.1414 -0.01621515 -0.0356445
Moved 2661.421 336.5112 370.7022 -0.05437221 -0.04449028
Moved 2661.452 321.6802 367.136 -0.08870313 -0.05366251
Moved 2661.483 308.2538 364 -0.119783 -0.06172839
Moved 2661.513 297.3097 362.4366 -0.1451164 -0.06574952
Moved 2661.544 288.6969 360.5656 -0.1650536 -0.07056177
Moved 2661.575 282.9919 361 -0.1782595 -0.06944452
Moved 2661.606 276.253 360 -0.1938588 -0.07201654
Moved 2661.636 271.5056 360 -0.2048482 -0.07201654
Moved 2661.667 268.5 360 -0.2118056 -0.07201654
Moved 2661.698 265.8503 360 -0.2179392 -0.07201654
Moved 2661.729 262.9843 360 -0.2245734 -0.07201654
Moved 2661.759 261.1185 360 -0.2288924 -0.07201654
Ended 2661.79 261 360 -0.2291666 -0.07201654
Candidates 2661.944 13 site die fit it door support due sit you dot duty dirt sir
Began 2663.019 308 258 -0.1203704 -0.3343622
Stationary 2663.05 308 258 -0.1203704 -0.3343622
Stationary 2663.081 308 258 -0.1203704 -0.3343622
Stationary 2663.111 308 258 -0.1203704 -0.3343622
Moved 2663.142 293.3293 269.5884 -0.1543304 -0.3045565
Moved 2663.173 282.8277 285.5515 -0.1786396 -0.2634992
Moved 2663.203 272.9756 298.6992 -0.2014453 -0.2296833
Moved 2663.234 266.7294 307.4059 -0.2159042 -0.2072893
Moved 2663.265 259.8806 315.1791 -0.2317579 -0.1872965
Moved 2663.296 256.0664 318.9337 -0.2405871 -0.1776399
Moved 2663.326 254.1972 322.8028 -0.2449139 -0.1676883
Moved 2663.357 252.8362 324.1638 -0.2480644 -0.1641878
Ended 2663.388 253 324 -0.2476852 -0.164609
Accept 2663.449 2 fit
Began 2663.664 338 211 -0.05092591 -0.455247
Stationary 2663.695 338 211 -0.05092591 -0.455247
Stationary 2663.726 338 211 -0.05092591 -0.455247
Stationary 2663.757 338 211 -0.05092591 -0.455247
Stationary 2663.787 338 211 -0.05092591 -0.455247
Moved 2663.818 338 228.6726 -0.05092591 -0.4097927
Moved 2663.849 326.696 248.9121 -0.07709266 -0.3577363
Moved 2663.879 318.5 275 -0.0960648 -0.2906379
Moved 2663.91 313.9309 295.2419 -0.1066415 -0.2385753
Moved 2663.941 309.2003 318.0988 -0.117592 -0.179787
Moved 2663.972 306.23 336.8499 -0.1244676 -0.131559
Moved 2664.002 304.7545 347.982 -0.1278832 -0.102927
Moved 2664.033 305 355.397 -0.1273148 -0.0838556
Moved 2664.064 305 360.142 -0.1273148 -0.07165124
Moved 2664.094 305 362 -0.1273148 -0.06687243
Moved 2664.125 305 363 -0.1273148 -0.06430049
Moved 2664.156 315.5892 363 -0.1028027 -0.06430049
Moved 2664.187 332.1601 333.2598 -0.06444424 -0.1407927
Moved 2664.217 346.4738 295.7539 -0.03131052 -0.2372585
Moved 2664.248 353.2857 266.2145 -0.01554241 -0.3132344
Moved 2664.279 356 244.4 -0.009259283 -0.3693416
Moved 2664.31 357 230.4025 -0.006944438 -0.4053435
Moved 2664.34 357 224.1389 -0.006944438 -0.4214534
Moved 2664.371 357 218.3879 -0.006944438 -0.4362451
Moved 2664.402 357 215.3315 -0.006944438 -0.4441062
Moved 2664.433 340.5 214 -0.0451389 -0.4475308
Moved 2664.463 323.6338 221.3204 -0.08418099 -0.4287027
Moved 2664.494 304.3817 236.6183 -0.1287462 -0.3893563
Moved 2664.525 286.0252 252.9747 -0.1712379 -0.3472873
Moved 2664.555 267.1397 275.1765 -0.2149544 -0.290184
Moved 2664.586 257.0601 290.5866 -0.2382869 -0.2505489
Moved 2664.617 252.7545 295.2455 -0.2482536 -0.238566
Moved 2664.647 246.1081 306.8378 -0.2636386 -0.2087504
Moved 2664.678 241.086 315.8281 -0.275264 -0.1856275
Moved 2664.709 236.6724 322.9828 -0.2854805 -0.1672254
Moved 2664.74 232.7913 331.626 -0.2944645 -0.144995
Moved 2664.771 230.18 339.4601 -0.3005093 -0.1248455
Moved 2664.801 227.3668 347.8997 -0.3070213 -0.1031388
Moved 2664.832 225.4909 354.5272 -0.3113636 -0.08609261
Moved 2664.863 222.6289 359.7423 -0.3179887 -0.07267932
Ended 2664.893 222 362 -0.3194444 -0.06687243
Candidates 2664.986 13 the there further threw huge trigger that where tiger use ride either right
Began 2665.323 177 304 -0.4236111 -0.2160494
Stationary 2665.354 177 304 -0.4236111 -0.2160494
Stationary 2665.385 177 304 -0.4236111 -0.2160494
Moved 2665.416 190.7469 304 -0.3917896 -0.2160494
Moved 2665.447 202.1371 304 -0.3654233 -0.2160494
Moved 2665.477 222.1884 304 -0.3190082 -0.2160494
Moved 2665.508 242.22 304 -0.2726389 -0.2160494
Moved 2665.539 256.5853 304 -0.239386 -0.2160494
Moved 2665.569 269.1033 304 -0.210409 -0.2160494
Moved 2665.6 278.7093 304 -0.1881728 -0.2160494
Moved 2665.631 284.5532 304 -0.1746455 -0.2160494
Moved 2665.661 287.2956 304 -0.1682972 -0.2160494
Ended 2665.692 288 304 -0.1666667 -0.2160494
Accept 2665.754 0 the
Began 2666 311 249 -0.113426 -0.3575103
Stationary 2666.03 311 249 -0.113426 -0.3575103
Stationary 2666.061 311 249 -0.113426 -0.3575103
Stationary 2666.092 311 249 -0.113426 -0.3575103
Stationary 2666.123 311 249 -0.113426 -0.3575103
Stationary 2666.153 311 249 -0.113426 -0.3575103
Moved 2666.184 311 240.6815 -0.113426 -0.3789055
Moved 2666.215 299 229 -0.1412037 -0.4089506
Moved 2666.245 295.6948 217.3895 -0.1488547 -0.438813
Moved 2666.276 285.9471 202.8942 -0.1714188 -0.4760953
Moved 2666.307 278.1877 193.2816 -0.1893803 -0.5008189
Moved 2666.337 272.079 186.386 -0.2035208 -0.5185546
Moved 2666.368 261.5553 174.5553 -0.2278813 -0.5489835
Moved 2666.399 258.6972 171.6971 -0.2344972 -0.5563344
Moved 2666.43 253.9799 166.9597 -0.2454169 -0.5685193
Moved 2666.46 248.869 163.4344 -0.2572477 -0.5775864
Moved 2666.491 244.1141 160.557 -0.2682544 -0.5849871
Moved 2666.522 239.6857 157.6857 -0.2785054 -0.5923724
Moved 2666.552 235.1238 156 -0.2890654 -0.5967079
Moved 2666.583 232.2932 155 -0.2956176 -0.5992799
Moved 2666.614 230.4163 155 -0.2999623 -0.5992799
Moved 2666.645 228.5585 155 -0.3042627 -0.5992799
Moved 2666.676 226.9897 166.1127 -0.3078941 -0.5706978
Moved 2666.706 226.1114 186.1091 -0.3099274 -0.5192667
Moved 2666.737 226 210.3292 -0.3101852 -0.4569723
Moved 2666.768 226 231.5 -0.3101852 -0.4025207
Moved 2666.798 226 252.1274 -0.3101852 -0.3494664
Moved 2666.829 226 276.2274 -0.3101852 -0.287481
Moved 2666.86 226 296.3393 -0.3101852 -0.2357528
Moved 2666.891 237.8921 316.9736 -0.2826572 -0.1826811
Moved 2666.921 247.8652 340.0187 -0.2595714 -0.1234087
Moved 2666.952 254.3147 356.7867 -0.2446419 -0.08028109
Moved 2666.983 260.0409 372.1021 -0.2313869 -0.04088971
Moved 2667.013 265.1306 383.6959 -0.219605 -0.01107023
Moved 2667.044 269.8755 392.3134 -0.2086214 0.0110939
Moved 2667.075 274.6162 398.6162 -0.1976476 0.02730503
Moved 2667.106 277.8723 402.8724 -0.1901103 0.03825199
Moved 2667.136 285.1027 407.4018 -0.1733735 0.04990169
Moved 2667.167 298.472 412.1573 -0.142426 0.06213306
Moved 2667.198 314.7229 416.9077 -0.104808 0.07435092
Moved 2667.229 332.146 418.0209 -0.06447692 0.07721406
Moved 2667.259 351.3536 419 -0.02001474 0.07973251
Moved 2667.29 365.0438 419 0.01167536 0.07973251
Moved 2667.321 375 419 0.03472219 0.07973251
Moved 2667.352 385.7875 409.7399 0.05969336 0.05591533
Moved 2667.382 396.1321 400.9009 0.08363923 0.03318119
Moved 2667.413 404.7216 390.3711 0.1035223 0.006098413
Moved 2667.444 413.1742 378.2386 0.1230885 -0.02510644
Moved 2667.474 421.5528 353.7888 0.1424833 -0.08799171
Moved 2667.505 428.4327 338.1346 0.158409 -0.1282545
Moved 2667.536 434.0955 313.4271 0.1715173 -0.1918029
Moved 2667.567 436.5601 304.7596 0.1772224 -0.2140956
Moved 2667.597 440.4338 290.8308 0.1861894 -0.2499208
Moved 2667.628 445.3018 276.4912 0.1974578 -0.2868025
Moved 2667.659 448.8694 257.9142 0.2057162 -0.3345829
Moved 2667.689 449 234.0497 0.2060185 -0.3959627
Moved 2667.72 449 206.9409 0.2060185 -0.4656869
Moved 2667.751 439.1417 182.996 0.1831984 -0.5272737
Moved 2667.782 435.012 165.0479 0.1736388 -0.5734366
Moved 2667.813 429.2267 150.5667 0.1602469 -0.6106825
Moved 2667.843 424.4794 139.7191 0.1492579 -0.6385825
Moved 2667.874 421.5 131.5 0.1423611 -0.6597222
Moved 2667.905 418.8497 126.6995 0.1362261 -0.6720694
Moved 2667.935 417 122.9722 0.1319444 -0.681656
Moved 2667.966 414.1038 119.2075 0.1252403 -0.6913385
Moved 2667.997 410.4135 119 0.1166981 -0.6918724
Moved 2668.027 392.022 135.6733 0.07412503 -0.6489884
Moved 2668.058 371.8169 156.4789 0.02735386 -0.5954761
Moved 2668.089 351.8356 185.2349 -0.01889914 -0.5215153
Moved 2668.12 336.5802 208.6996 -0.05421241 -0.4611638
Moved 2668.15 320.2179 234.1188 -0.09208827 -0.3957851
Moved 2668.181 306.4719 252.8337 -0.1239076 -0.3476498
Moved 2668.212 296.3701 268.3831 -0.1472913 -0.3076568
Moved 2668.243 286.1588 287.9721 -0.1709287 -0.2572734
Moved 2668.273 278.8305 301.3389 -0.1878923 -0.2228938
Moved 2668.304 274.5508 311.3477 -0.1977991 -0.1971511
Moved 2668.335 268.9574 321.0853 -0.2107468 -0.1721058
Moved 2668.365 262.2414 332.3965 -0.2262931 -0.1430131
Moved 2668.396 256.5007 341.2489 -0.2395816 -0.1202447
Moved 2668.427 252 347 -0.25 -0.1054527
Moved 2668.458 248.8368 351.1631 -0.2573221 -0.09474507
Moved 2668.488 243.9711 355.0289 -0.2685853 -0.08480237
Moved 2668.519 240.1066 357.8934 -0.2775311 -0.07743458
Moved 2668.55 235.4267 361.5733 -0.2883641 -0.06796998
Moved 2668.581 230.7455 365.509 -0.2992002 -0.05784737
Moved 2668.611 224.7218 369.2781 -0.3131438 -0.04815294
Moved 2668.642 216.836 374.082 -0.331398 -0.03579756
Moved 2668.673 214.4541 375.5459 -0.3369118 -0.03203223
Moved 2668.703 210.18 379.41 -0.3468055 -0.02209369
Moved 2668.734 206.7193 382.2807 -0.3548164 -0.01471021
Moved 2668.765 203.1563 384.8438 -0.3630642 -0.008117965
Moved 2668.796 199.3374 386.6626 -0.3719042 -0.00343986
Ended 2668.826 199 387 -0.3726852 -0.002572055
Candidates 2668.949 13 crime assume summer stone front time aimee stronger some daytime drove winter dome
Began 2669.195 145 335 -0.4976852 -0.1363169
Stationary 2669.226 145 335 -0.4976852 -0.1363169
Stationary 2669.257 145 335 -0.4976852 -0.1363169
Moved 2669.287 162.5725 335 -0.4570082 -0.1363169
Moved 2669.318 169.7556 343.0578 -0.4403806 -0.1155922
Moved 2669.349 185.0894 344.0179 -0.4048856 -0.1131228
Moved 2669.379 200.4168 345 -0.3694056 -0.1105968
Moved 2669.41 214.4944 346 -0.3368185 -0.1080248
Moved 2669.441 233.0272 349.2896 -0.2939186 -0.09956376
Moved 2669.472 247.8866 350 -0.2595218 -0.09773669
Moved 2669.502 259.2416 351.7472 -0.233237 -0.09324282
Moved 2669.533 268.05 352 -0.2128472 -0.09259266
Moved 2669.564 273.4016 352 -0.2004592 -0.09259266
Moved 2669.594 277.2726 352 -0.1914987 -0.09259266
Ended 2669.625 279.5 352 -0.1863426 -0.09259266
Accept 2669.718 0 crime
Began 2669.871 191 331 -0.3912037 -0.146605
Stationary 2669.902 191 331 -0.3912037 -0.146605
Moved 2669.933 222.4755 331 -0.3183436 -0.146605
Moved 2669.963 260.2034 331 -0.2310107 -0.146605
Moved 2669.994 314.3763 322.116 -0.1056105 -0.1694548
Moved 2670.025 347.5818 319.2418 -0.02874593 -0.1768472
Moved 2670.055 374.0366 316.3704 0.03249208 -0.1842325
Moved 2670.086 396.0141 314.7986 0.08336594 -0.1882753
Moved 2670.117 414.3697 314 0.1258558 -0.1903292
Moved 2670.148 435.4916 314 0.1747491 -0.1903292
Moved 2670.178 439.2064 314 0.1833481 -0.1903292
Moved 2670.209 447.0205 314 0.2014364 -0.1903292
Moved 2670.24 452.2138 314 0.213458 -0.1903292
Moved 2670.271 458.1545 314 0.2272096 -0.1903292
Moved 2670.301 461.1741 314 0.2341993 -0.1903292
Moved 2670.332 464.4516 314 0.2417861 -0.1903292
Moved 2670.363 467.323 314 0.248433 -0.1903292
Ended 2670.394 468 314 0.25 -0.1903292
PhraseEnd 2670.455
