healthy food is good for you
healthy food is good for you
Basic
Radial

0.6 0.6
432 388.8
Began 2186.709 396 371 0.08333336 -0.04372435
Stationary 2186.74 396 371 0.08333336 -0.04372435
Stationary 2186.771 396 371 0.08333336 -0.04372435
Stationary 2186.801 396 371 0.08333336 -0.04372435
Stationary 2186.832 396 371 0.08333336 -0.04372435
Stationary 2186.863 396 371 0.08333336 -0.04372435
Stationary 2186.894 396 371 0.08333336 -0.04372435
Stationary 2186.924 396 371 0.08333336 -0.04372435
Stationary 2186.955 396 371 0.08333336 -0.04372435
Moved 2186.986 396 361.1016 0.08333336 -0.06918314
Moved 2187.016 396 359.2313 0.08333336 -0.07399359
Moved 2187.047 396 357.8647 0.08333336 -0.0775086
Moved 2187.078 396 354.812 0.08333336 -0.08536012
Moved 2187.108 396 352.9406 0.08333336 -0.09017347
Moved 2187.139 396 352.3143 0.08333336 -0.09178436
Stationary 2187.17 396 352 0.08333336 -0.09259266
Stationary 2187.201 396 352 0.08333336 -0.09259266
Stationary 2187.231 396 352 0.08333336 -0.09259266
Stationary 2187.262 396 352 0.08333336 -0.09259266
Moved 2187.293 396 361.5189 0.08333336 -0.06810977
Moved 2187.323 382.5135 378.988 0.05211462 -0.02317915
Moved 2187.354 371.0913 402.4356 0.0256744 0.03712858
Moved 2187.385 351.7184 432.8326 -0.01917039 0.1153102
Moved 2187.416 337.6216 451.9641 -0.05180189 0.1645165
Moved 2187.446 329.0046 462.9954 -0.07174864 0.1928894
Moved 2187.477 321.6467 471.4711 -0.08878087 0.2146891
Moved 2187.508 308.8376 485.1624 -0.1184316 0.2499033
Moved 2187.539 298.2753 495.7247 -0.1428813 0.2770697
Moved 2187.569 290.4424 502.5576 -0.1610131 0.2946439
Moved 2187.6 284.0226 508.9774 -0.1758736 0.3111559
Moved 2187.631 278.6051 514.3948 -0.188414 0.3250895
Moved 2187.661 272.8731 518.0634 -0.2016826 0.3345252
Moved 2187.692 270.3111 520.689 -0.2076132 0.3412781
Moved 2187.723 267.555 522.445 -0.213993 0.3457947
Moved 2187.753 265.6861 523.3139 -0.2183193 0.3480295
Moved 2187.784 265 524.1799 -0.2199074 0.3502569
Moved 2187.815 263.5 524 -0.2233796 0.3497942
Moved 2187.846 262.9466 524 -0.2246607 0.3497942
Moved 2187.876 262 524 -0.2268519 0.3497942
Moved 2187.907 260.625 524 -0.2300348 0.3497942
Stationary 2187.938 260.625 524 -0.2300348 0.3497942
Moved 2187.969 261 517.2351 -0.2291666 0.3323947
Moved 2187.999 261 496.0143 -0.2291666 0.2778145
Moved 2188.03 261 475.2232 -0.2291666 0.2243394
Moved 2188.061 261 448.002 -0.2291666 0.1543259
Moved 2188.091 260.1377 426.8262 -0.2311628 0.09986147
Moved 2188.122 259 413.3471 -0.2337963 0.06519306
Moved 2188.153 257.7169 405.4338 -0.2367664 0.04483988
Moved 2188.184 258 397.6962 -0.2361111 0.02493858
Moved 2188.214 256.9777 392.9777 -0.2384776 0.01280259
Moved 2188.245 257 389.344 -0.2384259 0.003456657
Moved 2188.276 257 386 -0.2384259 -0.005144111
Moved 2188.306 257 383.7263 -0.2384259 -0.01099206
Moved 2188.337 257 382.6271 -0.2384259 -0.01381917
Moved 2188.368 257 381.7151 -0.2384259 -0.01616482
Moved 2188.398 257 381 -0.2384259 -0.01800419
Moved 2188.429 257 379.852 -0.2384259 -0.02095682
Moved 2188.46 298.8894 380 -0.1414596 -0.02057613
Moved 2188.491 339.6928 388 -0.0470073 -3.924585E-08
Moved 2188.521 388.5637 389 0.06611973 0.002572016
Moved 2188.552 430.8592 389 0.164026 0.002572016
Moved 2188.583 458.6934 380.4453 0.2284569 -0.01943078
Moved 2188.614 487.628 377.0826 0.2954352 -0.0280797
Moved 2188.644 504.975 375.1708 0.3355903 -0.0329969
Moved 2188.675 517.074 374 0.3635973 -0.03600823
Moved 2188.706 524.4675 373 0.3807119 -0.03858032
