the bathroom is good for reading
the bathroom is good for reading
Basic
List

0.6 0.6
432 388.8
Began 1851.531 301 476 -0.1365741 0.2263374
Stationary 1851.562 301 476 -0.1365741 0.2263374
Stationary 1851.592 301 476 -0.1365741 0.2263374
Moved 1851.623 341.2734 437.7266 -0.04334852 0.1278975
Moved 1851.654 373.3474 400.8391 0.03089676 0.03302217
Moved 1851.685 390.5763 375.3728 0.07077853 -0.03247736
Moved 1851.715 400.2949 356.4103 0.09327511 -0.08124928
Moved 1851.746 403.1496 345.5511 0.09988338 -0.1091792
Moved 1851.777 403 337.9564 0.09953707 -0.1287129
Moved 1851.807 396.861 338 0.08532644 -0.1286009
Moved 1851.838 378 356 0.04166663 -0.0823046
Moved 1851.869 345.3574 384.6426 -0.03389497 -0.008635266
Moved 1851.9 321.8376 411.3285 -0.0883389 0.06000126
Moved 1851.931 303.8116 437.3015 -0.1300658 0.1268043
Moved 1851.961 292.8015 452.2979 -0.1555522 0.1653751
Moved 1851.992 280.8931 468.9496 -0.1831178 0.2082038
Moved 1852.023 276.4213 476.8681 -0.1934693 0.2285701
Moved 1852.053 270.6585 486.5122 -0.206809 0.253375
Moved 1852.084 266.2596 493.2211 -0.2169916 0.2706302
Moved 1852.115 262.3846 498.6154 -0.2259614 0.2845044
Moved 1852.146 259.521 501.479 -0.2325903 0.2918698
Moved 1852.176 258 503.0155 -0.2361111 0.2958217
Moved 1852.207 256.1044 504.8956 -0.2404991 0.3006574
Ended 1852.238 256 505 -0.2407407 0.3009258
Candidates 1852.361 13 the there she where enter what he that they rubber tennessee emmett tube
Began 1853.252 402 233 0.09722222 -0.3986626
Stationary 1853.283 402 233 0.09722222 -0.3986626
Moved 1853.313 383.1138 249.9478 0.05350411 -0.3550727
Moved 1853.344 356.3589 277.1693 -0.008428444 -0.2850584
Moved 1853.375 332.0744 300.9256 -0.06464258 -0.2239569
Moved 1853.406 302.7145 326.3735 -0.1326053 -0.1585044
Moved 1853.437 274.3895 345.5614 -0.1981725 -0.1091528
Moved 1853.467 250.5508 358.2042 -0.2533547 -0.0766353
Moved 1853.498 231.4442 367.8519 -0.2975829 -0.05182117
Moved 1853.529 222.4046 372.7977 -0.3185079 -0.03910057
Moved 1853.559 217.3257 378.3486 -0.3302646 -0.02482355
Moved 1853.59 217 388.9226 -0.3310185 0.002372922
Moved 1853.621 234.3639 411.4852 -0.2908244 0.0604042
Moved 1853.652 263.3072 442.2379 -0.223826 0.1395006
Moved 1853.682 286.951 464.951 -0.169095 0.1979191
Moved 1853.713 302.8622 480.4897 -0.1322636 0.237885
Moved 1853.744 312.7319 493.9758 -0.1094169 0.2725715
Moved 1853.775 317.1176 499.2351 -0.09926494 0.2860985
Moved 1853.805 320.6493 502.2986 -0.09108961 0.2939778
Moved 1853.836 324.5271 505.527 -0.08211324 0.3022814
Moved 1853.867 328.3984 508.3984 -0.07315179 0.3096667
Moved 1853.897 334.5426 509 -0.05892923 0.3112139
Moved 1853.928 343.0951 509 -0.03913165 0.3112139
Moved 1853.959 356.2652 498.3878 -0.008645306 0.2839192
Moved 1853.99 369.0695 488.4479 0.02099415 0.2583535
