if you were not so stupid
if you were not so stupid
FixStart
List

0.6 0.6
432 388.8
Began 1395.929 414 352 0.125 -0.09259266
Stationary 1395.96 414 352 0.125 -0.09259266
Stationary 1395.991 414 352 0.125 -0.09259266
Stationary 1396.021 414 352 0.125 -0.09259266
Stationary 1396.052 414 352 0.125 -0.09259266
Moved 1396.083 427.4503 377.7205 0.1561349 -0.02643923
Moved 1396.114 436.9745 391.4681 0.1781818 0.008920033
Moved 1396.144 448.506 408.3085 0.2048751 0.05223372
Moved 1396.175 466.3984 429.998 0.2462926 0.1080194
Moved 1396.206 479.8851 448.7094 0.2775118 0.1561455
Moved 1396.236 491.1396 466.7094 0.303564 0.2024418
Moved 1396.267 502.3868 489.9025 0.3295991 0.2620949
Moved 1396.298 506.5 500 0.3391203 0.2880658
Moved 1396.329 508 505.3918 0.3425926 0.3019337
Moved 1396.359 508 510.202 0.3425926 0.3143055
Moved 1396.39 508 511 0.3425926 0.3163579
Moved 1396.421 488.813 502.813 0.2981781 0.2953008
Moved 1396.452 460.6209 479.6208 0.2329186 0.2356503
Moved 1396.482 414.5723 434.5723 0.1263248 0.1197847
Moved 1396.513 389.2119 399.5148 0.06762008 0.02961634
Moved 1396.544 371.4751 374.7127 0.02656281 -0.03417521
Moved 1396.574 360 359 0 -0.07458848
Moved 1396.605 351.7187 346.9583 -0.01916965 -0.10556
Moved 1396.636 345.6742 339.5113 -0.03316159 -0.1247138
Moved 1396.667 343.5 336.5 -0.03819446 -0.1324588
Ended 1396.697 343 335 -0.03935183 -0.1363169
Candidates 1396.82 13 if is us id his its good of food usa god this ford
Began 1397.312 412 309 0.1203704 -0.2031893
Stationary 1397.342 412 309 0.1203704 -0.2031893
Moved 1397.373 412 319.498 0.1203704 -0.1761881
Moved 1397.404 412 342.1404 0.1203704 -0.1179516
Moved 1397.434 412 364.168 0.1203704 -0.06129637
Moved 1397.465 412 393.1378 0.1203704 0.01321431
Moved 1397.496 412 412.2941 0.1203704 0.0624847
Moved 1397.527 402.0524 435.4346 0.09734342 0.1220024
Moved 1397.557 400.5 447.5 0.09374996 0.1530349
Moved 1397.588 398 453.5997 0.08796295 0.1687235
Moved 1397.619 397 458.4027 0.0856481 0.1810768
Moved 1397.649 397 460.6127 0.0856481 0.186761
Moved 1397.68 397 464.0381 0.0856481 0.1955713
Moved 1397.711 416.4529 469.4329 0.1306781 0.2094466
Moved 1397.741 448.5 474 0.2048611 0.2211934
Moved 1397.772 488.0768 474 0.2964741 0.2211934
Moved 1397.803 520.3363 474 0.3711489 0.2211934
Moved 1397.834 543.1279 464.5672 0.4239072 0.196932
Moved 1397.864 565.0379 464 0.4746247 0.1954732
Moved 1397.895 575.807 463 0.4995533 0.1929011
Moved 1397.926 584.3431 463 0.5193128 0.1929011
Moved 1397.957 587.8481 463 0.5274263 0.1929011
Moved 1397.987 590.2184 463 0.5329131 0.1929011
Stationary 1398.018 590 463 0.5324074 0.1929011
Moved 1398.049 558.6063 460.9562 0.4597369 0.1876446
Moved 1398.079 501.9842 446.3872 0.328667 0.1501728
Moved 1398.11 482.5 440.5 0.2835648 0.1350308
Moved 1398.141 464.4305 438.0479 0.2417372 0.1287238
Moved 1398.172 450.244 436 0.2088981 0.1234567
Moved 1398.202 443.4717 434.2358 0.1932215 0.1189193
Moved 1398.233 439.1711 434 0.1832663 0.1183127
Moved 1398.264 435.3523 434 0.1744265 0.1183127
Moved 1398.294 430.2737 434 0.1626705 0.1183127
Moved 1398.325 426.8744 434 0.1548019 0.1183127
Moved 1398.356 425.7957 434 0.1523049 0.1183127
Ended 1398.387 426 434 0.1527777 0.1183127
Accept 1398.54 0 if
Candidates 1398.54 13 you your toy tour root it report roy type terror error route got
Began 1399.462 412 342 0.1203704 -0.1183128
Stationary 1399.492 412 342 0.1203704 -0.1183128
Stationary 1399.523 412 342 0.1203704 -0.1183128
Stationary 1399.554 412 342 0.1203704 -0.1183128
Stationary 1399.584 412 342 0.1203704 -0.1183128
Stationary 1399.615 412 342 0.1203704 -0.1183128
Moved 1399.646 397.5 354 0.08680551 -0.08744855
Moved 1399.677 383.5238 367.4761 0.05445331 -0.05278779
Moved 1399.707 366.4802 386.5718 0.0150005 -0.003673451
Moved 1399.738 350.7418 405.7237 -0.0214311 0.04558555
Moved 1399.769 334.9603 423.9025 -0.05796234 0.09234177
Moved 1399.799 320.3952 439.6048 -0.09167786 0.1327283
Moved 1399.83 310.5276 452.767 -0.1145195 0.1665816
Moved 1399.861 299.8654 464.9182 -0.1392004 0.1978348
Moved 1399.892 291.4355 474.7527 -0.1587141 0.2231293
Moved 1399.922 283.5 482 -0.1770833 0.2417695
Moved 1399.953 279.3991 488.8005 -0.1865762 0.2592604
Moved 1399.984 276.8456 493.3088 -0.192487 0.2708559
Moved 1400.014 274.5 498 -0.1979167 0.2829217
Moved 1400.045 274 499.9664 -0.199074 0.2879792
Moved 1400.076 274 502.3683 -0.199074 0.2941572
Moved 1400.107 298 505.5 -0.1435185 0.3022119
Moved 1400.137 330.4911 506 -0.06830752 0.3034978
Moved 1400.168 366.9996 506 0.01620273 0.3034978
Moved 1400.199 384.5835 506 0.05690615 0.3034978
Moved 1400.229 390.6243 506 0.07088969 0.3034978
Moved 1400.26 394.2187 497.469 0.07921 0.281556
Moved 1400.291 395 499 0.08101851 0.2854938
Moved 1400.322 396 497.9633 0.08333336 0.2828274
Moved 1400.352 396 496.9261 0.08333336 0.2801598
Moved 1400.383 383.2632 491.7053 0.05384991 0.2667315
Moved 1400.414 359.2608 484.0782 -0.001711051 0.2471148
Moved 1400.444 338.9026 478.2256 -0.04883662 0.2320617
Moved 1400.475 320.5 473 -0.09143516 0.2186213
Moved 1400.506 301.7045 471.1006 -0.1349434 0.2137362
Moved 1400.537 291.778 470 -0.1579212 0.2109053
Moved 1400.567 286.5799 469.29 -0.1699538 0.209079
Moved 1400.598 283.8822 469 -0.1761985 0.2083333
Moved 1400.629 281.7299 469 -0.1811807 0.2083333
Moved 1400.659 280.5265 469 -0.1839665 0.2083333
Ended 1400.69 280 469 -0.1851852 0.2083333
Accept 1400.813 0 you
