players must know all the rules
players must know all the rules
FixStart
List

0.6 0.6
432 388.8
Began 501.884 419 357 0.1365741 -0.07973259
Stationary 501.9147 419 357 0.1365741 -0.07973259
Stationary 501.9454 419 357 0.1365741 -0.07973259
Stationary 501.9761 419 357 0.1365741 -0.07973259
Moved 502.0069 443.1179 382.1179 0.1924025 -0.01512904
Moved 502.0375 460.1433 397.8372 0.2318132 0.02530125
Moved 502.0683 477.9457 411.5327 0.2730225 0.06052633
Moved 502.099 494.7725 423.5518 0.3119734 0.09143958
Moved 502.1297 511.9219 438.6817 0.3516712 0.1303541
Moved 502.1604 524.8824 450.2354 0.3816722 0.1600703
Moved 502.1912 538.3485 461.2904 0.4128438 0.188504
Moved 502.2219 550.3352 469.4011 0.4405907 0.209365
Moved 502.2526 557.7001 475.2751 0.4576392 0.2244729
Moved 502.2833 565.8953 481.9302 0.4766096 0.24159
Moved 502.3141 568.3699 485.3699 0.4823378 0.250437
Moved 502.3448 571.7757 486.7757 0.4902215 0.2540527
Moved 502.3755 572.9305 488 0.4928947 0.2572016
Moved 502.4062 574.1132 489.1132 0.4956325 0.2600648
Moved 502.4369 575.5 490 0.4988426 0.2623456
Moved 502.4676 576 490 0.5000001 0.2623456
Moved 502.4983 578.5 490 0.505787 0.2623456
Moved 502.5291 581.3069 473.4259 0.5122844 0.2197167
Moved 502.5598 582 454.5615 0.513889 0.1711973
Moved 502.5905 582 427.2797 0.513889 0.1010281
Moved 502.6212 582 404.0718 0.513889 0.04133676
Moved 502.6519 574.8113 383.7574 0.4972485 -0.01091207
Moved 502.6826 575 362.5991 0.4976852 -0.06533164
Moved 502.7134 574 349.0582 0.4953703 -0.1001591
Moved 502.744 574 339.9855 0.4953703 -0.123494
Moved 502.7748 572.7054 334.1164 0.4923737 -0.1385896
Moved 502.8055 573 330.2134 0.4930556 -0.1486281
Moved 502.8362 570.8087 327.8087 0.4879831 -0.1548131
Moved 502.8669 556.5 325.5 0.4548612 -0.1607511
Moved 502.8977 501.0598 323 0.3265274 -0.1671811
Moved 502.9284 451.1484 323 0.2109916 -0.1671811
Moved 502.9591 430 335 0.162037 -0.1363169
Moved 502.9898 395.1505 337.8466 0.08136699 -0.1289954
Moved 503.0205 358.6682 342.6664 -0.003082752 -0.1165987
Moved 503.0513 329.4052 346.9421 -0.07082139 -0.1056016
Moved 503.0819 301.0726 351.8808 -0.136406 -0.09289926
Moved 503.1127 272.5252 354.2896 -0.202488 -0.0867039
Moved 503.1434 249.7075 358.6992 -0.2553068 -0.07536232
Moved 503.1741 233.5093 360.6227 -0.2928025 -0.07041499
Moved 503.2048 218.91 362.218 -0.3265973 -0.06631176
Moved 503.2356 210.4899 362 -0.3460882 -0.06687243
Moved 503.2663 205.9636 362 -0.3565657 -0.06687243
Moved 503.2969 203.8476 363 -0.3614639 -0.06430049
Moved 503.3277 212.3307 374.9505 -0.341827 -0.03356361
Moved 503.3584 246.0986 401.0723 -0.2636606 0.03362216
Moved 503.3891 282.1265 422.2675 -0.1802628 0.08813637
Moved 503.4198 316.5 439 -0.1006944 0.1311728
Moved 503.4506 359.0917 456.626 -0.002102554 0.1765071
Moved 503.4812 395.7214 468.4528 0.08268853 0.2069257
Moved 503.512 420.6539 477.0616 0.1404026 0.2290678
Moved 503.5427 441.6904 483.5071 0.1890981 0.2456459
Moved 503.5734 463.4299 488.7915 0.239421 0.2592373
Moved 503.6041 479.05 495.025 0.2755787 0.2752701
Moved 503.6349 489.245 499.1633 0.2991783 0.2859138
Moved 503.6655 496.4572 501.4857 0.3158731 0.291887
Moved 503.6963 500.6257 502.6257 0.3255225 0.2948192
Moved 503.727 504.0674 504 0.3334892 0.2983539
Moved 503.7578 505.2376 505.2375 0.3361981 0.3015368
Moved 503.7884 506.3136 505 0.3386888 0.3009258
Moved 503.8191 507 506.0546 0.3402778 0.3036382
Stationary 503.8499 507 506 0.3402778 0.3034978
Moved 503.8806 478.3703 506 0.2740053 0.3034978
Moved 503.9113 445.4646 497.7323 0.1978347 0.2822333
Moved 503.942 406.5 494.5 0.1076389 0.2739197
Moved 503.9727 378.0557 492.2546 0.04179557 0.2681445
Moved 504.0034 353.5993 491 -0.01481642 0.2649176
Moved 504.0342 331.5 489.5 -0.06597221 0.2610596
Moved 504.0648 313.1844 489 -0.1083695 0.2597736
Moved 504.0956 303.6851 488 -0.1303586 0.2572016
Moved 504.1263 298 488 -0.1435185 0.2572016
Moved 504.157 296.5 488 -0.1469907 0.2572016
Moved 504.1877 295.8914 488 -0.1483995 0.2572016
Stationary 504.2185 296 488 -0.1481481 0.2572016
Moved 504.2492 306.8369 488 -0.1230628 0.2572016
Moved 504.2799 332.3764 488 -0.06394351 0.2572016
Moved 504.3106 353.9086 488 -0.01410047 0.2572016
Moved 504.3413 364.3246 488 0.0100107 0.2572016
Moved 504.372 370.5868 488 0.02450645 0.2572016
Moved 504.4028 382.0475 486.781 0.05103588 0.2540663
Moved 504.4335 392.0534 483.9822 0.07419765 0.2468679
Moved 504.4642 396.8491 483 0.08529881 0.2443414
Moved 504.4949 399.5 482 0.09143522 0.2417695
Moved 504.5257 401.5 480.5 0.0960648 0.2379114
Stationary 504.5564 401.5 480.5 0.0960648 0.2379114
Moved 504.5871 402 479.2462 0.09722222 0.2346867
Moved 504.6178 395.6534 475.28 0.08253108 0.2244856
Moved 504.6485 362.9158 448.5441 0.006749531 0.1557204
Moved 504.6792 327.8411 417.8411 -0.07444183 0.07675178
Moved 504.7099 301.5669 391.5669 -0.1352618 0.009174032
Moved 504.7407 283.1656 368.3502 -0.1778575 -0.05053964
Moved 504.7714 271.3196 349.6393 -0.2052786 -0.09866447
Moved 504.8021 259.4385 329.5964 -0.2327812 -0.1502152
Moved 504.8328 257.0281 326.5421 -0.2383609 -0.1580707
Moved 504.8635 253.6414 320.6414 -0.2462004 -0.1732475
Moved 504.8942 252 317.0093 -0.25 -0.1825894
Moved 504.925 251 314.6016 -0.2523148 -0.1887818
Moved 504.9557 250 312.5 -0.2546296 -0.1941873
Moved 504.9864 250 312 -0.2546296 -0.1954732
Ended 505.0171 250 312 -0.2546296 -0.1954732
Candidates 505.3243 13 laura players lawyers ladies layers parties issues paris hilarious papers institutes issued pictures
Began 506.6144 378 263 0.04166663 -0.3215021
Moved 506.6451 378 281.0634 0.04166663 -0.2750429
