watch out for low flying objects
watch out for low flying objects
Basic
List

0.6 0.6
432 388.8
Began 2154.436 383 529 0.05324075 0.3626543
Stationary 2154.467 383 529 0.05324075 0.3626543
Stationary 2154.498 383 529 0.05324075 0.3626543
Moved 2154.528 370.8223 503.2915 0.02505163 0.2965316
Moved 2154.559 351.6039 474.3167 -0.01943553 0.2220079
Moved 2154.59 329.1353 444.1691 -0.07144615 0.1444677
Moved 2154.621 310.7582 417.3443 -0.1139856 0.0754739
Moved 2154.651 300.6565 403.6565 -0.1373691 0.04026872
Moved 2154.682 295.6701 396.5051 -0.1489118 0.02187525
Moved 2154.713 293.0553 392.0552 -0.1549647 0.0104301
Moved 2154.744 292 389.5 -0.1574074 0.003857946
Moved 2154.774 292 388.6094 -0.1574074 0.001567322
Moved 2154.805 313.3581 403.8297 -0.1079674 0.04071424
Moved 2154.836 342.2552 435.2552 -0.04107589 0.1215411
Moved 2154.866 358.3499 456.1599 -0.003819565 0.1753083
Moved 2154.897 373.9362 475.8883 0.03225962 0.22605
Moved 2154.928 383.164 490.328 0.05362034 0.2631892
Moved 2154.959 390.2394 501.4789 0.0699987 0.2918695
Moved 2154.989 396.6821 509.6821 0.08491229 0.3129683
Moved 2155.02 399.5 513.5 0.09143522 0.3227879
Moved 2155.051 400 515 0.09259263 0.326646
Stationary 2155.082 400 515 0.09259263 0.326646
Moved 2155.112 389.0189 491.901 0.06717335 0.267235
Moved 2155.143 364.641 447.6256 0.01074314 0.153358
Moved 2155.174 334.8971 401.3585 -0.05810867 0.0343581
Moved 2155.205 313.5736 368.6227 -0.1074685 -0.04983886
Moved 2155.235 300.1592 346.2787 -0.1385203 -0.107308
Moved 2155.266 293.2237 333.7062 -0.1545748 -0.1396447
Moved 2155.297 284.8103 317.6206 -0.1740502 -0.181017
Moved 2155.327 280.2126 305.8505 -0.184693 -0.21129
Moved 2155.358 277.5 297.5 -0.1909722 -0.2327676
Moved 2155.389 277 295.0519 -0.1921296 -0.2390639
Moved 2155.42 277 292.5 -0.1921296 -0.2456276
Moved 2155.45 286.7234 293 -0.1696219 -0.2443416
Moved 2155.481 309.9202 327.2653 -0.1159254 -0.1562107
Moved 2155.512 341 362 -0.04398147 -0.06687243
Moved 2155.542 374.6871 408.1349 0.03399789 0.05178718
Moved 2155.573 419.0488 462.7537 0.136687 0.1922676
Ended 2155.604 422 466 0.1435185 0.2006171
Candidates 2155.696 13 such dutch usually which th dish g audio effect fish watch study duck
Began 2157.048 469 461 0.2523148 0.1877571
Stationary 2157.079 469 461 0.2523148 0.1877571
Moved 2157.11 469 471.0523 0.2523148 0.2136119
Moved 2157.141 454 502 0.2175926 0.2932098
Moved 2157.171 452.1394 525.2333 0.2132857 0.3529663
Moved 2157.202 450 547.4765 0.2083333 0.4101761
Moved 2157.233 450 564.4352 0.2083333 0.4537942
Moved 2157.263 448.9276 578.5068 0.205851 0.4899865
Moved 2157.294 449 588.381 0.2060185 0.515383
Moved 2157.325 449 602.9037 0.2060185 0.5527359
Moved 2157.356 449 611.7073 0.2060185 0.5753787
Moved 2157.386 449 618.2623 0.2060185 0.5922384
Moved 2157.417 449 622.1188 0.2060185 0.6021572
Moved 2157.448 449 624.8328 0.2060185 0.6091379
Moved 2157.479 449 627.4974 0.2060185 0.6159913
Moved 2157.51 449 630.2217 0.2060185 0.6229982
Moved 2157.54 449 631.1989 0.2060185 0.6255113
