just in time for the party
just in time for the party
Basic
Radial

0.6 0.6
432 388.8
Began 2190.06 448 356 0.2037037 -0.0823046
Moved 2190.091 436.503 375.7916 0.1770903 -0.03140014
Moved 2190.122 414.4471 441.7971 0.1260348 0.138367
Moved 2190.152 395.2993 486.9512 0.08171141 0.2545041
Moved 2190.183 385.0258 496.9828 0.05793015 0.2803055
Moved 2190.214 355.4878 479.7642 -0.01044492 0.236019
Moved 2190.245 309.633 411.056 -0.1165902 0.05930029
Moved 2190.275 288.7224 361.8973 -0.1649944 -0.0671367
Moved 2190.306 275.4812 333.9623 -0.1956454 -0.1389858
Moved 2190.337 271.0015 326.0015 -0.2060151 -0.1594612
Moved 2190.367 271 332.9385 -0.2060186 -0.1416192
Moved 2190.398 326.5241 418.1281 -0.07749041 0.07748996
Moved 2190.429 371.4675 486.3972 0.02654513 0.2530792
Moved 2190.46 398.4759 519.8449 0.08906453 0.3391072
Ended 2190.49 423.5 549.5 0.1469907 0.4153806
Candidates 2190.583 13 just judy visit luxury budget post lucy fuzzy video last thursday left mystery
Began 2191.474 304 421 -0.1296296 0.08487643
Stationary 2191.504 304 421 -0.1296296 0.08487643
Moved 2191.535 386.8764 412 0.06221383 0.06172835
Moved 2191.566 501.0829 435.8515 0.3265809 0.1230748
Ended 2191.596 501.0829 435.8515 0.3265809 0.1230748
Accept 2191.658 0 just
Began 2192.211 425 517 0.150463 0.33179
Moved 2192.242 421.5833 491.2379 0.1425539 0.2655294
Moved 2192.272 403.5228 421.7372 0.1007472 0.0867727
Moved 2192.303 389.0963 359.7075 0.06735255 -0.07276873
Moved 2192.334 384.2205 326.6455 0.05606591 -0.1578048
Moved 2192.365 382.3495 300.4464 0.05173495 -0.2251895
Moved 2192.395 382 284.3699 0.05092591 -0.2665383
Moved 2192.426 382 273.4227 0.05092591 -0.2946948
Ended 2192.457 382 269 0.05092591 -0.30607
Candidates 2192.518 13 iv uv un in ic ibm tn inn young hiv pub hung pc
Began 2193.932 406 403 0.1064815 0.03858017
Moved 2193.962 430.2437 369.6902 0.1626013 -0.04709322
Ended 2193.993 439.5 355.5 0.1840278 -0.08359061
Accept 2194.054 3 in
Began 2194.792 363 498 0.006944438 0.2829217
Stationary 2194.823 363 498 0.006944438 0.2829217
Moved 2194.853 378.1342 472.821 0.04197747 0.2181608
Moved 2194.884 392.127 456.5609 0.07436801 0.1763396
Moved 2194.915 400.9286 449.0715 0.09474207 0.1570767
Moved 2194.946 408.005 447 0.1111226 0.1517489
Moved 2194.976 417.8239 459.0596 0.1338515 0.1827665
Moved 2195.007 431.4211 474.6317 0.1653267 0.2228181
Moved 2195.038 443.8357 494.0594 0.1940641 0.2727866
Moved 2195.068 450.4885 505.4653 0.209464 0.3021226
Moved 2195.099 454.3635 511.7271 0.2184341 0.3182279
Moved 2195.13 457.8687 515.8687 0.2265479 0.3288804
Moved 2195.161 460.741 518.741 0.2331967 0.3362678
Moved 2195.191 462.1708 520.1708 0.2365065 0.3399453
Moved 2195.222 464.0655 521 0.2408924 0.3420781
Moved 2195.253 466.0127 521 0.2453998 0.3420781
Moved 2195.283 468.9039 521 0.2520924 0.3420781
Moved 2195.314 472.5473 508.9055 0.2605262 0.3109707
Moved 2195.345 478.8853 490.0491 0.2751974 0.2624718
Moved 2195.376 482 453.9625 0.2824074 0.1696565
Moved 2195.406 482 415.3583 0.2824074 0.07036586
Moved 2195.437 474.2933 376.8127 0.2645679 -0.02877388
Moved 2195.468 471.5186 339.7424 0.258145 -0.1241193
Moved 2195.499 471 308.2634 0.2569444 -0.2050838
Moved 2195.529 471 291.5666 0.2569444 -0.2480284
Moved 2195.56 471 276.6172 0.2569444 -0.2864783
Moved 2195.591 471 267.06 0.2569444 -0.3110597
Moved 2195.621 470.4784 262.4784 0.255737 -0.3228437
Moved 2195.652 457.3128 261 0.225261 -0.3266461
Moved 2195.683 416.5777 295.4056 0.1309669 -0.2381542
Moved 2195.714 371.8287 341.1713 0.02738118 -0.1204441
Moved 2195.744 353.5555 358.8149 -0.0149178 -0.07506461
Moved 2195.775 325.9333 390.3334 -0.07885818 0.006001633
Moved 2195.806 294.4446 428.6564 -0.1517485 0.1045688
Moved 2195.836 261.6154 472.9742 -0.227742 0.218555
Stationary 2195.867 261.6154 472.9742 -0.227742 0.218555
