if you were not so stupid
if you were not so stupid
FixStart
List

0.6 0.6
432 388.8
Began 1561.967 331 391 -0.06712963 0.007715971
Stationary 1561.998 331 391 -0.06712963 0.007715971
Moved 1562.029 362.5381 430.9775 0.005875131 0.1105387
Moved 1562.06 398.7451 474.6863 0.0896878 0.2229587
Moved 1562.09 418.1123 500.1404 0.1345192 0.2884268
Moved 1562.121 433.5232 521.2849 0.1701926 0.3428108
Moved 1562.152 440.5121 533.0242 0.1863706 0.3730046
Moved 1562.182 443.13 539.39 0.1924306 0.3893776
Moved 1562.213 444 541.6396 0.1944444 0.3951636
Moved 1562.244 444 544.5085 0.1944444 0.4025425
Moved 1562.275 435.6784 546.1888 0.1751814 0.406864
Moved 1562.305 425.3424 546 0.1512555 0.4063785
Moved 1562.336 398.9911 538.7919 0.09025712 0.3878392
Moved 1562.367 363.2832 517.9718 0.00759999 0.3342895
Moved 1562.398 330.5422 494.6337 -0.0681894 0.2742636
Moved 1562.428 303.3104 470.373 -0.1312259 0.2118647
Moved 1562.459 282.3693 448.4308 -0.1797006 0.1554291
Moved 1562.49 267.9355 432.1226 -0.2131121 0.113484
Moved 1562.521 257.5 418.5 -0.2372685 0.07844638
Moved 1562.551 249.5008 408.2512 -0.2557851 0.05208643
Moved 1562.582 243.7479 398.6218 -0.2691021 0.02731947
Moved 1562.613 239.0003 391.0005 -0.2800919 0.007717423
Moved 1562.643 235.4625 384.925 -0.2882812 -0.007908942
Moved 1562.674 232.5874 379.1749 -0.2949365 -0.02269839
Moved 1562.705 229.7175 375.7175 -0.30158 -0.03159095
Moved 1562.736 227.9216 372.9216 -0.3057369 -0.03878181
Moved 1562.766 227 370.3337 -0.3078704 -0.04543791
Moved 1562.797 226 368.4615 -0.3101852 -0.0502533
Moved 1562.828 224.588 367 -0.3134538 -0.05401234
Moved 1562.858 225 366 -0.3125 -0.05658444
Ended 1562.889 225 366 -0.3125 -0.05658444
Candidates 1562.981 13 is us its if his id usa hits ford good guys god toys
Began 1563.842 368 333 0.01851857 -0.141461
Moved 1563.872 359.2492 357.0014 -0.001737972 -0.07972889
Moved 1563.903 343.019 412.5751 -0.03930782 0.06320742
Moved 1563.934 325.0128 452.9766 -0.080989 0.1671208
Moved 1563.964 312.3996 474.1205 -0.1101861 0.2215032
Moved 1563.995 300.4481 488.5519 -0.1378516 0.2586212
Moved 1564.026 285.644 498.8136 -0.1721203 0.2850143
Moved 1564.057 274.486 502.8785 -0.1979491 0.2954693
Moved 1564.087 260.438 505.7124 -0.2304676 0.3027582
Moved 1564.118 246.6654 507.5836 -0.2623485 0.3075709
Moved 1564.149 234.194 509 -0.2912176 0.3112139
Moved 1564.18 227.0159 510.9921 -0.3078336 0.3163375
Moved 1564.21 220.2692 513.8654 -0.3234509 0.3237279
Moved 1564.241 216.541 516.7295 -0.332081 0.3310944
Moved 1564.272 213.5 521 -0.3391204 0.3420781
Moved 1564.302 210.8907 524.2186 -0.3451604 0.3503563
Moved 1564.333 209.0171 526.9829 -0.3494975 0.3574662
Moved 1564.364 206.1446 529 -0.3561468 0.3626543
Moved 1564.395 203.6946 531.3054 -0.361818 0.3685836
Moved 1564.425 200.7259 532 -0.3686901 0.3703703
Moved 1564.456 196.706 532 -0.3779954 0.3703703
Moved 1564.487 191.953 532 -0.3889977 0.3703703
Moved 1564.517 188.9171 532 -0.3960252 0.3703703
Moved 1564.548 184.5877 532 -0.406047 0.3703703
Moved 1564.579 181.7113 532 -0.4127052 0.3703703
Moved 1564.61 180.1089 532.8911 -0.4164145 0.3726621
Moved 1564.64 179 533 -0.4189815 0.3729423
Stationary 1564.671 179 533 -0.4189815 0.3729423
Moved 1564.702 179 534.16 -0.4189815 0.3759257
Ended 1564.733 179 536.5 -0.4189815 0.3819444
Expand 1564.886
Accept 1564.886 3 if
Began 1565.286 323 411 -0.08564815 0.05915629
Stationary 1565.316 323 411 -0.08564815 0.05915629
Moved 1565.347 323 420.228 -0.08564815 0.08289097
Moved 1565.378 323 440.056 -0.08564815 0.1338889
Moved 1565.408 323 463.4487 -0.08564815 0.1940552
Moved 1565.439 315 485.8165 -0.1041667 0.2515857
Moved 1565.47 314 499.6629 -0.1064815 0.2871987
Moved 1565.501 313 506.4266 -0.1087963 0.3045951
Moved 1565.531 312 512.5866 -0.1111111 0.3204387
Moved 1565.562 312 516.4598 -0.1111111 0.3304007
Moved 1565.593 312 519.3302 -0.1111111 0.3377834
Moved 1565.624 320.4829 521.8483 -0.0914748 0.3442598
Moved 1565.654 341.2268 525.7227 -0.04345645 0.3542248
Moved 1565.685 376.2177 527 0.03754089 0.3575102
Moved 1565.716 406.5947 527 0.1078582 0.3575102
Moved 1565.746 437.4894 519.6574 0.1793737 0.3386249
Moved 1565.777 451.7504 517.0832 0.2123852 0.332004
Moved 1565.808 459.5789 516 0.2305067 0.329218
Moved 1565.839 462.3294 514.6706 0.2368737 0.3257988
Moved 1565.869 465.2099 514 0.2435414 0.324074
Moved 1565.9 466.0779 513 0.2455508 0.321502
Moved 1565.931 466 511.626 0.2453704 0.3179682
Moved 1565.961 466 510.8656 0.2453704 0.3160122
Moved 1565.992 466 509.6255 0.2453704 0.3128228
Moved 1566.023 455.5999 507.7999 0.2212961 0.3081273
Moved 1566.054 445.2224 507 0.197274 0.3060699
Moved 1566.084 426.6167 507 0.1542053 0.3060699
Moved 1566.115 404.5025 507 0.103015 0.3060699
Moved 1566.146 386.1686 516.564 0.06057541 0.3306685
Moved 1566.177 375.462 516.8845 0.0357918 0.3314928
Moved 1566.207 366.7275 518 0.01557301 0.3343621
Moved 1566.238 358.7409 519.6295 -0.002914518 0.3385532
Moved 1566.269 352.6972 521.1514 -0.01690457 0.3424674
Moved 1566.299 347.8619 522 -0.02809743 0.3446501
Moved 1566.33 346 523.9415 -0.03240739 0.3496436
Moved 1566.361 346 527.4811 -0.03240739 0.3587475
Ended 1566.392 346 529.5 -0.03240739 0.3639403
Candidates 1566.515 13 you your it toy i tour root for report truly fit roy got
Began 1567.59 366 385 0.01388888 -0.007716127
Stationary 1567.62 366 385 0.01388888 -0.007716127
Moved 1567.651 346.1324 404.8411 -0.03210098 0.04331561
