he is still on our team
he is still on our team
FixStart
Radial

0.6 0.6
432 388.8
Began 892.4355 330 410 -0.06944443 0.05658428
Stationary 892.4662 330 410 -0.06944443 0.05658428
Moved 892.4969 339.5417 410 -0.04735728 0.05658428
Moved 892.5276 349.1582 410 -0.02509684 0.05658428
Moved 892.5584 363.0103 410 0.006968181 0.05658428
Moved 892.5891 373.4379 410 0.03110617 0.05658428
Moved 892.6198 378.3543 403 0.04248688 0.03858017
Moved 892.6506 379 403 0.04398147 0.03858017
Moved 892.6812 379 409.6669 0.04398147 0.05572746
Moved 892.712 351.8416 436.5425 -0.01888513 0.1248522
Moved 892.7427 324.6106 462.9017 -0.08191992 0.1926483
Moved 892.7734 304.7331 483.2669 -0.1279326 0.245028
Moved 892.8034 280.5105 504.4895 -0.1840034 0.2996128
Moved 892.8348 265.8066 517.1934 -0.2180403 0.3322874
Moved 892.8656 254.983 526.3447 -0.2430949 0.3558247
Moved 892.8963 246.1939 532.6046 -0.2634401 0.3719254
Moved 892.927 239.9156 536 -0.2779732 0.3806583
Moved 892.9578 235.0452 538.9548 -0.2892471 0.3882581
Moved 892.9884 232.5 541.5 -0.2951389 0.3948044
Ended 893.0192 232 541 -0.2962963 0.3935184
Candidates 893.1113 13 he her hr here r re t e hee free the jet there
Began 893.695 179 427 -0.4189815 0.1003086
Moved 893.7258 227.3357 427 -0.3070934 0.1003086
Moved 893.7565 346.888 427 -0.03035183 0.1003086
Ended 893.7872 472.5 441 0.2604167 0.1363167
Accept 893.8486 0 he
Began 894.1866 275 378 -0.1967592 -0.02572024
Moved 894.2173 282.8748 390.2497 -0.1785306 0.005786252
Moved 894.248 315.19 430.19 -0.1037268 0.1085133
Moved 894.2788 360.2346 474.619 0.0005430977 0.2227853
Moved 894.3095 393.9006 503.6291 0.07847369 0.2973998
Moved 894.3402 417.0465 521.0399 0.1320522 0.3421806
Moved 894.3709 433.3877 532.5102 0.169879 0.3716825
Moved 894.4016 441.5 539 0.1886574 0.3883744
Moved 894.4324 446.5491 543.2746 0.2003452 0.3993688
Moved 894.4631 448.1939 546.1939 0.2041524 0.4068773
Moved 894.4938 449 547.5 0.2060185 0.4102365
Moved 894.524 449 547 0.2060185 0.4089505
Stationary 894.5552 449 547 0.2060185 0.4089505
Moved 894.5859 404.7755 527.8878 0.103647 0.3597935
Moved 894.6166 346.6502 491.2527 -0.03090227 0.2655677
Moved 894.6473 306.0071 461.4424 -0.1249836 0.1888949
Moved 894.6781 276.5731 440.7791 -0.1931179 0.1357485
Moved 894.7088 246.71 421.6337 -0.2622454 0.08650634
Moved 894.7391 228.8642 412.9224 -0.3035551 0.06410088
Moved 894.7703 210.6422 404.3211 -0.3457357 0.04197807
Moved 894.801 196.9445 400.2361 -0.3774432 0.03147149
Moved 894.8317 183.8076 396.723 -0.4078527 0.02243568
Moved 894.8624 172.1992 392.6797 -0.4347241 0.01203615
Moved 894.8931 161.8609 389.9652 -0.4586555 0.005054474
Moved 894.9238 152.2713 388.0904 -0.4808535 0.0002324924
Moved 894.9545 144.2 388 -0.499537 -3.924585E-08
Moved 894.9853 134.9559 386.652 -0.5209354 -0.003467136
Moved 895.0159 126.3202 386 -0.5409254 -0.005144111
Moved 895.0467 119.8039 386 -0.5560095 -0.005144111
Moved 895.0775 118 385.3578 -0.5601852 -0.006795694
Ended 895.1082 118 385 -0.5601852 -0.007716127
Candidates 895.1696 13 is goods god id if pass ups its puts pa odds his gods
Began 895.6918 171 407 -0.4375 0.04886827
Moved 895.7225 210.1897 421.491 -0.3467832 0.0861394
Moved 895.7533 351.4224 451.8041 -0.01985555 0.1641051
Ended 895.784 514 474 0.3564815 0.2211934
Accept 895.8454 0 is
Began 896.0912 397 383 0.0856481 -0.01286016
Stationary 896.1219 397 383 0.0856481 -0.01286016
Moved 896.1526 372.2416 383 0.02833704 -0.01286016
Moved 896.1834 333.2933 400.3029 -0.061821 0.03164303
Moved 896.2141 295.4905 415.5328 -0.1493276 0.07081463
Moved 896.2448 268.3702 424.9177 -0.2121059 0.09495291
Moved 896.2755 248.164 430.6674 -0.2588797 0.1097412
Moved 896.3062 234.5 434.5 -0.2905093 0.1195987
Moved 896.337 222.08 435 -0.3192593 0.1208847
Moved 896.3677 211.6996 435 -0.3432879 0.1208847
Moved 896.3984 204.0634 435 -0.3609643 0.1208847
Moved 896.4291 199.4617 435 -0.3716164 0.1208847
Moved 896.4598 196.5901 435 -0.3782636 0.1208847
Moved 896.4906 194.5 435 -0.3831018 0.1208847
Moved 896.5213 193.6397 435 -0.3850933 0.1208847
Moved 896.552 210.6429 444.1689 -0.345734 0.1444672
Moved 896.5828 261.6029 468.519 -0.227771 0.2070962
Moved 896.6135 314.3989 491.0466 -0.105558 0.2650376
Moved 896.6442 346.4597 507.7299 -0.0313432 0.3079472
Moved 896.6749 374.8044 521.2029 0.03426949 0.3426001
Moved 896.7056 389.0468 528.3645 0.06723781 0.3610197
Moved 896.7363 396.104 533.552 0.08357416 0.3743621
Moved 896.767 400.0947 535 0.09281188 0.3780863
Moved 896.7978 401.9649 536 0.09714106 0.3806583
Moved 896.8285 403.5 537 0.1006944 0.3832304
Moved 896.8592 405.5 538.5 0.1053241 0.3870883
Moved 896.89 424.4522 539 0.1491949 0.3883744
Moved 896.9207 486.4808 540 0.2927796 0.3909464
Moved 896.9514 523.782 540 0.379125 0.3909464
Moved 896.9821 540.7412 540 0.4183824 0.3909464
Moved 897.0128 556.0864 530.1655 0.4539036 0.3656519
Moved 897.0436 563.5757 524.4243 0.47124 0.3508855
Moved 897.0742 570.1666 513.3336 0.4864968 0.3223599
Moved 897.105 571 504.1976 0.4884259 0.298862
Moved 897.1357 571 496.8506 0.4884259 0.2799656
Moved 897.1664 571 491.1183 0.4884259 0.2652218
Moved 897.1971 571 483.1867 0.4884259 0.2448217
Moved 897.2279 572.8204 467.8983 0.4926398 0.2054995
Moved 897.2586 578.3875 453.8376 0.5055265 0.1693353
Moved 897.2893 584.1299 439.1753 0.5188192 0.1316237
Moved 897.3201 590.2282 422.3154 0.5329357 0.08825964
Moved 897.3508 596.9386 409.0921 0.548469 0.05424915
Ended 897.3815 597 409 0.548611 0.05401234
Candidates 897.4736 13 still wool sweep strip deep stroll will atp fail atop sell wp well
Began 898.0574 260.929 426 -0.2293311 0.09773654
Moved 898.088 327.1901 426 -0.07594879 0.09773654
Moved 898.1188 455.2406 446.7643 0.2204645 0.1511428
Ended 898.1495 547 463 0.4328704 0.1929011
Accept 898.2416 0 still
Began 898.5488 281 428 -0.1828704 0.1028806
Moved 898.5795 305.8273 452.8273 -0.1253998 0.1667367
Moved 898.6102 351.4803 495.2869 -0.01972149 0.2759437
Moved 898.6411 393.3467 530.7005 0.07719149 0.3670279
Moved 898.6717 424.1545 553.8659 0.1485059 0.4266097
