where did you get that tie
Moved 1988.707 319.2807 406.9813 -0.0942577 0.04882012
Moved 1988.738 285.6479 408 -0.1721114 0.05144025
Moved 1988.768 256 408 -0.2407407 0.05144025
Moved 1988.799 231.4184 410.226 -0.2976426 0.05716547
Moved 1988.83 207.2509 412 -0.3535858 0.06172835
Moved 1988.86 185.3135 413 -0.4043669 0.06430033
Moved 1988.891 174.4891 414 -0.4294234 0.06687239
Moved 1988.922 165.9125 414 -0.4492767 0.06687239
Moved 1988.953 162.7777 416.2223 -0.4565331 0.07258815
Moved 1988.983 163 423.4037 -0.4560185 0.0910589
Moved 1989.014 189.7965 440.7072 -0.3939897 0.1355637
Moved 1989.045 226.6691 460.3069 -0.3086365 0.1859745
Moved 1989.076 278.9268 481.7891 -0.1876695 0.2412269
Moved 1989.106 314.39 494.817 -0.1055788 0.274735
Moved 1989.137 335.5045 505.1454 -0.05670244 0.3012999
Moved 1989.168 355.8576 514.9288 -0.009588948 0.3264628
Moved 1989.198 370.0587 521.5146 0.02328406 0.3434019
Moved 1989.229 377.0978 525.0489 0.03957828 0.352492
Moved 1989.26 380.9178 526.9178 0.04842093 0.3572989
Moved 1989.291 382.3548 527 0.05174716 0.3575102
Ended 1989.321 383 528.2398 0.05324075 0.3606991
Candidates 1989.506 13 that what thai theater threat larry jay lay harry hat later pay chat
Began 1990.028 288 443 -0.1666667 0.1414608
Stationary 1990.059 288 443 -0.1666667 0.1414608
Moved 1990.09 315.9597 443 -0.1019451 0.1414608
Moved 1990.12 348.3857 443 -0.02688497 0.1414608
Moved 1990.151 380.6046 443 0.04769574 0.1414608
Moved 1990.182 396.3076 443 0.08404553 0.1414608
Moved 1990.213 404.3849 443 0.1027428 0.1414608
Moved 1990.243 407.5 443 0.1099537 0.1414608
Ended 1990.274 408 443 0.1111111 0.1414608
Accept 1990.335 0 that
Began 1990.581 326 550 -0.07870371 0.4166666
Stationary 1990.612 326 550 -0.07870371 0.4166666
Stationary 1990.643 326 550 -0.07870371 0.4166666
Moved 1990.674 357.9437 550 -0.004760026 0.4166666
Moved 1990.704 394.4289 557 0.07969648 0.4346707
Moved 1990.735 431.4159 557 0.1653146 0.4346707
Moved 1990.766 458.3946 557 0.2277652 0.4346707
Moved 1990.797 477.5 557 0.2719907 0.4346707
Moved 1990.827 492.149 557 0.3059006 0.4346707
Moved 1990.858 500.8057 550 0.3259391 0.4166666
Moved 1990.889 506.7708 550 0.3397472 0.4166666
Moved 1990.919 509.1983 550 0.3453665 0.4166666
Moved 1990.95 511 550 0.349537 0.4166666
Moved 1990.981 512 550 0.3518519 0.4166666
Moved 1991.012 513 550 0.3541666 0.4166666
Moved 1991.042 503.101 550 0.3312523 0.4166666
Moved 1991.073 465.8886 550 0.2451125 0.4166666
Moved 1991.104 399.5224 543.5464 0.09148706 0.4000677
Moved 1991.135 348.9198 531.98 -0.02564862 0.3703188
Moved 1991.165 302.5793 515.8597 -0.1329183 0.3288573
Moved 1991.196 275.7375 504.3688 -0.195052 0.2993023
Moved 1991.227 258.6582 499.4633 -0.2345875 0.2866853
Moved 1991.257 244.9884 496.3295 -0.2662306 0.2786251
Moved 1991.288 232.8814 492.2938 -0.2942559 0.2682453
Moved 1991.319 225.4285 491.4285 -0.3115082 0.2660196
Moved 1991.35 220.1195 491 -0.3237975 0.2649176
Ended 1991.38 219 491 -0.3263889 0.2649176
Candidates 1991.503 13 types your tours type route row toys reporter rope roots tie typed rooted
Began 1992.732 396 363 0.08333336 -0.06430049
Stationary 1992.763 396 363 0.08333336 -0.06430049
Stationary 1992.794 396 363 0.08333336 -0.06430049
Stationary 1992.825 396 363 0.08333336 -0.06430049
Ended 1992.855 396 363 0.08333336 -0.06430049
NextCandidatePanel 1992.917
Began 1993.624 394 382 0.07870366 -0.01543218
Stationary 1993.654 394 382 0.07870366 -0.01543218
Ended 1993.685 394 382 0.07870366 -0.01543218
NextCandidatePanel 1993.746
Began 1994.33 386 376 0.06018519 -0.03086435
Stationary 1994.361 386 376 0.06018519 -0.03086435
Moved 1994.392 370.0561 395.2585 0.023278 0.01866906
Moved 1994.423 350.8827 417.6368 -0.02110486 0.07622636
Moved 1994.453 337.6888 434.3735 -0.05164643 0.1192733
Moved 1994.484 329.1412 446.7881 -0.07143234 0.151204
Moved 1994.515 326.1904 452.8096 -0.07826303 0.1666914
Ended 1994.545 326 454.2454 -0.07870371 0.1703841
Accept 1994.607 10 tie
Began 1995.099 560 387 0.462963 -0.002572055
Stationary 1995.129 560 387 0.462963 -0.002572055
Stationary 1995.16 560 387 0.462963 -0.002572055
Stationary 1995.191 560 387 0.462963 -0.002572055
Stationary 1995.221 560 387 0.462963 -0.002572055
Stationary 1995.252 560 387 0.462963 -0.002572055
Stationary 1995.283 560 387 0.462963 -0.002572055
Stationary 1995.314 560 387 0.462963 -0.002572055
Stationary 1995.344 560 387 0.462963 -0.002572055
Stationary 1995.375 560 387 0.462963 -0.002572055
Moved 1995.406 572.3154 387 0.4914709 -0.002572055
Moved 1995.437 579.1747 387 0.507349 -0.002572055
Moved 1995.467 583.5164 387 0.5173991 -0.002572055
Moved 1995.498 589.3927 387 0.5310016 -0.002572055
Moved 1995.529 594.3484 387 0.5424733 -0.002572055
Moved 1995.56 600.0931 387 0.5557712 -0.002572055
Moved 1995.59 605.8327 387 0.5690572 -0.002572055
Moved 1995.621 610.5654 395.9789 0.5800124 0.02052174
Moved 1995.652 614.5964 394.7982 0.5893435 0.01748505
Moved 1995.682 619.332 395 0.6003056 0.01800408
Moved 1995.713 624.0686 396 0.6112699 0.02057605
Moved 1995.744 628.1577 396 0.6207352 0.02057605
Moved 1995.775 630.9686 396 0.627242 0.02057605
Moved 1995.805 633.8344 396 0.6338759 0.02057605
Moved 1995.836 635.265 396 0.6371874 0.02057605
Moved 1995.867 636 396 0.6388888 0.02057605
Moved 1995.898 637 396 0.6412038 0.02057605
Moved 1995.928 638.5 396 0.6446759 0.02057605
Ended 1995.959 640 396 0.6481482 0.02057605
PhraseEnd 1996.021
