watch out for low flying objects
watch out for low flying objects
Basic
Radial

0.6 0.6
432 388.8
Began 1039.7 240 475 -0.2777777 0.2237653
Stationary 1039.73 240 475 -0.2777777 0.2237653
Stationary 1039.761 240 475 -0.2777777 0.2237653
Stationary 1039.792 240 475 -0.2777777 0.2237653
Stationary 1039.823 240 475 -0.2777777 0.2237653
Stationary 1039.853 240 475 -0.2777777 0.2237653
Stationary 1039.884 240 475 -0.2777777 0.2237653
Stationary 1039.915 240 475 -0.2777777 0.2237653
Stationary 1039.945 240 475 -0.2777777 0.2237653
Stationary 1039.976 240 475 -0.2777777 0.2237653
Stationary 1040.007 240 475 -0.2777777 0.2237653
Stationary 1040.037 240 475 -0.2777777 0.2237653
Stationary 1040.068 240 475 -0.2777777 0.2237653
Stationary 1040.099 240 475 -0.2777777 0.2237653
Stationary 1040.13 240 475 -0.2777777 0.2237653
Stationary 1040.16 240 475 -0.2777777 0.2237653
Moved 1040.191 230.1182 442.9139 -0.3006522 0.1412394
Moved 1040.222 223.3535 409.0906 -0.3163114 0.05424543
Moved 1040.252 219.2936 387.3211 -0.3257093 -0.001746205
Moved 1040.283 215.2807 369.4033 -0.3349985 -0.04783112
Moved 1040.314 212.4178 356.6713 -0.3416254 -0.0805781
Moved 1040.344 209.5447 348.634 -0.3482763 -0.1012501
Moved 1040.375 209.0466 346.0466 -0.3494292 -0.1079048
Moved 1040.406 209 343.1771 -0.349537 -0.1152852
Moved 1040.437 208 341.3109 -0.3518518 -0.1200853
Moved 1040.467 208 340 -0.3518518 -0.1234569
Moved 1040.498 207 337.8995 -0.3541667 -0.1288593
Stationary 1040.529 207 338 -0.3541667 -0.1286009
Stationary 1040.559 207 338 -0.3541667 -0.1286009
Stationary 1040.59 207 338 -0.3541667 -0.1286009
Moved 1040.621 226.6347 365.1804 -0.3087161 -0.05869257
Moved 1040.652 259.2153 404.3166 -0.2332978 0.04196654
Moved 1040.682 283.2462 428.9956 -0.1776709 0.1054412
Moved 1040.713 306.815 451.725 -0.1231135 0.1639016
Moved 1040.744 322.1062 464.6849 -0.08771718 0.1972349
Moved 1040.775 335.704 475.42 -0.05624066 0.2248457
Moved 1040.805 343.4781 482.4781 -0.03824522 0.2429992
Moved 1040.836 348.6984 486.6984 -0.02616117 0.2538538
Moved 1040.867 351.5723 489.5723 -0.01950855 0.2612454
Moved 1040.897 353 491.4434 -0.01620372 0.266058
Moved 1040.928 354.9529 492 -0.01168321 0.2674896
Moved 1040.959 356.374 493.374 -0.008393626 0.2710234
Moved 1040.989 357 493.6976 -0.006944438 0.271856
Moved 1041.02 357 494.5 -0.006944438 0.2739197
Stationary 1041.051 357 494.5 -0.006944438 0.2739197
Stationary 1041.082 357 494.5 -0.006944438 0.2739197
Moved 1041.112 338.948 447.3022 -0.04873157 0.1525261
Moved 1041.143 327.4184 407.6737 -0.0754203 0.05060109
Moved 1041.174 319.1902 370.7609 -0.09446701 -0.04433926
Moved 1041.204 316.8591 346.873 -0.0998631 -0.1057793
Moved 1041.235 315.2281 324.5969 -0.1036386 -0.1630739
Moved 1041.266 315 307.0834 -0.1041667 -0.2081188
Moved 1041.297 315 295.1663 -0.1041667 -0.23877
Moved 1041.327 315 286.0499 -0.1041667 -0.2622173
Moved 1041.358 315 279.4387 -0.1041667 -0.2792215
Moved 1041.389 320.1271 273.5351 -0.09229828 -0.2944057
Moved 1041.419 323 267.795 -0.08564815 -0.3091693
