just in time for the party
just in time for the party
FixStart
List

0.6 0.6
432 388.8
Began 2537.833 458 339 0.2268519 -0.1260288
Stationary 2537.864 458 339 0.2268519 -0.1260288
Moved 2537.895 482.108 339 0.2826574 -0.1260288
Moved 2537.925 503.6543 339 0.332533 -0.1260288
Moved 2537.956 535.1932 349.8386 0.4055398 -0.09815168
Moved 2537.987 561.0079 354.288 0.4652961 -0.08670799
Moved 2538.018 576.0405 357.0101 0.5000937 -0.07970653
Moved 2538.048 584.3018 358 0.5192172 -0.07716057
Moved 2538.079 589.7916 359 0.531925 -0.07458848
Moved 2538.11 592.5 360 0.5381944 -0.07201654
Moved 2538.14 593 362.068 0.5393519 -0.06669763
Moved 2538.171 593 365.3577 0.5393519 -0.05823645
Moved 2538.202 578.7502 376.7082 0.5063662 -0.0290428
Moved 2538.233 560.9407 393.0593 0.4651405 0.01301255
Moved 2538.263 544.2578 405.1615 0.4265226 0.04413962
Moved 2538.294 533.7964 414.4026 0.4023066 0.067908
Moved 2538.325 521.3516 427.9726 0.3734991 0.1028101
Moved 2538.355 509.9344 444.6639 0.3470704 0.1457405
Moved 2538.386 504.9201 454.2397 0.3354631 0.1703696
Moved 2538.417 503 464.8952 0.3310186 0.1977757
Moved 2538.448 503 472.5087 0.3310186 0.2173576
Moved 2538.479 503 477.4086 0.3310186 0.2299604
Moved 2538.509 503 480.242 0.3310186 0.2372479
Moved 2538.54 503 482.1099 0.3310186 0.242052
Moved 2538.571 510.9808 482.9808 0.3494925 0.244292
Moved 2538.601 515 483 0.3587963 0.2443414
Moved 2538.632 518.3598 483 0.3665736 0.2443414
Moved 2538.663 519.3708 483 0.3689139 0.2443414
Moved 2538.694 519 473.2654 0.3680556 0.2193041
Moved 2538.724 508.5112 466.7556 0.3437759 0.2025606
Moved 2538.755 494.5086 459.0034 0.3113624 0.1826219
Moved 2538.786 477.8165 451.2722 0.2727233 0.162737
Moved 2538.816 451.6815 442.3044 0.2122257 0.1396719
Moved 2538.847 425.5245 434.7573 0.151677 0.1202605
Moved 2538.878 398.7358 426.1207 0.08966616 0.09804706
Moved 2538.909 373.5 418.5 0.03125002 0.07844638
Moved 2538.939 354.5978 412.8995 -0.01250505 0.06404178
Moved 2538.97 332.3945 403.1973 -0.06390164 0.0390875
Moved 2539.001 313.1619 393.5809 -0.1084216 0.01435421
Moved 2539.031 297.6618 386.6647 -0.1443014 -0.003434404
Moved 2539.062 287.193 382.7982 -0.1685348 -0.01337907
Moved 2539.093 280.8519 379.926 -0.1832132 -0.02076663
Moved 2539.124 277.0566 378.0566 -0.1919986 -0.02557456
Moved 2539.155 275.6265 378 -0.1953091 -0.02572024
Stationary 2539.185 276 378 -0.1944444 -0.02572024
Moved 2539.216 284.3231 390.756 -0.175178 0.007088508
Moved 2539.247 294.2186 405.2733 -0.1522717 0.04442725
Moved 2539.278 306.5846 418.1821 -0.1236467 0.07762869
Moved 2539.308 325.2689 435.8019 -0.08039603 0.1229473
Moved 2539.339 338.7693 451.7693 -0.04914502 0.1640157
Moved 2539.37 358.218 469.015 -0.004124939 0.2083719
Moved 2539.4 375.333 482.6108 0.03549298 0.2433404
Moved 2539.431 391.5628 496.3752 0.07306208 0.2787428
Moved 2539.462 407.7532 508.8354 0.1105398 0.3107907
Moved 2539.493 421.1156 518.0693 0.1414712 0.3345404
Moved 2539.523 432.6968 524.7979 0.1682796 0.3518462
Moved 2539.554 439.5365 528.7682 0.1841122 0.3620581
Moved 2539.585 444.6358 532.6359 0.1959163 0.3720058
Moved 2539.615 447.1729 534 0.2017891 0.3755144
Moved 2539.646 447 535 0.2013889 0.3780863
Ended 2539.677 447 535 0.2013889 0.3780863
Candidates 2539.769 13 just user list order use first literary part house guitar key literature horse
Began 2540.261 429 413 0.1597223 0.06430033
Stationary 2540.292 429 413 0.1597223 0.06430033
Moved 2540.323 437.4616 435.4039 0.1793094 0.1219236
Moved 2540.353 442.3712 449.4279 0.190674 0.1579935
Moved 2540.384 449.2964 465.5928 0.2067046 0.1995697
Moved 2540.415 454.6049 482.5123 0.2189928 0.2430871
Moved 2540.445 460.5239 498.0478 0.2326942 0.2830447
Moved 2540.476 466.1736 509.6226 0.2457722 0.3128153
Moved 2540.507 476.33 520.7475 0.2692824 0.3414287
Moved 2540.538 489.2795 530.3677 0.2992581 0.3661719
Moved 2540.568 507.2223 541.2698 0.3407922 0.3942125
Moved 2540.599 524.0352 547.6784 0.379711 0.4106954
Moved 2540.63 540.9708 551.7101 0.418914 0.4210651
Moved 2540.66 556.4805 556.1602 0.4548159 0.4325106
Moved 2540.691 567.4465 560.1116 0.4802004 0.4426739
Moved 2540.722 575.0353 564.0176 0.4977668 0.4527202
Moved 2540.753 579.7794 566.8897 0.5087485 0.4601072
Moved 2540.783 581 567.7581 0.511574 0.4623407
Moved 2540.814 582.2946 568 0.5145709 0.4629629
Stationary 2540.845 582 568 0.513889 0.4629629
Stationary 2540.875 582 568 0.513889 0.4629629
Moved 2540.906 577.357 549.3672 0.5031412 0.415039
Moved 2540.937 564.3521 517.8801 0.4730372 0.3340538
Moved 2540.968 552.8563 484.2831 0.4464267 0.2476415
Moved 2540.999 538.0654 443.5079 0.4121885 0.1427671
Moved 2541.029 529.225 411.5936 0.3917245 0.06068292
Moved 2541.06 521.868 379.9063 0.3746946 -0.02081718
Moved 2541.091 517.1383 348.8298 0.3637461 -0.1007463
Moved 2541.121 515 319.982 0.3587963 -0.1749435
Moved 2541.152 514.1848 294.6625 0.3569091 -0.2400655
Moved 2541.183 514 273.6168 0.3564815 -0.2941955
Moved 2541.214 514 255.1366 0.3564815 -0.3417268
Moved 2541.244 514 239.3527 0.3564815 -0.3823234
Moved 2541.275 514 228.0542 0.3564815 -0.4113833
Moved 2541.306 514 220.4484 0.3564815 -0.4309455
Ended 2541.336 514 216.1952 0.3564815 -0.4418848
Accept 2541.429 0 just
Candidates 2541.429 13 in on upon ion inn him job ibm un tom film ton tomb
Began 2541.89 457 335 0.2245371 -0.1363169
Stationary 2541.92 457 335 0.2245371 -0.1363169
Stationary 2541.951 457 335 0.2245371 -0.1363169
Moved 2541.982 457 354.366 0.2245371 -0.08650713
Moved 2542.013 457 373.8964 0.2245371 -0.03627487
Moved 2542.043 457 394.8605 0.2245371 0.01764537
Moved 2542.074 457 412.5116 0.2245371 0.06304419
Moved 2542.105 457 433.1752 0.2245371 0.1161914
Moved 2542.135 457 449.6228 0.2245371 0.1584948
Moved 2542.166 457 461.3688 0.2245371 0.1887058
Moved 2542.197 457 470.9501 0.2245371 0.213349
Moved 2542.228 457 476.2441 0.2245371 0.2269653
Moved 2542.259 457 483.0679 0.2245371 0.2445162
Moved 2542.289 457 486.9003 0.2245371 0.254373
Moved 2542.32 457 488.7676 0.2245371 0.2591759
Moved 2542.351 457 490.5 0.2245371 0.2636316
Moved 2542.382 457 491.249 0.2245371 0.265558
Stationary 2542.412 457 491 0.2245371 0.2649176
Moved 2542.443 476.3123 485.969 0.2692415 0.2519778
Moved 2542.474 498.9045 474.5477 0.3215382 0.2226021
Moved 2542.504 518.7914 464.6043 0.3675726 0.1970275
Moved 2542.535 540.8448 453.0776 0.4186222 0.1673806
Moved 2542.566 557.3821 445.5393 0.456903 0.147992
Moved 2542.597 571.418 438.791 0.4893935 0.1306352
Moved 2542.627 578.9471 435.5264 0.506822 0.1222387
Moved 2542.658 584.69 432.655 0.5201158 0.1148534
Moved 2542.689 586.891 432 0.5252106 0.1131687
Moved 2542.719 588.7596 430.2404 0.5295361 0.108643
Moved 2542.75 590.5 428.5 0.5335647 0.1041665
Moved 2542.781 590 424.7906 0.5324074 0.09462588
Moved 2542.812 590 406.8792 0.5324074 0.04855752
Moved 2542.843 590 382.1685 0.5324074 -0.01499882
