why do you ask silly questions
why do you ask silly questions
Basic
Radial

0.6 0.6
432 388.8
Began 1916.43 221 489 -0.3217593 0.2597736
Stationary 1916.461 221 489 -0.3217593 0.2597736
Stationary 1916.492 221 489 -0.3217593 0.2597736
Stationary 1916.523 221 489 -0.3217593 0.2597736
Stationary 1916.553 221 489 -0.3217593 0.2597736
Moved 1916.584 247.1754 469.1133 -0.2611682 0.2086246
Moved 1916.615 278.2667 447.103 -0.1891975 0.1520139
Moved 1916.646 309.9763 424.1721 -0.1157957 0.09303524
Moved 1916.676 337.9674 401.7228 -0.05100146 0.03529529
Moved 1916.707 354.628 384.2823 -0.01243522 -0.009562016
Moved 1916.738 367.5541 371.4459 0.01748631 -0.04257736
Moved 1916.768 376.553 362.447 0.03831714 -0.06572284
Moved 1916.799 381.4464 355.8304 0.04964451 -0.08274086
Moved 1916.83 385.9001 352.0499 0.05995393 -0.09246417
Moved 1916.86 390 348.5 0.06944448 -0.1015947
Moved 1916.891 392.0658 345.9342 0.07422626 -0.1081939
Moved 1916.922 394.6177 344 0.08013357 -0.1131688
Moved 1916.953 396.8864 342.1136 0.08538504 -0.1180205
Moved 1916.983 398.2162 342 0.08846352 -0.1183128
Moved 1917.014 399.5 341 0.09143522 -0.1208849
Moved 1917.045 399 341 0.09027779 -0.1208849
Moved 1917.076 399 354.067 0.09027779 -0.08727635
Moved 1917.106 381.0934 384.4488 0.04882723 -0.009133884
Moved 1917.137 362.1162 418.7676 0.004898607 0.07913475
Moved 1917.168 349.3319 445.3362 -0.02469465 0.1474696
Moved 1917.198 342.9107 459.1785 -0.03955846 0.1830723
Moved 1917.229 336.5192 469.9617 -0.05435377 0.2108067
Moved 1917.26 333.2119 477.5761 -0.06200939 0.2303911
Ended 1917.291 331.9462 483.2691 -0.06493941 0.2450336
Candidates 1917.383 13 why rent went sent debt enter she entry the where tent trent genre
Began 1917.966 295 403 -0.150463 0.03858017
Stationary 1917.997 295 403 -0.150463 0.03858017
Stationary 1918.028 295 403 -0.150463 0.03858017
Moved 1918.059 321.7283 403 -0.08859197 0.03858017
Moved 1918.089 341.0255 403 -0.04392256 0.03858017
Moved 1918.12 354.7126 403 -0.01223947 0.03858017
Moved 1918.151 363.1926 403 0.007390281 0.03858017
Moved 1918.181 370.5508 403 0.0244232 0.03858017
Moved 1918.212 376.5 403 0.03819446 0.03858017
Moved 1918.243 380.151 403 0.0466459 0.03858017
Ended 1918.274 384 403 0.0555556 0.03858017
Accept 1918.335 0 why
Began 1918.949 242 326 -0.2731481 -0.1594652
Stationary 1918.98 242 326 -0.2731481 -0.1594652
Stationary 1919.011 242 326 -0.2731481 -0.1594652
Moved 1919.042 254.0937 339.024 -0.2451534 -0.1259672
Moved 1919.072 288.7115 366.7596 -0.1650196 -0.05463078
Moved 1919.103 339.7395 401.6896 -0.04689937 0.03520993
Moved 1919.134 410.493 449.9949 0.116882 0.1594519
Moved 1919.164 424.7728 460.1818 0.149937 0.1856527
Moved 1919.195 442.3437 473.6741 0.1906103 0.2203551
Moved 1919.226 456.1361 483.8817 0.2225372 0.2466091
Moved 1919.257 466.7038 493.7038 0.2469995 0.2718718
Moved 1919.287 474.1465 498.431 0.2642281 0.2840303
Moved 1919.318 479.4979 503.4979 0.2766154 0.2970623
Moved 1919.349 481.5 505.5 0.28125 0.3022119
Moved 1919.379 484.0732 507 0.2872066 0.3060699
Moved 1919.41 486.6186 509 0.2930987 0.3112139
Moved 1919.441 487 510.0853 0.2939814 0.3140054
Moved 1919.472 488.0938 510 0.2965134 0.3137859
