he is still on our team
he is still on our team
Basic
List

0.6 0.6
432 388.8
Began 2266.396 435 410 0.1736111 0.05658428
Stationary 2266.427 435 410 0.1736111 0.05658428
Stationary 2266.458 435 410 0.1736111 0.05658428
Moved 2266.489 414.1605 424.2263 0.1253715 0.09317457
Moved 2266.52 400.7777 438.2223 0.0943929 0.1291725
Moved 2266.55 385.1648 455.3077 0.05825182 0.1731165
Moved 2266.581 372.2277 467.7723 0.02830475 0.2051757
Moved 2266.612 359.4665 482.4402 -0.001234909 0.2429016
Moved 2266.642 348.7772 493.2228 -0.02597873 0.2706347
Moved 2266.673 339.8962 504.1038 -0.04653647 0.2986207
Moved 2266.704 332.4893 513.266 -0.06368215 0.3221861
Moved 2266.735 324.5793 519.9471 -0.08199245 0.3393701
Moved 2266.765 319.3029 525.697 -0.09420613 0.3541589
Ended 2266.796 317.7877 527.2123 -0.09771377 0.3580563
Candidates 2266.888 13 jr ht hr let key he the le it jet lee they hurt
Began 2268.241 441 447 0.1875 0.1517489
Stationary 2268.271 441 447 0.1875 0.1517489
Stationary 2268.302 441 447 0.1875 0.1517489
Moved 2268.333 441 457.5026 0.1875 0.1787618
Moved 2268.364 451.3269 473.644 0.2114048 0.2202778
Moved 2268.394 456.5627 495.2507 0.2235248 0.2758506
Moved 2268.425 460.361 514.4441 0.2323172 0.3252162
Moved 2268.456 460 516.4465 0.2314815 0.3303665
Moved 2268.487 461.0776 522.1552 0.2339759 0.3450491
Moved 2268.517 461 527.6482 0.2337964 0.3591774
Moved 2268.548 461 530.5459 0.2337964 0.3666303
Moved 2268.579 461 534.537 0.2337964 0.3768956
Moved 2268.609 461 539.3981 0.2337964 0.3893982
Moved 2268.64 461 545.254 0.2337964 0.4044597
Moved 2268.671 461 549.1472 0.2337964 0.414473
Moved 2268.702 462 553.7352 0.2361111 0.4262735
Moved 2268.732 463 559.5516 0.2384259 0.4412335
Moved 2268.763 464 564.9832 0.2407408 0.4552034
Moved 2268.794 465 569.7121 0.2430555 0.4673664
Moved 2268.824 466 573.4329 0.2453704 0.4769363
Moved 2268.855 466 576.7965 0.2453704 0.4855876
Moved 2268.886 466 579.5 0.2453704 0.4925411
Moved 2268.917 466 582.2297 0.2453704 0.499562
Moved 2268.948 466 585.7269 0.2453704 0.5085568
Moved 2268.978 466 589.7357 0.2453704 0.5188673
Moved 2269.009 466 592.0831 0.2453704 0.5249051
Moved 2269.04 466 593.4429 0.2453704 0.5284024
Moved 2269.07 466 595 0.2453704 0.5324073
Moved 2269.101 466 597.5 0.2453704 0.5388373
Moved 2269.132 466 599.5 0.2453704 0.5439814
Moved 2269.163 466 600.3538 0.2453704 0.5461773
Moved 2269.193 466 601.3542 0.2453704 0.5487506
Moved 2269.224 466 603 0.2453704 0.5529835
Moved 2269.255 466 604.5 0.2453704 0.5568415
Moved 2269.286 466 605 0.2453704 0.5581275
Moved 2269.316 466 606.3619 0.2453704 0.5616303
Expand 2269.316
Stationary 2269.347 466 606 0.2453704 0.5606995
Moved 2269.378 466 607.5 0.2453704 0.5645576
Moved 2269.408 466 607 0.2453704 0.5632715
Stationary 2269.439 466 607 0.2453704 0.5632715
Moved 2269.47 466 608 0.2453704 0.5658435
Moved 2269.501 466 609.3436 0.2453704 0.5692992
Stationary 2269.531 466 609 0.2453704 0.5684156
Stationary 2269.562 466 609 0.2453704 0.5684156
Moved 2269.593 466 610 0.2453704 0.5709876
Stationary 2269.624 466 610 0.2453704 0.5709876
Stationary 2269.654 466 610 0.2453704 0.5709876
Stationary 2269.685 466 610 0.2453704 0.5709876
Stationary 2269.716 466 610 0.2453704 0.5709876
Stationary 2269.747 466 610 0.2453704 0.5709876
Stationary 2269.777 466 610 0.2453704 0.5709876
Stationary 2269.808 466 610 0.2453704 0.5709876
Stationary 2269.839 466 610 0.2453704 0.5709876
Stationary 2269.869 466 610 0.2453704 0.5709876
Moved 2269.9 458.6718 610 0.228407 0.5709876
Moved 2269.931 447.8009 610 0.2032429 0.5709876
Moved 2269.962 430.4681 598.2341 0.1631206 0.5407254
Moved 2269.992 414 591 0.125 0.5221192
Moved 2270.023 397.937 582.973 0.08781701 0.5014735
Moved 2270.054 384.3144 576.5258 0.05628328 0.4848913
Moved 2270.085 373.6371 571.0914 0.03156722 0.470914
Moved 2270.115 363.4129 567.1032 0.007900198 0.4606563
Moved 2270.146 353.2423 563.4141 -0.01564274 0.4511679
Moved 2270.177 346.3894 560.6947 -0.03150607 0.4441735
Moved 2270.208 339.9551 558.9775 -0.04640028 0.4397569
Moved 2270.238 335.3857 557.6929 -0.05697757 0.4364527
Moved 2270.269 330.7247 556.8623 -0.06776695 0.4343165
Moved 2270.3 328.1454 556.1454 -0.07373745 0.4324728
Moved 2270.331 325.4265 556 -0.08003116 0.4320986
Moved 2270.361 322.9911 555 -0.08566876 0.4295266
Moved 2270.392 320.2706 554 -0.09196629 0.4269547
Moved 2270.423 318.5487 553 -0.095952 0.4243826
Moved 2270.453 315.833 552 -0.1022383 0.4218106
Moved 2270.484 314.4311 551 -0.1054836 0.4192385
Moved 2270.515 313 549.7075 -0.1087963 0.4159143
Moved 2270.546 310.9912 550 -0.1134464 0.4166666
Moved 2270.576 311 549 -0.113426 0.4140946
Ended 2270.607 311 549 -0.113426 0.4140946
Accept 2270.668 5 he
Began 2271.252 462 546 0.2361111 0.4063785
Stationary 2271.283 462 546 0.2361111 0.4063785
Stationary 2271.314 462 546 0.2361111 0.4063785
Moved 2271.345 448.0658 532.0658 0.2038561 0.3705395
Moved 2271.375 427.0092 519.3395 0.155114 0.3378072
Moved 2271.406 406.2833 504.8021 0.1071372 0.3004167
Moved 2271.437 384.5 489 0.05671293 0.2597736
Moved 2271.468 365.3367 474.2806 0.01235346 0.221915
Moved 2271.498 348.0565 459.0565 -0.02764707 0.1827583
Moved 2271.529 333.554 448.1324 -0.06121755 0.1546614
Moved 2271.56 323.078 439.6468 -0.08546765 0.1328364
Moved 2271.591 313.6792 433.1195 -0.107224 0.116048
Moved 2271.621 302.5219 425.6813 -0.1330511 0.09691677
Moved 2271.652 296.3577 422.1192 -0.1473202 0.08775511
Moved 2271.683 291.5746 418.7873 -0.1583921 0.07918538
Moved 2271.714 282.9788 413.9929 -0.1782899 0.06685413
Moved 2271.744 274.8168 409.2723 -0.1971834 0.05471261
Moved 2271.775 266.6634 404.1089 -0.2160569 0.04143244
Moved 2271.806 260.5202 401.3468 -0.2302773 0.03432816
Moved 2271.836 251.8187 396.9094 -0.2504196 0.02291499
Ended 2271.867 250 396 -0.2546296 0.02057605
Candidates 2272.082 13 is its id us if usa puts odds odd pa others pass oa
Began 2273.373 247 371 -0.2615741 -0.04372435
Stationary 2273.404 247 371 -0.2615741 -0.04372435
Stationary 2273.435 247 371 -0.2615741 -0.04372435
Stationary 2273.465 247 371 -0.2615741 -0.04372435
Stationary 2273.496 247 371 -0.2615741 -0.04372435
Moved 2273.527 264.9833 391.6388 -0.2199461 0.009358959
Moved 2273.558 276.2307 403.2307 -0.1939106 0.03917348
Moved 2273.588 287.5 414.5 -0.1678241 0.0681584
