I will meet you at noon
I will meet you at noon
FixStart
List

0.6 0.6
432 388.8
Began 2665.702 451 347 0.2106482 -0.1054527
Stationary 2665.733 451 347 0.2106482 -0.1054527
Stationary 2665.764 451 347 0.2106482 -0.1054527
Stationary 2665.795 451 347 0.2106482 -0.1054527
Stationary 2665.826 451 347 0.2106482 -0.1054527
Stationary 2665.856 451 347 0.2106482 -0.1054527
Stationary 2665.887 451 347 0.2106482 -0.1054527
Moved 2665.918 451 358.5499 0.2106482 -0.07574615
Moved 2665.948 456.0598 366.8913 0.2223607 -0.05429201
Moved 2665.979 466.4626 379.9502 0.2464413 -0.02070431
Moved 2666.01 477.9821 396.2276 0.2731067 0.02116144
Moved 2666.041 486.998 406.9973 0.2939768 0.04886116
Moved 2666.071 497.6275 417.6275 0.3185821 0.07620235
Moved 2666.102 507.5066 426.5066 0.3414504 0.0990395
Moved 2666.133 516.7919 433.7919 0.3629443 0.1177775
Moved 2666.164 523.5 441.5 0.3784722 0.1376028
Moved 2666.194 531.4158 449.4158 0.3967959 0.1579624
Moved 2666.225 538.8157 454.8157 0.4139251 0.1718509
Moved 2666.256 546.0171 459.6724 0.4305951 0.1843424
Moved 2666.286 551.1296 464.1296 0.4424297 0.1958066
Moved 2666.317 558.5094 468.6729 0.4595125 0.207492
Moved 2666.348 564.7497 472.5833 0.4739577 0.2175494
Moved 2666.378 570.6699 476.3349 0.4876618 0.2271988
Moved 2666.409 576.6033 480.6033 0.5013964 0.238177
Moved 2666.44 581.1211 483.5605 0.5118544 0.2457833
Moved 2666.471 584.3187 486.3187 0.5192563 0.2528774
Moved 2666.501 587.0889 488 0.5256687 0.2572016
Moved 2666.532 588.5 489 0.5289352 0.2597736
Moved 2666.563 589.5 490.5 0.5312501 0.2636316
Ended 2666.594 590 490 0.5324074 0.2623456
Candidates 2666.655 13 I go o ii iii to you gi up u iu hi p
Began 2667.638 446 346 0.199074 -0.1080248
Stationary 2667.668 446 346 0.199074 -0.1080248
Stationary 2667.699 446 346 0.199074 -0.1080248
Stationary 2667.73 446 346 0.199074 -0.1080248
Moved 2667.76 433.5906 359.4094 0.1703487 -0.07353567
Moved 2667.791 419.8276 370.3103 0.1384899 -0.04549827
Moved 2667.822 404.5942 386.0073 0.1032273 -0.00512543
Moved 2667.853 392.5919 400.1122 0.07544409 0.03115281
Moved 2667.883 383.8388 408.3708 0.05518247 0.05239416
Moved 2667.914 374.875 418.1249 0.03443291 0.07748175
Moved 2667.945 366.1988 427.8013 0.01434902 0.1023695
Moved 2667.975 358.7034 438.0621 -0.003001392 0.1287605
Moved 2668.006 350.7242 447.2758 -0.02147188 0.1524583
Moved 2668.037 345.6476 455.5286 -0.03322318 0.1736847
Moved 2668.068 341.1359 460.8641 -0.04366691 0.1874077
Moved 2668.098 338.6859 465.6281 -0.04933809 0.1996607
Moved 2668.129 335.8339 470.3323 -0.05594015 0.2117598
Moved 2668.16 333.0771 472.9229 -0.06232157 0.218423
Moved 2668.19 331.3127 475.6873 -0.06640573 0.2255332
Moved 2668.221 329.9481 477.0519 -0.06956453 0.2290429
Moved 2668.252 327.1254 479 -0.07609853 0.2340534
Moved 2668.282 324.3761 481 -0.08246273 0.2391974
Moved 2668.313 321.6292 483.3708 -0.08882125 0.2452951
Moved 2668.344 319.2338 484 -0.09436622 0.2469135
Moved 2668.375 316.491 485 -0.1007154 0.2494856
Moved 2668.406 314.8731 486.1269 -0.1044605 0.2523839
Moved 2668.436 313.6433 486 -0.1073071 0.2520575
Moved 2668.467 314 487 -0.1064815 0.2546296
Moved 2668.498 321.6531 487 -0.08876602 0.2546296
Moved 2668.528 347.4833 487 -0.02897392 0.2546296
Moved 2668.559 372.2702 478.0924 0.02840321 0.2317191
Moved 2668.59 404.0907 477.8788 0.1020618 0.2311697
Moved 2668.62 430.76 478 0.1637963 0.2314814
Moved 2668.651 455.4203 478 0.2208804 0.2314814
Moved 2668.682 472.6121 478 0.2606762 0.2314814
Moved 2668.713 487.1572 478 0.2943453 0.2314814
Moved 2668.743 498.3859 478 0.3203376 0.2314814
Moved 2668.774 505.7322 485 0.3373431 0.2494856
Moved 2668.805 511.582 485 0.3508843 0.2494856
Moved 2668.835 516.5485 485 0.3623808 0.2494856
Moved 2668.866 520.2994 485 0.3710633 0.2494856
Moved 2668.897 525.0753 485 0.3821189 0.2494856
Moved 2668.927 526.8265 485 0.3861725 0.2494856
Moved 2668.958 528.2019 485 0.3893562 0.2494856
Moved 2668.989 529 485 0.3912036 0.2494856
Moved 2669.02 530 485 0.3935185 0.2494856
Moved 2669.05 531.5 485 0.3969907 0.2494856
Moved 2669.081 532 485 0.3981481 0.2494856
Moved 2669.112 533 485 0.4004629 0.2494856
Moved 2669.143 535.0765 473.6942 0.4052696 0.2204067
Moved 2669.173 537 458.9276 0.4097222 0.1824267
Moved 2669.204 539 446.0618 0.4143518 0.1493358
Moved 2669.235 541.3494 429.5543 0.4197901 0.1068784
Moved 2669.265 543.8204 413.8979 0.4255103 0.06660971
Moved 2669.296 546.5738 399.131 0.4318837 0.02862918
Moved 2669.327 550.6461 384.0619 0.4413103 -0.01012892
Moved 2669.357 552.8177 370.2759 0.4463374 -0.04558657
Moved 2669.388 557.0355 352.8937 0.4561006 -0.09029412
Moved 2669.419 562.5331 337.4007 0.4688266 -0.1301422
Moved 2669.45 569.0511 321.8978 0.4839145 -0.1700159
Moved 2669.48 573.6321 307.4197 0.4945189 -0.207254
Moved 2669.511 578.343 295.4855 0.5054237 -0.237949
Moved 2669.542 582.92 286.2401 0.5160185 -0.2617281
Moved 2669.573 587.3552 277.9672 0.5262852 -0.2830063
Moved 2669.603 590.1238 273.7523 0.532694 -0.2938469
Moved 2669.634 591.884 271 0.5367686 -0.300926
Moved 2669.665 593.6396 269 0.5408325 -0.30607
Moved 2669.695 595.4051 266.5949 0.5449191 -0.3122559
Moved 2669.726 597.8223 265.1777 0.5505145 -0.315901
Moved 2669.757 600.5755 265 0.5568876 -0.3163581
Moved 2669.787 603.3365 265 0.5632791 -0.3163581
Moved 2669.818 605.5 265 0.568287 -0.3163581
Moved 2669.849 606 265 0.5694444 -0.3163581
