exercise is good for the mind
Stationary 1761.646 317 403 -0.09953702 0.03858017
Stationary 1761.677 317 403 -0.09953702 0.03858017
Stationary 1761.708 317 403 -0.09953702 0.03858017
Stationary 1761.739 317 403 -0.09953702 0.03858017
Moved 1761.769 337.2686 412.4835 -0.05261893 0.06297194
Moved 1761.8 360.4796 433.7996 0.001110037 0.1177973
Moved 1761.831 393.3239 463.4592 0.07713874 0.1940822
Moved 1761.862 424.976 490.3808 0.1504074 0.263325
Moved 1761.892 453.7685 513.4148 0.2170567 0.3225688
Moved 1761.923 475.2427 527.3456 0.2667654 0.358399
Moved 1761.954 492.3932 537.7949 0.3064657 0.3852749
Moved 1761.984 503.4186 544.4729 0.3319875 0.4024508
Moved 1762.015 508.3487 548.3487 0.3433997 0.4124193
Moved 1762.046 510.8616 549.8616 0.3492166 0.4163107
Stationary 1762.077 511 550 0.349537 0.4166666
Stationary 1762.107 511 550 0.349537 0.4166666
Moved 1762.138 457.2285 518.1523 0.2250658 0.3347537
Moved 1762.169 391.0335 474.3718 0.0718369 0.2221495
Moved 1762.199 353.0698 444.8229 -0.01604214 0.1461494
Moved 1762.23 328.4208 426.2178 -0.07309993 0.09829681
Moved 1762.261 304.826 407.4608 -0.1277175 0.0500535
Moved 1762.292 282.5588 391.9706 -0.179262 0.01021236
Moved 1762.322 267.5366 381.691 -0.2140358 -0.01622675
Moved 1762.353 255.2384 372.9288 -0.2425037 -0.03876352
Moved 1762.384 243.1646 362.1646 -0.2704523 -0.06644912
Moved 1762.415 235.0145 358.6715 -0.2893183 -0.07543343
Moved 1762.445 229.6134 354.8067 -0.3018209 -0.08537371
Moved 1762.476 224.4988 351.2494 -0.3136601 -0.09452317
Ended 1762.507 219.2559 347.4419 -0.3257966 -0.1043162
Candidates 1762.599 13 good foods goods this his dos dogs god gods food dod tips toys
Began 1763.275 200 408 -0.3703704 0.05144025
Moved 1763.306 217.4928 408 -0.3298777 0.05144025
Moved 1763.336 314.3293 408 -0.1057193 0.05144025
Ended 1763.367 438.112 430.2714 0.1808148 0.1087227
Accept 1763.428 0 good
Began 1763.92 239 429 -0.2800926 0.1054526
Stationary 1763.951 239 429 -0.2800926 0.1054526
Stationary 1763.981 239 429 -0.2800926 0.1054526
Moved 1764.012 260.272 435.272 -0.2308519 0.1215843
Moved 1764.043 289.493 447.3434 -0.1632105 0.1526322
Moved 1764.074 378.2074 480.9556 0.04214684 0.2390832
Moved 1764.104 402.6832 489.5941 0.09880373 0.2613015
Moved 1764.135 439.5884 501.8734 0.1842324 0.2928841
Moved 1764.166 470.5 513.5 0.2557871 0.3227879
Moved 1764.197 487.2719 521.136 0.2946109 0.3424278
Moved 1764.227 494.7569 524.2523 0.3119372 0.3504429
Moved 1764.258 498.6396 526.8198 0.3209251 0.3570468
Moved 1764.289 500 529.6136 0.324074 0.3642324
Moved 1764.319 500 532.4886 0.324074 0.3716269
Moved 1764.35 470.7734 535 0.2564199 0.3780863
Moved 1764.381 406.9372 516.0096 0.108651 0.3292428
Moved 1764.412 348.1335 494.1191 -0.02746885 0.2729399
Moved 1764.442 315.5297 481.4119 -0.1029405 0.2402568
Moved 1764.473 292 474 -0.1574074 0.2211934
Moved 1764.504 280.7671 470.9534 -0.1834095 0.2133575
Ended 1764.535 280.7671 470.9534 -0.1834095 0.2133575
Candidates 1764.657 13 site for support sort story super suite door sir store die fit sorry
Began 1765.426 277 411 -0.1921296 0.05915629
Stationary 1765.456 277 411 -0.1921296 0.05915629
Moved 1765.487 337.9525 476.2806 -0.05103583 0.2270591
Moved 1765.518 449.2137 580.3405 0.2065132 0.4947028
Ended 1765.548 472.6738 601.5143 0.2608189 0.5491623
Accept 1765.61 1 for
Began 1766.009 296 565 -0.1481481 0.4552468
Stationary 1766.04 296 565 -0.1481481 0.4552468
Stationary 1766.071 296 565 -0.1481481 0.4552468
Moved 1766.101 308.9666 544.5697 -0.1181328 0.4026997
Moved 1766.132 328.2978 511.7661 -0.07338469 0.3183282
Moved 1766.163 355.5772 461.4418 -0.01023794 0.1888934
Moved 1766.194 371.2878 426.0516 0.02612928 0.09786915
Moved 1766.224 378.6765 402.2942 0.04323254 0.03676485
Moved 1766.255 381.836 388.8198 0.05054633 0.002108523
Moved 1766.286 382 381.5898 0.05092591 -0.01648726
Moved 1766.317 382 378.4138 0.05092591 -0.0246559
Moved 1766.347 366.0549 378 0.01401603 -0.02572024
Moved 1766.378 340.0248 420.9614 -0.04623885 0.08477724
Moved 1766.409 318.8383 456.3234 -0.09528175 0.1757289
Moved 1766.439 304.312 481.6384 -0.1289074 0.2408394
Moved 1766.47 291.0947 501.2674 -0.1595029 0.2913255
Moved 1766.501 272.3434 529.1819 -0.2029088 0.3631221
Moved 1766.532 253.9931 558.0099 -0.2453865 0.4372681
Ended 1766.562 253.9931 558.0099 -0.2453865 0.4372681
Candidates 1766.685 13 the there threw regret where other urge refer egfr agree free ridge he
Began 1767.392 203 483 -0.3634259 0.2443414
Moved 1767.423 223.6235 483 -0.3156864 0.2443414
Moved 1767.453 334.3421 470.3329 -0.0593932 0.2117615
Ended 1767.484 431.5 481.5 0.1655093 0.2404835
Accept 1767.576 0 the
Began 1767.976 368 494 0.01851857 0.2726337
Moved 1768.006 381.9879 462.0241 0.050898 0.1903911
Moved 1768.037 403.1572 410.3324 0.09990095 0.05743929
Moved 1768.068 409.3102 396.759 0.1141441 0.02252834
Moved 1768.099 411 395 0.1180555 0.01800408
Moved 1768.129 405.7613 416.4711 0.1059289 0.07322798
Moved 1768.16 399.3815 466.1324 0.09116093 0.2009578
Moved 1768.191 397.5107 510.339 0.08683046 0.3146578
Moved 1768.221 398 543.1581 0.08796295 0.3990692
Moved 1768.252 398 570.0591 0.08796295 0.468259
Moved 1768.283 398 582.0498 0.08796295 0.4990992
Moved 1768.314 398 588.5938 0.08796295 0.5159305
Moved 1768.344 398 590.065 0.08796295 0.5197144
Stationary 1768.375 398 590.065 0.08796295 0.5197144
Moved 1768.406 388.5898 560.5336 0.06618023 0.4437592
Moved 1768.436 373.4094 514.7964 0.03104031 0.3261225
Moved 1768.467 360.7982 464.1929 0.001847844 0.1959694
Moved 1768.498 349.2589 419.221 -0.02486358 0.08030087
Moved 1768.529 344.2215 397.5503 -0.03652438 0.02456343
Moved 1768.559 341 383.7401 -0.04398147 -0.01095674
Moved 1768.59 338.5599 376.1198 -0.0496299 -0.03055627
Moved 1768.621 336.6905 369.0714 -0.0539572 -0.04868464
Moved 1768.652 336 366.1226 -0.05555556 -0.05626898
Moved 1768.682 334.2534 363.2534 -0.05959874 -0.06364885
Moved 1768.713 333.3776 360.3776 -0.06162594 -0.07104535
Moved 1768.744 333 358.9474 -0.06249999 -0.07472364
Moved 1768.774 332 356.9742 -0.06481484 -0.07979876
Moved 1768.805 332 355.5414 -0.06481484 -0.08348418
Moved 1768.836 330.5 355 -0.06828706 -0.08487654
Ended 1768.867 330.5 355 -0.06828706 -0.08487654
Candidates 1769.02 13 third high truth huh good fourth guys food this south died hug buys
Began 1769.42 461 422 0.2337964 0.08744851
Moved 1769.45 417.3848 422 0.1328351 0.08744851
Moved 1769.481 310.4173 409.1208 -0.1147748 0.05432317
Moved 1769.512 201.4168 416.2175 -0.3670906 0.07257591
Ended 1769.543 177 423 -0.4236111 0.09002049
Cancel 1769.604
Began 1770.034 496 302 0.3148148 -0.2211935
Stationary 1770.065 496 302 0.3148148 -0.2211935
Moved 1770.096 496 360.6085 0.3148148 -0.07045165
Moved 1770.126 486.386 443.4432 0.2925602 0.1426008
Moved 1770.157 489 506.6813 0.2986111 0.3052503
Moved 1770.188 500.2457 525.2285 0.3246429 0.3529539
Moved 1770.219 503.1126 533.3378 0.3312791 0.3738111
Moved 1770.249 504.5 537 0.3344907 0.3832304
Moved 1770.28 504 528.2016 0.3333333 0.3606007
Moved 1770.311 478.2252 443.9393 0.2736695 0.1438767
Moved 1770.341 461.0338 363.3885 0.2338745 -0.06330105
Moved 1770.372 469.3721 316.6279 0.2531761 -0.1835702
Moved 1770.403 478.4173 299.4567 0.2741142 -0.2277349
Moved 1770.434 482.5 294 0.2835648 -0.2417696
Stationary 1770.464 482.5 294 0.2835648 -0.2417696
Moved 1770.495 459.3351 323.5532 0.2299423 -0.1657583
Moved 1770.526 430.9467 361.7289 0.1642285 -0.06756975
Moved 1770.557 401.5 397 0.0960648 0.02314815
Moved 1770.587 375.9692 423.2847 0.03696581 0.09075274
Moved 1770.618 354.9728 437.5136 -0.01163701 0.1273498
Ended 1770.649 342 443 -0.04166668 0.1414608
Candidates 1770.802 13 long king joint month hoping mount mind monks mint hong monde kind monte
Began 1772.431 394 456 0.07870366 0.174897
Moved 1772.461 338.9834 440.8754 -0.04864955 0.1359962
Moved 1772.492 243.9919 412.706 -0.2685373 0.06354415
Ended 1772.523 181 409 -0.4143519 0.05401234
Cancel 1772.584
Began 1773.045 474 313 0.2638889 -0.1929013
Stationary 1773.076 474 313 0.2638889 -0.1929013
Moved 1773.107 474 303.28 0.2638889 -0.2179014
Moved 1773.137 474 302 0.2638889 -0.2211935
Moved 1773.168 474 300 0.2638889 -0.2263375
Moved 1773.199 481.3275 299 0.2808508 -0.2289095
Moved 1773.229 481 308.1973 0.2800926 -0.2052539
Moved 1773.26 471.295 352.0743 0.2576272 -0.09240139
Moved 1773.291 464.3842 421.0811 0.2416302 0.08508513
Moved 1773.322 464 475.6554 0.2407408 0.2254511
Moved 1773.352 464 513.6158 0.2407408 0.3230859
Moved 1773.383 472.5524 534.3143 0.2605378 0.3763226
Moved 1773.414 473 544.2744 0.2615741 0.4019403
Moved 1773.445 473 547.2997 0.2615741 0.4097213
Moved 1773.475 474.5 547 0.2650462 0.4089505
Moved 1773.506 474 510.387 0.2638889 0.3147814
Moved 1773.537 460.7984 449.1816 0.2333296 0.1573601
Moved 1773.567 457 388.5938 0.2245371 0.001527252
Moved 1773.598 456.0189 345.3587 0.2222659 -0.1096742
Moved 1773.629 455 315.3339 0.2199073 -0.1868983
Moved 1773.66 452.2737 289.737 0.2135965 -0.2527341
Moved 1773.69 449.5 269.5 0.2071759 -0.304784
Moved 1773.721 446.8268 258.4805 0.2009879 -0.3331264
Moved 1773.752 442.9563 249.8689 0.1920284 -0.3552755
Moved 1773.782 436.2991 238.9487 0.1766183 -0.3833623
Moved 1773.813 430.3272 231.4363 0.1627945 -0.4026845
Moved 1773.844 422.4745 224.4745 0.1446169 -0.4205903
Moved 1773.875 418.3953 220.3953 0.1351743 -0.4310821
Moved 1773.905 407.6979 217 0.1104118 -0.4398148
Moved 1773.936 396.7119 221.7006 0.08498123 -0.427725
Moved 1773.967 362.6519 257.1619 0.006138583 -0.3365179
Moved 1773.998 335.3079 296.0382 -0.05715773 -0.2365273
Moved 1774.028 316.6916 329.6169 -0.100251 -0.1501624
Moved 1774.059 299.3058 365.3883 -0.1404958 -0.05815773
Moved 1774.09 287.5628 394.093 -0.1676787 0.01567111
Moved 1774.12 279.5612 412.8369 -0.1862009 0.06388067
Moved 1774.151 270.976 433.048 -0.206074 0.1158641
Moved 1774.182 264.2458 446.5085 -0.2216533 0.1504847
Moved 1774.213 261.2481 452.7519 -0.2285924 0.1665428
Ended 1774.243 261 455.3638 -0.2291666 0.1732606
Candidates 1774.366 13 mind number kind minds monde binds kinds mine gonna move line king jobs
Began 1774.95 236 461 -0.287037 0.1877571
Moved 1774.981 353.2974 461 -0.01551529 0.1877571
Moved 1775.011 418.8543 461 0.1362369 0.1877571
Ended 1775.042 500 461 0.324074 0.1877571
Accept 1775.104 0 mind
Began 1775.718 195 477 -0.3819444 0.2289094
Moved 1775.749 206.8574 477 -0.3544968 0.2289094
Moved 1775.78 296.678 477 -0.1465787 0.2289094
Moved 1775.81 431.3011 493.6933 0.1650488 0.2718449
Moved 1775.841 490.1619 499.3226 0.3013006 0.2863235
Moved 1775.872 534.7566 499 0.4045292 0.2854938
Moved 1775.902 578.3735 499 0.5054942 0.2854938
Ended 1775.933 578.3735 499 0.5054942 0.2854938
Candidates 1776.025 13 stop will drop deep so still to wp well rep trip strip ap
Began 1777.039 410 443 0.1157407 0.1414608
Moved 1777.07 388.9804 443 0.06708423 0.1414608
Moved 1777.101 319.4671 443 -0.09382621 0.1414608
Ended 1777.131 251 454 -0.2523148 0.169753
Cancel 1777.193
Began 1777.9 196 468 -0.3796296 0.2057612
Moved 1777.93 220.1153 468 -0.3238073 0.2057612
Moved 1777.961 289.2968 468 -0.1636649 0.2057612
Moved 1777.992 373.0356 468 0.03017495 0.2057612
Moved 1778.022 484.3282 468 0.2877969 0.2057612
Moved 1778.053 572.5139 458.3738 0.4919303 0.1810026
Moved 1778.084 613.8354 456.811 0.5875821 0.1769829
Moved 1778.115 647.3328 451.0981 0.6651222 0.1622894
Moved 1778.146 672.2276 445.3961 0.7227491 0.1476235
Ended 1778.176 680.2213 443.9557 0.741253 0.1439191
PhraseEnd 1778.238
