traveling requires a lot of fuel
Moved 1883.927 287.3257 494.3486 -0.1682276 0.2735304
Moved 1883.957 282.57 503.145 -0.1792362 0.2961548
Moved 1883.988 278.8266 509.3469 -0.1879015 0.312106
Moved 1884.019 273.894 517.212 -0.1993194 0.3323353
Moved 1884.05 270.0278 522.9443 -0.2082689 0.3470789
Moved 1884.08 266.3069 526.6931 -0.2168821 0.3567207
Moved 1884.111 263.5899 529.41 -0.2231715 0.3637088
Moved 1884.142 261 531 -0.2291666 0.3677982
Moved 1884.172 257.8461 533.1539 -0.2364673 0.373338
Moved 1884.203 256.231 534 -0.2402059 0.3755144
Moved 1884.234 254.4393 535 -0.2443535 0.3780863
Moved 1884.265 252.5608 536 -0.2487019 0.3806583
Moved 1884.295 252 537 -0.25 0.3832304
Moved 1884.326 251 538.5 -0.2523148 0.3870883
Moved 1884.357 251 538 -0.2523148 0.3858024
Stationary 1884.387 251 538 -0.2523148 0.3858024
Moved 1884.418 284 519 -0.1759259 0.3369341
Moved 1884.449 312.1843 498.0789 -0.1106845 0.2831245
Moved 1884.48 347.9145 477.057 -0.02797579 0.229056
Moved 1884.51 384.2952 456.918 0.05623887 0.177258
Moved 1884.541 412.2141 444.8312 0.1208659 0.1461708
Moved 1884.572 453.3726 430.9623 0.2161402 0.1104996
Moved 1884.603 485.5559 421.5757 0.2906387 0.08635721
Moved 1884.633 513.9863 412.0041 0.3564497 0.06173883
Moved 1884.664 542.1613 403.2795 0.4216696 0.03929915
Moved 1884.695 566.2217 398.5397 0.477365 0.02710833
Moved 1884.725 584.2396 394.6801 0.5190731 0.01718117
Moved 1884.756 595.5934 394 0.5453551 0.01543206
Moved 1884.787 609.9399 394 0.5785647 0.01543206
Moved 1884.818 618.1914 393 0.5976653 0.01285996
Moved 1884.848 623.9382 393 0.6109682 0.01285996
Moved 1884.879 625.975 393 0.6156828 0.01285996
Moved 1884.91 627.4076 393 0.6189991 0.01285996
Moved 1884.94 628 402.4579 0.6203704 0.03718604
Moved 1884.971 628 411 0.6203704 0.05915629
Moved 1885.002 601.6462 453.0308 0.5593662 0.1672601
Moved 1885.033 569.9654 490.0346 0.486031 0.2624346
Moved 1885.063 544.0415 511.3057 0.426022 0.3171441
Moved 1885.094 520.127 525.7238 0.3706644 0.3542278
Moved 1885.125 500.9401 534.53 0.3262502 0.3768774
Moved 1885.156 491.5889 539.137 0.304604 0.3887268
Moved 1885.186 480.975 542.0062 0.2800348 0.3961065
Moved 1885.217 471.8445 544.5778 0.2588992 0.4027205
Moved 1885.248 466.095 546.4525 0.2455903 0.4075422
Moved 1885.278 463.678 547.322 0.2399954 0.4097786
Moved 1885.309 460.1896 547 0.2319203 0.4089505
Moved 1885.34 450.0605 531.856 0.2084735 0.3699998
Moved 1885.37 440.1658 509.1089 0.185569 0.311494
Moved 1885.401 433.0345 476.2069 0.1690613 0.2268695
Moved 1885.432 430.0219 445.1644 0.1620878 0.1470277
Moved 1885.463 429 414.2776 0.1597223 0.06758627
Moved 1885.493 429 379.842 0.1597223 -0.02098256
Moved 1885.524 429 352 0.1597223 -0.09259266
Moved 1885.555 439.1644 323.3558 0.183251 -0.1662659
Moved 1885.586 439 292.6594 0.1828703 -0.2452177
Moved 1885.616 439 262.9189 0.1828703 -0.3217106
Moved 1885.647 439 245.1266 0.1828703 -0.3674728
Moved 1885.678 439 235.4114 0.1828703 -0.3924605
Moved 1885.708 439 230.6492 0.1828703 -0.4047089
Moved 1885.739 429.9195 231 0.1618507 -0.4038066
Moved 1885.77 413.4619 253.6147 0.1237544 -0.3456411
Moved 1885.801 395.0693 290.8615 0.08117884 -0.249842
Moved 1885.831 378.2468 326.2077 0.04223794 -0.1589309
Moved 1885.862 366.4156 356.0027 0.0148508 -0.08229762
Moved 1885.893 354.9111 390.7223 -0.01177986 0.007001696
Moved 1885.923 348.7303 410.1743 -0.02608731 0.05703251
Moved 1885.954 345.4917 424.0334 -0.03358409 0.09267842
Moved 1885.985 342.9884 431.0232 -0.0393787 0.1106563
Moved 1886.016 342.1153 435.8848 -0.04139985 0.1231604
Moved 1886.046 342 438.7557 -0.04166668 0.1305445
Moved 1886.077 342 441.5 -0.04166668 0.1376028
Moved 1886.108 342 443.0906 -0.04166668 0.1416939
Ended 1886.138 342 444 -0.04166668 0.1440329
Candidates 1886.323 13 traveling developing everything handling taking everyone talking labeling sections using racing describe ending
Began 1887.582 291 481 -0.1597222 0.2391974
Stationary 1887.613 291 481 -0.1597222 0.2391974
Stationary 1887.644 291 481 -0.1597222 0.2391974
Stationary 1887.674 291 481 -0.1597222 0.2391974
Stationary 1887.705 291 481 -0.1597222 0.2391974
Moved 1887.736 279.3099 481 -0.1867826 0.2391974
Moved 1887.767 271.6994 481 -0.2043995 0.2391974
Moved 1887.797 260.0541 481 -0.2313562 0.2391974
Moved 1887.828 251.4119 487.0388 -0.2513612 0.2547294
Moved 1887.859 242.5 489.5 -0.2719907 0.2610596
Moved 1887.889 236.4494 490 -0.2859969 0.2623456
Moved 1887.92 228.9483 492 -0.3033604 0.2674896
Moved 1887.951 225.2041 492 -0.3120274 0.2674896
Moved 1887.982 223.5 493 -0.3159722 0.2700616
Moved 1888.012 221.7264 493 -0.3200777 0.2700616
Moved 1888.043 219.8502 494 -0.3244208 0.2726337
Moved 1888.074 218.9775 494 -0.3264409 0.2726337
Moved 1888.104 218.4299 494 -0.3277085 0.2726337
Stationary 1888.135 218 494 -0.3287037 0.2726337
Moved 1888.166 217 494 -0.3310185 0.2726337
Moved 1888.197 217 495.1866 -0.3310185 0.2756856
Moved 1888.227 216 495 -0.3333333 0.2752057
Stationary 1888.258 216 495 -0.3333333 0.2752057
Stationary 1888.289 216 495 -0.3333333 0.2752057
Moved 1888.319 214.5 495 -0.3368055 0.2752057
Stationary 1888.35 214.5 495 -0.3368055 0.2752057
Moved 1888.381 213.9496 495 -0.3380798 0.2752057
Moved 1888.412 210.7396 495 -0.3455102 0.2752057
Moved 1888.442 206.7096 495 -0.3548388 0.2752057
Moved 1888.473 199.9689 495 -0.3704424 0.2752057
Moved 1888.504 193.2247 495 -0.3860538 0.2752057
Moved 1888.535 188 495 -0.3981482 0.2752057
Moved 1888.565 180.2283 495 -0.4161381 0.2752057
Moved 1888.596 175.8718 488 -0.4262227 0.2572016
Moved 1888.627 171.9932 488 -0.435201 0.2572016
Moved 1888.657 169.4513 487 -0.4410848 0.2546296
Moved 1888.688 166.5716 487 -0.4477508 0.2546296
Moved 1888.719 165.6266 487 -0.4499385 0.2546296
Moved 1888.75 163.9205 487 -0.4538877 0.2546296
Stationary 1888.78 163.9205 487 -0.4538877 0.2546296
Moved 1888.811 162.7769 487 -0.4565349 0.2546296
Moved 1888.842 161.7508 487 -0.4589102 0.2546296
Stationary 1888.872 162 487 -0.4583334 0.2546296
Stationary 1888.903 162 487 -0.4583334 0.2546296
Stationary 1888.934 162 487 -0.4583334 0.2546296
Stationary 1888.965 162 487 -0.4583334 0.2546296
Stationary 1888.995 162 487 -0.4583334 0.2546296
Moved 1889.026 171.0412 487 -0.4374046 0.2546296
Moved 1889.057 176.8285 487 -0.4240081 0.2546296
Moved 1889.088 180.5 487 -0.4155093 0.2546296
Moved 1889.118 186.5871 487 -0.4014188 0.2546296
Moved 1889.149 191 487 -0.3912037 0.2546296
Moved 1889.18 201 487 -0.3680556 0.2546296
Moved 1889.21 212.5094 487 -0.3414135 0.2546296
Moved 1889.241 223.3083 487 -0.3164159 0.2546296
Moved 1889.272 232.35 487 -0.295486 0.2546296
Moved 1889.302 239.8955 487 -0.2780197 0.2546296
Moved 1889.333 249.3017 487 -0.256246 0.2546296
Moved 1889.364 264.1675 484.3054 -0.2218344 0.247699
Moved 1889.395 280.0469 482.4219 -0.1850767 0.2428545
Moved 1889.425 297.8715 480.8911 -0.1438161 0.2389172
Moved 1889.456 322.1162 477.9834 -0.08769388 0.2314387
Moved 1889.487 335.6692 477 -0.05632132 0.2289094
Moved 1889.517 342.5286 476 -0.04044314 0.2263374
Moved 1889.548 350.1855 476 -0.02271886 0.2263374
Moved 1889.579 371.2842 476 0.02612094 0.2263374
Moved 1889.61 385.234 476 0.05841216 0.2263374
Moved 1889.64 391.3503 476 0.07257024 0.2263374
Moved 1889.671 395.8543 476 0.082996 0.2263374
Moved 1889.702 398.2978 476 0.08865227 0.2263374
Moved 1889.733 401.1673 476 0.09529471 0.2263374
Moved 1889.763 403.4409 476 0.1005577 0.2263374
Moved 1889.794 410.3514 476 0.1165543 0.2263374
Moved 1889.825 424.2853 476 0.1488086 0.2263374
Moved 1889.855 443.4109 476 0.1930809 0.2263374
Moved 1889.886 452.5811 476 0.2143082 0.2263374
Moved 1889.917 459.4642 476 0.2302412 0.2263374
Moved 1889.948 465.8037 476 0.2449161 0.2263374
Moved 1889.978 472.3842 476 0.2601486 0.2263374
Moved 1890.009 478.0947 476 0.2733674 0.2263374
Moved 1890.04 483.7274 476 0.286406 0.2263374
Moved 1890.07 490.5721 476 0.3022502 0.2263374
Moved 1890.101 494.3194 476 0.3109244 0.2263374
Moved 1890.132 495 476 0.3125 0.2263374
Moved 1890.163 496.5 476 0.3159723 0.2263374
Moved 1890.193 497.1634 476 0.3175079 0.2263374
Stationary 1890.224 497 476 0.3171296 0.2263374
Moved 1890.255 474.9115 476 0.265999 0.2263374
Moved 1890.286 448.4473 485.1725 0.2047392 0.2499293
Moved 1890.316 415.9365 486 0.1294825 0.2520575
Moved 1890.347 388.6534 488 0.06632735 0.2572016
Moved 1890.378 365.7502 488 0.01331071 0.2572016
Moved 1890.408 347.2941 489 -0.02941176 0.2597736
Moved 1890.439 338.5469 489 -0.04965986 0.2597736
Moved 1890.47 324.3355 490.7329 -0.08255675 0.2642307
Moved 1890.5 310.9948 492 -0.1134379 0.2674896
Moved 1890.531 298.3361 493.1328 -0.1427405 0.2704031
Moved 1890.562 281.7666 494.0467 -0.1810958 0.2727538
Moved 1890.593 270.3245 495 -0.2075821 0.2752057
Moved 1890.623 263.4322 495 -0.2235366 0.2752057
Moved 1890.654 259.6784 495 -0.232226 0.2752057
Moved 1890.685 257 495 -0.2384259 0.2752057
Moved 1890.716 249.1373 495 -0.2566267 0.2752057
Moved 1890.746 240 495 -0.2777777 0.2752057
Moved 1890.777 230.0104 495 -0.3009019 0.2752057
Moved 1890.808 221.6235 495 -0.3203159 0.2752057
Moved 1890.839 215.8896 495 -0.3335889 0.2752057
Moved 1890.869 213.5486 495 -0.3390079 0.2752057
Moved 1890.9 211.5272 495 -0.3436869 0.2752057
Moved 1890.93 210.6234 495 -0.3457792 0.2752057
Moved 1890.961 209.625 495 -0.3480903 0.2752057
Moved 1890.992 210 496.0943 -0.3472222 0.2780202
Moved 1891.023 209 496 -0.349537 0.2777777
Stationary 1891.053 209 496 -0.349537 0.2777777
Moved 1891.084 209 478.1266 -0.349537 0.231807
Moved 1891.115 209 452.4525 -0.349537 0.1657728
Moved 1891.146 219.9359 427.5131 -0.3242225 0.1016283
Moved 1891.176 223 408.9698 -0.3171296 0.05393463
Moved 1891.207 224 398.6458 -0.3148148 0.02738093
Moved 1891.238 225 392.5712 -0.3125 0.01175712
Moved 1891.269 226.0806 388.8389 -0.3099987 0.00215758
Moved 1891.299 226 386.3049 -0.3101852 -0.004359783
Moved 1891.33 226 384.776 -0.3101852 -0.008292217
Moved 1891.361 227.5 382.5 -0.306713 -0.01414617
Moved 1891.391 228.0964 382 -0.3053325 -0.01543218
Ended 1891.422 229.5 380.5 -0.3020833 -0.0192902
Accept 1891.545 0 traveling
Candidates 1891.545 13 required series requires quotes results sites equipped stores edited writes desired resorts word
Began 1893.204 452 179 0.2129629 -0.5375513
Stationary 1893.234 452 179 0.2129629 -0.5375513
Moved 1893.265 452 198.7571 0.2129629 -0.4867359
Moved 1893.296 452 228.5 0.2129629 -0.4102367
Moved 1893.327 464.4939 265.9634 0.241884 -0.31388
Moved 1893.357 477.8227 321.835 0.2727377 -0.1701774
Moved 1893.388 479.8043 335.0214 0.2773247 -0.1362618
Moved 1893.419 486.0485 357.8446 0.2917789 -0.07756017
Moved 1893.449 490.6677 392.0061 0.3024715 0.01030372
Moved 1893.48 496.3953 421.5696 0.3157299 0.08634155
Moved 1893.511 502.0721 452.7937 0.3288707 0.1666503
Moved 1893.542 505.6111 482.5002 0.3370629 0.243056
Moved 1893.572 507 508.4098 0.3402778 0.3096959
Moved 1893.603 507 529.4395 0.3402778 0.3637847
Moved 1893.634 507 546.4579 0.3402778 0.4075563
Moved 1893.665 497.8297 564.6171 0.3190503 0.4542619
Moved 1893.695 489.5 576 0.2997685 0.483539
Moved 1893.726 477.8582 586.1418 0.2728198 0.509624
Moved 1893.757 462.6202 593.6899 0.2375469 0.5290377
Moved 1893.787 446.5064 601.2468 0.2002464 0.5484741
Moved 1893.818 432.4905 608.2548 0.1678021 0.5664988
Moved 1893.849 422.5014 612.4995 0.1446791 0.5774164
Moved 1893.88 415.9539 616.0307 0.1295231 0.5864986
Moved 1893.91 410.246 617.877 0.1163101 0.5912474
Moved 1893.941 406.2483 619 0.1070562 0.5941358
Moved 1893.972 403.7577 620 0.101291 0.5967077
Moved 1894.002 402 621 0.09722222 0.5992797
Moved 1894.033 401 621 0.09490739 0.5992797
Moved 1894.064 400 621 0.09259263 0.5992797
Moved 1894.095 400 622 0.09259263 0.6018518
Ended 1894.125 400 623 0.09259263 0.6044238
Accept 1894.187 2 requires
Began 1894.924 141 316 -0.5069445 -0.1851853
Stationary 1894.955 141 316 -0.5069445 -0.1851853
Stationary 1894.985 141 316 -0.5069445 -0.1851853
Ended 1895.016 141 316 -0.5069445 -0.1851853
Candidates 1895.078 4 a z s x
Began 1897.013 601 314 0.5578703 -0.1903292
Stationary 1897.044 601 314 0.5578703 -0.1903292
Stationary 1897.074 601 314 0.5578703 -0.1903292
Moved 1897.105 587.3229 326.9131 0.5262104 -0.1571164
Moved 1897.136 582.0379 336.9337 0.5139766 -0.1313434
Moved 1897.167 573.4172 354.1656 0.4940213 -0.08702258
Moved 1897.197 563.0932 374.2671 0.4701232 -0.03532135
Moved 1897.228 556.4009 394.3962 0.4546318 0.01645119
Moved 1897.259 548.6875 420.5624 0.4367766 0.08375105
Moved 1897.289 541.1805 446.5187 0.4193993 0.1505111
Moved 1897.32 536 467.5 0.4074074 0.2044752
Moved 1897.351 531.6657 480.3371 0.3973743 0.2374925
Moved 1897.381 528.7994 488.4012 0.3907394 0.2582336
Moved 1897.412 523.8618 497.2073 0.3793097 0.280883
Moved 1897.443 521.4263 501.1473 0.3736721 0.2910168
Moved 1897.474 518.5562 505.4438 0.3670281 0.3020674
Moved 1897.504 515.6846 508.3154 0.3603811 0.309453
Moved 1897.535 510.629 511.1855 0.3486783 0.316835
Moved 1897.566 496.5852 514.7358 0.3161696 0.3259665
Moved 1897.597 478.7788 518.603 0.2749511 0.3359131
Moved 1897.627 464.6335 520 0.2422073 0.3395061
Moved 1897.658 451.026 522.9963 0.2107084 0.3472126
Moved 1897.688 429.8693 527.2261 0.1617344 0.3580918
Moved 1897.719 389.3092 533 0.06784528 0.3729423
Moved 1897.75 368.1707 534 0.01891365 0.3755144
Moved 1897.781 349.6894 534 -0.02386724 0.3755144
Moved 1897.812 338.2386 534 -0.05037362 0.3755144
Moved 1897.842 330.6773 534 -0.06787653 0.3755144
Moved 1897.873 325 534 -0.08101851 0.3755144
Moved 1897.904 322.8073 534 -0.08609419 0.3755144
Moved 1897.934 320.97 534 -0.09034713 0.3755144
Moved 1897.965 319.5101 534 -0.09372657 0.3755144
Moved 1897.996 318.625 534 -0.09577552 0.3755144
Moved 1898.027 318 534 -0.09722222 0.3755144
Stationary 1898.057 318 534 -0.09722222 0.3755144
Stationary 1898.088 318 534 -0.09722222 0.3755144
Stationary 1898.119 318 534 -0.09722222 0.3755144
Stationary 1898.149 318 534 -0.09722222 0.3755144
Moved 1898.18 327.3925 534 -0.07548029 0.3755144
Ended 1898.211 330 536 -0.06944443 0.3806583
Accept 1898.303 0 a
Candidates 1898.303 13 lot more lott plot lit note npr lou lie kit hot low not
Began 1899.102 478 497 0.2731481 0.2803498
Stationary 1899.133 478 497 0.2731481 0.2803498
Stationary 1899.163 478 497 0.2731481 0.2803498
Stationary 1899.194 478 497 0.2731481 0.2803498
Stationary 1899.225 478 497 0.2731481 0.2803498
Moved 1899.255 464.371 476.8994 0.2415996 0.2286505
Moved 1899.286 449.8048 454.6877 0.2078815 0.1715219
Moved 1899.317 431.5936 431.8904 0.1657259 0.1128869
Moved 1899.348 414.7514 407.4023 0.1267393 0.04990287
Moved 1899.378 402.7525 391.1287 0.09896407 0.008047088
Moved 1899.409 386.8903 368.399 0.06224592 -0.0504142
Moved 1899.44 370.5159 346.1223 0.02434234 -0.1077103
Moved 1899.47 360.8549 333.2824 0.001979073 -0.1407346
Moved 1899.501 355.1098 325.6647 -0.01131997 -0.1603276
Moved 1899.532 351.0352 322.0352 -0.0207518 -0.1696626
Moved 1899.563 346.2921 318.1461 -0.03173128 -0.1796656
Moved 1899.593 343.2722 315.2722 -0.0387218 -0.1870573
Moved 1899.624 341.5 314 -0.04282405 -0.1903292
Moved 1899.655 340.5 313 -0.0451389 -0.1929013
Moved 1899.685 341 311.7252 -0.04398147 -0.1961802
Ended 1899.716 340 311 -0.04629632 -0.1980453
Accept 1899.839 0 lot
Candidates 1899.839 13 of iv in pc ic uv inn un hiv off if on pub
Began 1901.498 340 326 -0.04629632 -0.1594652
Stationary 1901.528 340 326 -0.04629632 -0.1594652
Stationary 1901.559 340 326 -0.04629632 -0.1594652
Stationary 1901.59 340 326 -0.04629632 -0.1594652
Stationary 1901.621 340 326 -0.04629632 -0.1594652
Moved 1901.651 340 340.1814 -0.04629632 -0.1229903
Moved 1901.682 348.9609 352.9023 -0.0255534 -0.0902719
Moved 1901.713 358.3924 379.4809 -0.003721366 -0.02191135
Moved 1901.744 369.1523 407.1744 0.02118587 0.04931693
Moved 1901.774 378.7874 436.7662 0.04348924 0.1254275
Moved 1901.805 387.267 455.534 0.06311804 0.1736984
Moved 1901.836 394.7602 472.4005 0.08046329 0.2170793
Moved 1901.866 403.5435 494.2682 0.1007952 0.2733237
Moved 1901.897 407.5 502 0.1099537 0.2932098
Moved 1901.928 417.5656 518.9427 0.1332537 0.3367867
Moved 1901.959 422.4993 529.9986 0.1446743 0.3652226
Moved 1901.989 424.3725 534.3725 0.1490104 0.3764724
Moved 1902.02 424 535.4692 0.1481481 0.3792931
Moved 1902.051 424 537.1706 0.1481481 0.3836692
Moved 1902.082 424 539.5 0.1481481 0.3896604
Moved 1902.112 424 540.9712 0.1481481 0.3934443
Moved 1902.143 407.6792 543.4744 0.1103684 0.3998827
Moved 1902.174 390.222 546.3556 0.06995847 0.4072931
Moved 1902.204 376.9496 546 0.03923515 0.4063785
Moved 1902.235 367 547 0.01620372 0.4089505
Moved 1902.266 325.6373 547 -0.07954334 0.4089505
Moved 1902.297 301.6462 537.0807 -0.1350782 0.3834381
Moved 1902.327 288.7944 535.6438 -0.1648278 0.3797422
Moved 1902.358 271.1269 532.1409 -0.2057248 0.3707326
Moved 1902.389 243.9088 525.8181 -0.2687296 0.3544703
Moved 1902.419 232.8353 522.9451 -0.2943628 0.3470808
Moved 1902.45 226.8152 521.4076 -0.3082981 0.3431264
Moved 1902.481 222.5066 520.5067 -0.3182717 0.3408092
Moved 1902.511 219.6359 520 -0.3249169 0.3395061
Stationary 1902.542 219.6359 520 -0.3249169 0.3395061
Moved 1902.573 218 520 -0.3287037 0.3395061
Moved 1902.604 218 519 -0.3287037 0.3369341
Moved 1902.634 225.7273 516.8961 -0.3108165 0.3315229
Moved 1902.665 259.4364 503.4475 -0.2327861 0.2969328
Moved 1902.696 294.4064 489.3973 -0.151837 0.2607954
Moved 1902.727 346.2154 466.3566 -0.0319088 0.2015344
Moved 1902.757 411.5031 444.8563 0.1192202 0.1462352
Moved 1902.788 450.7843 435.3242 0.2101488 0.1217186
Moved 1902.819 515.1246 419.4689 0.3590848 0.08093838
Moved 1902.849 543.5341 410.822 0.4248475 0.05869838
Moved 1902.88 552.4807 409.0077 0.4455572 0.05403204
Moved 1902.911 562.0406 406.9865 0.4676865 0.04883342
Moved 1902.942 571.6607 404.1131 0.4899553 0.04144307
Moved 1902.972 578.5332 400.2334 0.5058639 0.03146442
Moved 1903.003 581.5 398.5 0.5127315 0.02700609
Ended 1903.034 584.1979 399 0.5189766 0.02829214
Accept 1903.095 0 of
Candidates 1903.095 13 fuel burrell girl hotel hell steel greek diesel shell bowl gel powell cruel
Began 1903.617 641 400 0.650463 0.03086416
Stationary 1903.648 641 400 0.650463 0.03086416
Stationary 1903.679 641 400 0.650463 0.03086416
Ended 1903.71 641 400 0.650463 0.03086416
Accept 1903.771 0 fuel
PhraseEnd 1903.771
