the five boxing wizards jump quickly
the five boxing wizards jump quickly
FixStart
Radial

0.6 0.6
432 388.8
Began 2592.846 458 448 0.2268519 0.1543209
Stationary 2592.876 458 448 0.2268519 0.1543209
Stationary 2592.907 458 448 0.2268519 0.1543209
Moved 2592.938 458 467.9283 0.2268519 0.2055768
Moved 2592.969 439.4707 531.0435 0.18396 0.3679101
Moved 2592.999 434.9947 559.0424 0.1735989 0.4399236
Moved 2593.03 433.1319 572.3407 0.1692867 0.4741272
Moved 2593.061 433 581.54 0.1689814 0.497788
Moved 2593.092 432 602.8551 0.1666667 0.5526108
Moved 2593.122 432 615.6652 0.1666667 0.5855586
Moved 2593.153 432 621.5409 0.1666667 0.6006709
Moved 2593.184 432 625.5693 0.1666667 0.611032
Moved 2593.214 432 628.4348 0.1666667 0.6184022
Moved 2593.245 432 629.5 0.1666667 0.6211419
Stationary 2593.276 432 629.5 0.1666667 0.6211419
Moved 2593.306 448.5347 616.0514 0.2049414 0.5865518
Moved 2593.337 462.8591 590.2817 0.2380998 0.5202719
Moved 2593.368 474.8121 559.0167 0.2657688 0.4398575
Moved 2593.399 484.8532 531.3914 0.2890121 0.3688049
Moved 2593.429 492.659 509.0229 0.307081 0.3112729
Moved 2593.46 497.399 493.8031 0.3180532 0.2721272
Moved 2593.491 500.1786 483.2856 0.3244875 0.2450761
Moved 2593.521 503.1185 470.5261 0.3312928 0.2122584
Moved 2593.552 504 465.0153 0.3333333 0.1980846
Moved 2593.583 505.5 462.5 0.3368056 0.1916151
Moved 2593.614 505 461.6819 0.3356481 0.189511
Moved 2593.644 505 460.7513 0.3356481 0.1871174
Moved 2593.675 505 459.66 0.3356481 0.1843107
Moved 2593.706 505 458.8179 0.3356481 0.1821448
Moved 2593.736 481.5739 476.9794 0.2814211 0.2288563
Moved 2593.767 460.386 504.4854 0.232375 0.2996022
Moved 2593.798 430.8928 550.9716 0.1641037 0.4191654
Moved 2593.829 406.7462 592.9839 0.1082087 0.527222
Moved 2593.859 389.0238 625.9524 0.06718477 0.6120173
Moved 2593.89 372.656 655.1021 0.02929628 0.6869909
Moved 2593.921 363.6291 670.2848 0.008400778 0.726041
Moved 2593.951 360.0491 676.9018 0.0001136462 0.7430599
Moved 2593.982 356.1776 680.8223 -0.008848062 0.7531437
Moved 2594.013 354 685.1306 -0.01388888 0.7642245
Moved 2594.043 353 686.5 -0.01620372 0.7677469
Stationary 2594.074 353 686.5 -0.01620372 0.7677469
Ended 2594.105 353 687 -0.01620372 0.7690327
Candidates 2594.228 13 the there further true threw tiger where re other trigger figure title tie
Began 2594.688 339 637 -0.04861111 0.6404321
Moved 2594.719 361.9 637 0.004398127 0.6404321
Moved 2594.75 412.1606 619.8113 0.1207421 0.5962223
Moved 2594.781 458.8969 605.7758 0.228928 0.5601227
Moved 2594.812 491.4204 597.9476 0.3042139 0.5399885
Moved 2594.842 515.08 592.865 0.3589815 0.526916
Moved 2594.873 533.9747 587.0072 0.4027193 0.5118497
Moved 2594.904 546.6572 582.3357 0.4320767 0.4998345
Moved 2594.934 554.2692 581 0.4496973 0.496399
Moved 2594.965 557.2856 578.7144 0.4566798 0.4905204
Moved 2594.996 561.1595 577.8405 0.4656471 0.4882727
Moved 2595.026 563.5 576.5 0.4710648 0.484825
Moved 2595.057 565.5659 575.4341 0.4758469 0.4820836
Moved 2595.088 567 574.5601 0.4791667 0.4798354
Moved 2595.119 568.5 574 0.4826389 0.478395
Moved 2595.149 569 573 0.4837963 0.4758229
Moved 2595.18 570.6873 572 0.4877021 0.4732509
Ended 2595.211 571 572 0.4884259 0.4732509
Accept 2595.272 0 the
Began 2595.487 461 561 0.2337964 0.4449587
Stationary 2595.518 461 561 0.2337964 0.4449587
Stationary 2595.549 461 561 0.2337964 0.4449587
Stationary 2595.579 461 561 0.2337964 0.4449587
Moved 2595.61 448.0179 561 0.2037453 0.4449587
Moved 2595.641 443.6323 561 0.1935932 0.4449587
Moved 2595.671 436.5248 561 0.1771407 0.4449587
Moved 2595.702 432.148 561 0.1670092 0.4449587
Moved 2595.733 426.6434 561 0.1542673 0.4449587
Moved 2595.763 421.8986 554 0.1432838 0.4269547
Moved 2595.794 416.1536 554 0.1299852 0.4269547
Moved 2595.825 410.1161 553.0387 0.1160096 0.4244822
Moved 2595.856 403.5105 553 0.1007187 0.4243826
Moved 2595.886 397.5923 552 0.08701921 0.4218106
Moved 2595.917 390.5 552 0.0706019 0.4218106
Moved 2595.948 386.8427 551 0.06213576 0.4192385
Moved 2595.979 384.0523 551 0.0556766 0.4192385
Moved 2596.009 384 551 0.0555556 0.4192385
Stationary 2596.04 384 551 0.0555556 0.4192385
Moved 2596.071 397.4045 558.8193 0.08658449 0.4393499
Moved 2596.101 449.9113 578.6746 0.208128 0.490418
Moved 2596.132 489.743 590.9082 0.300331 0.5218831
Moved 2596.163 516.97 601.988 0.3633564 0.5503805
Moved 2596.193 532.8738 607.3748 0.4001708 0.5642354
Moved 2596.224 548.2169 613.4868 0.4356873 0.5799555
Moved 2596.255 563.1165 618.5582 0.470177 0.5929995
Moved 2596.286 570.3479 620 0.4869164 0.5967077
Moved 2596.316 573.5 621 0.494213 0.5992797
Moved 2596.347 573 621 0.4930556 0.5992797
Moved 2596.378 541.6663 592.5923 0.4205239 0.5262147
Moved 2596.408 510.2693 561.428 0.3478456 0.4460596
Moved 2596.439 484.0681 524.5453 0.2871947 0.3511966
Moved 2596.47 467 495.5 0.2476852 0.2764916
Moved 2596.5 455.7628 459.0512 0.2216731 0.1827448
Moved 2596.531 447.119 424.476 0.2016644 0.09381686
Moved 2596.562 443.1842 404.2897 0.1925561 0.04189742
Moved 2596.593 441.7161 387.2966 0.1891576 -0.001809155
Moved 2596.624 442 364.2832 0.1898148 -0.06099999
Moved 2596.654 442 352.5294 0.1898148 -0.09123107
Moved 2596.685 442 346.0254 0.1898148 -0.1079595
Moved 2596.716 442 343.5 0.1898148 -0.1144548
Moved 2596.746 442 342.6271 0.1898148 -0.1166997
Moved 2596.777 431.4879 366.7884 0.1654812 -0.0545566
Moved 2596.808 412.0582 432.5027 0.120505 0.1144617
Moved 2596.838 402.6111 478.6386 0.09863695 0.2331239
Moved 2596.869 394.761 522.8745 0.08046518 0.3468992
Moved 2596.9 386.6672 594.9952 0.06172965 0.5323949
Moved 2596.931 385.0337 621.5952 0.05794843 0.6008105
Moved 2596.961 382.3281 644.8517 0.05168537 0.6606266
Moved 2596.992 379.2921 659.1237 0.04465768 0.6973345
Moved 2597.023 377.5 670 0.04050931 0.7253085
Moved 2597.053 374.9186 676.2441 0.03453384 0.7413685
Moved 2597.084 373.0475 683.9049 0.03020267 0.7610721
Moved 2597.115 371 688.8223 0.025463 0.7737198
Moved 2597.146 368.7177 692.2823 0.02017985 0.782619
Moved 2597.176 367.8776 694.1224 0.01823515 0.7873517
Moved 2597.207 366.9418 696.0582 0.01606902 0.7923306
Stationary 2597.238 366.9418 696.0582 0.01606902 0.7923306
Moved 2597.268 365.9485 697 0.01376967 0.7947529
Moved 2597.299 366 698.0941 0.01388888 0.797567
Ended 2597.33 366 698 0.01388888 0.7973251
Candidates 2597.453 13 five over ice fiber give river hence dive knew one fine once occur
Began 2597.821 387 650 0.06250004 0.6738682
Stationary 2597.852 387 650 0.06250004 0.6738682
Moved 2597.883 401.1796 650 0.09532322 0.6738682
Moved 2597.913 435.942 650 0.1757918 0.6738682
Moved 2597.944 470.0279 639.1198 0.2546941 0.645884
Moved 2597.975 503 634 0.3310186 0.632716
Moved 2598.005 523.6059 631.6277 0.3787174 0.6266144
Moved 2598.036 539.2028 629 0.4148212 0.6198559
Moved 2598.067 550.1034 626.2241 0.4400541 0.6127163
Moved 2598.098 562.5955 624 0.4689711 0.6069958
Moved 2598.128 570.5553 622 0.4873965 0.6018518
Moved 2598.159 576.0325 619.9838 0.5000753 0.5966659
Moved 2598.19 578.8975 620 0.5067073 0.5967077
Moved 2598.22 581.7694 619 0.5133551 0.5941358
Ended 2598.251 583.2007 619 0.5166684 0.5941358
Accept 2598.313 0 five
Began 2598.497 496 677 0.3148148 0.7433126
Stationary 2598.528 496 677 0.3148148 0.7433126
Moved 2598.558 480.7681 647.5363 0.2795558 0.6675313
Moved 2598.589 465.3785 613.184 0.2439317 0.5791769
Moved 2598.62 454.8328 586.5821 0.2195204 0.5107564
Moved 2598.65 449.0935 562.6544 0.2062348 0.449214
Moved 2598.681 445.2238 547.1189 0.1972773 0.4092564
Moved 2598.712 442.5 531 0.1909722 0.3677982
Moved 2598.742 441 518.8547 0.1875 0.3365605
Moved 2598.773 440 506.5042 0.1851852 0.3047945
Moved 2598.804 440 494.1561 0.1851852 0.2730351
Moved 2598.835 440 487.8929 0.1851852 0.2569261
Moved 2598.865 440 476.5651 0.1851852 0.2277907
Moved 2598.896 440 467.2954 0.1851852 0.203949
Moved 2598.927 447 460.7689 0.2013889 0.1871628
Moved 2598.958 449 458.389 0.2060185 0.1810415
Moved 2598.988 450.2385 458 0.2088854 0.180041
Moved 2599.019 455.6881 470.3763 0.2215003 0.2118731
Moved 2599.05 466.7091 494.4182 0.2470118 0.2737094
Moved 2599.08 490.3563 540.7125 0.3017506 0.392779
Moved 2599.111 504.5743 563.5051 0.3346628 0.4514018
Moved 2599.142 519.0126 584.5189 0.3680847 0.5054497
Moved 2599.173 539.2468 609.2673 0.414923 0.5691031
Moved 2599.203 558.3333 629.2222 0.4591048 0.6204273
Moved 2599.234 578.312 649.312 0.5053517 0.6720986
Moved 2599.265 596.5 667.5 0.5474536 0.7188785
Moved 2599.295 608.9998 677.7999 0.5763884 0.7453699
Moved 2599.326 617.1508 686.2263 0.5952564 0.7670428
Moved 2599.357 623.8928 691.9464 0.610863 0.7817551
Moved 2599.387 626.3611 695.3611 0.6165766 0.7905377
Moved 2599.418 628 697.3557 0.6203704 0.7956677
Moved 2599.449 629 698 0.6226851 0.7973251
Stationary 2599.479 629 698 0.6226851 0.7973251
Stationary 2599.51 629 698 0.6226851 0.7973251
Moved 2599.541 619.0635 698 0.599684 0.7973251
Moved 2599.572 613.3356 698 0.5864251 0.7973251
Moved 2599.603 561.3209 675.1605 0.4660207 0.7385812
Moved 2599.633 481.0445 631.0929 0.2801957 0.6252388
Moved 2599.664 431.377 591.0122 0.1652245 0.5221506
Moved 2599.695 400.3008 561.3008 0.09328892 0.4457325
Moved 2599.725 382.7451 543.7451 0.05265077 0.4005789
Moved 2599.756 365.5896 525.5895 0.01293878 0.3538825
Moved 2599.787 355.6822 514.6822 -0.009995004 0.3258286
Moved 2599.817 350.5 506.5 -0.02199074 0.3047839
Moved 2599.848 345.7853 502.5706 -0.0329044 0.2946774
Moved 2599.879 345 500.9141 -0.03472224 0.2904168
Stationary 2599.91 345 501 -0.03472224 0.2906378
Stationary 2599.94 345 501 -0.03472224 0.2906378
Moved 2599.971 373.4196 535.713 0.03106385 0.3799201
Moved 2600.002 418.1394 598.9791 0.1345819 0.5426416
Moved 2600.032 460.9659 660.8396 0.2337174 0.7017479
Moved 2600.063 490.8479 702.6659 0.3028886 0.8093256
Moved 2600.094 514.7922 730.7402 0.3583152 0.8815333
Moved 2600.125 536.7809 756.4762 0.4092152 0.9477267
Moved 2600.155 550.4679 774.3793 0.4408979 0.9937736
Moved 2600.186 563.2833 789.8054 0.4705631 1.03345
Moved 2600.217 572.8989 801.5319 0.4928216 1.063611
Moved 2600.248 581.5 811.5 0.5127315 1.089249
Moved 2600.278 585.0419 817.0629 0.5209304 1.103557
Moved 2600.309 588.8835 822.767 0.5298229 1.118228
