my watch fell in the water
my watch feel in the water
Basic
Radial

0.6 0.6
432 388.8
Began 2334.267 512 176 0.3518519 -0.5452675
Stationary 2334.298 512 176 0.3518519 -0.5452675
Stationary 2334.329 512 176 0.3518519 -0.5452675
Moved 2334.359 527.5955 166.9159 0.3879524 -0.5686319
Moved 2334.39 530.2711 166.7289 0.3941461 -0.5691128
Moved 2334.421 531.5 167 0.3969907 -0.5684157
Moved 2334.452 519.821 177.1627 0.3699561 -0.542277
Moved 2334.482 479.1986 228.1448 0.2759227 -0.4111503
Moved 2334.513 439.3947 294.9171 0.1837839 -0.2394108
Moved 2334.544 415.9515 349.9749 0.1295174 -0.09780137
Moved 2334.574 401.5361 390.6598 0.09614836 0.006840984
Moved 2334.605 388.6041 422.1501 0.06621321 0.0878345
Moved 2334.636 381.8972 443.3085 0.05068789 0.1422542
Moved 2334.667 378.5751 456.6995 0.042998 0.1766963
Moved 2334.697 376.0103 466.9587 0.03706088 0.2030831
Moved 2334.728 373.142 476.4319 0.03042132 0.2274484
Moved 2334.759 370.2728 485.1815 0.02377967 0.2499523
Moved 2334.79 369 491 0.02083332 0.2649176
Moved 2334.82 367 496.2685 0.01620372 0.2784683
Ended 2334.851 367 498 0.01620372 0.2829217
Candidates 2334.974 13 my mt mg nmt by ny mr nt buy ng bmi but nyt
Began 2335.496 373 380 0.0300926 -0.02057613
Moved 2335.527 384.0943 380 0.05577376 -0.02057613
Moved 2335.558 401.9541 380 0.09711604 -0.02057613
Moved 2335.589 420.3292 380 0.139651 -0.02057613
Moved 2335.619 436.6787 373.4498 0.177497 -0.03742336
Moved 2335.65 446.4208 371 0.2000482 -0.04372435
Moved 2335.681 453.3503 369 0.2160887 -0.04886839
Moved 2335.711 458.4355 368 0.2278599 -0.05144041
Moved 2335.742 462.0944 365.9056 0.2363296 -0.05682706
Ended 2335.773 462.0944 365.9056 0.2363296 -0.05682706
Accept 2335.834 0 my
Began 2336.265 263 478 -0.2245371 0.2314814
Stationary 2336.295 263 478 -0.2245371 0.2314814
Moved 2336.326 263 465.7266 -0.2245371 0.1999139
Moved 2336.357 238.3044 444.205 -0.2817028 0.1445601
Moved 2336.387 220.2783 420.0377 -0.3234299 0.0824015
Moved 2336.418 205.5944 398.151 -0.3574204 0.02610854
Moved 2336.449 195.5782 385.2228 -0.380606 -0.007143138
Moved 2336.48 191.0579 377.1159 -0.3910696 -0.02799415
Moved 2336.51 188.2051 373.2051 -0.3976735 -0.03805286
