this is too much to handle
Moved 1568.826 383.8792 479 0.05527596 0.2340534
Moved 1568.857 401.1747 479 0.0953118 0.2340534
Moved 1568.887 416.9135 479 0.1317443 0.2340534
Moved 1568.918 432.5089 479 0.1678447 0.2340534
Moved 1568.949 449.6106 479 0.2074319 0.2340534
Moved 1568.98 466.1846 479 0.2457977 0.2340534
Moved 1569.01 482.2587 479 0.2830063 0.2340534
Moved 1569.041 497.3456 479 0.3179297 0.2340534
Moved 1569.072 512.1961 487.2784 0.3523057 0.2553457
Moved 1569.103 523.5417 490.3854 0.3785688 0.2633369
Moved 1569.133 530.7109 493.8555 0.3951642 0.2722619
Moved 1569.164 538.1439 497.572 0.4123702 0.2818208
Moved 1569.195 542.6799 500.34 0.4228702 0.2889401
Moved 1569.225 545.0985 502.0985 0.4284688 0.2934631
Moved 1569.256 546.5737 503 0.4318835 0.2957818
Moved 1569.287 548 504.3386 0.4351853 0.2992248
Moved 1569.318 549.5 504 0.4386574 0.2983539
Moved 1569.348 550.1573 505.1573 0.4401789 0.3013304
Ended 1569.379 551 505 0.4421297 0.3009258
Candidates 1569.441 13 still so to well trip sp ep rep who dip too rip whip
Began 1571.592 383 401 0.05324075 0.03343609
Stationary 1571.622 383 401 0.05324075 0.03343609
Ended 1571.653 383 401 0.05324075 0.03343609
NextCandidatePanel 1571.745
Began 1572.882 378 410 0.04166663 0.05658428
Stationary 1572.913 378 410 0.04166663 0.05658428
Ended 1572.944 378 410 0.04166663 0.05658428
NextCandidatePanel 1572.974
Began 1573.62 376 373 0.03703703 -0.03858032
Stationary 1573.65 376 373 0.03703703 -0.03858032
Moved 1573.681 362.7952 386.2048 0.006470283 -0.004617236
Moved 1573.712 351.5 401.5 -0.01967594 0.03472222
Moved 1573.743 339.3302 416.8372 -0.04784669 0.07416975
Moved 1573.773 330.2592 429.6544 -0.06884441 0.1071356
Moved 1573.804 321.0187 439.6417 -0.09023448 0.1328233
Moved 1573.835 315.8561 446.2159 -0.1021849 0.1497322
Moved 1573.865 309.1557 452.6887 -0.1176952 0.1663803
Moved 1573.896 304.8228 457.1772 -0.1277251 0.1779249
Moved 1573.927 300.323 460.3385 -0.1381411 0.1860558
Moved 1573.958 298.2566 463 -0.1429245 0.1929011
Moved 1573.988 296.5088 465 -0.1469703 0.1980452
Moved 1574.019 294.7625 466 -0.1510126 0.2006171
Moved 1574.05 295 467.5 -0.150463 0.2044752
Ended 1574.081 295 468.0648 -0.150463 0.2059279
Accept 1574.142 10 too
Began 1574.48 438 212 0.1805556 -0.4526749
Stationary 1574.511 438 212 0.1805556 -0.4526749
Stationary 1574.542 438 212 0.1805556 -0.4526749
Stationary 1574.572 438 212 0.1805556 -0.4526749
Moved 1574.603 450.4805 240.6625 0.2094456 -0.3789546
Moved 1574.634 455.9856 271.421 0.2221889 -0.2998432
Moved 1574.664 457 300.3594 0.2245371 -0.225413
Moved 1574.695 457 322.2927 0.2245371 -0.1690003
Moved 1574.726 457 340.8531 0.2245371 -0.1212627
Moved 1574.757 457 354.4009 0.2245371 -0.08641741
Moved 1574.787 457 371.8099 0.2245371 -0.04164127
Moved 1574.818 457 384.0941 0.2245371 -0.010046
Moved 1574.849 448.9641 400.1797 0.2059353 0.03132628
Moved 1574.88 445.2242 415.4308 0.1972782 0.07055239
Moved 1574.91 442.5 434.5 0.1909722 0.1195987
Moved 1574.941 441.061 448.6951 0.1876412 0.1561086
Moved 1574.972 438.3327 465.671 0.1813257 0.1997709
Moved 1575.002 434.3067 488.4265 0.1720063 0.2582986
Moved 1575.033 432.8928 503.5363 0.1687332 0.2971611
Moved 1575.064 432 509.7303 0.1666667 0.3130923
Moved 1575.095 431 515.6707 0.1643519 0.328371
Moved 1575.125 430 517.5 0.162037 0.3330761
Moved 1575.156 428.7701 518.2299 0.1591901 0.3349532
Moved 1575.187 425.4657 519 0.1515409 0.3369341
Moved 1575.218 394.6736 475.5201 0.08026302 0.2251031
Moved 1575.248 362.776 418.3207 0.006425977 0.07798524
Moved 1575.279 342.9169 378.8339 -0.03954416 -0.02357554
Moved 1575.31 316.3293 322.1017 -0.1010896 -0.1694916
Moved 1575.34 311.3617 309.4041 -0.1125888 -0.20215
Moved 1575.371 303.1581 289.4744 -0.1315784 -0.2534095
Moved 1575.402 297.2964 279.5929 -0.1451471 -0.2788249
Moved 1575.433 292.3847 268.7694 -0.1565169 -0.3066631
Moved 1575.463 287.2402 262.2402 -0.1684254 -0.3234563
Moved 1575.494 283.8569 255.7139 -0.1762571 -0.3402421
Moved 1575.525 281.4358 253 -0.1818616 -0.3472223
Moved 1575.556 279.6733 251 -0.1859415 -0.3523664
Moved 1575.586 280 249.5 -0.1851852 -0.3562243
Moved 1575.617 280 248.8478 -0.1851852 -0.3579019
Stationary 1575.648 280 248.8478 -0.1851852 -0.3579019
Moved 1575.678 293.2653 263.3979 -0.1544785 -0.3204787
Moved 1575.709 313.5329 292.9827 -0.1075628 -0.2443861
Moved 1575.74 334.8756 324.8135 -0.05815824 -0.1625168
Moved 1575.771 358.0052 357.0067 -0.004617671 -0.07971548
Moved 1575.801 377.5518 384.0691 0.04062911 -0.0101104
Moved 1575.832 388.5 400.5 0.06597221 0.03215016
Moved 1575.863 398.6518 412.6518 0.08947164 0.06340474
Moved 1575.893 405.3287 422.993 0.1049275 0.09000263
Moved 1575.924 410.8156 430.8156 0.1176287 0.1101222
Moved 1575.955 414.15 436.3 0.1253472 0.1242282
Moved 1575.986 415 437.5804 0.1273148 0.1275215
Ended 1576.016 415 438 0.1273148 0.1286007
Candidates 1576.139 13 much nick click bitch block church chuck such busy bush must thick couch
Began 1576.692 209 382 -0.349537 -0.01543218
Moved 1576.723 223.7978 382 -0.3152829 -0.01543218
Moved 1576.754 245.1336 382 -0.2658945 -0.01543218
Moved 1576.785 272.7717 374 -0.2019174 -0.03600823
Moved 1576.815 281.8245 374 -0.1809618 -0.03600823
Moved 1576.846 297.9335 374 -0.1436724 -0.03600823
Moved 1576.877 311.6234 374 -0.111983 -0.03600823
Moved 1576.907 320.5075 374 -0.09141789 -0.03600823
Moved 1576.938 328.158 374 -0.07370844 -0.03600823
Moved 1576.969 331.1479 374 -0.0667872 -0.03600823
Moved 1577 333.9129 374 -0.06038681 -0.03600823
Ended 1577.03 334 374 -0.06018519 -0.03600823
Accept 1577.092 0 much
Began 1577.553 280 478 -0.1851852 0.2314814
Moved 1577.583 287.1245 478 -0.1686933 0.2314814
Moved 1577.614 307.8647 478 -0.1206836 0.2314814
Moved 1577.645 333.1571 478 -0.06213635 0.2314814
Moved 1577.676 348.9716 478 -0.02552857 0.2314814
Moved 1577.706 366.361 478 0.01472453 0.2314814
Moved 1577.737 385.6505 478 0.05937606 0.2314814
Moved 1577.768 401.9785 478 0.09717236 0.2314814
Moved 1577.799 416.6756 478 0.1311934 0.2314814
Moved 1577.829 431.0161 478 0.1643892 0.2314814
Moved 1577.86 444.7825 478 0.1962557 0.2314814
Moved 1577.891 458.5 478 0.2280092 0.2314814
Moved 1577.922 471.6266 478 0.258395 0.2314814
Moved 1577.952 487.2791 488.7597 0.2946275 0.2591555
Moved 1577.983 503.8512 494.9256 0.332989 0.2750144
Moved 1578.014 521.946 503.973 0.3748751 0.2982844
Moved 1578.044 531.759 509.506 0.3975904 0.3125154
Moved 1578.075 535.2538 510.627 0.4056802 0.3153985
Moved 1578.106 540.3798 514.3798 0.4175457 0.3250508
Moved 1578.137 543 515.8108 0.4236111 0.3287313
Moved 1578.167 545.5 516 0.4293981 0.329218
Ended 1578.198 545.5 516 0.4293981 0.329218
Candidates 1578.26 13 to do top too go trip so group full tip who rip will
Began 1578.751 262 392 -0.2268519 0.01028803
Moved 1578.782 268.6148 392 -0.2115398 0.01028803
Moved 1578.813 288.6833 392 -0.165085 0.01028803
Moved 1578.843 308.6708 392 -0.1188175 0.01028803
Moved 1578.874 325.3941 392 -0.08010616 0.01028803
Moved 1578.905 340.1412 392 -0.04596943 0.01028803
Moved 1578.936 352.9233 392 -0.01638115 0.01028803
Moved 1578.966 363 392 0.006944438 0.01028803
Moved 1578.997 370.3205 392 0.02389014 0.01028803
Moved 1579.028 378.8077 392 0.04353632 0.01028803
Moved 1579.058 384.6507 392 0.05706191 0.01028803
Moved 1579.089 388.0409 392 0.06490956 0.01028803
Ended 1579.12 389 392 0.06712963 0.01028803
Accept 1579.212 0 to
Began 1579.458 326 385 -0.07870371 -0.007716127
Stationary 1579.489 326 385 -0.07870371 -0.007716127
Stationary 1579.519 326 385 -0.07870371 -0.007716127
Stationary 1579.55 326 385 -0.07870371 -0.007716127
Moved 1579.581 312.4517 385 -0.1100656 -0.007716127
Moved 1579.612 299.22 385 -0.1406945 -0.007716127
Moved 1579.642 285.4653 393.3069 -0.1725341 0.01364951
Moved 1579.673 268.6362 394.0519 -0.2114902 0.01556561
Moved 1579.704 257.183 394 -0.2380023 0.01543206
Moved 1579.734 242.8502 394 -0.27118 0.01543206
Moved 1579.765 230.0821 394 -0.3007358 0.01543206
Moved 1579.796 217.3378 395 -0.3302367 0.01800408
Moved 1579.827 207.4772 395 -0.353062 0.01800408
Moved 1579.857 196.4858 395 -0.378505 0.01800408
Moved 1579.888 188.093 395 -0.397933 0.01800408
Moved 1579.919 179.8031 395 -0.4171225 0.01800408
Moved 1579.95 173.3065 395 -0.432161 0.01800408
Moved 1579.98 168.3998 395 -0.443519 0.01800408
Moved 1580.011 165.6411 395 -0.4499048 0.01800408
Moved 1580.042 164.6409 395 -0.4522201 0.01800408
Moved 1580.073 163.934 395 -0.4538564 0.01800408
Stationary 1580.103 164 395 -0.4537037 0.01800408
Moved 1580.134 180.3076 398.0879 -0.4159546 0.02594614
Moved 1580.165 211.6032 400.5054 -0.3435111 0.03216418
Moved 1580.195 248.2021 401 -0.2587915 0.03343609
Moved 1580.226 284.1715 389.9572 -0.175529 0.005033791
Moved 1580.257 313.2229 378.8885 -0.1082802 -0.02343488
Moved 1580.288 336.2804 365.5488 -0.05490651 -0.05774486
Moved 1580.318 359.5942 350.2706 -0.000939419 -0.09704071
Moved 1580.349 383.4613 334.4104 0.05430847 -0.1378334
Moved 1580.38 405.7852 321.6343 0.1059842 -0.1706937
Moved 1580.411 418.527 314.3547 0.1354793 -0.1894169
Moved 1580.441 429.5254 307.7373 0.1609383 -0.206437
Moved 1580.472 435.8002 303.5999 0.1754635 -0.2170784
Moved 1580.503 438 302.5 0.1805556 -0.2199075
Moved 1580.533 440.5808 300.4192 0.1865296 -0.2252594
Moved 1580.564 442.5 298.5 0.1909722 -0.2301955
Moved 1580.595 444.0891 298 0.1946508 -0.2314816
Moved 1580.626 444 296.5332 0.1944444 -0.2352542
Moved 1580.656 445 294.5 0.1967593 -0.2404836
Moved 1580.687 446 292.9813 0.199074 -0.2443896
Stationary 1580.718 446 293 0.199074 -0.2443416
Stationary 1580.749 446 293 0.199074 -0.2443416
Moved 1580.779 449.0016 315.007 0.2060222 -0.1877392
Moved 1580.81 455.2767 336.3124 0.220548 -0.1329415
Moved 1580.841 463.5 353 0.2395834 -0.09002065
Moved 1580.871 474.7275 360.8365 0.2655729 -0.069865
Moved 1580.902 486.5257 369.4103 0.2928836 -0.04781315
Moved 1580.933 496.3885 375.9257 0.3157143 -0.03105532
Moved 1580.964 501.7971 381.7972 0.3282341 -0.01595383
Moved 1580.994 505.6282 385.6282 0.3371023 -0.006100258
Moved 1581.025 507.3929 387 0.3411874 -0.002572055
Stationary 1581.056 507 387 0.3402778 -0.002572055
Moved 1581.087 470.481 382.7562 0.255743 -0.01348731
Moved 1581.117 419.3624 374.6312 0.137413 -0.03438471
Moved 1581.148 370.9552 374 0.02535929 -0.03600823
Moved 1581.179 326.8175 374 -0.07681142 -0.03600823
Moved 1581.209 297.5444 383.5759 -0.1445732 -0.01137879
Moved 1581.24 272.6748 386.0361 -0.2021417 -0.005051138
Moved 1581.271 254.0741 388.7852 -0.2451989 0.002019435
Moved 1581.302 241 391.5 -0.275463 0.009002057
Moved 1581.332 231.0092 393 -0.2985899 0.01285996
Moved 1581.363 224.5026 395.7487 -0.3136514 0.01992975
Moved 1581.394 220.5 397.5 -0.3229167 0.02443408
Moved 1581.425 220 398 -0.3240741 0.02572008
Moved 1581.455 224.7327 402.0283 -0.3131188 0.03608099
Moved 1581.486 253.6196 413.1614 -0.246251 0.06471543
Moved 1581.517 291.3808 421.5952 -0.1588407 0.0864074
Moved 1581.547 329.1116 425.2149 -0.07150084 0.09571735
Moved 1581.578 369.139 426 0.02115518 0.09773654
Moved 1581.609 409.7209 426 0.1150947 0.09773654
Moved 1581.64 442.497 426 0.1909652 0.09773654
Moved 1581.67 468.6835 426 0.2515822 0.09773654
Moved 1581.701 491.4937 426 0.3043834 0.09773654
Moved 1581.732 510.6477 426 0.3487214 0.09773654
Moved 1581.762 524.5 426 0.3807871 0.09773654
Moved 1581.793 534.9472 418.0132 0.4049703 0.07719432
Moved 1581.824 541.5059 418 0.4201525 0.07716041
Moved 1581.855 547 418 0.4328704 0.07716041
Moved 1581.885 547.3571 416.6429 0.433697 0.07366989
Moved 1581.916 547 417 0.4328704 0.0745884
Moved 1581.947 519.0265 416 0.3681169 0.07201634
Moved 1581.978 472.4198 416 0.2602309 0.07201634
Moved 1582.008 426.9164 428.7545 0.1548991 0.1048211
Moved 1582.039 389.4237 437.2868 0.06811053 0.1267664
Moved 1582.07 359.2429 447.7029 -0.001752625 0.1535567
Moved 1582.1 333.6273 457.7648 -0.06104802 0.1794361
Moved 1582.131 312.4736 465.9474 -0.1100147 0.2004819
Moved 1582.162 294.5788 474.2106 -0.151438 0.2217351
Moved 1582.193 280.6832 479.6584 -0.1836037 0.2357468
Moved 1582.223 270 485 -0.2083333 0.2494856
Moved 1582.254 261.9525 490.0475 -0.2269619 0.2624678
Moved 1582.285 255.4743 494.5257 -0.2419577 0.2739857
Moved 1582.316 250 499 -0.2546296 0.2854938
Moved 1582.346 246.062 500.938 -0.2637453 0.2904783
Moved 1582.377 243.3381 503.6619 -0.2700506 0.2974842
Moved 1582.408 242 506.4134 -0.2731481 0.3045611
Moved 1582.438 239.8359 508.3281 -0.2781576 0.3094859
Ended 1582.469 239.8359 508.3281 -0.2781576 0.3094859
Candidates 1582.654 13 handle handled female allele angeles ensure alleles smaller smells handsome explained canceled traveler
Began 1583.176 210 432 -0.3472222 0.1131687
Stationary 1583.207 210 432 -0.3472222 0.1131687
Moved 1583.237 218.4891 432 -0.3275716 0.1131687
Moved 1583.268 236.9586 432 -0.284818 0.1131687
Moved 1583.299 253.7229 432 -0.2460119 0.1131687
Moved 1583.33 275.1747 432 -0.1963547 0.1131687
Moved 1583.36 291.236 432 -0.159176 0.1131687
Moved 1583.391 302.5487 432 -0.1329891 0.1131687
Moved 1583.422 308.4082 432 -0.1194255 0.1131687
Moved 1583.453 313.5498 432 -0.1075236 0.1131687
Moved 1583.483 316.291 432 -0.1011783 0.1131687
Moved 1583.514 319.0493 432 -0.09479324 0.1131687
Ended 1583.544 319.0493 432 -0.09479324 0.1131687
Accept 1583.606 0 handle
Began 1583.852 242 457 -0.2731481 0.1774691
Stationary 1583.883 242 457 -0.2731481 0.1774691
Stationary 1583.913 242 457 -0.2731481 0.1774691
Moved 1583.944 272.7906 457 -0.2018737 0.1774691
Moved 1583.975 299.8512 457 -0.1392334 0.1774691
Moved 1584.006 333.4781 457 -0.06139333 0.1774691
Moved 1584.036 369.5974 457 0.02221634 0.1774691
Moved 1584.067 408.6143 457 0.1125331 0.1774691
Moved 1584.098 443.0713 457 0.1922946 0.1774691
Moved 1584.129 481.4864 457 0.2812186 0.1774691
Moved 1584.159 513.692 457 0.3557686 0.1774691
Moved 1584.19 537.4014 457 0.4106514 0.1774691
Moved 1584.221 554.5597 457 0.4503696 0.1774691
Moved 1584.251 568.4966 457 0.4826311 0.1774691
Moved 1584.282 581.3287 457 0.5123349 0.1774691
Moved 1584.313 591 457 0.5347222 0.1774691
Moved 1584.344 600.0521 457 0.555676 0.1774691
Moved 1584.374 612.4724 457 0.5844267 0.1774691
Moved 1584.405 615 457 0.5902778 0.1774691
Moved 1584.436 621.9914 457 0.6064616 0.1774691
Moved 1584.467 629.3024 457 0.6233852 0.1774691
Moved 1584.497 636 457 0.6388888 0.1774691
Moved 1584.528 643.7734 457 0.6568829 0.1774691
Moved 1584.559 647.3376 457 0.6651334 0.1774691
Moved 1584.589 651.8646 457 0.6756124 0.1774691
Moved 1584.62 653.0991 457 0.6784701 0.1774691
Moved 1584.651 655.9659 457 0.6851063 0.1774691
Moved 1584.682 658.4061 457 0.690755 0.1774691
Ended 1584.712 658.4061 457 0.690755 0.1774691
PhraseEnd 1584.804
