learn to walk before you run
learn to walk before you run
Basic
Radial

0.6 0.6
432 388.8
Began 2012.635 599 396 0.5532407 0.02057605
Stationary 2012.665 599 396 0.5532407 0.02057605
Moved 2012.696 575.7208 405.3117 0.4993536 0.04452591
Moved 2012.727 557.7298 412.0676 0.4577079 0.06190214
Moved 2012.757 538.7119 418.108 0.4136849 0.07743827
Moved 2012.788 513.0547 428.5781 0.3542934 0.1043675
Moved 2012.819 488.8787 440.8258 0.2983303 0.1358688
Moved 2012.849 469 453 0.2523148 0.167181
Moved 2012.88 446.6318 465.5864 0.2005366 0.1995533
Moved 2012.911 426.656 475.172 0.1542964 0.2242077
Moved 2012.942 406.4209 484.7896 0.1074557 0.2489442
Moved 2012.972 390.6486 493.3436 0.07094592 0.2709455
Moved 2013.003 371.0705 503.9647 0.02562612 0.2982631
Moved 2013.034 349.6507 512.5782 -0.02395675 0.3204172
Moved 2013.064 330.5606 516.0628 -0.06814684 0.3293796
Moved 2013.095 315.8698 517 -0.1021532 0.33179
Moved 2013.126 299.5501 517 -0.1399303 0.33179
Moved 2013.157 285.2019 517 -0.1731438 0.33179
Moved 2013.187 275.2569 507.1713 -0.1961646 0.3065103
Moved 2013.218 262.1822 495.9457 -0.2264302 0.2776381
Moved 2013.249 249.4819 478.5933 -0.255829 0.2330072
Moved 2013.279 234.0398 452.5729 -0.2915746 0.1660826
Moved 2013.31 219.9388 423.8571 -0.3242158 0.09222481
Moved 2013.341 209.3621 398.9657 -0.3486987 0.02820384
Moved 2013.372 203.5156 381.8047 -0.3622323 -0.01593437
Moved 2013.402 200.5 366.5 -0.369213 -0.05529835
Moved 2013.433 198.8478 359.6957 -0.3730375 -0.07279926
Moved 2013.464 199 352.9701 -0.3726852 -0.09009757
Moved 2013.494 199 350.1173 -0.3726852 -0.09743498
Moved 2013.525 199 349.5 -0.3726852 -0.09902263
Moved 2013.556 214.364 350 -0.3371203 -0.09773669
Moved 2013.587 238.4637 372.171 -0.281334 -0.04071247
Moved 2013.617 266.1656 400.1656 -0.2172092 0.03129017
Moved 2013.648 282.4774 418.6365 -0.1794506 0.07879747
