watch out for low flying objects
watch out for low flying objects
Basic
List

0.6 0.6
432 388.8
Began 1331.723 349 527 -0.02546296 0.3575102
Stationary 1331.754 349 527 -0.02546296 0.3575102
Moved 1331.785 325.8209 527 -0.07911836 0.3575102
Moved 1331.816 291.865 542.7117 -0.15772 0.3979209
Moved 1331.846 269.2195 547.6829 -0.2101401 0.410707
Moved 1331.877 250.7892 553.5527 -0.2528027 0.4258041
Moved 1331.908 239.3027 555 -0.2793918 0.4295266
Moved 1331.938 234.0452 556.9774 -0.291562 0.4346126
Moved 1331.969 229.3219 557.8391 -0.3024957 0.4368287
Moved 1332 225.3932 558 -0.3115897 0.4372427
Moved 1332.031 222.523 559 -0.3182339 0.4398148
Moved 1332.061 220.5 559 -0.3229167 0.4398148
Moved 1332.092 219.1328 559 -0.3260814 0.4398148
Moved 1332.123 218.2674 559 -0.3280847 0.4398148
Stationary 1332.154 218 559 -0.3287037 0.4398148
Moved 1332.184 215.8131 559 -0.3337659 0.4398148
Moved 1332.215 211.8765 546.7531 -0.3428784 0.4083154
Moved 1332.246 200.4176 514.1136 -0.3694037 0.3243661
Moved 1332.277 189.6685 482.4717 -0.394286 0.2429827
Moved 1332.307 177.6635 446.6565 -0.4220752 0.1508654
Moved 1332.338 169.792 412.1279 -0.4402964 0.06205731
Moved 1332.369 169 389.3818 -0.4421296 0.003553948
Moved 1332.399 169 373.6848 -0.4421296 -0.03681897
Moved 1332.43 169 366.119 -0.4421296 -0.05627832
Moved 1332.461 185.5457 362.6909 -0.4038293 -0.0650956
Moved 1332.492 221.1969 372.8333 -0.3213034 -0.03900897
Moved 1332.522 273.4943 405.573 -0.2002446 0.045198
Moved 1332.553 309.5507 429.7641 -0.1167809 0.1074179
Moved 1332.584 336.735 450.3145 -0.05385428 0.1602737
Moved 1332.615 362.7735 467.849 0.006420215 0.2053729
Moved 1332.645 380.4108 478.7054 0.04724731 0.2332958
Moved 1332.676 385.7243 482.7243 0.05954703 0.2436324
Moved 1332.707 387.3041 483 0.06320387 0.2443414
Moved 1332.737 387 460.6382 0.06250004 0.1868266
Moved 1332.768 368.8153 413.2611 0.02040575 0.06497191
Moved 1332.799 357.2462 364.3131 -0.006374518 -0.06092307
Moved 1332.83 350.5511 327.8179 -0.02187242 -0.1547893
Moved 1332.86 346.6766 294.7659 -0.03084118 -0.2397995
Moved 1332.891 341.6277 273.6969 -0.04252851 -0.2939895
Moved 1332.922 337.9424 254.6542 -0.05105938 -0.3429677
Moved 1332.953 335.4382 243.3145 -0.05685608 -0.3721337
Moved 1332.983 334 233.6962 -0.06018519 -0.396872
Moved 1333.014 331.6835 229.6835 -0.06554753 -0.4071929
Moved 1333.045 332 227.1096 -0.06481484 -0.4138128
Stationary 1333.075 332 227 -0.06481484 -0.4140947
Moved 1333.106 337.3404 235.9006 -0.05245278 -0.3912021
Moved 1333.137 359.7526 277.4227 -0.0005727013 -0.2844066
Moved 1333.168 379.7455 321.4146 0.04570713 -0.1712588
Moved 1333.198 393.3972 348.7944 0.07730831 -0.1008376
Moved 1333.229 407.2585 371.3878 0.1093946 -0.04272704
Moved 1333.26 424 393.5 0.1481481 0.01414597
Moved 1333.291 434.4554 402.4554 0.1723503 0.03717936
Moved 1333.321 440.0203 407.0203 0.1852322 0.04892055
Ended 1333.352 442 409 0.1898148 0.05401234
Candidates 1333.506 13 search watch reading research real trading tech rating each testing track using frederick
